Date,Close,High,Low,Open,Volume,"('Close', 'MBLY')","('High', 'MBLY')","('Low', 'MBLY')","('Open', 'MBLY')","('Volume', 'MBLY')"
2024-06-03,26.459999084472656,26.540000915527344,25.790000915527344,26.1299991607666,2121900.0,,,,,
2024-06-04,25.38999938964844,26.190000534057617,25.31999969482422,26.149999618530277,1779300.0,,,,,
2024-06-05,25.940000534057617,26.149999618530277,25.049999237060547,25.670000076293945,4160300.0,,,,,
2024-06-06,27.399999618530277,27.63999938964844,25.51000022888184,25.770000457763672,5355400.0,,,,,
2024-06-07,31.68000030517578,32.18000030517578,27.709999084472656,27.96999931335449,17413400.0,,,,,
2024-06-10,32.470001220703125,33.2599983215332,30.01000022888184,31.5,8856200.0,,,,,
2024-06-11,30.11000061035156,32.22999954223633,30.059999465942383,32.04999923706055,6425700.0,,,,,
2024-06-12,29.34000015258789,31.31999969482422,29.26000022888184,30.5,5212700.0,,,,,
2024-06-13,29.09000015258789,30.170000076293945,28.61000061035156,29.63999938964844,4198900.0,,,,,
2024-06-14,28.21999931335449,29.5,27.729999542236328,29.0,3325300.0,,,,,
2024-06-17,27.600000381469727,28.65999984741211,27.559999465942383,28.299999237060547,3761700.0,,,,,
2024-06-18,25.96999931335449,27.649999618530277,25.690000534057617,27.649999618530277,6096400.0,,,,,
2024-06-20,26.13999938964844,26.88999938964844,25.93000030517578,25.96999931335449,3839500.0,,,,,
2024-06-21,26.88999938964844,27.11000061035156,25.190000534057617,25.950000762939453,6414300.0,,,,,
2024-06-24,26.729999542236328,27.07999992370605,26.200000762939453,26.649999618530277,3265300.0,,,,,
2024-06-25,26.07999992370605,26.739999771118164,25.84000015258789,26.670000076293945,2731300.0,,,,,
2024-06-26,28.149999618530277,28.25,25.670000076293945,25.93000030517578,4407400.0,,,,,
2024-06-27,28.020000457763672,28.049999237060547,27.11000061035156,27.700000762939453,4223900.0,,,,,
2024-06-28,28.09000015258789,28.46999931335449,27.68000030517578,28.0,2226800.0,,,,,
2024-07-01,27.61000061035156,28.489999771118164,26.84000015258789,28.25,2828000.0,,,,,
2024-07-02,27.88999938964844,28.46999931335449,27.299999237060547,28.07999992370605,1820900.0,,,,,
2024-07-03,27.43000030517578,27.8799991607666,27.1200008392334,27.809999465942383,1443800.0,,,,,
2024-07-05,27.81999969482422,28.479999542236328,27.31999969482422,27.34000015258789,3558500.0,,,,,
2024-07-08,27.81999969482422,28.729999542236328,27.51000022888184,28.0,2578800.0,,,,,
2024-07-09,26.68000030517578,27.799999237060547,26.600000381469727,27.399999618530277,2614800.0,,,,,
2024-07-10,26.75,27.399999618530277,26.06999969482422,26.96999931335449,2985600.0,,,,,
2024-07-11,27.030000686645508,27.46999931335449,26.46999931335449,27.0,3671000.0,,,,,
2024-07-12,26.459999084472656,27.68000030517578,26.40999984741211,26.68000030517578,4265100.0,,,,,
2024-07-15,26.950000762939453,27.3799991607666,26.309999465942383,27.3799991607666,4995500.0,,,,,
2024-07-16,26.989999771118164,27.1200008392334,26.149999618530277,27.0,3311000.0,,,,,
2024-07-17,26.270000457763672,26.96999931335449,25.81999969482422,26.700000762939453,3276000.0,,,,,
2024-07-18,26.440000534057617,27.25,26.21999931335449,26.34000015258789,4322900.0,,,,,
2024-07-19,24.670000076293945,26.36000061035156,24.59000015258789,26.0,4697600.0,,,,,
2024-07-22,23.989999771118164,25.09000015258789,23.950000762939453,24.850000381469727,4065500.0,,,,,
2024-07-23,23.309999465942383,24.209999084472656,23.100000381469727,23.75,5005800.0,,,,,
2024-07-24,22.290000915527344,23.07999992370605,22.049999237060547,23.0,4332700.0,,,,,
2024-07-25,21.07999992370605,22.09000015258789,21.06999969482422,21.36000061035156,6138700.0,,,,,
2024-07-26,21.21999931335449,21.670000076293945,21.15999984741211,21.15999984741211,3365500.0,,,,,
2024-07-29,20.84000015258789,21.21999931335449,20.68000030517578,21.190000534057617,4160500.0,,,,,
2024-07-30,20.0,20.989999771118164,19.649999618530277,20.850000381469727,5547500.0,,,,,
2024-07-31,21.0,21.11000061035156,20.01000022888184,20.020000457763672,7318200.0,,,,,
2024-08-01,16.280000686645508,18.450000762939453,15.210000038146973,18.049999237060547,28139500.0,,,,,
2024-08-02,15.960000038146973,17.209999084472656,15.5,15.899999618530272,11217300.0,,,,,
2024-08-05,15.18000030517578,16.200000762939453,14.329999923706056,14.350000381469728,6290400.0,,,,,
2024-08-06,15.619999885559082,16.1200008392334,15.239999771118164,16.079999923706055,6777700.0,,,,,
2024-08-07,15.0,16.170000076293945,14.920000076293944,16.0,8171000.0,,,,,
2024-08-08,15.890000343322754,15.949999809265137,14.960000038146973,14.979999542236328,4092100.0,,,,,
2024-08-09,15.279999732971191,15.979999542236328,15.039999961853027,15.829999923706056,4413200.0,,,,,
2024-08-12,14.600000381469728,15.239999771118164,14.460000038146973,15.210000038146973,4708500.0,,,,,
2024-08-13,14.84000015258789,15.0600004196167,14.31999969482422,14.5,5448900.0,,,,,
2024-08-14,13.920000076293944,14.960000038146973,13.890000343322754,14.800000190734863,5994000.0,,,,,
2024-08-15,14.270000457763672,14.489999771118164,13.829999923706056,14.109999656677246,6959500.0,,,,,
2024-08-16,14.300000190734863,14.479999542236328,14.050000190734863,14.220000267028809,3635400.0,,,,,
2024-08-19,14.880000114440918,14.920000076293944,14.359999656677246,14.359999656677246,2928000.0,,,,,
2024-08-20,14.920000076293944,15.270000457763672,14.5600004196167,14.800000190734863,4302600.0,,,,,
2024-08-21,15.15999984741211,15.279999732971191,14.720000267028809,14.789999961853027,3069000.0,,,,,
2024-08-22,15.15999984741211,15.289999961853027,14.949999809265137,15.0,3325300.0,,,,,
2024-08-23,14.399999618530272,15.470000267028809,14.31999969482422,15.1899995803833,4416000.0,,,,,
2024-08-26,14.050000190734863,14.510000228881836,14.029999732971191,14.399999618530272,4504100.0,,,,,
2024-08-27,13.800000190734863,14.229999542236328,13.6899995803833,14.039999961853027,2998700.0,,,,,
2024-08-28,13.510000228881836,13.729999542236328,13.15999984741211,13.699999809265137,3513400.0,,,,,
2024-08-29,14.039999961853027,14.260000228881836,13.6899995803833,13.729999542236328,2633400.0,,,,,
2024-08-30,14.279999732971191,14.760000228881836,14.199999809265137,14.25,3855400.0,,,,,
2024-09-03,13.619999885559082,14.25,13.600000381469728,14.020000457763672,3105200.0,,,,,
2024-09-04,13.619999885559082,14.0,13.479999542236328,13.5,2686800.0,,,,,
2024-09-05,12.619999885559082,13.93000030517578,12.510000228881836,13.529999732971191,6357900.0,,,,,
2024-09-06,11.550000190734863,12.18000030517578,11.449999809265137,12.140000343322754,10422400.0,,,,,
2024-09-09,11.149999618530272,12.09000015258789,11.0600004196167,11.619999885559082,7224300.0,,,,,
2024-09-10,10.800000190734863,11.359999656677246,10.550000190734863,11.199999809265137,7632600.0,,,,,
2024-09-11,10.84000015258789,11.109999656677246,10.479999542236328,10.880000114440918,6696000.0,,,,,
2024-09-12,10.56999969482422,10.920000076293944,10.479999542236328,10.850000381469728,6191600.0,,,,,
2024-09-13,10.90999984741211,11.020000457763672,10.5,10.539999961853027,5218000.0,,,,,
2024-09-16,11.420000076293944,11.43000030517578,10.619999885559082,10.770000457763672,4520400.0,,,,,
2024-09-17,11.84000015258789,12.300000190734863,11.670000076293944,12.100000381469728,7878700.0,,,,,
2024-09-18,11.609999656677246,12.369999885559082,11.56999969482422,11.880000114440918,6163500.0,,,,,
2024-09-19,13.350000381469728,13.789999961853027,12.649999618530272,12.850000381469728,18141400.0,,,,,
2024-09-20,12.380000114440918,13.31999969482422,11.8100004196167,13.149999618530272,17404200.0,,,,,
2024-09-23,12.34000015258789,13.0600004196167,12.289999961853027,12.699999809265137,8655900.0,,,,,
2024-09-24,13.100000381469728,13.329999923706056,12.579999923706056,12.6899995803833,8291700.0,,,,,
2024-09-25,12.470000267028809,13.09000015258789,12.4399995803833,12.90999984741211,5828200.0,,,,,
2024-09-26,13.779999732971191,14.09000015258789,12.970000267028809,13.300000190734863,11503100.0,,,,,
