Date,Close,High,Low,Open,Volume,"('Close', 'NRXS')","('High', 'NRXS')","('Low', 'NRXS')","('Open', 'NRXS')","('Volume', 'NRXS')"
2024-06-03,3.1700000762939453,3.309999942779541,3.140000104904175,3.240000009536743,3000.0,,,,,
2024-06-04,3.240000009536743,3.289999961853028,3.150000095367432,3.190000057220459,3700.0,,,,,
2024-06-05,3.240000009536743,3.240000009536743,3.180000066757202,3.180000066757202,700.0,,,,,
2024-06-06,3.0,3.369999885559082,2.9600000381469727,3.1600000858306885,11900.0,,,,,
2024-06-07,2.990000009536743,3.450000047683716,2.880000114440918,3.450000047683716,17000.0,,,,,
2024-06-10,2.9200000762939453,3.190000057220459,2.9200000762939453,3.0,9500.0,,,,,
2024-06-11,2.9800000190734863,3.0,2.700000047683716,2.880000114440918,12000.0,,,,,
2024-06-12,2.930000066757202,3.0199999809265137,2.8499999046325684,2.940000057220459,10400.0,,,,,
2024-06-13,3.0,3.2699999809265137,2.940000057220459,3.2699999809265137,8500.0,,,,,
2024-06-14,2.970000028610229,3.0,2.9200000762939453,2.940000057220459,4400.0,,,,,
2024-06-17,2.789999961853028,3.0,2.680000066757202,3.0,12900.0,,,,,
2024-06-18,2.799999952316284,2.880000114440918,2.7100000381469727,2.880000114440918,2600.0,,,,,
2024-06-20,2.700000047683716,2.900000095367432,2.5,2.7699999809265137,44100.0,,,,,
2024-06-21,2.5799999237060547,2.759999990463257,2.390000104904175,2.6700000762939453,23600.0,,,,,
2024-06-24,2.559999942779541,2.690000057220459,2.430000066757202,2.6700000762939453,7100.0,,,,,
2024-06-25,2.490000009536743,2.75,2.309999942779541,2.5,8700.0,,,,,
2024-06-26,2.5199999809265137,2.609999895095825,2.380000114440918,2.380000114440918,1900.0,,,,,
2024-06-27,2.6600000858306885,2.680000066757202,2.5899999141693115,2.680000066757202,2000.0,,,,,
2024-06-28,2.7799999713897705,2.7799999713897705,2.5999999046325684,2.700000047683716,2700.0,,,,,
2024-07-01,2.819999933242798,2.8299999237060547,2.700000047683716,2.8299999237060547,1100.0,,,,,
2024-07-02,2.869999885559082,2.9800000190734863,2.740000009536743,2.819999933242798,4600.0,,,,,
2024-07-03,2.859999895095825,2.890000104904175,2.650000095367432,2.890000104904175,4400.0,,,,,
2024-07-05,2.799999952316284,2.890000104904175,2.744999885559082,2.890000104904175,1900.0,,,,,
2024-07-08,2.720000028610229,2.890000104904175,2.559999942779541,2.869999885559082,3100.0,,,,,
2024-07-09,2.799999952316284,2.799999952316284,2.619999885559082,2.740000009536743,2200.0,,,,,
2024-07-10,2.819999933242798,2.890000104904175,2.6700000762939453,2.880000114440918,18800.0,,,,,
2024-07-11,2.789999961853028,2.890000104904175,2.789999961853028,2.799999952316284,14700.0,,,,,
2024-07-12,2.940000057220459,2.990000009536743,2.799999952316284,2.799999952316284,4900.0,,,,,
2024-07-15,3.009999990463257,3.0899999141693115,2.900000095367432,3.009999990463257,8500.0,,,,,
2024-07-16,2.990000009536743,3.049999952316284,2.940000057220459,3.0,5600.0,,,,,
2024-07-17,2.8949999809265137,2.8949999809265137,2.8949999809265137,2.8949999809265137,300.0,,,,,
2024-07-18,2.859999895095825,2.940000057220459,2.859999895095825,2.880000114440918,700.0,,,,,
2024-07-19,2.9800000190734863,2.990000009536743,2.970000028610229,2.970000028610229,600.0,,,,,
2024-07-22,3.0799999237060547,3.0799999237060547,2.9800000190734863,3.0199999809265137,20500.0,,,,,
2024-07-23,3.119999885559082,3.150000095367432,3.059999942779541,3.119999885559082,15900.0,,,,,
2024-07-24,3.2300000190734863,3.259999990463257,3.119999885559082,3.150000095367432,3600.0,,,,,
2024-07-25,3.119999885559082,3.289999961853028,3.069999933242798,3.240000009536743,3600.0,,,,,
2024-07-26,3.190000057220459,3.190000057220459,3.0799999237060547,3.180000066757202,1500.0,,,,,
2024-07-29,3.220000028610229,3.220000028610229,3.150000095367432,3.220000028610229,2700.0,,,,,
2024-07-30,3.2300000190734863,3.25,3.2300000190734863,3.25,900.0,,,,,
2024-07-31,3.240000009536743,3.240000009536743,3.2249999046325684,3.240000009536743,4800.0,,,,,
2024-08-01,3.220000028610229,3.240000009536743,3.1540000438690186,3.240000009536743,2000.0,,,,,
2024-08-02,3.180000066757202,3.2100000381469727,3.0,3.150000095367432,2800.0,,,,,
2024-08-05,2.619999885559082,3.240000009536743,2.400000095367432,3.240000009536743,21900.0,,,,,
2024-08-06,2.7799999713897705,2.880000114440918,2.700000047683716,2.700000047683716,3900.0,,,,,
2024-08-07,2.9549999237060547,3.0920000076293945,2.5,2.5,4300.0,,,,,
2024-08-08,2.8499999046325684,2.9800000190734863,2.8499999046325684,2.9800000190734863,4600.0,,,,,
2024-08-09,3.109999895095825,3.25,2.809999942779541,2.809999942779541,10700.0,,,,,
2024-08-12,3.1700000762939453,3.1700000762939453,2.970000028610229,3.1700000762939453,2500.0,,,,,
2024-08-13,3.190000057220459,3.25,2.900000095367432,3.039999961853028,5100.0,,,,,
2024-08-14,3.1470000743865967,3.200000047683716,3.109999895095825,3.130000114440918,7000.0,,,,,
2024-08-15,3.134999990463257,3.200000047683716,2.900000095367432,3.140000104904175,11600.0,,,,,
2024-08-16,3.180000066757202,3.220000028610229,3.0899999141693115,3.1700000762939453,1800.0,,,,,
2024-08-19,3.180000066757202,3.309999942779541,3.069999933242798,3.2300000190734863,5300.0,,,,,
2024-08-20,3.180000066757202,3.2300000190734863,3.0199999809265137,3.220000028610229,9300.0,,,,,
2024-08-21,3.1600000858306885,3.200000047683716,3.0199999809265137,3.1700000762939453,12200.0,,,,,
2024-08-22,3.049999952316284,3.200000047683716,3.049999952316284,3.200000047683716,5100.0,,,,,
2024-08-23,3.0799999237060547,3.220000028610229,3.049999952316284,3.180000066757202,14900.0,,,,,
2024-08-26,3.130000114440918,3.130000114440918,3.130000114440918,3.130000114440918,200.0,,,,,
2024-08-27,3.130000114440918,3.130000114440918,3.130000114440918,3.130000114440918,400.0,,,,,
2024-08-28,3.061000108718872,3.078000068664551,3.061000108718872,3.078000068664551,600.0,,,,,
2024-08-29,3.130000114440918,3.130000114440918,3.130000114440918,3.130000114440918,300.0,,,,,
2024-08-30,3.058000087738037,3.130000114440918,3.0299999713897705,3.130000114440918,1900.0,,,,,
