Date,Close,High,Low,Open,Volume,"('Close', 'DMRC')","('High', 'DMRC')","('Low', 'DMRC')","('Open', 'DMRC')","('Volume', 'DMRC')"
2024-06-03,27.8700008392334,28.020000457763672,26.6200008392334,26.989999771118164,148000.0,,,,,
2024-06-04,28.1200008392334,28.1200008392334,27.26000022888184,27.899999618530277,106800.0,,,,,
2024-06-05,29.209999084472656,29.6200008392334,27.75,28.270000457763672,182400.0,,,,,
2024-06-06,29.3700008392334,29.700000762939453,28.8700008392334,28.979999542236328,100300.0,,,,,
2024-06-07,28.1299991607666,29.530000686645508,28.01000022888184,28.8700008392334,158700.0,,,,,
2024-06-10,28.899999618530277,29.07999992370605,27.76000022888184,28.0,89600.0,,,,,
2024-06-11,28.549999237060547,28.8700008392334,28.09000015258789,28.530000686645508,82200.0,,,,,
2024-06-12,28.3799991607666,29.56999969482422,28.200000762939453,29.450000762939453,81600.0,,,,,
2024-06-13,28.01000022888184,28.809999465942383,27.82999992370605,28.200000762939453,101400.0,,,,,
2024-06-14,27.1200008392334,27.81999969482422,27.0,27.81999969482422,67300.0,,,,,
2024-06-17,26.030000686645508,26.950000762939453,25.86000061035156,26.950000762939453,136700.0,,,,,
2024-06-18,25.790000915527344,26.18000030517578,25.01000022888184,25.770000457763672,301900.0,,,,,
2024-06-20,25.270000457763672,26.51000022888184,25.190000534057617,26.51000022888184,264000.0,,,,,
2024-06-21,26.239999771118164,26.46999931335449,25.049999237060547,25.21999931335449,193800.0,,,,,
2024-06-24,28.8799991607666,29.920000076293945,27.51000022888184,28.36000061035156,232700.0,,,,,
2024-06-25,30.11000061035156,30.190000534057617,28.68000030517578,28.780000686645508,171600.0,,,,,
2024-06-26,30.93000030517578,31.239999771118164,29.43000030517578,29.93000030517578,145800.0,,,,,
2024-06-27,30.920000076293945,31.86000061035156,30.65999984741211,30.8700008392334,139800.0,,,,,
2024-06-28,31.01000022888184,31.700000762939453,30.729999542236328,31.11000061035156,292800.0,,,,,
2024-07-01,30.479999542236328,30.989999771118164,29.989999771118164,30.940000534057617,110000.0,,,,,
2024-07-02,31.290000915527344,31.940000534057617,30.38999938964844,30.559999465942383,138100.0,,,,,
2024-07-03,30.75,31.600000381469727,30.690000534057617,31.600000381469727,95600.0,,,,,
2024-07-05,31.36000061035156,31.3700008392334,30.26000022888184,30.46999931335449,98600.0,,,,,
2024-07-08,30.8799991607666,31.75,30.40999984741211,31.459999084472656,76400.0,,,,,
2024-07-09,30.799999237060547,31.01000022888184,30.21999931335449,30.790000915527344,77900.0,,,,,
2024-07-10,30.479999542236328,30.989999771118164,30.299999237060547,30.920000076293945,163800.0,,,,,
