Date,Close,High,Low,Open,Volume,"('Close', 'MA')","('High', 'MA')","('Low', 'MA')","('Open', 'MA')","('Volume', 'MA')"
2024-06-03,439.4222106933594,441.21682050893617,434.1672808894272,439.709753722822,2123800.0,,,,,
2024-06-04,440.9887390136719,441.0978195735168,437.56808763783135,439.5907226179677,2096600.0,,,,,
2024-06-05,442.8626708984375,443.76493805695833,438.54964688546863,443.0014649376788,2157000.0,,,,,
2024-06-06,444.865478515625,445.9561327672047,440.8499222463189,444.67709140589176,1887100.0,,,,,
2024-06-07,445.9660949707031,449.14879651345547,443.457605109993,445.628989129682,1664700.0,,,,,
2024-06-10,445.4306945800781,446.34288650025337,440.59217712987146,444.6077641507483,1954500.0,,,,,
2024-06-11,445.2224731445313,445.4306793470744,441.3258612338627,444.0326628994501,1777300.0,,,,,
2024-06-12,439.23382568359375,448.6530612230839,437.8457338662427,447.65163807786206,2738900.0,,,,,
2024-06-13,441.216796875,441.3655155863655,435.58509311167046,439.2338000351124,2916600.0,,,,,
2024-06-14,440.8499450683594,441.1771262317065,437.44911276712594,439.5709036408326,2161500.0,,,,,
2024-06-17,444.3003234863281,445.5198773837682,437.9249961799683,438.6686199632082,2351900.0,,,,,
2024-06-18,446.2833251953125,447.36408506610456,442.90234231714,443.2592672131549,2636500.0,,,,,
2024-06-20,448.6629638671875,450.6162169829814,444.5482211796194,447.22527904163593,3006800.0,,,,,
2024-06-21,450.9830932617188,451.4292494263832,446.4321188333469,448.3457036529945,5007800.0,,,,,
2024-06-24,453.07513427734375,459.1332056886562,451.06239358513545,451.06239358513545,2597100.0,,,,,
2024-06-25,451.7762451171875,456.39663134543446,449.94196700441296,454.5822025660919,2299400.0,,,,,
2024-06-26,448.5340881347656,450.8145225401448,447.5525143201742,448.9009377318096,2451400.0,,,,,
2024-06-27,438.9859313964844,444.8853591785828,438.24230757141976,444.7564595409373,3313800.0,,,,,
2024-06-28,437.4094543457031,444.48873745566567,434.9901957374021,440.8598798013451,4105000.0,,,,,
2024-07-01,433.88958740234375,438.70828521733125,431.8471031797088,437.05246962497466,3149700.0,,,,,
2024-07-02,440.8697509765625,440.978831533174,431.3017976099448,431.3017976099448,2061300.0,,,,,
2024-07-03,444.3697204589844,445.4702993548207,440.5028829698192,441.53404971963926,3192400.0,,,,,
2024-07-05,445.6686096191406,446.1247206725615,440.5029113870141,443.3088385673832,2220700.0,,,,,
2024-07-08,442.4462890625,446.7791327455714,441.21684058258046,445.4604530299932,1802700.0,,,,,
2024-07-09,441.572509765625,444.4322297422576,439.6759388468311,443.508777552836,1608400.0,,,,,
2024-07-10,430.5902404785156,434.3337152990171,426.0324951120013,431.5533894135933,4760900.0,,,,,
2024-07-11,433.3507080078125,434.6911893284661,427.085057830862,428.9617801644979,4032600.0,,,,,
2024-07-12,437.0147399902344,439.1198557167264,434.2443835730217,434.3238076084783,2645600.0,,,,,
2024-07-15,440.87738037109375,441.2745611396669,435.6543638706543,437.23317788022376,1727700.0,,,,,
2024-07-16,440.4106750488281,444.0151502935016,436.6076245756655,443.7966963300986,2846600.0,,,,,
2024-07-17,447.9869995117188,448.3444530896193,438.9509936673144,439.28859881409215,2925000.0,,,,,
2024-07-18,445.5641784667969,452.2269789260316,444.3329090146148,445.5939662663513,3339900.0,,,,,
2024-07-19,440.5695495605469,448.0664386110842,440.4503983639054,448.0465901792937,2121700.0,,,,,
2024-07-22,444.7897033691406,445.6933071034095,440.1326850556523,442.277497715628,2111700.0,,,,,
2024-07-23,438.6134338378906,445.5840520536876,438.0077081421558,444.8989023223072,2385500.0,,,,,
2024-07-24,429.40863037109375,432.7946214828118,425.8438518499077,430.9477172400565,3764800.0,,,,,
2024-07-25,426.5786743164063,434.6217139265126,426.5389471473848,430.8881479152249,2384300.0,,,,,
2024-07-26,435.0983276367188,437.6800482227656,429.0710099141947,429.2398276587733,2039600.0,,,,,
2024-07-29,438.19635009765625,439.8049821843446,432.3577292574439,435.713932455356,2248600.0,,,,,
2024-07-30,444.30316162109375,445.5741583559192,439.8943850683971,440.6490194933872,2266900.0,,,,,
2024-07-31,460.4487609863281,470.6664008309658,454.3221710084551,458.7507957466376,4313600.0,,,,,
2024-08-01,459.1578979492188,464.2120966053163,455.96054283107054,462.18643533530354,2590100.0,,,,,
2024-08-02,458.7705993652344,463.46734415291,455.38457828150746,456.98327089835726,3808100.0,,,,,
2024-08-05,438.8914489746094,458.055701480601,436.49839467755663,451.8000210032744,4496700.0,,,,,
2024-08-06,445.1471252441406,452.2468640351557,439.0006566582019,440.10286586314953,2758900.0,,,,,
2024-08-07,446.6763000488281,453.70652382554727,445.88193851949205,447.3614497466343,2059800.0,,,,,
2024-08-08,452.3759460449219,453.0610957802142,447.85795778160167,449.0594395089172,1585400.0,,,,,
2024-08-09,453.5675354003906,455.5733181424448,450.270877176341,452.3759626943875,1760200.0,,,,,
2024-08-12,452.4851684570313,455.235676343446,450.6978398446885,454.5505266380262,1760000.0,,,,,
2024-08-13,456.1293640136719,456.40742389951725,451.69083005556985,454.9179732119549,1816100.0,,,,,
2024-08-14,456.9237060546875,457.30103836951656,452.8624745926169,456.0300418002205,1654100.0,,,,,
2024-08-15,465.41357421875,465.70154314603286,460.7367079312564,461.828977739097,2130500.0,,,,,
2024-08-16,465.5823974609375,466.9526968449094,462.7623746619148,464.7085816043207,1921900.0,,,,,
2024-08-19,463.6957702636719,466.8434588855959,462.24601653270855,465.7015528230589,1690800.0,,,,,
2024-08-20,465.8207092285156,466.3668593013634,462.236112634313,464.8376815215199,1763300.0,,,,,
2024-08-21,464.7085876464844,465.79091811383694,461.2530513421023,465.2447983478256,2105900.0,,,,,
2024-08-22,465.5228271484375,467.598124679995,463.4177418170184,466.1880981129964,1538200.0,,,,,
2024-08-23,463.1595458984375,467.0321112715785,458.6514670779354,466.9923841053812,1986300.0,,,,,
2024-08-26,465.3440856933594,467.2207776314336,463.7156052110144,464.8078750097886,1434400.0,,,,,
2024-08-27,471.6494140625,472.1558369599688,464.92703797635903,467.7669092221219,1635900.0,,,,,
