Date,Close,High,Low,Open,Volume,"('Close', 'ORLY')","('High', 'ORLY')","('Low', 'ORLY')","('Open', 'ORLY')","('Volume', 'ORLY')"
2024-06-03,63.77399826049805,64.34666442871094,63.59999847412109,63.956668853759766,6589500.0,,,,,
2024-06-04,64.6866683959961,64.77466583251953,63.37333297729492,63.37333297729492,4401000.0,,,,,
2024-06-05,65.1240005493164,65.15933227539062,64.31400299072266,64.54666900634766,10149000.0,,,,,
2024-06-06,65.49466705322266,66.15467071533203,65.39733123779297,65.49800109863281,8163000.0,,,,,
2024-06-07,65.24666595458984,65.87866973876953,65.00133514404297,65.67066955566406,5298000.0,,,,,
2024-06-10,65.00933074951172,65.50733184814453,64.64666748046875,65.39533233642578,5322000.0,,,,,
2024-06-11,66.66867065429688,66.86000061035156,65.0633316040039,65.24533081054688,9532500.0,,,,,
2024-06-12,66.94933319091797,67.74333190917969,65.99400329589844,66.46133422851562,7384500.0,,,,,
2024-06-13,66.38533020019531,66.9260025024414,66.15799713134766,66.73600006103516,6762000.0,,,,,
2024-06-14,67.15399932861328,67.16133117675781,65.92400360107422,66.3759994506836,8085000.0,,,,,
2024-06-17,69.55000305175781,69.84600067138672,66.93733215332031,67.1346664428711,9738000.0,,,,,
2024-06-18,70.4433364868164,70.59466552734375,69.4713363647461,69.60533142089844,5784000.0,,,,,
2024-06-20,72.03800201416016,72.21600341796875,70.63333129882812,70.63333129882812,10864500.0,,,,,
2024-06-21,72.11933135986328,72.74800109863281,71.82666778564453,72.3933334350586,9954000.0,,,,,
2024-06-24,72.23466491699219,72.43000030517578,71.6520004272461,72.43000030517578,5449500.0,,,,,
2024-06-25,70.51933288574219,72.4086685180664,70.1259994506836,72.4086685180664,6790500.0,,,,,
2024-06-26,70.0566635131836,70.34666442871094,69.58466339111328,69.86666870117188,6037500.0,,,,,
2024-06-27,70.49466705322266,70.5199966430664,69.77400207519531,70.3106689453125,4965000.0,,,,,
2024-06-28,70.40399932861328,71.23533630371094,69.94933319091797,70.20933532714844,8785500.0,,,,,
2024-07-01,67.75466918945312,70.4913330078125,67.23666381835938,70.00466918945312,8139000.0,,,,,
2024-07-02,69.13733673095703,69.1866683959961,67.59266662597656,67.8653335571289,5668500.0,,,,,
2024-07-03,68.03600311279297,69.22200012207031,67.66200256347656,68.89266967773438,3825000.0,,,,,
2024-07-05,68.45466613769531,68.63866424560547,67.72266387939453,68.29399871826172,4575000.0,,,,,
2024-07-08,68.18599700927734,68.87000274658203,67.88200378417969,68.13933563232422,3864000.0,,,,,
2024-07-09,67.70800018310547,68.25800323486328,67.54533386230469,68.01667022705078,3646500.0,,,,,
2024-07-10,68.5459976196289,68.76799774169922,67.64533233642578,68.02200317382812,4356000.0,,,,,
2024-07-11,68.86599731445312,69.54399871826172,68.06666564941406,68.25466918945312,6603000.0,,,,,
2024-07-12,69.34066772460938,70.37799835205078,68.86399841308594,69.06199645996094,5511000.0,,,,,
2024-07-15,69.49400329589844,70.19599914550781,68.7106704711914,68.85733032226562,4540500.0,,,,,
2024-07-16,69.56800079345703,70.30599975585938,69.2213363647461,69.7386703491211,4095000.0,,,,,
2024-07-17,69.57533264160156,70.44866943359375,69.48666381835938,69.70733642578125,5014500.0,,,,,
2024-07-18,68.5393295288086,70.12666320800781,68.44132995605469,69.4453353881836,5542500.0,,,,,
2024-07-19,69.52400207519531,69.78133392333984,68.56266784667969,68.64266967773438,5892000.0,,,,,
2024-07-22,70.47333526611328,70.97000122070312,69.93333435058594,69.93333435058594,6480000.0,,,,,
2024-07-23,69.93399810791016,70.79733276367188,69.78333282470703,70.04066467285156,4921500.0,,,,,
2024-07-24,70.04733276367188,70.77266693115234,69.33333587646484,70.0719985961914,8382000.0,,,,,
2024-07-25,72.86066436767578,74.14533233642578,70.04733276367188,70.04733276367188,13216500.0,,,,,
2024-07-26,74.02066802978516,74.96333312988281,72.73933410644531,72.94933319091797,8248500.0,,,,,
2024-07-29,74.5459976196289,74.76933288574219,73.6606674194336,74.64800262451172,4887000.0,,,,,
2024-07-30,76.05999755859375,76.23400115966797,74.44466400146484,74.56666564941406,6321000.0,,,,,
2024-07-31,75.0893325805664,76.49199676513672,74.88133239746094,76.49199676513672,7573500.0,,,,,
2024-08-01,75.55999755859375,76.05599975585938,74.87999725341797,75.38666534423828,5067000.0,,,,,
2024-08-02,75.80133056640625,75.94866943359375,73.86000061035156,75.94866943359375,7161000.0,,,,,
2024-08-05,73.70133209228516,76.36666870117188,73.42066955566406,76.36666870117188,6766500.0,,,,,
2024-08-06,74.086669921875,75.267333984375,73.25199890136719,73.25199890136719,6408000.0,,,,,
