Date,Close,High,Low,Open,Volume,"('Close', 'BGC')","('High', 'BGC')","('Low', 'BGC')","('Open', 'BGC')","('Volume', 'BGC')"
2024-06-03,8.610299110412598,8.649886655643677,8.422258506525356,8.600401988144446,2000800.0,,,,,
2024-06-04,8.372773170471191,8.570710880821519,8.343082749879006,8.560813759343638,1893700.0,,,,,
2024-06-05,8.48163890838623,8.58060823820305,8.352979157160958,8.362876278910935,2597700.0,,,,,
2024-06-06,8.194628715515137,8.422257789084655,8.125350753222497,8.402463546234502,4438800.0,,,,,
2024-06-07,8.026382446289062,8.263908671457889,8.01648626744827,8.174836454999776,2442200.0,,,,,
2024-06-10,8.065969467163086,8.155041677812447,7.947206834244439,7.947206834244439,2475800.0,,,,,
2024-06-11,8.00658893585205,8.125351573416836,7.927413844142194,7.996691813427933,1904300.0,,,,,
2024-06-12,8.115452766418457,8.23421537933096,8.05607193188288,8.174834544795383,2458600.0,,,,,
2024-06-13,8.016485214233398,8.115453596529727,7.957103429782446,8.075866054842907,2304600.0,,,,,
2024-06-14,7.858134746551514,7.976897846116878,7.838340975277409,7.907618938776411,2069300.0,,,,,
2024-06-17,7.907618999481201,7.917516121154597,7.650299970942459,7.788856370924859,2394600.0,,,,,
2024-06-18,7.907618999481201,7.986794085185429,7.818547264024312,7.89772234972854,1876700.0,,,,,
2024-06-20,8.115452766418457,8.16493742442567,7.88782418904249,7.907617957861241,2201800.0,,,,,
2024-06-21,8.056073188781738,8.194629120209648,7.868031647784583,8.075866488767941,5463500.0,,,,,
2024-06-24,8.155041694641113,8.21442348314373,7.967001094758928,8.056073305592097,2612000.0,,,,,
2024-06-25,8.075865745544434,8.15504082588574,7.986793544200113,8.08576286654745,1641500.0,,,,,
2024-06-26,7.976897716522217,8.065968977927518,7.957103473648961,8.065968977927518,1509200.0,,,,,
2024-06-27,8.105557441711426,8.125351686835963,7.976898623768159,8.036279471458657,1399800.0,,,,,
2024-06-28,8.214424133300781,8.244114557981279,7.996692150013434,8.105557669736315,13099600.0,,,,,
2024-07-01,8.392566680908203,8.412360924362376,8.184732787688246,8.254010752094898,2136800.0,,,,,
2024-07-02,8.511329650878906,8.550917191140796,8.29359770751781,8.362875667015762,2650200.0,,,,,
2024-07-03,8.600400924682617,8.630092287815659,8.511329666807727,8.580607626435334,1521900.0,,,,,
2024-07-05,8.620195388793945,8.639988687551027,8.451948102072297,8.501432764727152,1708500.0,,,,,
2024-07-08,8.511329650878906,8.659782690900638,8.491535408827255,8.659782690900638,2137400.0,,,,,
2024-07-09,8.620195388793945,8.669680051448802,8.442050980773038,8.481638522128636,2807100.0,,,,,
2024-07-10,8.857720375061035,8.89730791524628,8.620195133949561,8.63998843212148,1978100.0,,,,,
2024-07-11,9.11504077911377,9.14473120129209,8.82803084781266,8.89730881417591,2979100.0,,,,,
2024-07-12,9.016070365905762,9.332771625261309,9.006174188926988,9.1546272258639,2655900.0,,,,,
2024-07-15,9.312978744506836,9.36246341199736,9.025968805671631,9.154628563610382,3385700.0,,,,,
2024-07-16,9.481226921081545,9.520814469952466,9.29318629990506,9.382257576983427,3672600.0,,,,,
2024-07-17,9.392152786254885,9.471327867862652,9.223905501878017,9.441637448220094,3759500.0,,,,,
2024-07-18,9.392152786254885,9.599987611435637,9.24369974420067,9.392152786254885,2689500.0,,,,,
2024-07-19,9.451534271240234,9.481224689946233,9.35256495043172,9.461431392089365,2068300.0,,,,,
2024-07-22,9.619781494140623,9.62967767109058,9.40204955593805,9.40204955593805,1996800.0,,,,,
2024-07-23,9.619781494140623,9.649471912673262,9.540606415492668,9.63957479188192,2997400.0,,,,,
2024-07-24,9.411946296691896,9.649471523044925,9.37235875896639,9.530708909868409,2612800.0,,,,,
2024-07-25,9.293185234069824,9.481225833679936,9.233803445653129,9.372360322731083,3506300.0,,,,,
2024-07-26,9.35256576538086,9.481225516106322,9.312978222376216,9.451535094813208,2942000.0,,,,,
2024-07-29,9.194215774536133,9.441638159151037,9.144731108844852,9.382256371553202,3056700.0,,,,,
2024-07-30,8.83792781829834,9.32287546220996,8.758752731285892,9.065555957498756,3760400.0,,,,,
2024-07-31,9.11504077911377,9.263493833846876,8.966587724380663,9.164525445305308,2489300.0,,,,,
2024-08-01,8.818134307861328,9.13483468224508,8.768649638403476,9.065556711309029,2941500.0,,,,,
2024-08-02,8.541020393371582,8.679577261452938,8.412360646690635,8.511329973011808,3269500.0,,,,,
2024-08-05,8.31339168548584,8.451948559652482,8.006588459330292,8.135248211661857,3681200.0,,,,,
2024-08-06,8.7290620803833,8.877516088566004,8.244114396771243,8.283701943518318,3247800.0,,,,,
2024-08-07,8.738958358764648,8.897308530454827,8.719165059224112,8.818133444609737,2250500.0,,,,,
2024-08-08,9.016070365905762,9.055657905345033,8.729060469010712,8.818132668709415,1758400.0,,,,,
2024-08-09,9.02596950531006,9.055659930569185,8.887412614364807,9.00617620308451,1663100.0,,,,,
2024-08-12,8.986379623413086,9.055657578974648,8.87751412983901,9.0259671614256,3102200.0,,,,,
2024-08-13,9.075453758239746,9.085350880817044,8.956691118836842,9.05565951308515,1745000.0,,,,,
2024-08-14,9.184318542480469,9.21400990784404,9.05565879076278,9.124937699436291,2076500.0,,,,,
2024-08-15,9.28328800201416,9.451535299385876,9.263493758162666,9.402050633598636,3513400.0,,,,,
2024-08-16,9.2535982131958,9.362463730302949,9.184319298817108,9.322876183732934,2012800.0,,,,,
2024-08-19,9.44204044342041,9.471794506276028,9.243677502077354,9.253595838317429,3320400.0,,,,,
2024-08-20,9.263514518737791,9.44204079423374,9.263514518737791,9.422204121016572,2984700.0,,,,,
2024-08-21,9.372613906860352,9.451958712427436,9.204005958564125,9.263515035671782,2619600.0,,,,,
2024-08-22,9.44204044342041,9.511466905371718,9.372613035604498,9.372613035604498,1855600.0,,,,,
2024-08-23,9.620567321777344,9.66023972728688,9.461877699739205,9.521386780935886,2080000.0,,,,,
2024-08-26,9.650320053100586,9.729665798996889,9.610647653084747,9.650320053100586,3046000.0,,,,,
