Date,Close,High,Low,Open,Volume,"('Close', 'AVTR')","('High', 'AVTR')","('Low', 'AVTR')","('Open', 'AVTR')","('Volume', 'AVTR')"
2024-06-03,24.26000022888184,24.295000076293945,23.96999931335449,24.1200008392334,4693700.0,,,,,
2024-06-04,24.18000030517578,24.44499969482422,24.13999938964844,24.26000022888184,6643400.0,,,,,
2024-06-05,24.239999771118164,24.614999771118164,24.149999618530277,24.26000022888184,3598200.0,,,,,
2024-06-06,24.06999969482422,24.399999618530277,23.989999771118164,24.149999618530277,4092100.0,,,,,
2024-06-07,24.01000022888184,24.040000915527344,23.76000022888184,24.01000022888184,4654700.0,,,,,
2024-06-10,23.46999931335449,23.979999542236328,23.299999237060547,23.780000686645508,5583100.0,,,,,
2024-06-11,22.350000381469727,23.459999084472656,22.190000534057617,23.40999984741211,13477400.0,,,,,
2024-06-12,22.13999938964844,22.790000915527344,21.78499984741211,22.65999984741211,14515300.0,,,,,
2024-06-13,22.020000457763672,22.229999542236328,21.700000762939453,22.11000061035156,8733100.0,,,,,
2024-06-14,21.68000030517578,22.0,21.440000534057617,21.8799991607666,5868800.0,,,,,
2024-06-17,21.600000381469727,21.75,21.46500015258789,21.559999465942383,6056300.0,,,,,
2024-06-18,21.59000015258789,21.82999992370605,21.46500015258789,21.68000030517578,7134500.0,,,,,
2024-06-20,21.549999237060547,21.569000244140625,21.190000534057617,21.43000030517578,6650000.0,,,,,
2024-06-21,22.1200008392334,22.530000686645508,21.38999938964844,21.709999084472656,11609900.0,,,,,
2024-06-24,22.5,22.739999771118164,22.1299991607666,22.1299991607666,6212000.0,,,,,
2024-06-25,22.06999969482422,22.549999237060547,22.020000457763672,22.40999984741211,4991300.0,,,,,
2024-06-26,21.950000762939453,22.07999992370605,21.780000686645508,22.030000686645508,6341600.0,,,,,
2024-06-27,21.420000076293945,21.905000686645508,21.299999237060547,21.82999992370605,7087000.0,,,,,
2024-06-28,21.200000762939453,21.46999931335449,20.979999542236328,21.459999084472656,9536600.0,,,,,
2024-07-01,20.770000457763672,21.34000015258789,20.625,21.280000686645508,5993100.0,,,,,
2024-07-02,20.57999992370605,20.70499992370605,20.489999771118164,20.6200008392334,5348900.0,,,,,
2024-07-03,21.01000022888184,21.07999992370605,20.559999465942383,20.57999992370605,5206900.0,,,,,
2024-07-05,21.030000686645508,21.11000061035156,20.75,20.96999931335449,5272900.0,,,,,
2024-07-08,20.940000534057617,21.209999084472656,20.71500015258789,21.170000076293945,3895900.0,,,,,
2024-07-09,20.8799991607666,21.05500030517578,20.70499992370605,21.040000915527344,2636100.0,,,,,
2024-07-10,20.899999618530277,20.940000534057617,20.51000022888184,20.51000022888184,4755300.0,,,,,
2024-07-11,21.290000915527344,21.5049991607666,20.899999618530277,20.96999931335449,4915500.0,,,,,
2024-07-12,20.799999237060547,21.309999465942383,20.600000381469727,21.309999465942383,8037600.0,,,,,
2024-07-15,20.81999969482422,21.0049991607666,20.690000534057617,20.8799991607666,5229100.0,,,,,
2024-07-16,21.530000686645508,21.540000915527344,20.920000076293945,21.1299991607666,4402600.0,,,,,
2024-07-17,21.420000076293945,21.65999984741211,21.174999237060547,21.450000762939453,8187600.0,,,,,
2024-07-18,20.739999771118164,21.51499938964844,20.4950008392334,21.3799991607666,11775200.0,,,,,
2024-07-19,20.850000381469727,20.96999931335449,20.520000457763672,20.57999992370605,5883100.0,,,,,
2024-07-22,21.09000015258789,21.21500015258789,20.825000762939453,21.059999465942383,6076000.0,,,,,
2024-07-23,21.170000076293945,22.209999084472656,21.1200008392334,22.0,12643100.0,,,,,
2024-07-24,22.3700008392334,22.709999084472656,22.030000686645508,22.56999969482422,27336400.0,,,,,
2024-07-25,22.81999969482422,23.06999969482422,22.059999465942383,22.100000381469727,117919700.0,,,,,
2024-07-26,25.600000381469727,25.8700008392334,24.0,24.11000061035156,21724900.0,,,,,
2024-07-29,26.25,26.440000534057617,25.209999084472656,25.540000915527344,12811100.0,,,,,
2024-07-30,27.649999618530277,27.65999984741211,26.375,26.420000076293945,11482400.0,,,,,
2024-07-31,26.75,28.0,26.674999237060547,27.75,14349600.0,,,,,
2024-08-01,26.5,27.100000381469727,25.940000534057617,26.989999771118164,11767000.0,,,,,
2024-08-02,25.600000381469727,26.049999237060547,25.09000015258789,26.030000686645508,11282000.0,,,,,
