Date,Close,High,Low,Open,Volume,"('Close', 'NVTS')","('High', 'NVTS')","('Low', 'NVTS')","('Open', 'NVTS')","('Volume', 'NVTS')"
2024-06-03,4.110000133514404,4.159999847412109,4.0,4.03000020980835,2909900.0,,,,,
2024-06-04,4.150000095367432,4.170000076293945,4.019999980926514,4.099999904632568,2993700.0,,,,,
2024-06-05,4.570000171661377,4.579999923706055,4.119999885559082,4.199999809265137,3312300.0,,,,,
2024-06-06,4.639999866485596,4.650000095367432,4.409999847412109,4.639999866485596,2654600.0,,,,,
2024-06-07,4.449999809265137,4.650000095367432,4.360000133514404,4.579999923706055,2055300.0,,,,,
2024-06-10,4.550000190734863,4.559999942779541,4.260000228881836,4.409999847412109,2206700.0,,,,,
2024-06-11,4.539999961853027,4.5960001945495605,4.360000133514404,4.440000057220459,2174200.0,,,,,
2024-06-12,4.849999904632568,5.135000228881836,4.659999847412109,4.699999809265137,4382200.0,,,,,
2024-06-13,4.639999866485596,4.895999908447266,4.514999866485596,4.869999885559082,2879300.0,,,,,
2024-06-14,4.389999866485596,4.565000057220459,4.320000171661377,4.559999942779541,1845400.0,,,,,
2024-06-17,4.269999980926514,4.380000114440918,4.119999885559082,4.329999923706055,2352500.0,,,,,
2024-06-18,4.21999979019165,4.28000020980835,4.130000114440918,4.230000019073486,2053300.0,,,,,
2024-06-20,4.119999885559082,4.21999979019165,4.065000057220459,4.21999979019165,2499800.0,,,,,
2024-06-21,4.170000076293945,4.289999961853027,4.070000171661377,4.099999904632568,6594900.0,,,,,
2024-06-24,4.0,4.283999919891357,3.9700000286102295,4.199999809265137,1802700.0,,,,,
2024-06-25,3.880000114440918,4.039999961853027,3.859999895095825,4.039999961853027,1652100.0,,,,,
2024-06-26,3.9600000381469727,3.9700000286102295,3.859999895095825,3.900000095367432,1345700.0,,,,,
2024-06-27,3.9600000381469727,4.03000020980835,3.881999969482422,3.940000057220459,1355500.0,,,,,
2024-06-28,3.930000066757202,4.109000205993652,3.865000009536743,4.070000171661377,4699700.0,,,,,
2024-07-01,3.910000085830689,4.019999980926514,3.859999895095825,3.950000047683716,1728900.0,,,,,
2024-07-02,3.9800000190734863,4.019999980926514,3.890000104904175,3.900000095367432,1795900.0,,,,,
2024-07-03,4.03000020980835,4.110000133514404,4.005000114440918,4.039999961853027,1140100.0,,,,,
2024-07-05,4.110000133514404,4.150000095367432,4.039999961853027,4.050000190734863,1263400.0,,,,,
2024-07-08,4.389999866485596,4.409999847412109,4.119999885559082,4.130000114440918,1711000.0,,,,,
2024-07-09,4.28000020980835,4.489999771118164,4.204999923706055,4.440000057220459,1771100.0,,,,,
2024-07-10,4.46999979019165,4.489999771118164,4.260000228881836,4.340000152587891,2748000.0,,,,,
2024-07-11,4.570000171661377,4.659999847412109,4.511000156402588,4.630000114440918,2958200.0,,,,,
2024-07-12,4.769999980926514,4.784999847412109,4.616000175476074,4.670000076293945,2881700.0,,,,,
2024-07-15,4.809999942779541,4.860000133514404,4.684999942779541,4.820000171661377,2117200.0,,,,,
2024-07-16,4.920000076293945,4.929999828338623,4.715000152587891,4.860000133514404,3026200.0,,,,,
2024-07-17,4.550000190734863,4.835000038146973,4.480000019073486,4.760000228881836,3246900.0,,,,,
2024-07-18,4.170000076293945,4.650000095367432,4.114999771118164,4.619999885559082,2592800.0,,,,,
2024-07-19,4.03000020980835,4.179999828338623,3.990000009536743,4.150000095367432,2046500.0,,,,,
2024-07-22,4.159999847412109,4.175000190734863,4.074999809265137,4.170000076293945,2167200.0,,,,,
2024-07-23,4.159999847412109,4.295000076293945,4.110000133514404,4.159999847412109,1704700.0,,,,,
2024-07-24,3.950000047683716,4.199999809265137,3.950000047683716,4.099999904632568,1643300.0,,,,,
2024-07-25,3.940000057220459,4.070000171661377,3.829999923706055,3.940000057220459,2077700.0,,,,,
2024-07-26,3.829999923706055,4.085000038146973,3.805000066757202,4.059999942779541,2861100.0,,,,,
