Date,Close,High,Low,Open,Volume,"('Close', 'LYV')","('High', 'LYV')","('Low', 'LYV')","('Open', 'LYV')","('Volume', 'LYV')"
2024-06-03,94.3499984741211,94.54000091552734,93.3499984741211,94.12000274658205,1829200.0,,,,,
2024-06-04,93.5199966430664,94.58000183105467,93.22000122070312,94.33999633789062,1677100.0,,,,,
2024-06-05,93.5999984741211,94.5500030517578,93.4499969482422,93.75,1988500.0,,,,,
2024-06-06,92.25,94.4000015258789,92.18000030517578,93.33999633789062,1881300.0,,,,,
2024-06-07,90.52999877929688,92.18000030517578,89.77999877929688,91.8000030517578,2662800.0,,,,,
2024-06-10,89.75,90.87000274658205,89.06999969482422,90.4800033569336,2260100.0,,,,,
2024-06-11,89.77999877929688,90.58999633789062,89.19999694824219,89.66999816894531,2097300.0,,,,,
2024-06-12,89.87999725341797,91.04000091552734,89.12000274658203,90.55999755859376,1739200.0,,,,,
2024-06-13,89.05999755859375,90.2300033569336,88.62000274658203,89.70999908447266,2240700.0,,,,,
2024-06-14,88.75,89.3499984741211,86.80999755859375,88.54000091552734,1753100.0,,,,,
2024-06-17,90.43000030517578,90.6500015258789,88.12000274658203,88.7699966430664,3109100.0,,,,,
2024-06-18,91.94000244140624,92.16999816894533,90.05999755859375,90.23999786376952,1582500.0,,,,,
2024-06-20,92.27999877929688,92.4499969482422,91.58000183105467,91.72000122070312,1561000.0,,,,,
2024-06-21,92.95999908447266,93.1999969482422,91.3000030517578,92.63999938964844,2701700.0,,,,,
2024-06-24,89.37999725341797,93.2300033569336,89.33999633789062,93.08999633789062,2671800.0,,,,,
2024-06-25,89.83999633789062,90.12999725341795,88.44999694824219,89.16000366210938,1628400.0,,,,,
2024-06-26,90.31999969482422,90.41000366210938,89.08999633789062,89.27999877929688,1920800.0,,,,,
2024-06-27,90.80999755859376,90.9000015258789,89.91999816894531,90.11000061035156,1485000.0,,,,,
2024-06-28,93.73999786376952,94.61000061035156,91.76000213623048,92.4800033569336,6453500.0,,,,,
2024-07-01,94.7699966430664,95.12999725341795,94.16999816894533,94.23999786376952,2786400.0,,,,,
2024-07-02,96.6999969482422,96.7699966430664,94.3000030517578,94.91999816894533,1594400.0,,,,,
2024-07-03,94.79000091552734,96.8000030517578,94.19000244140624,96.16999816894533,1992600.0,,,,,
2024-07-05,95.33999633789062,95.56999969482422,94.29000091552734,94.86000061035156,1621600.0,,,,,
2024-07-08,94.47000122070312,95.91999816894533,94.2300033569336,95.56999969482422,1687600.0,,,,,
2024-07-09,95.12000274658205,95.27999877929688,93.9000015258789,94.36000061035156,1526800.0,,,,,
2024-07-10,94.43000030517578,95.25,94.13999938964844,95.13999938964844,1689500.0,,,,,
2024-07-11,95.87999725341795,96.0999984741211,94.5,94.8499984741211,1153200.0,,,,,
2024-07-12,97.94000244140624,99.0,96.13999938964844,96.55999755859376,3250700.0,,,,,
2024-07-15,98.37999725341795,100.0,98.25,99.16999816894533,2668800.0,,,,,
2024-07-16,97.16999816894533,99.0,96.18000030517578,98.1999969482422,2069500.0,,,,,
2024-07-17,96.72000122070312,97.9499969482422,95.7699966430664,96.88999938964844,1200600.0,,,,,
2024-07-18,94.7300033569336,97.5,94.5500030517578,96.9800033569336,1369600.0,,,,,
2024-07-19,95.0999984741211,95.51000213623048,93.54000091552734,95.41000366210938,1355400.0,,,,,
2024-07-22,95.06999969482422,95.5199966430664,93.6500015258789,95.23999786376952,1064400.0,,,,,
2024-07-23,95.5999984741211,95.87999725341795,94.70999908447266,95.30999755859376,1267600.0,,,,,
2024-07-24,92.66999816894533,95.51000213623048,92.54000091552734,95.26000213623048,1232800.0,,,,,
2024-07-25,92.22000122070312,94.0999984741211,92.19000244140624,93.26000213623048,1541900.0,,,,,
2024-07-26,93.63999938964844,94.61000061035156,92.36000061035156,92.86000061035156,1551600.0,,,,,
