Date,Close,High,Low,Open,Volume,"('Close', 'CYCU')","('High', 'CYCU')","('Low', 'CYCU')","('Open', 'CYCU')","('Volume', 'CYCU')"
2025-02-18,3.3499999046325684,10.989999771118164,3.150000095367432,10.989999771118164,902700.0,,,,,
2025-02-19,2.970000028610229,4.900000095367432,2.819999933242798,4.71999979019165,18455800.0,,,,,
2025-02-20,1.6100000143051147,2.490000009536743,1.524999976158142,2.380000114440918,19149300.0,,,,,
2025-02-21,1.340000033378601,1.440000057220459,1.2100000381469729,1.350000023841858,9219600.0,,,,,
2025-02-24,0.9890000224113464,1.2999999523162842,0.949999988079071,1.25,9812600.0,,,,,
2025-02-25,0.8799999952316284,0.8999999761581421,0.699999988079071,0.8980000019073486,7004000.0,,,,,
2025-02-26,0.7879999876022339,0.8500000238418579,0.7519999742507935,0.777999997138977,2527500.0,,,,,
2025-02-27,0.7239999771118164,0.8109999895095825,0.6899999976158142,0.8109999895095825,3080600.0,,,,,
2025-02-28,0.7910000085830688,0.8640000224113464,0.7020000219345093,0.7279999852180481,5925400.0,,,,,
2025-03-03,0.6010000109672546,0.7649999856948853,0.5899999737739563,0.7549999952316284,4235300.0,,,,,
2025-03-04,0.6510000228881836,0.8679999709129333,0.6019999980926514,0.7009999752044678,92820300.0,,,,,
2025-03-05,0.7670000195503235,0.9760000109672546,0.7289999723434448,0.8690000176429749,82538300.0,,,,,
2025-03-06,0.6830000281333923,0.800000011920929,0.6650000214576721,0.7599999904632568,6833500.0,,,,,
2025-03-07,0.6349999904632568,0.6759999990463257,0.6000000238418579,0.6499999761581421,2963100.0,,,,,
2025-03-10,0.5699999928474426,0.6330000162124634,0.5600000023841858,0.6200000047683716,3352700.0,,,,,
2025-03-11,0.5709999799728394,0.6230000257492065,0.5600000023841858,0.6000000238418579,1849900.0,,,,,
2025-03-12,0.5419999957084656,0.5709999799728394,0.5199999809265137,0.5600000023841858,2805300.0,,,,,
2025-03-13,0.5189999938011169,0.5350000262260437,0.5099999904632568,0.5260000228881836,1337100.0,,,,,
2025-03-14,0.5379999876022339,0.5600000023841858,0.5019999742507935,0.5199999809265137,2142200.0,,,,,
2025-03-17,0.5419999957084656,0.5600000023841858,0.5109999775886536,0.5109999775886536,1262200.0,,,,,
2025-03-18,0.550000011920929,0.5809999704360962,0.5410000085830688,0.5809999704360962,1888900.0,,,,,
2025-03-19,0.6150000095367432,0.6399999856948853,0.5699999928474426,0.5899999737739563,3333000.0,,,,,
2025-03-20,0.7300000190734863,0.7749999761581421,0.6299999952316284,0.6579999923706055,11956500.0,,,,,
2025-03-21,0.6809999942779541,0.7459999918937683,0.6650000214576721,0.6869999766349792,3231400.0,,,,,
2025-03-24,0.6579999923706055,0.7089999914169312,0.6349999904632568,0.6990000009536743,1966000.0,,,,,
2025-03-25,0.6119999885559082,0.6800000071525574,0.6000000238418579,0.6600000262260437,2358000.0,,,,,
2025-03-26,0.5600000023841858,0.6110000014305115,0.5400000214576721,0.6100000143051147,2100200.0,,,,,
2025-03-27,0.5590000152587891,0.5879999995231628,0.5460000038146973,0.550000011920929,1073900.0,,,,,
2025-03-28,0.5009999871253967,0.5590000152587891,0.4819999933242798,0.5509999990463257,1389300.0,,,,,
2025-03-31,0.5,0.503000020980835,0.4589999914169311,0.4900000095367431,1528600.0,,,,,
2025-04-01,0.5,0.5199999809265137,0.4760000109672546,0.5,1971900.0,,,,,
2025-04-02,0.5019999742507935,0.6050000190734863,0.5009999871253967,0.5400000214576721,9734900.0,,,,,
2025-04-03,0.5049999952316284,0.550000011920929,0.4709999859333038,0.4729999899864197,1391400.0,,,,,
2025-04-04,0.4900000095367431,0.5220000147819519,0.4650000035762787,0.4799999892711639,1244400.0,,,,,
2025-04-07,0.4449999928474426,0.4749999940395355,0.4199999868869781,0.4600000083446502,1089500.0,,,,,
2025-04-08,0.5,0.7200000286102295,0.4699999988079071,0.621999979019165,137595300.0,,,,,
2025-04-09,0.4900000095367431,0.5099999904632568,0.4440000057220459,0.4589999914169311,4685700.0,,,,,
2025-04-10,0.5180000066757202,0.5270000100135803,0.4699999988079071,0.4699999988079071,1439100.0,,,,,
2025-04-11,0.4959999918937683,0.5180000066757202,0.4830000102519989,0.5,1348000.0,,,,,
2025-04-14,0.5080000162124634,0.527999997138977,0.4830000102519989,0.4830000102519989,1607300.0,,,,,
2025-04-15,0.4769999980926513,0.5070000290870667,0.4519999921321869,0.4900000095367431,1229400.0,,,,,
2025-04-16,0.4160000085830688,0.449999988079071,0.4160000085830688,0.449999988079071,1775500.0,,,,,
2025-04-17,0.4300000071525574,0.5270000100135803,0.4250000119209289,0.5239999890327454,15802900.0,,,,,
2025-04-21,0.4399999976158142,0.4600000083446502,0.4189999997615814,0.4510000050067901,1574100.0,,,,,
2025-04-22,0.460999995470047,0.4760000109672546,0.4280000030994415,0.449999988079071,1594600.0,,,,,
2025-04-23,0.4830000102519989,0.4959999918937683,0.4699999988079071,0.4699999988079071,1119200.0,,,,,
2025-04-24,0.4799999892711639,0.5,0.4699999988079071,0.4819999933242798,765300.0,,,,,
2025-04-25,0.4729999899864197,0.4869999885559082,0.4490000009536743,0.4830000102519989,699900.0,,,,,
