Date,Close,High,Low,Open,Volume,"('Close', 'TRON')","('High', 'TRON')","('Low', 'TRON')","('Open', 'TRON')","('Volume', 'TRON')"
2024-06-03,1.2699999809265137,1.3300000429153442,1.2610000371932983,1.309999942779541,28600.0,,,,,
2024-06-04,1.2200000286102295,1.2799999713897705,1.2200000286102295,1.2799999713897705,26100.0,,,,,
2024-06-05,1.2000000476837158,1.2630000114440918,1.149999976158142,1.2100000381469729,49600.0,,,,,
2024-06-06,1.159999966621399,1.22599995136261,1.0800000429153442,1.1799999475479126,27900.0,,,,,
2024-06-07,1.100000023841858,1.1299999952316284,1.100000023841858,1.1299999952316284,34900.0,,,,,
2024-06-10,1.0499999523162842,1.100000023841858,1.0299999713897705,1.059999942779541,39500.0,,,,,
2024-06-11,1.0399999618530271,1.100000023841858,1.0199999809265137,1.0199999809265137,21800.0,,,,,
2024-06-12,1.159999966621399,1.2300000190734863,1.065000057220459,1.100000023841858,129300.0,,,,,
2024-06-13,1.1749999523162842,1.2000000476837158,1.090999960899353,1.1100000143051147,23700.0,,,,,
2024-06-14,1.1699999570846558,1.1799999475479126,1.159999966621399,1.159999966621399,18100.0,,,,,
2024-06-17,1.1230000257492063,1.1699999570846558,1.1200000047683716,1.1200000047683716,23700.0,,,,,
2024-06-18,1.0299999713897705,1.1100000143051147,1.0299999713897705,1.0700000524520874,23600.0,,,,,
2024-06-20,0.959999978542328,1.0399999618530271,0.949999988079071,1.0299999713897705,44900.0,,,,,
2024-06-21,1.0099999904632568,1.0199999809265137,0.9539999961853028,0.9900000095367432,28700.0,,,,,
2024-06-24,1.0499999523162842,1.0950000286102295,0.9900000095367432,0.9900000095367432,57600.0,,,,,
2024-06-25,1.1399999856948853,1.2300000190734863,1.0850000381469729,1.090000033378601,98800.0,,,,,
2024-06-26,1.100000023841858,1.2000000476837158,1.090000033378601,1.090000033378601,43200.0,,,,,
2024-06-27,1.2100000381469729,1.2100000381469729,1.1699999570846558,1.190000057220459,45000.0,,,,,
2024-06-28,1.2599999904632568,1.2799999713897705,1.149999976158142,1.1799999475479126,52800.0,,,,,
2024-07-01,1.190000057220459,1.2690000534057615,1.149999976158142,1.2599999904632568,25900.0,,,,,
2024-07-02,1.100000023841858,1.1799999475479126,1.0800000429153442,1.1799999475479126,22000.0,,,,,
2024-07-03,1.1399999856948853,1.1399999856948853,1.059999942779541,1.0800000429153442,18100.0,,,,,
2024-07-05,1.059999942779541,1.149999976158142,1.0499999523162842,1.059999942779541,27900.0,,,,,
2024-07-08,1.1299999952316284,1.1299999952316284,1.0199999809265137,1.0199999809265137,53100.0,,,,,
2024-07-09,1.149999976158142,1.149999976158142,1.090000033378601,1.1200000047683716,69300.0,,,,,
2024-07-10,1.1200000047683716,1.149999976158142,1.0829999446868896,1.149999976158142,24400.0,,,,,
2024-07-11,1.0700000524520874,1.1200000047683716,1.0440000295639038,1.1200000047683716,52500.0,,,,,
2024-07-12,1.159999966621399,1.2000000476837158,1.059999942779541,1.059999942779541,98200.0,,,,,
2024-07-15,1.1200000047683716,1.2699999809265137,1.1100000143051147,1.1399999856948853,140200.0,,,,,
2024-07-16,1.25,1.25,1.159999966621399,1.2200000286102295,152200.0,,,,,
2024-07-17,1.3899999856948853,1.399999976158142,1.1699999570846558,1.1699999570846558,151100.0,,,,,
2024-07-18,1.2000000476837158,1.3980000019073486,1.2000000476837158,1.3799999952316284,76800.0,,,,,
2024-07-19,1.1799999475479126,1.2999999523162842,1.1799999475479126,1.25,83200.0,,,,,
2024-07-22,1.4199999570846558,1.4199999570846558,1.190000057220459,1.2100000381469729,120900.0,,,,,
2024-07-23,1.3799999952316284,1.4500000476837158,1.3700000047683716,1.399999976158142,87300.0,,,,,
2024-07-24,1.2699999809265137,1.3650000095367432,1.2599999904632568,1.340000033378601,83000.0,,,,,
2024-07-25,1.2799999713897705,1.2999999523162842,1.2300000190734863,1.2799999713897705,47500.0,,,,,
2024-07-26,1.25,1.350000023841858,1.2100000381469729,1.2799999713897705,46800.0,,,,,
2024-07-29,1.2300000190734863,1.2899999618530271,1.190000057220459,1.2899999618530271,58300.0,,,,,
2024-07-30,1.162999987602234,1.25,1.1399999856948853,1.25,67700.0,,,,,
2024-07-31,1.0399999618530271,1.159999966621399,1.0399999618530271,1.159999966621399,140500.0,,,,,
2024-08-01,1.0199999809265137,1.0800000429153442,1.0199999809265137,1.0299999713897705,41400.0,,,,,
2024-08-02,1.0049999952316284,1.0499999523162842,0.9800000190734864,0.9879999756813048,36700.0,,,,,
2024-08-05,0.959999978542328,0.9959999918937684,0.9300000071525574,0.9800000190734864,63900.0,,,,,
2024-08-06,0.9300000071525574,0.984000027179718,0.9300000071525574,0.9700000286102296,24700.0,,,,,
2024-08-07,0.9700000286102296,1.0,0.9330000281333924,1.0,44700.0,,,,,
2024-08-08,0.9300000071525574,0.9819999933242798,0.9100000262260436,0.9399999976158142,23200.0,,,,,
2024-08-09,0.9020000100135804,0.9900000095367432,0.8650000095367432,0.9900000095367432,29300.0,,,,,
2024-08-12,0.8159999847412109,0.8999999761581421,0.8100000023841858,0.8799999952316284,46000.0,,,,,
2024-08-13,0.6949999928474426,0.8299999833106995,0.6949999928474426,0.8100000023841858,70900.0,,,,,
2024-08-14,0.6510000228881836,0.699999988079071,0.6510000228881836,0.6899999976158142,19900.0,,,,,
2024-08-15,0.699999988079071,0.699999988079071,0.6650000214576721,0.6679999828338623,51400.0,,,,,
2024-08-16,0.7739999890327454,0.8199999928474426,0.6899999976158142,0.699999988079071,54400.0,,,,,
2024-08-19,0.8199999928474426,0.8989999890327454,0.7879999876022339,0.7979999780654907,49700.0,,,,,
2024-08-20,0.8669999837875366,0.9290000200271606,0.8199999928474426,0.8690000176429749,41100.0,,,,,
2024-08-21,0.8410000205039978,0.8899999856948853,0.8399999737739563,0.8880000114440918,20900.0,,,,,
2024-08-22,0.8149999976158142,0.8500000238418579,0.800000011920929,0.8209999799728394,8700.0,,,,,
2024-08-23,0.8199999928474426,0.8299999833106995,0.800000011920929,0.8199999928474426,16900.0,,,,,
2024-08-26,0.8199999928474426,0.8299999833106995,0.800000011920929,0.8199999928474426,12000.0,,,,,
2024-08-27,0.8100000023841858,0.8180000185966492,0.800000011920929,0.800000011920929,16700.0,,,,,
2024-08-28,0.7609999775886536,0.8100000023841858,0.7509999871253967,0.800000011920929,13400.0,,,,,
2024-08-29,0.7360000014305115,0.7850000262260437,0.699999988079071,0.7850000262260437,25400.0,,,,,
2024-08-30,0.7620000243186951,0.7620000243186951,0.7419999837875366,0.7419999837875366,3900.0,,,,,
2024-09-03,0.7519999742507935,0.8100000023841858,0.7099999785423279,0.7590000033378601,18500.0,,,,,
2024-09-04,0.8500000238418579,0.8790000081062317,0.7459999918937683,0.7599999904632568,78100.0,,,,,
2024-09-05,1.2200000286102295,1.25,0.8379999995231628,0.8700000047683716,1879000.0,,,,,
2024-09-06,1.0099999904632568,1.2200000286102295,0.8999999761581421,1.1399999856948853,1207400.0,,,,,
2024-09-09,0.8500000238418579,0.977999985218048,0.8100000023841858,0.9300000071525574,218300.0,,,,,
2024-09-10,0.800000011920929,0.8560000061988831,0.800000011920929,0.8349999785423279,90500.0,,,,,
2024-09-11,0.6669999957084656,0.800000011920929,0.6129999756813049,0.800000011920929,230600.0,,,,,
2024-09-12,0.6899999976158142,0.800000011920929,0.6499999761581421,0.6499999761581421,76000.0,,,,,
2024-09-13,0.6940000057220459,0.7400000095367432,0.6690000295639038,0.6690000295639038,95700.0,,,,,
2024-09-16,0.7139999866485596,0.8119999766349792,0.6800000071525574,0.6800000071525574,130100.0,,,,,
2024-09-17,0.7160000205039978,0.75,0.7099999785423279,0.7310000061988831,19000.0,,,,,
2024-09-18,0.7239999771118164,0.7400000095367432,0.6880000233650208,0.7200000286102295,35700.0,,,,,
2024-09-19,0.7200000286102295,0.765999972820282,0.699999988079071,0.765999972820282,54900.0,,,,,
2024-09-20,0.7120000123977661,0.7400000095367432,0.7099999785423279,0.7200000286102295,44100.0,,,,,
2024-09-23,0.7350000143051147,0.7390000224113464,0.7120000123977661,0.7120000123977661,45400.0,,,,,
2024-09-24,0.7799999713897705,0.7799999713897705,0.7120000123977661,0.7400000095367432,227600.0,,,,,
2024-09-25,0.7210000157356262,0.800000011920929,0.7120000123977661,0.7699999809265137,32400.0,,,,,
2024-09-26,0.7329999804496765,0.75,0.699999988079071,0.7300000190734863,86500.0,,,,,
2024-09-27,0.7229999899864197,0.7400000095367432,0.699999988079071,0.7149999737739563,8100.0,,,,,
2024-09-30,0.7490000128746033,0.75,0.699999988079071,0.7099999785423279,20900.0,,,,,
2024-10-01,0.722000002861023,0.7699999809265137,0.7059999704360962,0.7269999980926514,26500.0,,,,,
2024-10-02,0.703000009059906,0.7369999885559082,0.699999988079071,0.699999988079071,10800.0,,,,,
2024-10-03,0.7170000076293945,0.7300000190734863,0.7009999752044678,0.7300000190734863,12400.0,,,,,
2024-10-04,0.7110000252723694,0.7400000095367432,0.7009999752044678,0.7110000252723694,37600.0,,,,,
2024-10-07,0.7200000286102295,0.746999979019165,0.699999988079071,0.699999988079071,16800.0,,,,,
2024-10-08,0.7110000252723694,0.75,0.699999988079071,0.699999988079071,2700.0,,,,,
2024-10-09,0.7559999823570251,0.8399999737739563,0.699999988079071,0.7110000252723694,251800.0,,,,,
2024-10-10,0.722000002861023,0.7599999904632568,0.7039999961853027,0.7400000095367432,90800.0,,,,,
2024-10-11,0.7099999785423279,0.75,0.7039999961853027,0.7039999961853027,45000.0,,,,,
2024-10-14,0.671999990940094,0.7379999756813049,0.6399999856948853,0.7379999756813049,107100.0,,,,,
2024-10-15,0.6629999876022339,0.6899999976158142,0.640999972820282,0.6520000100135803,45200.0,,,,,
2024-10-16,0.6809999942779541,0.7300000190734863,0.6600000262260437,0.675000011920929,23100.0,,,,,
2024-10-17,0.7049999833106995,0.7459999918937683,0.640999972820282,0.6710000038146973,75800.0,,,,,
2024-10-18,0.7110000252723694,0.7490000128746033,0.6840000152587891,0.6840000152587891,74800.0,,,,,
2024-10-21,0.7360000014305115,0.7369999885559082,0.6800000071525574,0.7200000286102295,7936100.0,,,,,
