Date,Close,High,Low,Open,Volume,"('Close', 'ALTS')","('High', 'ALTS')","('Low', 'ALTS')","('Open', 'ALTS')","('Volume', 'ALTS')"
2024-06-03,2.950000047683716,3.240000009536743,2.869999885559082,3.0799999237060547,225400.0,,,,,
2024-06-04,3.049999952316284,3.0999999046325684,2.859999895095825,2.970000028610229,151300.0,,,,,
2024-06-05,2.950000047683716,3.039999961853028,2.8499999046325684,3.039999961853028,28700.0,,,,,
2024-06-06,2.9200000762939453,3.0299999713897705,2.8499999046325684,2.930000066757202,118800.0,,,,,
2024-06-07,2.7300000190734863,3.0199999809265137,2.619999885559082,2.869999885559082,246700.0,,,,,
2024-06-10,2.680000066757202,2.940000057220459,2.680000066757202,2.890000104904175,91600.0,,,,,
2024-06-11,2.6700000762939453,2.859999895095825,2.569999933242798,2.630000114440918,144600.0,,,,,
2024-06-12,2.569999933242798,2.75,2.5,2.640000104904175,255100.0,,,,,
2024-06-13,2.4100000858306885,2.569999933242798,2.2699999809265137,2.5,481300.0,,,,,
2024-06-14,2.359999895095825,2.490000009536743,2.2699999809265137,2.3399999141693115,104600.0,,,,,
2024-06-17,2.359999895095825,2.4100000858306885,2.299999952316284,2.369999885559082,52200.0,,,,,
2024-06-18,2.289999961853028,2.369999885559082,2.2699999809265137,2.3499999046325684,76100.0,,,,,
2024-06-20,2.430000066757202,2.630000114440918,2.2699999809265137,2.2699999809265137,155900.0,,,,,
2024-06-21,2.2699999809265137,2.6700000762939453,2.2300000190734863,2.5,285700.0,,,,,
2024-06-24,2.1700000762939453,2.3299999237060547,2.140000104904175,2.2300000190734863,58100.0,,,,,
2024-06-25,2.1700000762939453,2.2799999713897705,2.119999885559082,2.200000047683716,49600.0,,,,,
2024-06-26,2.2100000381469727,2.299999952316284,2.0999999046325684,2.140000104904175,71600.0,,,,,
2024-06-27,2.190000057220459,2.289999961853028,2.119999885559082,2.289999961853028,74300.0,,,,,
2024-06-28,2.240000009536743,2.289999961853028,2.119999885559082,2.180000066757202,52100.0,,,,,
2024-07-01,2.140000104904175,2.240000009536743,2.059999942779541,2.220000028610229,30500.0,,,,,
2024-07-02,2.0199999809265137,2.190000057220459,1.9700000286102293,2.109999895095825,66700.0,,,,,
2024-07-03,2.069999933242798,2.4600000381469727,2.069999933242798,2.0999999046325684,423600.0,,,,,
2024-07-05,2.0999999046325684,2.240000009536743,2.0,2.150000095367432,141900.0,,,,,
2024-07-08,1.899999976158142,2.069999933242798,1.7200000286102295,2.049999952316284,254100.0,,,,,
2024-07-09,1.909999966621399,1.9800000190734863,1.8600000143051147,1.8600000143051147,105900.0,,,,,
2024-07-10,2.059999942779541,2.140000104904175,1.9800000190734863,2.009999990463257,141000.0,,,,,
2024-07-11,2.140000104904175,2.2799999713897705,2.009999990463257,2.0899999141693115,191400.0,,,,,
2024-07-12,2.2300000190734863,2.369999885559082,2.140000104904175,2.140000104904175,139500.0,,,,,
2024-07-15,2.0799999237060547,2.390000104904175,2.0299999713897705,2.299999952316284,81100.0,,,,,
2024-07-16,2.259999990463257,2.400000095367432,2.0299999713897705,2.059999942779541,139800.0,,,,,
2024-07-17,2.2100000381469727,2.319999933242798,2.119999885559082,2.259999990463257,112100.0,,,,,
2024-07-18,2.200000047683716,2.289999961853028,2.0999999046325684,2.289999961853028,105800.0,,,,,
2024-07-19,2.009999990463257,2.240000009536743,2.0,2.220000028610229,100300.0,,,,,
2024-07-22,2.0799999237060547,2.119999885559082,1.9900000095367432,2.0299999713897705,66400.0,,,,,
2024-07-23,2.0199999809265137,2.1600000858306885,1.9600000381469729,2.1600000858306885,79300.0,,,,,
