Date,Close,High,Low,Open,Volume,"('Close', 'SRXH')","('High', 'SRXH')","('Low', 'SRXH')","('Open', 'SRXH')","('Volume', 'SRXH')"
2024-06-03,2.962963104248047,2.9785189628601074,2.8562960624694824,2.962963104248047,11880.0,,,,,
2024-06-04,2.555556058883667,2.870369911193848,2.496295928955078,2.8444440364837646,64395.0,,,,,
2024-06-05,2.555556058883667,2.659259080886841,2.48888897895813,2.496295928955078,43335.0,,,,,
2024-06-06,2.651851892471313,2.829629898071289,2.459259033203125,2.555556058883667,16875.0,,,,,
2024-06-07,2.508888959884644,2.7037041187286377,2.496295928955078,2.6296300888061523,18495.0,,,,,
2024-06-10,2.5185189247131348,2.6148149967193604,2.468147993087769,2.5185189247131348,9990.0,,,,,
2024-06-11,2.459259033203125,2.51111102104187,2.459259033203125,2.506666898727417,7020.0,,,,,
2024-06-12,2.5185189247131348,2.7185189723968506,2.459259033203125,2.51111102104187,7425.0,,,,,
2024-06-13,2.4222218990325928,2.474073886871338,2.4148149490356445,2.444443941116333,9045.0,,,,,
2024-06-14,2.5999999046325684,3.2503700256347656,2.40740704536438,2.40740704536438,628155.0,,,,,
2024-06-17,2.725925922393799,3.1288890838623047,2.5185189247131348,2.5999999046325684,359640.0,,,,,
2024-06-18,2.7851850986480717,2.888889074325561,2.6148149967193604,2.6148149967193604,105030.0,,,,,
2024-06-20,3.59259295463562,5.037036895751953,2.748147964477539,2.9185190200805664,4571910.0,,,,,
2024-06-21,3.0592589378356934,3.370369911193848,2.8518519401550293,2.962963104248047,450765.0,,,,,
2024-06-24,2.8074069023132324,2.996295928955078,2.7118520736694336,2.829629898071289,120825.0,,,,,
2024-06-25,3.0592589378356934,3.244443893432617,2.740741014480591,2.8074069023132324,168480.0,,,,,
2024-06-26,3.0888888835906982,3.318519115447998,2.933332920074463,3.02222204208374,73170.0,,,,,
2024-06-27,3.0888888835906982,3.237036943435669,2.9111111164093018,3.1185190677642822,61695.0,,,,,
2024-06-28,2.888889074325561,3.200000047683716,2.7851850986480717,3.1481480598449707,80730.0,,,,,
2024-07-01,2.748147964477539,2.9148149490356445,2.5333330631256104,2.8666670322418213,80325.0,,,,,
2024-07-02,2.6370370388031006,2.8666670322418213,2.540740966796875,2.651851892471313,28215.0,,,,,
2024-07-03,2.7703700065612797,2.8962960243225098,2.644443988800049,2.644443988800049,9180.0,,,,,
2024-07-05,2.755556106567383,2.8444440364837646,2.711111068725586,2.748147964477539,15120.0,,,,,
2024-07-08,2.696295976638794,2.740741014480591,2.6296300888061523,2.740741014480591,27945.0,,,,,
2024-07-09,2.370369911193848,2.659259080886841,2.370369911193848,2.659259080886841,46980.0,,,,,
2024-07-10,2.481481075286865,2.5103700160980225,2.3925929069519043,2.48888897895813,14850.0,,,,,
2024-07-11,2.5999999046325684,2.7185189723968506,2.4600000381469727,2.481481075286865,38070.0,,,,,
2024-07-12,2.644443988800049,2.748147964477539,2.5703699588775635,2.748147964477539,16335.0,,,,,
2024-07-15,2.6148149967193604,2.737036943435669,2.5703699588775635,2.7037041187286377,26055.0,,,,,
2024-07-16,2.97777795791626,3.117037057876587,2.5703699588775635,2.5703699588775635,132840.0,,,,,
2024-07-17,2.981481075286865,3.1481480598449707,2.888889074325561,2.888889074325561,51570.0,,,,,
2024-07-18,2.7851850986480717,3.1407411098480225,2.6888890266418457,2.888889074325561,80865.0,,,,,
2024-07-19,2.696295976638794,2.8518519401550293,2.696295976638794,2.711111068725586,6210.0,,,,,
2024-07-22,2.666666984558105,2.908889055252075,2.644443988800049,2.755556106567383,23085.0,,,,,
2024-07-23,2.681480884552002,2.799999952316284,2.681480884552002,2.799999952316284,3240.0,,,,,
2024-07-24,2.444443941116333,2.681480884552002,2.40740704536438,2.5703699588775635,71145.0,,,,,
2024-07-25,2.4518520832061768,2.659259080886841,2.4111111164093018,2.444443941116333,68985.0,,,,,
2024-07-26,2.474073886871338,2.540740966796875,2.459259033203125,2.5185189247131348,8910.0,,,,,
2024-07-29,2.474073886871338,2.711111068725586,2.474073886871338,2.525926113128662,58995.0,,,,,
2024-07-30,2.259258985519409,2.2962958812713623,2.007406949996948,2.207406997680664,346815.0,,,,,
2024-07-31,2.370369911193848,2.400000095367432,2.2148149013519287,2.2148149013519287,158085.0,,,,,
2024-08-01,2.474073886871338,2.7037041187286377,2.303704023361206,2.303704023361206,152010.0,,,,,
2024-08-02,2.4222218990325928,2.762963056564331,2.2148149013519287,2.481481075286865,325755.0,,,,,
2024-08-05,2.1111109256744385,2.2962958812713623,2.0,2.259258985519409,127845.0,,,,,
2024-08-06,2.2296299934387207,2.2962958812713623,2.1259260177612305,2.2814810276031494,63990.0,,,,,
2024-08-07,2.200000047683716,2.266666889190674,2.1407411098480225,2.2296299934387207,82215.0,,,,,
2024-08-08,2.1333329677581787,2.240741014480591,2.0777781009674072,2.240741014480591,42255.0,,,,,
2024-08-09,2.1718521118164062,2.2148149013519287,2.0955560207366943,2.170370101928711,12690.0,,,,,
2024-08-12,2.185184955596924,2.185184955596924,2.1259260177612305,2.185184955596924,18090.0,,,,,
2024-08-13,2.162962913513184,2.259258985519409,2.1259260177612305,2.170370101928711,92340.0,,,,,
2024-08-14,2.029629945755005,2.162962913513184,2.0,2.1259260177612305,30645.0,,,,,
2024-08-15,2.0444440841674805,2.1333329677581787,2.007406949996948,2.1333329677581787,30915.0,,,,,
2024-08-16,1.9851850271224976,2.05036997795105,1.9259259700775144,2.0444440841674805,62505.0,,,,,
2024-08-19,2.1259260177612305,2.1333329677581787,1.8518520593643188,1.9259259700775144,187110.0,,,,,
2024-08-20,2.0814809799194336,2.1259260177612305,2.037036895751953,2.1259260177612305,12015.0,,,,,
2024-08-21,2.200000047683716,2.200000047683716,2.1185190677642822,2.1185190677642822,41580.0,,,,,
2024-08-22,2.3481481075286865,2.3481481075286865,2.192593097686768,2.2148149013519287,37395.0,,,,,
2024-08-23,2.3777780532836914,2.4370369911193848,2.259258985519409,2.3481481075286865,22680.0,,,,,
2024-08-26,2.3259260654449463,2.444443941116333,2.3111109733581543,2.4222218990325928,12960.0,,,,,
2024-08-27,2.290369987487793,2.3629629611968994,2.2148149013519287,2.318519115447998,7425.0,,,,,
2024-08-28,2.237036943435669,2.288888931274414,2.2148149013519287,2.240741014480591,17955.0,,,,,
2024-08-29,2.288888931274414,2.40740704536438,2.2148149013519287,2.244443893432617,37665.0,,,,,
2024-08-30,2.38518500328064,2.38518500328064,2.251852035522461,2.251852035522461,9585.0,,,,,
2024-09-03,1.8814810514450075,2.40740704536438,1.6666669845581057,2.40740704536438,655425.0,,,,,
2024-09-04,1.555556058883667,1.9185190200805664,1.4222220182418823,1.8518520593643188,182115.0,,,,,
2024-09-05,1.8518520593643188,1.9666670560836792,1.497037053108215,1.5851850509643557,213570.0,,,,,
2024-09-06,1.8296300172805784,1.8814810514450075,1.5333329439163208,1.8518520593643188,54675.0,,,,,
2024-09-09,1.7259260416030884,1.903704047203064,1.7140740156173706,1.748147964477539,48330.0,,,,,
2024-09-10,2.0888888835906982,2.1185190677642822,1.7703700065612793,1.7814810276031494,117180.0,,,,,
2024-09-11,2.185184955596924,2.2962958812713623,2.007406949996948,2.051851987838745,137430.0,,,,,
2024-09-12,2.251852035522461,2.2962958812713623,2.0740740299224854,2.1185190677642822,78300.0,,,,,
2024-09-13,2.200000047683716,2.3111109733581543,2.059999942779541,2.3111109733581543,52380.0,,,,,
2024-09-16,2.037036895751953,2.3333330154418945,1.9518519639968872,2.3333330154418945,232740.0,,,,,
2024-09-17,1.9481480121612549,2.222222089767456,1.7777780294418335,2.222222089767456,414990.0,,,,,
2024-09-18,1.8444440364837649,2.014815092086792,1.8185189962387085,1.9333330392837524,49815.0,,,,,
2024-09-19,1.7777780294418335,1.9333330392837524,1.7259260416030884,1.8962960243225095,52515.0,,,,,
2024-09-20,1.6370370388031006,1.7777780294418335,1.5777779817581177,1.7777780294418335,51165.0,,,,,
2024-09-23,1.6296299695968628,1.6888890266418457,1.5481480360031128,1.6370370388031006,39690.0,,,,,
2024-09-24,1.540740966796875,1.6370370388031006,1.51111102104187,1.6222219467163086,36990.0,,,,,
