Date,Close,High,Low,Open,Volume,"('Close', 'RANI')","('High', 'RANI')","('Low', 'RANI')","('Open', 'RANI')","('Volume', 'RANI')"
2024-06-03,4.679999828338623,5.670000076293945,4.53000020980835,5.260000228881836,177800.0,,,,,
2024-06-04,4.670000076293945,4.880000114440918,4.559999942779541,4.650000095367432,61800.0,,,,,
2024-06-05,5.039999961853027,5.039999961853027,4.690000057220459,4.690000057220459,33400.0,,,,,
2024-06-06,4.53000020980835,5.380000114440918,4.400000095367432,4.889999866485596,40300.0,,,,,
2024-06-07,4.389999866485596,4.744999885559082,4.300000190734863,4.539999961853027,31100.0,,,,,
2024-06-10,4.150000095367432,4.631999969482422,4.070000171661377,4.489999771118164,100600.0,,,,,
2024-06-11,4.010000228881836,4.440000057220459,4.0,4.159999847412109,39700.0,,,,,
2024-06-12,4.0,4.361000061035156,3.940000057220459,4.0,55900.0,,,,,
2024-06-13,4.079999923706055,4.210000038146973,4.010000228881836,4.090000152587891,26000.0,,,,,
2024-06-14,4.03000020980835,4.449999809265137,4.03000020980835,4.059999942779541,110400.0,,,,,
2024-06-17,3.809999942779541,4.204999923706055,3.809999942779541,4.059999942779541,55700.0,,,,,
2024-06-18,3.890000104904175,4.050000190734863,3.809999942779541,3.809999942779541,44600.0,,,,,
2024-06-20,4.0,4.204999923706055,3.900000095367432,3.900000095367432,47800.0,,,,,
2024-06-21,4.150000095367432,4.25,4.0,4.070000171661377,134100.0,,,,,
2024-06-24,4.110000133514404,4.369999885559082,4.0,4.25,48000.0,,,,,
2024-06-25,3.740000009536743,4.198999881744385,3.740000009536743,4.110000133514404,69300.0,,,,,
2024-06-26,3.890000104904175,4.199999809265137,3.819999933242798,3.839999914169312,27200.0,,,,,
2024-06-27,3.940000057220459,4.099999904632568,3.7200000286102295,3.930000066757202,38200.0,,,,,
2024-06-28,3.799999952316284,3.9600000381469727,3.5199999809265137,3.880000114440918,70800.0,,,,,
2024-07-01,3.819999933242798,3.900000095367432,3.7170000076293945,3.819999933242798,19300.0,,,,,
2024-07-02,3.869999885559082,4.0,3.7890000343322754,3.829999923706055,16100.0,,,,,
2024-07-03,3.759999990463257,3.950000047683716,3.650000095367432,3.849999904632568,14300.0,,,,,
2024-07-05,3.740000009536743,3.859999895095825,3.5999999046325684,3.75,31300.0,,,,,
2024-07-08,3.5999999046325684,3.799999952316284,3.549999952316284,3.740000009536743,34400.0,,,,,
2024-07-09,3.4600000381469727,3.7100000381469727,3.390000104904175,3.650000095367432,51200.0,,,,,
2024-07-10,3.289999961853028,3.450000047683716,3.259999990463257,3.450000047683716,32700.0,,,,,
2024-07-11,3.5899999141693115,3.670000076293945,3.25,3.2799999713897705,56800.0,,,,,
2024-07-12,3.700000047683716,3.75,3.5999999046325684,3.5999999046325684,17300.0,,,,,
2024-07-15,3.990000009536743,4.119999885559082,3.7100000381469727,3.7799999713897705,47300.0,,,,,
2024-07-16,3.950000047683716,4.190000057220459,3.849999904632568,3.930000066757202,189800.0,,,,,
2024-07-17,3.700000047683716,4.019999980926514,3.700000047683716,3.880000114440918,17300.0,,,,,
2024-07-18,3.369999885559082,3.849999904632568,3.359999895095825,3.660000085830689,53900.0,,,,,
2024-07-19,3.0799999237060547,3.839999914169312,3.009999990463257,3.299999952316284,209400.0,,,,,
2024-07-22,3.134999990463257,3.259999990463257,3.0199999809265137,3.0299999713897705,91300.0,,,,,
2024-07-23,3.0299999713897705,3.220000028610229,3.0,3.0999999046325684,20300.0,,,,,
2024-07-24,2.8499999046325684,3.119999885559082,2.799999952316284,3.0199999809265137,41800.0,,,,,
2024-07-25,2.869999885559082,2.990000009536743,2.7799999713897705,2.859999895095825,27800.0,,,,,
2024-07-26,2.930000066757202,3.095000028610229,2.8399999141693115,2.869999885559082,47200.0,,,,,
2024-07-29,2.950000047683716,3.039999961853028,2.8399999141693115,3.0,49800.0,,,,,
2024-07-30,2.8299999237060547,2.970000028610229,2.759999990463257,2.890000104904175,37800.0,,,,,
2024-07-31,2.8299999237060547,2.930000066757202,2.7699999809265137,2.930000066757202,14000.0,,,,,
2024-08-01,2.720000028610229,2.8299999237060547,2.609999895095825,2.799999952316284,39500.0,,,,,
2024-08-02,2.6700000762939453,2.808000087738037,2.539999961853028,2.799999952316284,59800.0,,,,,
2024-08-05,2.440000057220459,2.569999933242798,2.3399999141693115,2.5,43600.0,,,,,
2024-08-06,2.5,2.694999933242798,2.2950000762939453,2.694999933242798,26500.0,,,,,
2024-08-07,2.430000066757202,2.7909998893737797,2.401000022888184,2.5299999713897705,16000.0,,,,,
2024-08-08,2.4100000858306885,2.559999942779541,2.309999942779541,2.450000047683716,23500.0,,,,,
2024-08-09,2.259999990463257,2.5380001068115234,2.25,2.380000114440918,26200.0,,,,,
2024-08-12,2.371999979019165,2.490000009536743,2.299999952316284,2.309999942779541,25600.0,,,,,
2024-08-13,2.700000047683716,3.0899999141693115,2.5299999713897705,2.5299999713897705,106800.0,,,,,
2024-08-14,2.680000066757202,2.799999952316284,2.539999961853028,2.680000066757202,53100.0,,,,,
2024-08-15,2.680000066757202,2.7880001068115234,2.609999895095825,2.609999895095825,18800.0,,,,,
2024-08-16,2.789999961853028,2.799999952316284,2.609999895095825,2.619999885559082,36900.0,,,,,
2024-08-19,2.86299991607666,2.947000026702881,2.759999990463257,2.759999990463257,36300.0,,,,,
2024-08-20,2.869999885559082,2.970000028610229,2.759999990463257,2.930000066757202,22300.0,,,,,
2024-08-21,2.9100000858306885,3.039999961853028,2.819999933242798,2.9600000381469727,19500.0,,,,,
2024-08-22,3.069999933242798,3.08899998664856,2.9800000190734863,3.039999961853028,18100.0,,,,,
2024-08-23,3.069999933242798,3.130000114440918,3.0199999809265137,3.0290000438690186,16200.0,,,,,
2024-08-26,3.039999961853028,3.130000114440918,3.009999990463257,3.130000114440918,23500.0,,,,,
2024-08-27,3.319999933242798,3.5,3.0199999809265137,3.069999933242798,161000.0,,,,,
2024-08-28,3.010999917984009,3.4600000381469727,2.9800000190734863,3.299999952316284,23000.0,,,,,
2024-08-29,2.819999933242798,3.07699990272522,2.799999952316284,3.009999990463257,30200.0,,,,,
2024-08-30,3.200000047683716,3.5999999046325684,2.75,2.940000057220459,368700.0,,,,,
2024-09-03,2.9600000381469727,3.25,2.9019999504089355,3.25,70700.0,,,,,
2024-09-04,2.8299999237060547,2.990000009536743,2.7909998893737797,2.9100000858306885,33500.0,,,,,
2024-09-05,2.7300000190734863,2.8499999046325684,2.690000057220459,2.8499999046325684,44700.0,,,,,
2024-09-06,2.619999885559082,2.755000114440918,2.549999952316284,2.7100000381469727,17900.0,,,,,
2024-09-09,2.720000028610229,2.740000009536743,2.569999933242798,2.690000057220459,25400.0,,,,,
2024-09-10,2.619999885559082,2.759000062942505,2.549999952316284,2.700000047683716,20800.0,,,,,
2024-09-11,2.4600000381469727,2.690000057220459,2.289999961853028,2.690000057220459,143900.0,,,,,
2024-09-12,2.390000104904175,2.5899999141693115,2.299999952316284,2.440000057220459,56800.0,,,,,
2024-09-13,2.369999885559082,2.450000047683716,2.309999942779541,2.369999885559082,72000.0,,,,,
2024-09-16,2.2799999713897705,2.4200000762939453,2.240000009536743,2.359999895095825,76100.0,,,,,
2024-09-17,2.400000095367432,2.492000102996826,2.299999952316284,2.299999952316284,70400.0,,,,,
2024-09-18,2.299999952316284,2.490000009536743,2.299999952316284,2.430000066757202,28200.0,,,,,
2024-09-19,2.309999942779541,2.430000066757202,2.309999942779541,2.369999885559082,70400.0,,,,,
2024-09-20,2.3399999141693115,2.5999999046325684,2.3399999141693115,2.3499999046325684,106100.0,,,,,
2024-09-23,2.180000066757202,2.380000114440918,2.180000066757202,2.375,71500.0,,,,,
2024-09-24,2.200000047683716,2.275000095367432,2.0899999141693115,2.180000066757202,96800.0,,,,,
