Date,Close,High,Low,Open,Volume,"('Close', 'HIMS')","('High', 'HIMS')","('Low', 'HIMS')","('Open', 'HIMS')","('Volume', 'HIMS')"
2024-06-03,20.489999771118164,21.170000076293945,19.700000762939453,19.979999542236328,12901000.0,,,,,
2024-06-04,20.82999992370605,20.8700008392334,19.40999984741211,20.149999618530277,7911100.0,,,,,
2024-06-05,21.75,21.75,20.549999237060547,21.030000686645508,10205100.0,,,,,
2024-06-06,21.56999969482422,21.729999542236328,20.82999992370605,21.5,6835300.0,,,,,
2024-06-07,20.790000915527344,21.950000762939453,20.700000762939453,21.309999465942383,9721500.0,,,,,
2024-06-10,21.6200008392334,22.100000381469727,20.600000381469727,20.68000030517578,8397700.0,,,,,
2024-06-11,22.040000915527344,22.1299991607666,21.059999465942383,21.46999931335449,7589300.0,,,,,
2024-06-12,23.68000030517578,24.350000381469727,22.670000076293945,22.75,14705300.0,,,,,
2024-06-13,24.3700008392334,24.559999465942383,23.239999771118164,23.700000762939453,9570100.0,,,,,
2024-06-14,23.75,24.434999465942383,23.520000457763672,24.149999618530277,7955500.0,,,,,
2024-06-17,24.149999618530277,25.5,23.209999084472656,24.170000076293945,14548500.0,,,,,
2024-06-18,24.790000915527344,25.739999771118164,23.530000686645508,23.59000015258789,11898400.0,,,,,
2024-06-20,22.38999938964844,24.549999237060547,21.920000076293945,24.5,15374500.0,,,,,
2024-06-21,22.149999618530277,22.520000457763672,20.920000076293945,22.5,11820500.0,,,,,
2024-06-24,22.149999618530277,22.8799991607666,21.799999237060547,22.020000457763672,9566900.0,,,,,
2024-06-25,23.15999984741211,23.46999931335449,22.15999984741211,22.18000030517578,7627700.0,,,,,
2024-06-26,21.559999465942383,23.059999465942383,20.959999084472656,22.81999969482422,11273500.0,,,,,
2024-06-27,20.020000457763672,20.68000030517578,18.799999237060547,19.450000762939453,25638900.0,,,,,
2024-06-28,20.190000534057617,20.450000762939453,19.474000930786133,20.200000762939453,20714300.0,,,,,
2024-07-01,21.420000076293945,21.479999542236328,20.190000534057617,20.399999618530277,8701600.0,,,,,
2024-07-02,21.209999084472656,21.96999931335449,20.530000686645508,21.290000915527344,5375100.0,,,,,
2024-07-03,20.489999771118164,21.29800033569336,20.40999984741211,21.270000457763672,3818100.0,,,,,
2024-07-05,20.780000686645508,20.780000686645508,20.020000457763672,20.489999771118164,4081300.0,,,,,
2024-07-08,20.51000022888184,21.420000076293945,20.479999542236328,20.8799991607666,5418000.0,,,,,
2024-07-09,20.690000534057617,20.75900077819824,19.920000076293945,20.399999618530277,5037400.0,,,,,
2024-07-10,20.209999084472656,21.31999969482422,19.82999992370605,21.209999084472656,5331400.0,,,,,
2024-07-11,21.049999237060547,21.36000061035156,20.6200008392334,20.93000030517578,6380300.0,,,,,
2024-07-12,21.71999931335449,22.56999969482422,21.100000381469727,21.149999618530277,8662200.0,,,,,
2024-07-15,22.84000015258789,23.43000030517578,21.950000762939453,22.059999465942383,8121900.0,,,,,
2024-07-16,23.11000061035156,23.95499992370605,22.8129997253418,23.350000381469727,7128800.0,,,,,
2024-07-17,21.989999771118164,23.32999992370605,21.809999465942383,22.71999931335449,6543900.0,,,,,
2024-07-18,20.3700008392334,22.65999984741211,20.21999931335449,22.40999984741211,8874400.0,,,,,
2024-07-19,19.420000076293945,21.114999771118164,19.040000915527344,20.729999542236328,15012400.0,,,,,
2024-07-22,20.34000015258789,20.600000381469727,19.799999237060547,20.01000022888184,7170800.0,,,,,
2024-07-23,22.770000457763672,22.920000076293945,20.170000076293945,20.299999237060547,9439700.0,,,,,
2024-07-24,22.51000022888184,22.76000022888184,21.920000076293945,22.25,5957700.0,,,,,
2024-07-25,23.25,23.68000030517578,21.76000022888184,22.40999984741211,7763600.0,,,,,
2024-07-26,21.770000457763672,24.239999771118164,21.36000061035156,23.71999931335449,11507200.0,,,,,
2024-07-29,21.709999084472656,22.3700008392334,21.34000015258789,21.8700008392334,4537400.0,,,,,
2024-07-30,21.200000762939453,22.28700065612793,21.100000381469727,21.729999542236328,5348600.0,,,,,
2024-07-31,21.239999771118164,21.96999931335449,21.114999771118164,21.549999237060547,6471900.0,,,,,
2024-08-01,18.51000022888184,22.25,17.799999237060547,20.920000076293945,26801500.0,,,,,
2024-08-02,17.579999923706055,17.979999542236328,17.25,17.860000610351562,11376900.0,,,,,
2024-08-05,17.84000015258789,18.07999992370605,15.869999885559082,16.350000381469727,22811700.0,,,,,
2024-08-06,16.8799991607666,17.780000686645508,16.010000228881836,17.524999618530273,21036000.0,,,,,
2024-08-07,16.040000915527344,16.84000015258789,15.8100004196167,16.799999237060547,12904600.0,,,,,
2024-08-08,15.850000381469728,16.280000686645508,14.75,15.989999771118164,18217100.0,,,,,
2024-08-09,15.960000038146973,16.440000534057617,15.800000190734863,16.049999237060547,8244500.0,,,,,
2024-08-12,15.970000267028809,16.655000686645508,15.6899995803833,15.970000267028809,8066500.0,,,,,
2024-08-13,15.979999542236328,16.219999313354492,15.390000343322754,16.1299991607666,8290200.0,,,,,
2024-08-14,15.43000030517578,16.200000762939453,15.40999984741211,16.100000381469727,6904200.0,,,,,
2024-08-15,15.710000038146973,16.059999465942383,15.5600004196167,15.899999618530272,6925400.0,,,,,
2024-08-16,15.579999923706056,15.800000190734863,15.350000381469728,15.65999984741211,6810200.0,,,,,
2024-08-19,16.559999465942383,16.700000762939453,15.600000381469728,15.600000381469728,7045900.0,,,,,
2024-08-20,16.530000686645508,16.93000030517578,16.020000457763672,16.709999084472656,6515600.0,,,,,
2024-08-21,16.56999969482422,16.799999237060547,16.079999923706055,16.709999084472656,5351700.0,,,,,
2024-08-22,16.459999084472656,17.610000610351562,16.329999923706055,17.290000915527344,9802400.0,,,,,
2024-08-23,16.729999542236328,17.3799991607666,16.540000915527344,16.739999771118164,7369500.0,,,,,
2024-08-26,16.049999237060547,16.780000686645508,15.925999641418455,16.780000686645508,5935900.0,,,,,
2024-08-27,14.84000015258789,15.449999809265137,14.760000228881836,14.81999969482422,13887700.0,,,,,
2024-08-28,14.640000343322754,15.050000190734863,14.399999618530272,14.449999809265137,7675000.0,,,,,
2024-08-29,14.729999542236328,14.984999656677246,14.574999809265137,14.739999771118164,4899900.0,,,,,
2024-08-30,14.729999542236328,14.9399995803833,14.369999885559082,14.8100004196167,5448500.0,,,,,
2024-09-03,14.5,14.720000267028809,14.30500030517578,14.649999618530272,6559000.0,,,,,
2024-09-04,14.609999656677246,14.829999923706056,14.170000076293944,14.329999923706056,4018700.0,,,,,
2024-09-05,14.43000030517578,14.670000076293944,14.15999984741211,14.489999771118164,3824200.0,,,,,
2024-09-06,13.649999618530272,14.420000076293944,13.470000267028809,14.3100004196167,9235400.0,,,,,
2024-09-09,13.970000267028809,14.1899995803833,13.699999809265137,13.960000038146973,6025000.0,,,,,
2024-09-10,14.529999732971191,14.640000343322754,13.84000015258789,13.859999656677246,5752700.0,,,,,
2024-09-11,15.270000457763672,15.5,14.529999732971191,14.550000190734863,6851300.0,,,,,
2024-09-12,15.81999969482422,16.405000686645508,15.1899995803833,15.239999771118164,10272700.0,,,,,
2024-09-13,16.56999969482422,16.90999984741211,16.090999603271484,16.25,8820000.0,,,,,
2024-09-16,16.280000686645508,16.68000030517578,16.1299991607666,16.450000762939453,4883800.0,,,,,
2024-09-17,16.100000381469727,16.690000534057617,15.890000343322754,16.5,5082800.0,,,,,
2024-09-18,16.309999465942383,16.799999237060547,16.149999618530273,16.270000457763672,4715700.0,,,,,
2024-09-19,16.920000076293945,17.190000534057617,16.6299991607666,17.1200008392334,6794600.0,,,,,
2024-09-20,16.299999237060547,16.899999618530273,15.729999542236328,16.809999465942383,11135600.0,,,,,
2024-09-23,16.440000534057617,16.530000686645508,16.19499969482422,16.459999084472656,3949100.0,,,,,
