Date,Close,High,Low,Open,Volume,"('Close', 'ORCL')","('High', 'ORCL')","('Low', 'ORCL')","('Open', 'ORCL')","('Volume', 'ORCL')"
2024-06-03,117.50853729248048,117.55779773456928,115.59734638397538,115.78452704460702,7256300.0,,,,,
2024-06-04,118.28679656982422,118.58234416742393,116.95684741280078,117.25238749431288,7368000.0,,,,,
2024-06-05,120.80877685546876,120.96640424798906,118.72026651718896,119.843335382589,5973700.0,,,,,
2024-06-06,121.66586303710938,122.42442422022152,120.43442717640988,121.05506814441074,7347200.0,,,,,
2024-06-07,124.0499267578125,124.3454743843916,121.43928110999164,122.36532332492368,11545000.0,,,,,
2024-06-10,122.65101623535156,125.064627604632,122.207702315635,123.8627524739122,10164700.0,,,,,
2024-06-11,122.04022216796876,122.97611797266592,120.4738392924067,122.20770316457222,18373900.0,,,,,
2024-06-12,138.29518127441406,138.8665693323655,131.97052833472463,132.68968268689778,40871300.0,,,,,
2024-06-13,137.77305603027344,140.28517326834603,136.70909359703222,138.34442906588427,13733200.0,,,,,
2024-06-14,136.07859802246094,137.89126806644623,135.3397364796453,137.1918058584231,11330800.0,,,,,
2024-06-17,139.2113800048828,139.33945416422313,136.1968269633206,136.73866183109317,11232800.0,,,,,
2024-06-18,142.49192810058594,142.90568881093074,139.12272086019675,139.12272086019675,11629400.0,,,,,
2024-06-20,140.78758239746094,143.1617940024066,139.84183317860112,143.1617940024066,8940000.0,,,,,
2024-06-21,139.39852905273438,141.5855601810827,138.35427392575588,141.5855601810827,14844100.0,,,,,
2024-06-24,137.81243896484375,139.42808208997363,137.0538703233098,137.92080591363433,7793300.0,,,,,
2024-06-25,137.10313415527344,137.4774954480332,135.51704424670606,136.93566069066387,8205500.0,,,,,
2024-06-26,136.17710876464844,138.65968784664955,136.02934246365072,137.41840582173754,8036300.0,,,,,
2024-06-27,138.09812927246094,139.31971899881793,136.7484804446601,137.18194825182468,7518200.0,,,,,
2024-06-28,139.10299682617188,140.69894798097562,137.2016670042446,137.369140483468,25814800.0,,,,,
2024-07-01,140.9649200439453,141.92051545954695,138.97493054719877,139.5857179143016,6552400.0,,,,,
2024-07-02,141.152099609375,142.07814176021847,140.43294529247183,140.51175898958357,5920500.0,,,,,
2024-07-03,142.23580932617188,142.5017887178471,141.36887344526917,141.61516068123652,3560800.0,,,,,
2024-07-05,142.67909240722656,143.62482677025596,141.88112434086528,142.79730544456106,5365500.0,,,,,
2024-07-08,142.8760986328125,143.07312534413998,141.2998548778437,142.61010430482443,8622600.0,,,,,
2024-07-09,138.59071350097656,143.5361642410951,135.95052216993267,142.97463729234232,14334200.0,,,,,
2024-07-10,139.9600830078125,140.265476699628,137.66468473322414,139.02417971718276,6350300.0,,,,,
2024-07-11,141.0369110107422,141.74822196618686,139.9699445775752,140.6417449575479,5245100.0,,,,,
2024-07-12,143.0226593017578,143.37831477680936,139.5550146513506,140.9875255013145,7361800.0,,,,,
2024-07-15,141.3431854248047,144.82068898517863,140.20705661406322,143.97106838329455,8687800.0,,,,,
2024-07-16,140.88873291015625,141.7679902256441,140.33549438462938,141.34318745590716,7181500.0,,,,,
2024-07-17,137.57916259765625,140.07862494979406,137.00616123783146,138.78443872097404,9157000.0,,,,,
2024-07-18,136.364013671875,138.36951090973668,135.544029740566,137.67796273713256,5998700.0,,,,,
2024-07-19,136.8876190185547,138.74493279371288,136.41341669869598,136.68016209876274,6111900.0,,,,,
2024-07-22,138.47816467285156,138.98200361287036,137.44083502023173,138.05336195227804,5387200.0,,,,,
2024-07-23,141.38270568847656,141.491378624348,139.505644150283,139.5945542592814,6697400.0,,,,,
2024-07-24,137.0950927734375,140.93814106048222,136.72954830950533,139.98972133396595,8018800.0,,,,,
2024-07-25,136.15655517578125,139.36732850915,136.0379932942695,138.45841940757748,7654600.0,,,,,
2024-07-26,137.3321533203125,138.2706989445681,136.70976762823668,137.1938437137827,5139400.0,,,,,
2024-07-29,136.640625,138.0928836153799,136.15654884461915,137.58904463489614,4054600.0,,,,,
2024-07-30,134.03250122070312,137.88543841330193,133.33107915352696,137.39147326614463,6505700.0,,,,,
2024-07-31,137.76687622070312,139.84153586399546,136.98641792276396,138.00398491767422,7188000.0,,,,,
2024-08-01,135.85028076171875,138.69552465346908,134.13129180596874,137.6087953685314,5906800.0,,,,,
2024-08-02,131.67132568359375,132.67901863068224,130.20919332137922,131.1674867473582,8251600.0,,,,,
2024-08-05,126.31676483154295,128.40129830268245,125.13125152334574,126.34640153365144,10355000.0,,,,,
2024-08-06,126.66253662109376,129.45836580037752,126.5341008721829,128.96440070409696,8373900.0,,,,,
2024-08-07,124.38040924072266,128.72730347277815,124.2322182085588,127.36395502164147,8617700.0,,,,,
2024-08-08,127.40349578857422,128.2531164340058,126.10930199389502,126.45507608510324,6243200.0,,,,,
2024-08-09,130.46607971191406,130.77233570871618,126.79097760104712,126.85025101015452,5597300.0,,,,,
2024-08-12,130.97979736328125,131.1082331226103,129.626337713563,130.6537785643365,5600800.0,,,,,
2024-08-13,132.63951110839844,132.91613037486945,131.20701524818355,131.36508770748685,4324000.0,,,,,
2024-08-14,133.9633331298828,134.3288624581218,132.3925127492128,132.42214944746908,4044600.0,,,,,
2024-08-15,135.2772674560547,135.593412338124,134.0818804229471,135.2772674560547,4698100.0,,,,,
2024-08-16,135.81076049804688,136.1565420843953,134.743794114746,135.13896014947167,4893800.0,,,,,
2024-08-19,136.25534057617188,136.2849772782037,134.8129708285571,135.8700483751384,3641600.0,,,,,
2024-08-20,137.490234375,138.10274623168613,136.1565377443495,136.1565377443495,3738300.0,,,,,
2024-08-21,138.5078125,138.6066115508995,136.87773368248924,137.12471623511928,3776800.0,,,,,
2024-08-22,136.4134063720703,139.37719702741032,135.98858853933646,139.00177872052257,5162200.0,,,,,
2024-08-23,137.50999450683594,138.10274352842774,135.60328155457032,137.05554002312678,4544600.0,,,,,
2024-08-26,137.22349548339844,137.71746057163907,136.52207349988294,137.7075866967368,2729600.0,,,,,
2024-08-27,136.80857849121094,137.8162715795679,136.07751974492524,136.18619267675413,3872200.0,,,,,
2024-08-28,136.21580505371094,137.2728824067141,135.2575116645175,137.1543356202957,3022600.0,,,,,
2024-08-29,137.73721313476562,139.45621694064133,137.17410081492412,137.4605939119282,4588400.0,,,,,
2024-08-30,139.58462524414062,140.00944298956617,138.4090011884825,138.63622087113393,7980700.0,,,,,
2024-09-03,137.81626892089844,140.48367756250812,137.15435746693518,138.75479963697714,6831200.0,,,,,
2024-09-04,139.05116271972656,139.39694428741998,136.2849554020306,136.76904658187794,6243300.0,,,,,
2024-09-05,140.88873291015625,141.5506443656701,138.6164903306402,139.6933306802992,8733200.0,,,,,
2024-09-06,140.09837341308594,142.20266947529174,137.71745811237452,142.05447090669506,11154800.0,,,,,
