Date,Close,High,Low,Open,Volume,"('Close', 'ILLR')","('High', 'ILLR')","('Low', 'ILLR')","('Open', 'ILLR')","('Volume', 'ILLR')"
2024-06-03,7.561983108520508,7.747933864593506,6.508264064788818,6.570248126983643,675374.0,,,,,
2024-06-04,7.2107439041137695,8.264463424682617,6.921487808227539,7.851240158081055,675954.0,,,,,
2024-06-05,6.880165100097656,7.355371952056885,6.15702486038208,7.2933878898620605,619520.0,,,,,
2024-06-06,6.404959201812744,6.797521114349365,6.260331153869629,6.528925895690918,293014.0,,,,,
2024-06-07,6.818181991577148,7.066115856170654,6.198347091674805,6.446280956268311,369389.0,,,,,
2024-06-10,7.107438087463379,7.334711074829102,6.611569881439209,6.776860237121582,348625.0,,,,,
2024-06-11,6.818181991577148,7.0723137855529785,6.549586772918701,7.024793148040772,296063.0,,,,,
2024-06-12,6.673553943634033,7.438016891479492,6.508264064788818,7.417355060577393,1512258.0,,,,,
2024-06-13,6.735537052154541,6.776860237121582,6.363636016845703,6.549586772918701,440053.0,,,,,
2024-06-14,6.446280956268311,6.694214820861816,6.115702152252197,6.694214820861816,441456.0,,,,,
2024-06-17,6.0537190437316895,6.446280956268311,5.909090995788574,6.446280956268311,445232.0,,,,,
2024-06-18,5.805785179138184,5.805785179138184,4.958677768707275,5.743802070617676,655965.0,,,,,
2024-06-20,5.743802070617676,5.826446056365967,5.061983108520508,5.4752068519592285,296982.0,,,,,
2024-06-21,5.661157131195068,5.743802070617676,5.289256095886231,5.371901035308838,273557.0,,,,,
2024-06-24,5.764462947845459,5.84710693359375,5.454545021057129,5.723139762878418,194616.0,,,,,
2024-06-25,5.578512191772461,5.805785179138184,5.537189960479736,5.764462947845459,130293.0,,,,,
2024-06-26,5.764462947845459,6.082644939422607,5.268595218658447,5.702478885650635,245243.0,,,,,
2024-06-27,6.1776862144470215,6.363636016845703,5.805785179138184,5.805785179138184,317262.0,,,,,
2024-06-28,6.3223137855529785,6.508264064788818,6.095040798187256,6.34297513961792,311018.0,,,,,
2024-07-01,5.971074104309082,6.363636016845703,5.929751873016357,6.363636016845703,215138.0,,,,,
2024-07-02,5.84710693359375,5.991735935211182,5.702478885650635,5.909090995788574,230916.0,,,,,
2024-07-03,5.84710693359375,5.909090995788574,5.413222789764404,5.909090995788574,128502.0,,,,,
2024-07-05,5.516529083251953,5.84710693359375,5.4752068519592285,5.826446056365967,230578.0,,,,,
2024-07-08,5.805785179138184,5.991735935211182,5.351240158081055,5.578512191772461,292626.0,,,,,
2024-07-09,5.723139762878418,5.909090995788574,5.578512191772461,5.785123825073242,177725.0,,,,,
2024-07-10,5.371901035308838,5.723139762878418,5.291322231292725,5.723139762878418,297273.0,,,,,
2024-07-11,5.020660877227783,5.309916973114014,4.50413179397583,4.772727012634277,995201.0,,,,,
2024-07-12,5.247933864593506,5.351240158081055,4.938016891479492,5.020660877227783,287448.0,,,,,
2024-07-15,4.896694183349609,5.185949802398682,4.855371952056885,5.185949802398682,222059.0,,,,,
2024-07-16,4.896694183349609,5.05785083770752,4.690083026885986,4.855371952056885,198004.0,,,,,
2024-07-17,4.772727012634277,4.834711074829102,4.576446056365967,4.752066135406494,189341.0,,,,,
2024-07-18,4.483470916748047,4.834711074829102,4.390495777130127,4.834711074829102,219833.0,,,,,
2024-07-19,4.648759841918945,4.7107439041137695,4.361569881439209,4.524793148040772,212718.0,,,,,
2024-07-22,4.855371952056885,5.041322231292725,4.50413179397583,4.731404781341553,145103.0,,,,,
2024-07-23,4.690083026885986,5.247933864593506,4.690083026885986,5.061983108520508,222446.0,,,,,
2024-07-24,4.731404781341553,4.917355060577393,4.607438087463379,4.648759841918945,134794.0,,,,,
2024-07-25,4.938016891479492,5.041322231292725,4.648759841918945,4.648759841918945,145442.0,,,,,
2024-07-26,4.917355060577393,4.958677768707275,4.731404781341553,4.958677768707275,91234.0,,,,,
2024-07-29,4.669421195983887,4.958677768707275,4.566115856170654,4.958677768707275,171191.0,,,,,
2024-07-30,4.4421491622924805,4.814050197601318,4.338842868804932,4.772727012634277,235418.0,,,,,
2024-07-31,4.070248126983643,4.539256095886231,3.721074104309082,4.524793148040772,688587.0,,,,,
2024-08-01,4.111569881439209,4.13223123550415,3.842974901199341,4.090909004211426,119645.0,,,,,
2024-08-02,4.462810039520264,4.545454978942871,4.070248126983643,4.4421491622924805,379940.0,,,,,
2024-08-05,4.40082597732544,4.40082597732544,3.946280956268311,4.008264064788818,147572.0,,,,,
2024-08-06,4.524793148040772,4.628098964691162,4.338842868804932,4.40082597732544,113837.0,,,,,
2024-08-07,4.752066135406494,5.082644939422607,4.545454978942871,4.690083026885986,147765.0,,,,,
2024-08-08,4.50413179397583,4.752066135406494,4.380165100097656,4.648759841918945,102269.0,,,,,
2024-08-09,4.524793148040772,4.607438087463379,4.2933878898620605,4.524793148040772,70858.0,,,,,
2024-08-12,4.483470916748047,4.607438087463379,4.256197929382324,4.607438087463379,117806.0,,,,,
2024-08-13,4.586777210235596,4.607438087463379,4.380165100097656,4.483470916748047,72164.0,,,,,
2024-08-14,4.421487808227539,4.545454978942871,4.256197929382324,4.50413179397583,110497.0,,,,,
2024-08-15,4.690083026885986,4.731404781341553,4.363636016845703,4.421487808227539,116450.0,,,,,
2024-08-16,4.731404781341553,5.041322231292725,4.483470916748047,4.690083026885986,222930.0,,,,,
2024-08-19,4.380165100097656,4.752066135406494,4.13223123550415,4.731404781341553,274138.0,,,,,
2024-08-20,4.359504222869873,4.50413179397583,4.256197929382324,4.359504222869873,160688.0,,,,,
2024-08-21,4.318181991577148,4.411157131195068,4.194214820861816,4.40082597732544,133487.0,,,,,
2024-08-22,4.50413179397583,4.566115856170654,4.214876174926758,4.359504222869873,101301.0,,,,,
2024-08-23,4.814050197601318,4.958677768707275,4.545454978942871,4.545454978942871,195100.0,,,,,
2024-08-26,4.731404781341553,5.041322231292725,4.648759841918945,4.896694183349609,126905.0,,,,,
2024-08-27,4.524793148040772,4.7933878898620605,4.276860237121582,4.7933878898620605,170513.0,,,,,
2024-08-28,4.7107439041137695,4.855371952056885,4.297521114349365,4.524793148040772,228400.0,,,,,
2024-08-29,5.268595218658447,5.371901035308838,4.566115856170654,4.958677768707275,289045.0,,,,,
2024-08-30,5.247933864593506,5.4752068519592285,4.979339122772217,5.392561912536621,185759.0,,,,,
2024-09-03,5.49586820602417,5.537189960479736,4.338842868804932,5.433884143829346,644978.0,,,,,
2024-09-04,5.144628047943115,5.376032829284668,5.020660877227783,5.247933864593506,195923.0,,,,,
2024-09-05,4.648759841918945,5.216941833496094,4.628098964691162,5.061983108520508,224624.0,,,,,
2024-09-06,4.669421195983887,4.917355060577393,4.545454978942871,4.7107439041137695,151250.0,,,,,
2024-09-09,4.545454978942871,4.876032829284668,4.483470916748047,4.7107439041137695,172788.0,,,,,
2024-09-10,4.524793148040772,4.648759841918945,4.4421491622924805,4.524793148040772,76811.0,,,,,
