Date,Close,High,Low,Open,Volume,"('Close', 'ALEX')","('High', 'ALEX')","('Low', 'ALEX')","('Open', 'ALEX')","('Volume', 'ALEX')"
2024-06-03,15.664050102233888,15.78468655635374,15.543415418067,15.719729282575187,173600.0,,,,,
2024-06-04,15.626931190490724,15.738286002515911,15.55269405915632,15.55269405915632,188300.0,,,,,
2024-06-05,15.75684642791748,15.7754061540639,15.497017341679229,15.654771474017982,192000.0,,,,,
2024-06-06,15.636210441589355,15.71972743231815,15.599090992397556,15.6918878454243,160500.0,,,,,
2024-06-07,15.385661125183104,15.53413539802336,15.329983715356246,15.450618398306595,302500.0,,,,,
2024-06-10,15.302144050598145,15.329983640351838,15.107272232181108,15.246466641043698,303400.0,,,,,
2024-06-11,15.26502513885498,15.35782022399228,15.116550878691944,15.200066101324955,241600.0,,,,,
2024-06-12,15.357820510864258,15.72900793815813,15.348542418139456,15.645490944012291,192200.0,,,,,
2024-06-13,15.543415069580078,15.561974795944398,15.302143936702691,15.394940798571367,222700.0,,,,,
2024-06-14,15.527425765991213,15.536830842275462,15.386353209397216,15.386353209397216,368700.0,,,,,
2024-06-17,15.470995903015137,15.480399184735688,15.273492904023437,15.452185751904548,260200.0,,,,,
2024-06-18,15.423970222473145,15.612068142217272,15.376946639454466,15.508614106974532,208500.0,,,,,
2024-06-20,15.282899856567385,15.480401085980702,15.2640897031466,15.311115086698557,187900.0,,,,,
2024-06-21,15.405160903930664,15.480399717125836,15.282898505176568,15.34873224249299,1056600.0,,,,,
2024-06-24,15.489805221557615,15.649687928250142,15.414566406280832,15.499210297696573,328800.0,,,,,
2024-06-25,15.48040008544922,15.555640694269384,15.358137683786143,15.48040008544922,232900.0,,,,,
2024-06-26,15.48040008544922,15.59325920484462,15.376947835991183,15.386352912093706,427100.0,,,,,
2024-06-27,15.724926948547363,15.724926948547363,15.518020652297288,15.54623588108202,421500.0,,,,,
2024-06-28,15.950643539428713,15.96004861577408,15.687308577097934,15.866001439990171,1222900.0,,,,,
2024-07-01,15.82837963104248,16.01647755241233,15.659091860576565,15.91302351627544,321200.0,,,,,
2024-07-02,15.894213676452637,16.016477865886408,15.856595167743231,15.903618752088676,309700.0,,,,,
2024-07-03,15.771952629089355,16.016479235025034,15.771952629089355,15.89421503513974,128400.0,,,,,
2024-07-05,15.800167083740234,15.847192468973612,15.724928261201851,15.771953646435232,181200.0,,,,,
2024-07-08,15.913022994995115,15.97885672716756,15.800163887103311,15.809568962247186,263300.0,,,,,
2024-07-09,15.884808540344238,15.96945242691161,15.800164653776864,15.894213615944476,198600.0,,,,,
2024-07-10,15.950643539428713,15.99766892115556,15.847191287299433,15.922430104227494,260500.0,,,,,
2024-07-11,16.2327880859375,16.336242116846073,16.04469017407367,16.27040659200949,373200.0,,,,,
2024-07-12,16.355051040649414,16.46791015045199,16.25159879998464,16.39267134186184,389000.0,,,,,
2024-07-15,16.66541290283203,16.750056794610554,16.34564748807647,16.46791168457205,336100.0,,,,,
2024-07-16,16.91934585571289,17.013394830772125,16.825296880653656,16.853512111321926,446300.0,,,,,
2024-07-17,16.938154220581055,17.116847074937585,16.928749144684943,16.928749144684943,532800.0,,,,,
2024-07-18,16.872318267822266,17.154463332321022,16.79707946436696,16.806484539028194,366900.0,,,,,
2024-07-19,16.76886749267578,16.975773793848347,16.750057339705116,16.909940052285936,332500.0,,,,,
2024-07-22,17.314346313476562,17.32375138830053,16.703030800595513,16.79707975500058,458100.0,,,,,
