Date,Close,High,Low,Open,Volume,"('Close', 'CELH')","('High', 'CELH')","('Low', 'CELH')","('Open', 'CELH')","('Volume', 'CELH')"
2024-06-03,75.0,79.5199966430664,73.6500015258789,79.16000366210938,4812400.0,,,,,
2024-06-04,71.41999816894531,74.80999755859375,70.88999938964844,74.5,4920400.0,,,,,
2024-06-05,74.37000274658203,75.08999633789062,70.97000122070312,71.1500015258789,4550100.0,,,,,
2024-06-06,74.06999969482422,75.69000244140625,72.08999633789062,74.55000305175781,3890400.0,,,,,
2024-06-07,73.19999694824219,75.11000061035156,72.36000061035156,74.12000274658203,2259600.0,,,,,
2024-06-10,66.16999816894531,71.0,65.75,70.61000061035156,9830800.0,,,,,
2024-06-11,65.81999969482422,67.18000030517578,63.060001373291016,66.31999969482422,8925100.0,,,,,
2024-06-12,61.68999862670898,67.76000213623047,61.209999084472656,66.48999786376953,9671400.0,,,,,
2024-06-13,62.04999923706055,62.43999862670898,59.38999938964844,60.70000076293945,9108700.0,,,,,
2024-06-14,59.959999084472656,62.25,59.720001220703125,61.65999984741211,5231800.0,,,,,
2024-06-17,58.41999816894531,60.119998931884766,56.70000076293945,58.58000183105469,6279900.0,,,,,
2024-06-18,63.27999877929688,63.52999877929688,59.0,59.02000045776367,7947600.0,,,,,
2024-06-20,61.900001525878906,64.19000244140625,60.93000030517578,63.310001373291016,6739500.0,,,,,
2024-06-21,62.47999954223633,62.68000030517578,60.90999984741211,62.060001373291016,5069400.0,,,,,
2024-06-24,59.77000045776367,62.29999923706055,59.5,60.70000076293945,5229800.0,,,,,
2024-06-25,55.86000061035156,58.84999847412109,54.86000061035156,58.84999847412109,9513600.0,,,,,
2024-06-26,56.560001373291016,56.84000015258789,52.2599983215332,55.060001373291016,6714800.0,,,,,
2024-06-27,57.540000915527344,57.79999923706055,55.52999877929688,56.34000015258789,4660700.0,,,,,
2024-06-28,57.09000015258789,58.11000061035156,56.40999984741211,57.70000076293945,6102000.0,,,,,
2024-07-01,57.84000015258789,61.25,56.970001220703125,57.68000030517578,5437900.0,,,,,
2024-07-02,57.2400016784668,58.93000030517578,56.04999923706055,58.560001373291016,3179000.0,,,,,
2024-07-03,57.52000045776367,58.31999969482422,56.959999084472656,57.41999816894531,1917500.0,,,,,
2024-07-05,57.220001220703125,58.15999984741211,56.77999877929688,57.790000915527344,2307900.0,,,,,
2024-07-08,56.060001373291016,56.97999954223633,54.68000030517578,54.93999862670898,4040400.0,,,,,
2024-07-09,55.54999923706055,56.04999923706055,52.150001525878906,55.86000061035156,9707500.0,,,,,
2024-07-10,56.90999984741211,57.75,55.5,55.630001068115234,5264000.0,,,,,
2024-07-11,58.52000045776367,59.5,56.5099983215332,57.310001373291016,4817200.0,,,,,
2024-07-12,58.900001525878906,60.70000076293945,57.790000915527344,58.52000045776367,4165300.0,,,,,
2024-07-15,52.630001068115234,57.47999954223633,51.31999969482422,57.36000061035156,13572600.0,,,,,
2024-07-16,52.790000915527344,53.40999984741211,51.70000076293945,52.66999816894531,4688100.0,,,,,
2024-07-17,50.75,52.38999938964844,50.41999816894531,52.22999954223633,5484800.0,,,,,
2024-07-18,50.97999954223633,52.09999847412109,50.36000061035156,50.90999984741211,3484100.0,,,,,
2024-07-19,49.58000183105469,51.150001525878906,48.59999847412109,51.119998931884766,6997600.0,,,,,
2024-07-22,48.13999938964844,48.630001068115234,46.59999847412109,47.79999923706055,10340600.0,,,,,
2024-07-23,47.470001220703125,48.75,47.209999084472656,48.61000061035156,6036700.0,,,,,
2024-07-24,45.63999938964844,47.84999847412109,45.61000061035156,47.09000015258789,5927100.0,,,,,
2024-07-25,46.400001525878906,47.68999862670898,44.70000076293945,45.63999938964844,5037600.0,,,,,
2024-07-26,48.02000045776367,48.2599983215332,46.59000015258789,46.900001525878906,5329800.0,,,,,
2024-07-29,46.880001068115234,48.63999938964844,45.84000015258789,48.470001220703125,4954800.0,,,,,
2024-07-30,46.310001373291016,47.27999877929688,45.61000061035156,47.27999877929688,3826500.0,,,,,
2024-07-31,46.83000183105469,47.880001068115234,46.58000183105469,47.33000183105469,3346500.0,,,,,
2024-08-01,44.79999923706055,47.25,44.040000915527344,46.27000045776367,5197800.0,,,,,
2024-08-02,42.709999084472656,43.900001525878906,41.959999084472656,43.790000915527344,6169100.0,,,,,
2024-08-05,41.34999847412109,42.33000183105469,39.0099983215332,39.560001373291016,8167200.0,,,,,
2024-08-06,40.380001068115234,44.27999877929688,40.209999084472656,43.59999847412109,12365100.0,,,,,
2024-08-07,39.400001525878906,43.06999969482422,39.34000015258789,40.209999084472656,8415400.0,,,,,
2024-08-08,39.59000015258789,40.380001068115234,36.16999816894531,37.150001525878906,11770000.0,,,,,
2024-08-09,38.08000183105469,40.02000045776367,37.84999847412109,39.59000015258789,6375300.0,,,,,
2024-08-12,38.02999877929688,38.81999969482422,37.52999877929688,38.09999847412109,5753500.0,,,,,
2024-08-13,39.47999954223633,39.880001068115234,37.90999984741211,38.27999877929688,6454000.0,,,,,
2024-08-14,39.22999954223633,40.29999923706055,38.34000015258789,39.47999954223633,4632900.0,,,,,
