Date,Close,High,Low,Open,Volume,"('Close', 'GOOD')","('High', 'GOOD')","('Low', 'GOOD')","('Open', 'GOOD')","('Volume', 'GOOD')"
2024-06-03,12.982552528381348,12.99152392528748,12.812083152548364,12.973580275834117,211400.0,,,,,
2024-06-04,12.964608192443848,12.99152409479563,12.856943727395617,12.99152409479563,153800.0,,,,,
2024-06-05,13.018440246582031,13.027412498828532,12.803111326512402,12.964607588744087,179900.0,,,,,
2024-06-06,13.04535675048828,13.08124490549156,12.901804130475163,13.000496342823904,145000.0,,,,,
2024-06-07,12.87488842010498,13.009468789463671,12.794139856233317,13.009468789463671,144000.0,,,,,
2024-06-10,12.82105541229248,12.937692128548653,12.803111762829044,12.874888071964982,179700.0,,,,,
2024-06-11,12.695446968078612,12.803112291872509,12.686475570796734,12.78516778602648,155500.0,,,,,
2024-06-12,12.64161491394043,12.94666466221227,12.64161491394043,12.937692409465187,229400.0,,,,,
2024-06-13,12.749279022216797,12.767222671566316,12.6326423067011,12.659558208545926,190100.0,,,,,
2024-06-14,12.64161491394043,12.75825163272914,12.551894097751848,12.68647532203472,347000.0,,,,,
2024-06-17,12.53394889831543,12.67750150195673,12.524976646677596,12.67750150195673,484600.0,,,,,
2024-06-18,12.72372055053711,12.759867449642782,12.52491217455089,12.588169894343356,224000.0,,,,,
2024-06-20,12.732758522033691,12.832162287172808,12.615280874972846,12.67853773807864,197500.0,,,,,
2024-06-21,12.542986869812012,12.823125140626477,12.506839968358204,12.768905219350822,721100.0,,,,,
2024-06-24,12.579133987426758,12.65142779157667,12.488766301334303,12.588170928398029,279700.0,,,,,
2024-06-25,12.497802734375,12.561059594982783,12.389362032557331,12.542986575584884,261800.0,,,,,
2024-06-26,12.524911880493164,12.533948820509927,12.389361227481844,12.416471185722102,213100.0,,,,,
2024-06-27,12.759868621826172,12.759868621826172,12.552024148327474,12.588171050753775,223700.0,,,,,
2024-06-28,12.895419120788574,12.913492139651012,12.732757641976308,12.886382180452324,845700.0,,,,,
2024-07-01,12.741796493530272,12.92253101831442,12.59720801189276,12.877347171665836,255200.0,,,,,
2024-07-02,12.886383056640623,12.886383056640623,12.705648546677176,12.814089252655243,185400.0,,,,,
2024-07-03,12.877346992492676,12.931567780078598,12.841200088038788,12.913493896946564,118700.0,,,,,
2024-07-05,12.841198921203612,12.922529664287165,12.80505202003427,12.922529664287165,142100.0,,,,,
2024-07-08,12.94963836669922,12.94963836669922,12.850234613592775,12.850234613592775,210900.0,,,,,
2024-07-09,12.90445613861084,12.94060304077686,12.768905470940798,12.913493079604876,187500.0,,,,,
2024-07-10,12.931565284729004,12.967712182207777,12.796013772826091,12.904454465262411,180900.0,,,,,
2024-07-11,13.36532974243164,13.410513585439046,13.058080644153424,13.112301428124336,427400.0,,,,,
2024-07-12,13.302072525024414,13.53702695114701,13.283998643578776,13.374366327186769,304800.0,,,,,
2024-07-15,13.320147514343262,13.39244132719588,13.130376040152582,13.39244132719588,511200.0,,,,,
2024-07-16,13.40147590637207,13.49184358740977,13.320145165800158,13.40147590637207,464800.0,,,,,
2024-07-17,13.437621116638184,13.509914907653334,13.27495965594911,13.37436426495242,816000.0,,,,,
2024-07-18,13.193632125854492,13.518954243082776,13.184595184923396,13.3472566744426,320500.0,,,,,
2024-07-19,12.967714309692385,13.184595730146611,12.940603485777986,13.175558788841816,350300.0,,,,,
2024-07-22,13.131515502929688,13.140614992508942,12.894911416711995,13.01321345982084,299900.0,,,,,
2024-07-23,13.468220710754396,13.468220710754396,13.022313617471385,13.149715148204908,265700.0,,,,,
2024-07-24,13.277117729187012,13.604722785676534,13.277117729187012,13.4409206913607,225100.0,,,,,
2024-07-25,13.3499174118042,13.550120914199232,13.322617210341436,13.322617210341436,192000.0,,,,,
2024-07-26,13.686625480651855,13.686625480651855,13.477322448517928,13.531922862179853,181500.0,,,,,
2024-07-29,13.586523056030272,13.768525866763,13.568322341028072,13.741225662117555,139500.0,,,,,
2024-07-30,13.750324249267578,13.795825165928802,13.541021247626867,13.595621653334096,167700.0,,,,,
2024-07-31,13.695723533630373,13.941427089468304,13.668423331394552,13.77762500819561,263800.0,,,,,
2024-08-01,13.541021347045898,13.92322766123388,13.431819666971876,13.786724910247996,216500.0,,,,,
2024-08-02,13.3499174118042,13.477319798393358,13.286216652438496,13.3499174118042,236800.0,,,,,
2024-08-05,12.758410453796388,13.095115892718566,12.631008043991542,12.703809173063478,422000.0,,,,,
