Date,Close,High,Low,Open,Volume,"('Close', 'UNP')","('High', 'UNP')","('Low', 'UNP')","('Open', 'UNP')","('Volume', 'UNP')"
2024-06-03,221.836181640625,226.8690730179013,220.8840009810292,226.383272005015,2593900.0,,,,,
2024-06-04,221.15606689453125,223.2741671974516,219.8152660679292,221.63215726422436,1820800.0,,,,,
2024-06-05,220.95204162597656,222.58432607104476,219.58207907891963,222.23454871489128,2920800.0,,,,,
2024-06-06,221.82647705078125,222.4191549354121,219.99014964192023,221.18521609518612,2023200.0,,,,,
2024-06-07,221.4961395263672,224.1680453930861,220.252489981714,221.07834289978027,2555600.0,,,,,
2024-06-10,222.44830322265625,222.48717560986267,219.8249804541541,220.89374872025252,1884800.0,,,,,
2024-06-11,220.95204162597656,222.42886617376053,219.90270955751623,221.31152966615832,1619900.0,,,,,
2024-06-12,220.0387420654297,224.70243539225456,219.35862351943848,222.43860058344123,1931900.0,,,,,
2024-06-13,215.812255859375,219.7763942459518,215.09327978650896,219.24201012053,3283900.0,,,,,
2024-06-14,215.79283142089844,215.8802720514128,212.3436410154979,215.05440433974243,2130500.0,,,,,
2024-06-17,215.09327697753903,216.19117726582607,213.0626173274552,213.29580716790443,3134500.0,,,,,
2024-06-18,216.2592010498047,217.4737036964416,214.8698023128068,215.09328147412765,2057100.0,,,,,
2024-06-20,218.7756500244141,219.02826124126517,215.18072510536385,215.9968673371645,2267800.0,,,,,
2024-06-21,219.6889495849609,220.16503994714523,216.8032901860796,219.70838577793023,3322600.0,,,,,
2024-06-24,219.9318389892578,222.8660813094859,219.53347859361853,220.22332256717607,2407600.0,,,,,
2024-06-25,217.6971740722656,218.7367954828574,213.34440061708412,218.4647480685005,3079500.0,,,,,
2024-06-26,217.2599334716797,218.7464834117292,216.5409426225465,217.6388576755066,1921500.0,,,,,
2024-06-27,217.12391662597656,218.9310970763288,216.45350882295492,218.2023955209524,1815000.0,,,,,
2024-06-28,219.83470153808597,220.9811998073635,217.94008027261935,218.51332199452187,3492600.0,,,,,
2024-07-01,218.4744415283203,221.4086839238025,217.78459753707045,219.7180909888947,1697300.0,,,,,
2024-07-02,219.09625244140625,219.13510999845508,217.46396818689325,218.47442775033412,1530500.0,,,,,
2024-07-03,219.16429138183597,221.62244349274368,218.6201817559935,219.54321560534223,1219800.0,,,,,
2024-07-05,218.7756500244141,220.2427639048275,216.4923939122,218.76593934027548,1659400.0,,,,,
2024-07-08,217.0461883544922,218.29954851619596,215.8219750691905,218.13437794142695,1781600.0,,,,,
2024-07-09,215.4819183349609,216.5798334815771,214.364581820163,215.96771939799865,1514200.0,,,,,
2024-07-10,218.0372009277344,218.15378841960015,215.627617375732,216.02597774023272,1832700.0,,,,,
2024-07-11,222.22482299804688,222.46772351157,217.8914713135877,218.46472779286,1517900.0,,,,,
2024-07-12,223.68223571777344,225.82946804757933,222.22483257383456,223.1478515999016,1912300.0,,,,,
2024-07-15,229.2883758544922,229.73530450056512,223.7405215595408,224.05144133547927,2569500.0,,,,,
2024-07-16,236.15760803222656,236.89603512896784,229.20093332092156,229.298099462747,3417400.0,,,,,
2024-07-17,236.9640350341797,239.07240980730245,235.8661199195391,236.52681705527365,2933000.0,,,,,
2024-07-18,236.1090087890625,238.88779124456036,235.3025773086572,235.7495207747805,2491300.0,,,,,
2024-07-19,235.4386138916016,237.84818280419927,234.641893101078,237.84818280419927,3870100.0,,,,,
2024-07-22,236.36163330078125,236.45878460986012,234.02006881756185,235.88554296224163,2187000.0,,,,,
2024-07-23,232.6987152099609,236.0021565938174,232.4946722350033,235.3511849315769,2538300.0,,,,,
2024-07-24,230.6389312744141,233.90351520698005,230.11425779257925,231.4356373563672,3288800.0,,,,,
2024-07-25,228.66656494140625,232.89302526940253,224.34292364572005,229.1620766855864,3017600.0,,,,,
2024-07-26,233.53428649902344,236.24504989459496,229.19122383021053,230.483456430764,2818600.0,,,,,
2024-07-29,235.27345275878903,236.96404582306545,233.19422476789543,234.14640554141027,2023000.0,,,,,
2024-07-30,238.4602813720703,240.23831488291825,235.91468877343743,236.2450299086628,1914400.0,,,,,
2024-07-31,239.723388671875,242.1038109182116,237.5372838858669,238.54775840033048,2285700.0,,,,,
2024-08-01,237.52755737304688,242.2592546726264,236.866860261392,240.34519742372456,2166100.0,,,,,
2024-08-02,233.1553649902344,236.9737542558493,229.0066197321142,236.6142662108702,2114600.0,,,,,
2024-08-05,228.2001953125,231.21216794842243,224.6927109105463,230.27942334860032,2494400.0,,,,,
2024-08-06,231.77566528320312,234.65159896568764,228.06413844341765,228.6956886529181,2514600.0,,,,,
2024-08-07,230.1142425537109,235.06941929613703,229.75475451344468,233.038774423353,1939200.0,,,,,
2024-08-08,233.7091522216797,234.04921887175124,230.17252132791305,230.502877294586,1444800.0,,,,,
2024-08-09,230.77493286132807,233.64115606537783,230.22111255309775,233.64115606537783,1621100.0,,,,,
2024-08-12,230.02679443359372,231.5813637052553,228.22932463982696,231.5813637052553,1782100.0,,,,,
2024-08-13,230.5320281982422,232.21289563475935,228.5499516654557,231.27044043714963,1486200.0,,,,,
2024-08-14,234.36985778808597,235.3706067566793,230.57089005074215,231.2121509894927,1903100.0,,,,,
2024-08-15,236.78916931152344,238.30486631144643,235.85642471323956,237.00290814762707,2128000.0,,,,,
2024-08-16,237.5858612060547,238.43115029203145,236.4879460848414,237.07091327718703,1951400.0,,,,,
2024-08-19,239.0821228027344,239.6553644523064,237.23607001829697,238.0425014963001,1686500.0,,,,,
2024-08-20,239.4999237060547,240.21891461540503,238.34371480574308,239.0821419087169,1552000.0,,,,,
2024-08-21,238.7517852783203,241.2488098479863,238.04251988042097,240.6949895222421,1482900.0,,,,,
2024-08-22,237.3818359375,239.98572249040015,235.934143448465,239.04326725247705,2722300.0,,,,,
2024-08-23,239.83999633789065,239.97602004569035,237.1000711623173,238.04252643259844,2449200.0,,,,,
2024-08-26,240.8018493652344,242.46329539981548,239.9857071984619,240.72411942190308,1680600.0,,,,,
2024-08-27,243.2406005859375,243.38633497609365,241.0059127088869,241.43342002064105,1466200.0,,,,,
2024-08-28,245.49468994140625,247.165846665336,242.71590746561336,243.3571683812896,2359700.0,,,,,
2024-08-29,246.00965881347656,247.4184789509845,244.2510613126484,246.60233671172816,1287700.0,,,,,
2024-08-30,250.14138793945312,250.346501590044,246.0682529298814,246.0682529298814,2386600.0,,,,,
2024-09-03,249.2818298339844,250.98141739656543,248.1487714589303,249.9264876158924,2585800.0,,,,,
2024-09-04,249.76043701171875,252.0753952999116,246.23429176019383,249.50648182038907,2880300.0,,,,,
2024-09-05,245.68731689453125,250.16091693354792,244.0658727417143,249.85813507892453,2562500.0,,,,,
2024-09-06,243.83143615722656,247.7775858417797,243.45049592801388,245.5603107105429,2406200.0,,,,,
2024-09-09,245.2770538330078,246.28312712926632,244.0170253517926,244.8863512554824,2162500.0,,,,,
2024-09-10,246.7129364013672,246.75200070173395,243.82168633068895,245.9998974109641,1694700.0,,,,,
2024-09-11,241.7509307861328,245.6580165362117,237.77546388133985,244.8179925037708,2372100.0,,,,,
2024-09-12,243.10862731933597,243.72399805596905,239.70946710207585,242.16115789171124,1867900.0,,,,,
2024-09-13,243.33328247070312,246.14638882668532,242.7765305319516,244.13424215986137,2267800.0,,,,,
2024-09-16,246.56640625,247.6994646919519,243.68493349683644,245.0524224488178,1651000.0,,,,,
2024-09-17,247.66038513183597,249.13530454263795,247.12315789467348,247.386890339162,1640400.0,,,,,
2024-09-18,245.36495971679688,248.64691204332172,244.71052470194508,248.10968482087685,1568200.0,,,,,
2024-09-19,242.66909790039065,248.10970704765927,240.3346147649493,244.19285895557755,3406700.0,,,,,
2024-09-20,239.6899261474609,239.9145793895865,236.90612177820967,237.8242892516988,6802600.0,,,,,
2024-09-23,238.33221435546875,239.66062401526327,237.2186955894901,239.3968915720623,2740600.0,,,,,
2024-09-24,243.1770172119141,243.2453834604708,235.94889982280887,237.54104199325295,2772700.0,,,,,
2024-09-25,239.79737854003903,243.49933558565613,239.38713634083456,241.7899856367964,2347200.0,,,,,
2024-09-26,237.58010864257807,242.5323469029276,236.72055992674447,241.2625410742983,2398600.0,,,,,
2024-09-27,238.54710388183597,241.7313731652253,238.273609092065,238.9964103631676,1954500.0,,,,,
2024-09-30,240.7545928955078,241.2722805073081,237.8047542143225,239.3089755024248,2923200.0,,,,,
2024-10-01,239.84620666503903,241.60439806631797,238.0001094197832,240.45180012934424,1925000.0,,,,,
