Date,Close,High,Low,Open,Volume,"('Close', 'MNTS')","('High', 'MNTS')","('Low', 'MNTS')","('Open', 'MNTS')","('Volume', 'MNTS')"
2024-06-03,11.760000228881836,12.866000175476074,9.54800033569336,11.0600004196167,305286.0,,,,,
2024-06-04,10.149999618530272,11.29800033569336,9.65999984741211,11.29800033569336,72343.0,,,,,
2024-06-05,9.394000053405762,9.800000190734863,8.567999839782715,9.800000190734863,73050.0,,,,,
2024-06-06,10.121999740600586,11.10200023651123,8.581999778747559,8.819999694824219,88850.0,,,,,
2024-06-07,9.491999626159668,11.0600004196167,9.100000381469728,11.0600004196167,32843.0,,,,,
2024-06-10,8.666000366210938,9.78600025177002,8.484000205993652,9.505999565124512,29200.0,,,,,
2024-06-11,8.680000305175781,9.071999549865724,8.413999557495117,8.539999961853027,16000.0,,,,,
2024-06-12,8.175999641418457,9.35200023651123,7.854000091552734,9.071999549865724,25493.0,,,,,
2024-06-13,7.5879998207092285,8.399999618530273,7.420000076293945,8.175999641418457,34807.0,,,,,
2024-06-14,7.0980000495910645,8.105999946594238,6.71999979019165,7.699999809265137,35557.0,,,,,
2024-06-17,7.420000076293945,8.105999946594238,7.28000020980835,7.532000064849853,21364.0,,,,,
2024-06-18,6.776000022888184,7.420000076293945,6.622000217437744,7.28000020980835,15664.0,,,,,
2024-06-20,7.125999927520752,7.223999977111816,6.579999923706055,6.579999923706055,19950.0,,,,,
2024-06-21,6.929999828338623,7.406000137329102,6.300000190734863,7.223999977111816,44029.0,,,,,
2024-06-24,7.125999927520752,7.251999855041504,6.48199987411499,6.593999862670898,18321.0,,,,,
2024-06-25,6.734000205993652,7.139999866485596,6.593999862670898,6.9720001220703125,12129.0,,,,,
2024-06-26,7.196000099182129,7.420000076293945,6.71999979019165,6.8460001945495605,10336.0,,,,,
2024-06-27,7.644000053405762,7.657999992370605,6.929999828338623,6.929999828338623,8721.0,,,,,
2024-06-28,7.504000186920166,7.980000019073486,7.308000087738037,7.980000019073486,6586.0,,,,,
2024-07-01,7.406000137329102,7.420000076293945,7.0980000495910645,7.420000076293945,9071.0,,,,,
2024-07-02,7.182000160217285,7.28000020980835,7.056000232696533,7.265999794006348,4207.0,,,,,
2024-07-03,7.084000110626221,7.139999866485596,6.860000133514404,7.139999866485596,4729.0,,,,,
2024-07-05,6.888000011444092,7.196000099182129,6.734000205993652,7.0,10064.0,,,,,
2024-07-08,7.546000003814697,7.769999980926514,7.182000160217285,7.28000020980835,14636.0,,,,,
2024-07-09,7.223999977111816,7.630000114440918,7.139999866485596,7.420000076293945,4857.0,,,,,
2024-07-10,7.406000137329102,7.420000076293945,7.0,7.28000020980835,9686.0,,,,,
2024-07-11,7.980000019073486,8.484000205993652,7.013999938964844,7.420000076293945,30543.0,,,,,
2024-07-12,8.260000228881836,8.38599967956543,7.630000114440918,7.742000102996826,8829.0,,,,,
2024-07-15,7.99399995803833,8.246000289916992,7.699999809265137,8.022000312805176,8121.0,,,,,
2024-07-16,8.050000190734863,8.119999885559082,7.699999809265137,7.699999809265137,10500.0,,,,,
2024-07-17,8.260000228881836,8.946000099182129,7.840000152587891,7.840000152587891,14314.0,,,,,
2024-07-18,8.092000007629395,8.38599967956543,7.769999980926514,8.218000411987305,9657.0,,,,,
2024-07-19,7.854000091552734,8.399999618530273,7.699999809265137,7.938000202178955,16014.0,,,,,
2024-07-22,8.413999557495117,9.477999687194824,7.630000114440918,7.909999847412109,130500.0,,,,,
2024-07-23,7.909999847412109,11.857999801635742,7.420000076293945,8.553999900817871,190986.0,,,,,
2024-07-24,7.630000114440918,8.38599967956543,7.420000076293945,7.980000019073486,23707.0,,,,,
2024-07-25,7.616000175476074,7.966000080108643,7.420000076293945,7.420000076293945,12457.0,,,,,
2024-07-26,8.666000366210938,9.267999649047852,7.616000175476074,7.616000175476074,25729.0,,,,,
2024-07-29,8.302000045776367,9.100000381469728,8.260000228881836,8.932000160217285,15529.0,,,,,
2024-07-30,8.27400016784668,8.526000022888184,7.840000152587891,8.526000022888184,8243.0,,,,,
2024-07-31,8.27400016784668,8.62399959564209,7.938000202178955,8.260000228881836,6364.0,,,,,
2024-08-01,8.218000411987305,8.637999534606934,7.938000202178955,8.399999618530273,6793.0,,,,,
2024-08-02,7.811999797821045,7.909999847412109,7.308000087738037,7.75600004196167,22557.0,,,,,
2024-08-05,7.51800012588501,7.840000152587891,7.28000020980835,7.28000020980835,13093.0,,,,,
2024-08-06,7.15399980545044,7.811999797821045,7.15399980545044,7.51800012588501,10114.0,,,,,
2024-08-07,6.748000144958496,7.363999843597412,6.734000205993652,7.363999843597412,7479.0,,,,,
2024-08-08,6.691999912261963,7.013999938964844,6.355999946594238,6.860000133514404,16829.0,,,,,
2024-08-09,6.636000156402588,7.811999797821045,5.670000076293945,7.139999866485596,21907.0,,,,,
2024-08-12,6.705999851226807,6.831999778747559,6.369999885559082,6.369999885559082,4671.0,,,,,
2024-08-13,7.322000026702881,7.671999931335449,6.691999912261963,6.789999961853027,9964.0,,,,,
2024-08-14,6.901999950408936,7.322000026702881,6.874000072479248,7.0980000495910645,4271.0,,,,,
2024-08-15,7.125999927520752,7.6020002365112305,6.860000133514404,7.0,9679.0,,,,,
2024-08-16,7.714000225067139,8.680000305175781,6.9720001220703125,7.28000020980835,26536.0,,,,,
2024-08-19,9.239999771118164,9.281999588012695,8.119999885559082,8.119999885559082,54836.0,,,,,
2024-08-20,8.14799976348877,9.380000114440918,8.119999885559082,9.100000381469728,25900.0,,,,,
2024-08-21,7.909999847412109,8.680000305175781,7.840000152587891,8.62399959564209,13764.0,,,,,
2024-08-22,8.064000129699707,8.526000022888184,7.980000019073486,8.260000228881836,1286350.0,,,,,
2024-08-23,14.699999809265137,28.559999465942383,12.501999855041504,15.260000228881836,16553093.0,,,,,
2024-08-26,14.84000015258789,21.559999465942383,13.258000373840332,14.0,4422807.0,,,,,
2024-08-27,14.699999809265137,19.31999969482422,13.579999923706056,15.68000030517578,2498057.0,,,,,
2024-08-28,11.970000267028809,16.239999771118164,11.64799976348877,15.260000228881836,890429.0,,,,,
2024-08-29,11.479999542236328,13.859999656677246,10.779999732971191,12.18000030517578,612729.0,,,,,
2024-08-30,10.402000427246094,11.619999885559082,9.65999984741211,11.522000312805176,306543.0,,,,,
