Date,Close,High,Low,Open,Volume,"('Close', 'PONY')","('High', 'PONY')","('Low', 'PONY')","('Open', 'PONY')","('Volume', 'PONY')"
2024-11-27,12.0,15.739999771118164,11.949999809265137,15.0,7155400.0,,,,,
2024-11-29,13.020000457763672,13.699999809265137,12.5,12.9399995803833,2335000.0,,,,,
2024-12-02,12.859999656677246,13.75,12.800000190734863,13.170000076293944,1275800.0,,,,,
2024-12-03,12.100000381469728,12.899999618530272,12.0,12.899999618530272,824800.0,,,,,
2024-12-04,11.960000038146973,12.489999771118164,11.899999618530272,12.149999618530272,1312400.0,,,,,
2024-12-05,12.609999656677246,12.609999656677246,11.960000038146973,11.960000038146973,638600.0,,,,,
2024-12-06,12.600000381469728,12.800000190734863,12.145999908447266,12.630000114440918,361700.0,,,,,
2024-12-09,14.529999732971191,14.84000015258789,12.779999732971191,12.989999771118164,2932800.0,,,,,
2024-12-10,14.739999771118164,15.210000038146973,13.720000267028809,13.8100004196167,1299600.0,,,,,
2024-12-11,14.140000343322754,16.31999969482422,13.949999809265137,14.800000190734863,1046800.0,,,,,
2024-12-12,12.880000114440918,14.54800033569336,12.770000457763672,14.140000343322754,976800.0,,,,,
2024-12-13,13.039999961853027,13.720000267028809,12.920000076293944,12.989999771118164,435600.0,,,,,
2024-12-16,12.75,13.399999618530272,12.300000190734863,13.199999809265137,560700.0,,,,,
2024-12-17,12.869999885559082,12.94499969482422,12.220000267028809,12.81999969482422,278900.0,,,,,
2024-12-18,12.729999542236328,13.59000015258789,12.399999618530272,12.989999771118164,571800.0,,,,,
2024-12-19,12.920000076293944,12.989999771118164,12.25,12.75,779200.0,,,,,
2024-12-20,13.15999984741211,13.229999542236328,12.512999534606934,12.520000457763672,218300.0,,,,,
2024-12-23,14.390000343322754,14.600000381469728,13.300000190734863,13.399999618530272,1330300.0,,,,,
2024-12-24,13.020000457763672,14.51200008392334,12.989999771118164,14.4399995803833,571600.0,,,,,
2024-12-26,14.239999771118164,14.380000114440918,12.989999771118164,13.199999809265137,821300.0,,,,,
2024-12-27,13.720000267028809,14.239999771118164,13.220000267028809,14.239999771118164,573700.0,,,,,
2024-12-30,15.25,15.600000381469728,13.600000381469728,13.800000190734863,1720100.0,,,,,
2024-12-31,14.350000381469728,16.18000030517578,14.130000114440918,15.75,1783300.0,,,,,
2025-01-02,15.1899995803833,15.34000015258789,14.0,15.34000015258789,621700.0,,,,,
2025-01-03,14.68000030517578,15.130000114440918,13.800000190734863,14.970000267028809,841600.0,,,,,
2025-01-06,15.0600004196167,15.5,14.399999618530272,14.710000038146973,1060000.0,,,,,
2025-01-07,15.260000228881836,16.25,14.920000076293944,15.300000190734863,1976100.0,,,,,
2025-01-08,13.65999984741211,15.380000114440918,13.5,15.300000190734863,1828200.0,,,,,
2025-01-10,15.079999923706056,15.154999732971191,13.789999961853027,13.859999656677246,1648900.0,,,,,
