Date,Close,High,Low,Open,Volume,"('Close', 'PSEC')","('High', 'PSEC')","('Low', 'PSEC')","('Open', 'PSEC')","('Volume', 'PSEC')"
2024-06-03,4.62389087677002,4.648617345270855,4.599164015249054,4.62389087677002,1199100.0,,,,,
2024-06-04,4.665101051330566,4.673343468208286,4.615647729124455,4.632132169859826,1304000.0,,,,,
2024-06-05,4.648617744445801,4.65686016333394,4.59916441017746,4.65686016333394,1598700.0,,,,,
2024-06-06,4.58267879486084,4.648616557042712,4.574436771098138,4.640374533280011,1658100.0,,,,,
2024-06-07,4.607406139373779,4.607406139373779,4.549710394853891,4.58267927943094,1253000.0,,,,,
2024-06-10,4.566195487976074,4.60740679608141,4.557953462167104,4.599164377252278,891300.0,,,,,
2024-06-11,4.549710750579834,4.574437612455981,4.516741863425064,4.56619519415722,1178300.0,,,,,
2024-06-12,4.615647315979004,4.640374171378799,4.5826784374593,4.599162876719151,1251700.0,,,,,
2024-06-13,4.590921401977539,4.599163426081946,4.524983244041888,4.599163426081946,1486200.0,,,,,
2024-06-14,4.59916353225708,4.615647973866529,4.541468183134056,4.566194649038184,914900.0,,,,,
2024-06-17,4.607406139373779,4.623890581662304,4.549710394853891,4.5991637217194645,1288000.0,,,,,
2024-06-18,4.6321330070495605,4.656859869131666,4.582679675905489,4.607406537987594,1617800.0,,,,,
2024-06-20,4.59916353225708,4.640374832790746,4.590921507962401,4.632132415475977,2023100.0,,,,,
2024-06-21,4.574437141418457,4.615648049608296,4.566194723968432,4.615648049608296,2407400.0,,,,,
2024-06-24,4.6321330070495605,4.648617450764251,4.59916411962018,4.59916411962018,1664800.0,,,,,
2024-06-25,4.607406139373779,4.656859466239353,4.590921697085255,4.648617048585037,1750600.0,,,,,
2024-06-26,4.607405662536621,4.6324004065369735,4.590742367441623,4.599073816346976,1397700.0,,,,,
2024-06-27,4.599074363708496,4.615737660786687,4.565747769552114,4.607406210889762,1361300.0,,,,,
2024-06-28,4.607405662536621,4.649063701631973,4.574078675062331,4.607405662536621,1846900.0,,,,,
2024-07-01,4.574079036712647,4.632400772798508,4.54908429073608,4.607406026821941,1508500.0,,,,,
2024-07-02,4.582410335540772,4.582410335540772,4.549083746701399,4.565747041121085,1542200.0,,,,,
2024-07-03,4.590743541717529,4.615738292111341,4.574079845075795,4.582411693396662,924900.0,,,,,
2024-07-05,4.582410335540772,4.599073629960458,4.565747041121085,4.590742181392753,1201200.0,,,,,
2024-07-08,4.590743541717529,4.599074992754002,4.574079845075795,4.574079845075795,1019400.0,,,,,
2024-07-09,4.590743541717529,4.6074068410748685,4.574079845075795,4.582411693396662,1150100.0,,,,,
2024-07-10,4.665726661682129,4.665726661682129,4.582410192190071,4.590742037781409,1496500.0,,,,,
2024-07-11,4.649064064025879,4.6740592072588925,4.632400767631978,4.657395910864992,1689100.0,,,,,
2024-07-12,4.6324005126953125,4.690722245506485,4.6324005126953125,4.665727103649039,1813700.0,,,,,
2024-07-15,4.665726661682129,4.682389955580541,4.624068625578232,4.657395213375055,1620100.0,,,,,
2024-07-16,4.665726661682129,4.682389955580541,4.649063367783717,4.665726661682129,1899800.0,,,,,
2024-07-17,4.665726661682129,4.682389955580541,4.615736779986894,4.674058507273466,2677700.0,,,,,
2024-07-18,4.657395839691162,4.690722431969671,4.632400696840122,4.674059135830417,2796600.0,,,,,
2024-07-19,4.574079036712647,4.674059212471883,4.574079036712647,4.640732619646912,1934200.0,,,,,
2024-07-22,4.649064064025879,4.649064064025879,4.582410878450276,4.582410878450276,1647700.0,,,,,
2024-07-23,4.649064064025879,4.657395910864992,4.632400767631978,4.640732614471091,953400.0,,,,,
2024-07-24,4.582410335540772,4.657395359071498,4.582410335540772,4.657395359071498,1527000.0,,,,,
2024-07-25,4.590743541717529,4.64906489082602,4.582411693396662,4.599074992754002,1396500.0,,,,,
2024-07-26,4.624069213867188,4.624069213867188,4.582410775179106,4.607405917848818,1988000.0,,,,,
2024-07-29,4.632492065429688,4.657760380683944,4.5903783405480105,4.640914971056522,1663700.0,,,,,
2024-07-30,4.581955432891846,4.640914562206834,4.56511002474845,4.632491657322031,2207000.0,,,,,
2024-07-31,4.581955432891846,4.607223344293834,4.56511002474845,4.607223344293834,1644800.0,,,,,
2024-08-01,4.556686878204346,4.62406850720441,4.548264375392432,4.5903776927043785,2045100.0,,,,,
2024-08-02,4.4219231605529785,4.556686404544702,4.4219231605529785,4.556686404544702,3306800.0,,,,,
2024-08-05,4.346119403839111,4.405078534328652,4.228201544486249,4.32085149193375,3594400.0,,,,,
2024-08-06,4.396655559539795,4.421923872670589,4.354542239823421,4.371387648035213,1793200.0,,,,,
2024-08-07,4.127130031585693,4.413502040812159,4.076593794663376,4.388234123164156,11539500.0,,,,,
