Date,Close,High,Low,Open,Volume,"('Close', 'PCT')","('High', 'PCT')","('Low', 'PCT')","('Open', 'PCT')","('Volume', 'PCT')"
2024-06-03,5.550000190734863,6.0,5.329999923706055,5.800000190734863,2367000.0,,,,,
2024-06-04,5.239999771118164,5.539999961853027,5.230000019073486,5.5,1262400.0,,,,,
2024-06-05,5.510000228881836,5.679999828338623,5.276999950408936,5.300000190734863,1467800.0,,,,,
2024-06-06,5.440000057220459,5.599999904632568,5.429999828338623,5.489999771118164,914700.0,,,,,
2024-06-07,5.340000152587891,5.550000190734863,5.25,5.360000133514404,995800.0,,,,,
2024-06-10,5.65500020980835,5.715000152587891,5.269999980926514,5.289999961853027,968300.0,,,,,
2024-06-11,5.920000076293945,6.255000114440918,5.550000190734863,5.559999942779541,2834100.0,,,,,
2024-06-12,5.860000133514404,6.349999904632568,5.829999923706055,6.099999904632568,2271900.0,,,,,
2024-06-13,5.75,5.900000095367432,5.610000133514404,5.860000133514404,947000.0,,,,,
2024-06-14,5.71999979019165,5.875,5.644999980926514,5.699999809265137,874900.0,,,,,
2024-06-17,5.980000019073486,6.039999961853027,5.650000095367432,5.670000076293945,1125200.0,,,,,
2024-06-18,6.130000114440918,6.184999942779541,5.829999923706055,5.989999771118164,1127000.0,,,,,
2024-06-20,5.96999979019165,6.150000095367432,5.860000133514404,6.130000114440918,1805700.0,,,,,
2024-06-21,5.820000171661377,6.0,5.679999828338623,5.940000057220459,2528100.0,,,,,
2024-06-24,5.820000171661377,5.974999904632568,5.75,5.809999942779541,1030200.0,,,,,
2024-06-25,5.829999923706055,6.130000114440918,5.800000190734863,5.960000038146973,1857500.0,,,,,
2024-06-26,6.050000190734863,6.050000190734863,5.71999979019165,5.800000190734863,1187200.0,,,,,
2024-06-27,5.989999771118164,6.070000171661377,5.829999923706055,6.070000171661377,1597800.0,,,,,
2024-06-28,5.920000076293945,6.058000087738037,5.760000228881836,6.050000190734863,4790000.0,,,,,
2024-07-01,5.829999923706055,6.019999980926514,5.829999923706055,5.929999828338623,1022500.0,,,,,
2024-07-02,5.710000038146973,6.001999855041504,5.664999961853027,5.829999923706055,1057000.0,,,,,
2024-07-03,5.460000038146973,5.724999904632568,5.150000095367432,5.630000114440918,2085200.0,,,,,
2024-07-05,5.46999979019165,5.510000228881836,5.269999980926514,5.5,1630300.0,,,,,
2024-07-08,5.28000020980835,5.610000133514404,5.269999980926514,5.480000019073486,1099100.0,,,,,
2024-07-09,5.190000057220459,5.340000152587891,5.110000133514404,5.289999961853027,1130900.0,,,,,
2024-07-10,5.170000076293945,5.315000057220459,5.099999904632568,5.21999979019165,1144800.0,,,,,
2024-07-11,5.690000057220459,5.820000171661377,5.349999904632568,5.349999904632568,1803200.0,,,,,
2024-07-12,5.71999979019165,5.875,5.605000019073486,5.800000190734863,1158400.0,,,,,
2024-07-15,5.78000020980835,5.800000190734863,5.519999980926514,5.650000095367432,923800.0,,,,,
2024-07-16,6.010000228881836,6.070000171661377,5.824999809265137,5.889999866485596,1186500.0,,,,,
2024-07-17,6.139999866485596,6.179999828338623,5.88100004196167,5.909999847412109,1087300.0,,,,,
2024-07-18,6.039999961853027,6.389999866485596,5.945000171661377,6.119999885559082,998100.0,,,,,
2024-07-19,5.929999828338623,6.119999885559082,5.809999942779541,6.119999885559082,657600.0,,,,,
2024-07-22,6.170000076293945,6.184999942779541,5.71999979019165,5.96999979019165,1027400.0,,,,,
2024-07-23,7.170000076293945,7.264999866485596,6.28000020980835,6.349999904632568,6162800.0,,,,,
2024-07-24,7.070000171661377,7.369999885559082,6.900000095367432,7.119999885559082,2520100.0,,,,,
2024-07-25,7.46999979019165,7.565000057220459,6.909999847412109,7.070000171661377,2298100.0,,,,,
2024-07-26,7.75,7.795000076293945,7.425000190734863,7.599999904632568,2083600.0,,,,,
2024-07-29,7.619999885559082,8.0,7.355000019073486,7.78000020980835,2113700.0,,,,,
2024-07-30,7.619999885559082,7.894000053405762,7.269999980926514,7.710000038146973,1665100.0,,,,,
2024-07-31,7.710000038146973,7.965000152587891,7.5,7.690000057220459,1233400.0,,,,,
2024-08-01,7.449999809265137,7.789999961853027,7.239999771118164,7.75,1685700.0,,,,,
