Date,Close,High,Low,Open,Volume,"('Close', 'MGNI')","('High', 'MGNI')","('Low', 'MGNI')","('Open', 'MGNI')","('Volume', 'MGNI')"
2024-06-03,12.710000038146973,13.029999732971191,12.539999961853027,13.029999732971191,1984600.0,,,,,
2024-06-04,13.369999885559082,13.449999809265137,12.649999618530272,12.81999969482422,2540100.0,,,,,
2024-06-05,13.619999885559082,13.9399995803833,13.140000343322754,13.5,2679500.0,,,,,
2024-06-06,13.579999923706056,13.619999885559082,13.329999923706056,13.380000114440918,1805100.0,,,,,
2024-06-07,12.93000030517578,13.460000038146973,12.869999885559082,13.3100004196167,1447000.0,,,,,
2024-06-10,13.09000015258789,13.100000381469728,12.510000228881836,12.729999542236328,1220200.0,,,,,
2024-06-11,13.100000381469728,13.119999885559082,12.880000114440918,12.93000030517578,873200.0,,,,,
2024-06-12,13.859999656677246,14.020000457763672,13.470000267028809,13.65999984741211,2353200.0,,,,,
2024-06-13,13.869999885559082,13.979999542236328,13.670000076293944,13.880000114440918,2175000.0,,,,,
2024-06-14,13.729999542236328,13.90999984741211,13.489999771118164,13.649999618530272,2531100.0,,,,,
2024-06-17,13.859999656677246,13.93000030517578,13.380000114440918,13.850000381469728,1461400.0,,,,,
2024-06-18,13.329999923706056,14.010000228881836,13.31999969482422,13.850000381469728,1315400.0,,,,,
2024-06-20,13.06999969482422,13.510000228881836,12.920000076293944,13.300000190734863,1201000.0,,,,,
2024-06-21,13.020000457763672,13.3100004196167,12.8100004196167,13.020000457763672,1626500.0,,,,,
2024-06-24,13.1899995803833,13.220000267028809,12.890000343322754,12.970000267028809,1152100.0,,,,,
2024-06-25,13.109999656677246,13.350000381469728,12.880000114440918,13.130000114440918,1000400.0,,,,,
2024-06-26,13.020000457763672,13.300000190734863,12.920000076293944,13.010000228881836,1347000.0,,,,,
2024-06-27,12.880000114440918,13.15999984741211,12.75,13.029999732971191,1169600.0,,,,,
2024-06-28,13.289999961853027,13.329999923706056,12.81999969482422,12.989999771118164,4043100.0,,,,,
2024-07-01,13.529999732971191,13.529999732971191,13.079999923706056,13.260000228881836,1318400.0,,,,,
2024-07-02,13.489999771118164,13.579999923706056,13.279999732971191,13.5,1073100.0,,,,,
2024-07-03,13.619999885559082,13.989999771118164,13.399999618530272,13.5,664100.0,,,,,
2024-07-05,13.529999732971191,13.65999984741211,13.40999984741211,13.550000190734863,953600.0,,,,,
2024-07-08,13.5,13.579999923706056,13.109999656677246,13.529999732971191,1210600.0,,,,,
2024-07-09,13.800000190734863,13.850000381469728,13.449999809265137,13.510000228881836,1184300.0,,,,,
2024-07-10,13.56999969482422,13.890000343322754,13.43000030517578,13.850000381469728,1037500.0,,,,,
2024-07-11,14.039999961853027,14.100000381469728,13.739999771118164,13.869999885559082,2005700.0,,,,,
2024-07-12,14.220000267028809,14.460000038146973,14.140000343322754,14.15999984741211,1281100.0,,,,,
2024-07-15,15.3100004196167,15.43000030517578,14.350000381469728,14.470000267028809,3137800.0,,,,,
2024-07-16,15.84000015258789,15.920000076293944,15.489999771118164,15.5,3096100.0,,,,,
2024-07-17,14.789999961853027,15.630000114440918,14.779999732971191,15.43000030517578,3537500.0,,,,,
2024-07-18,14.539999961853027,15.050000190734863,14.350000381469728,14.6899995803833,2361500.0,,,,,
2024-07-19,14.9399995803833,15.390000343322754,14.520000457763672,14.609999656677246,2048900.0,,,,,
2024-07-22,15.239999771118164,15.369999885559082,14.789999961853027,14.989999771118164,1962300.0,,,,,
2024-07-23,15.369999885559082,15.5,15.050000190734863,15.09000015258789,1563100.0,,,,,
2024-07-24,14.270000457763672,15.100000381469728,14.220000267028809,14.979999542236328,1979100.0,,,,,
2024-07-25,14.109999656677246,14.510000228881836,13.970000267028809,14.270000457763672,1719400.0,,,,,
2024-07-26,14.390000343322754,14.520000457763672,14.270000457763672,14.479999542236328,1260800.0,,,,,
2024-07-29,14.460000038146973,14.9399995803833,14.300000190734863,14.5,2012500.0,,,,,
2024-07-30,14.15999984741211,14.640000343322754,14.09000015258789,14.520000457763672,1997100.0,,,,,
2024-07-31,14.539999961853027,14.899999618530272,14.210000038146973,14.359999656677246,2703900.0,,,,,
2024-08-01,13.960000038146973,14.739999771118164,13.710000038146973,14.619999885559082,1723600.0,,,,,
2024-08-02,13.15999984741211,13.460000038146973,12.970000267028809,13.279999732971191,1497700.0,,,,,
2024-08-05,13.100000381469728,13.109999656677246,11.93000030517578,12.199999809265137,2765800.0,,,,,
2024-08-06,13.029999732971191,13.279999732971191,12.890000343322754,13.149999618530272,1397600.0,,,,,
2024-08-07,12.899999618530272,13.720000267028809,12.890000343322754,13.449999809265137,2074700.0,,,,,
2024-08-08,12.75,12.899999618530272,10.359999656677246,11.699999809265137,5174800.0,,,,,
2024-08-09,12.399999618530272,12.59000015258789,11.93000030517578,12.59000015258789,2526400.0,,,,,
2024-08-12,12.369999885559082,12.600000381469728,12.149999618530272,12.369999885559082,1657100.0,,,,,
2024-08-13,12.520000457763672,12.720000267028809,12.399999618530272,12.710000038146973,1332900.0,,,,,
2024-08-14,12.520000457763672,12.770000457763672,12.5,12.600000381469728,1618000.0,,,,,
2024-08-15,12.510000228881836,12.81999969482422,12.420000076293944,12.789999961853027,1616900.0,,,,,
2024-08-16,12.539999961853027,12.59000015258789,12.359999656677246,12.470000267028809,1163100.0,,,,,
2024-08-19,13.09000015258789,13.149999618530272,12.470000267028809,12.529999732971191,1725100.0,,,,,
2024-08-20,13.289999961853027,13.600000381469728,13.020000457763672,13.15999984741211,1846300.0,,,,,
2024-08-21,13.649999618530272,13.890000343322754,13.199999809265137,13.31999969482422,1835700.0,,,,,
2024-08-22,13.5,13.779999732971191,13.31999969482422,13.729999542236328,1232800.0,,,,,
2024-08-23,14.15999984741211,14.34000015258789,13.43000030517578,13.68000030517578,2097600.0,,,,,
2024-08-26,14.029999732971191,14.119999885559082,13.779999732971191,14.109999656677246,1078100.0,,,,,
2024-08-27,13.920000076293944,14.010000228881836,13.65999984741211,13.890000343322754,789000.0,,,,,
2024-08-28,13.59000015258789,13.890000343322754,13.5,13.869999885559082,1106800.0,,,,,
2024-08-29,13.640000343322754,13.869999885559082,13.600000381469728,13.770000457763672,746200.0,,,,,
2024-08-30,13.789999961853027,13.84000015258789,13.56999969482422,13.760000228881836,923700.0,,,,,
2024-09-03,13.40999984741211,14.0,13.390000343322754,13.65999984741211,1570000.0,,,,,
2024-09-04,13.289999961853027,13.640000343322754,13.140000343322754,13.279999732971191,891500.0,,,,,
2024-09-05,13.800000190734863,13.8100004196167,13.25,13.3100004196167,923100.0,,,,,
2024-09-06,13.119999885559082,13.890000343322754,12.970000267028809,13.329999923706056,1111400.0,,,,,
2024-09-09,12.93000030517578,13.350000381469728,12.880000114440918,13.050000190734863,988300.0,,,,,
2024-09-10,12.779999732971191,12.979999542236328,12.630000114440918,12.93000030517578,1286700.0,,,,,
2024-09-11,12.93000030517578,13.149999618530272,12.6899995803833,12.710000038146973,1080700.0,,,,,
2024-09-12,13.529999732971191,13.640000343322754,12.989999771118164,13.0,875600.0,,,,,
2024-09-13,14.079999923706056,14.4399995803833,13.630000114440918,13.670000076293944,2739100.0,,,,,
2024-09-16,14.029999732971191,14.229999542236328,13.880000114440918,14.010000228881836,1840800.0,,,,,
2024-09-17,13.119999885559082,13.649999618530272,12.90999984741211,13.449999809265137,4096100.0,,,,,
2024-09-18,13.300000190734863,13.75,13.050000190734863,13.229999542236328,1499700.0,,,,,
2024-09-19,13.239999771118164,13.720000267028809,13.029999732971191,13.630000114440918,1703800.0,,,,,
2024-09-20,12.960000038146973,13.229999542236328,12.829999923706056,13.170000076293944,2125400.0,,,,,
2024-09-23,13.039999961853027,13.279999732971191,12.880000114440918,13.0,2117500.0,,,,,
2024-09-24,13.170000076293944,13.25,12.760000228881836,13.09000015258789,2056500.0,,,,,
2024-09-25,13.0,13.390000343322754,12.970000267028809,13.130000114440918,1727900.0,,,,,
2024-09-26,13.039999961853027,13.43000030517578,12.989999771118164,13.359999656677246,1202300.0,,,,,
2024-09-27,13.720000267028809,13.869999885559082,13.130000114440918,13.1899995803833,2019200.0,,,,,
2024-09-30,13.850000381469728,14.289999961853027,13.59000015258789,13.68000030517578,1858400.0,,,,,
2024-10-01,12.359999656677246,13.5,11.34000015258789,13.5,7387700.0,,,,,
2024-10-02,11.90999984741211,12.510000228881836,11.81999969482422,12.239999771118164,2076200.0,,,,,
2024-10-03,12.229999542236328,12.300000190734863,11.75,11.779999732971191,2002900.0,,,,,
2024-10-04,12.300000190734863,12.699999809265137,12.199999809265137,12.5,1409900.0,,,,,
2024-10-07,12.0600004196167,12.270000457763672,11.850000381469728,12.18000030517578,1357500.0,,,,,
2024-10-08,12.220000267028809,12.4399995803833,12.0,12.06999969482422,1267600.0,,,,,
2024-10-09,12.079999923706056,12.390000343322754,12.010000228881836,12.329999923706056,1664900.0,,,,,
2024-10-10,12.010000228881836,12.3100004196167,11.899999618530272,11.899999618530272,972700.0,,,,,
2024-10-11,12.239999771118164,12.34000015258789,12.010000228881836,12.010000228881836,960200.0,,,,,
2024-10-14,12.399999618530272,12.40999984741211,12.15999984741211,12.25,668000.0,,,,,
2024-10-15,12.31999969482422,12.5,12.199999809265137,12.399999618530272,960300.0,,,,,
2024-10-16,12.020000457763672,12.399999618530272,11.979999542236328,12.369999885559082,1711000.0,,,,,
2024-10-17,12.239999771118164,12.359999656677246,11.90999984741211,12.039999961853027,1273000.0,,,,,
2024-10-18,12.260000228881836,12.369999885559082,12.15999984741211,12.3100004196167,1205100.0,,,,,
2024-10-21,11.970000267028809,12.239999771118164,11.9399995803833,12.239999771118164,956000.0,,,,,
2024-10-22,12.06999969482422,12.100000381469728,11.899999618530272,11.920000076293944,1023700.0,,,,,
2024-10-23,12.510000228881836,13.40999984741211,12.1899995803833,13.039999961853027,2174200.0,,,,,
2024-10-24,12.31999969482422,12.800000190734863,12.25,12.65999984741211,1485600.0,,,,,
2024-10-25,12.470000267028809,12.800000190734863,12.350000381469728,12.5,1135400.0,,,,,
2024-10-28,12.800000190734863,13.109999656677246,12.5,12.619999885559082,1674400.0,,,,,
2024-10-29,12.520000457763672,12.630000114440918,12.350000381469728,12.399999618530272,1994400.0,,,,,
2024-10-30,12.710000038146973,13.0600004196167,12.579999923706056,12.579999923706056,1773900.0,,,,,
2024-10-31,12.479999542236328,12.710000038146973,12.229999542236328,12.670000076293944,1747600.0,,,,,
2024-11-01,12.40999984741211,12.619999885559082,12.31999969482422,12.609999656677246,1126300.0,,,,,
2024-11-04,12.199999809265137,12.489999771118164,12.1899995803833,12.239999771118164,1023000.0,,,,,
2024-11-05,12.5,12.550000190734863,12.079999923706056,12.100000381469728,754900.0,,,,,
2024-11-06,13.199999809265137,13.260000228881836,12.59000015258789,12.869999885559082,1638000.0,,,,,
2024-11-07,13.489999771118164,13.68000030517578,13.020000457763672,13.119999885559082,4638100.0,,,,,
2024-11-08,13.609999656677246,14.010000228881836,12.420000076293944,13.510000228881836,3923500.0,,,,,
2024-11-11,15.81999969482422,16.030000686645508,13.899999618530272,13.899999618530272,4870000.0,,,,,
2024-11-12,16.299999237060547,16.309999465942383,15.470000267028809,15.529999732971191,3713300.0,,,,,
2024-11-13,16.799999237060547,17.0,16.309999465942383,16.5,3943100.0,,,,,
2024-11-14,16.65999984741211,16.8799991607666,16.079999923706055,16.75,2455300.0,,,,,
2024-11-15,15.850000381469728,16.579999923706055,15.75,16.579999923706055,2399700.0,,,,,
