Date,Close,High,Low,Open,Volume,"('Close', 'JHG')","('High', 'JHG')","('Low', 'JHG')","('Open', 'JHG')","('Volume', 'JHG')"
2024-06-03,31.64617919921875,32.236272351151065,31.351130807905324,32.10302586174969,773700.0,,,,,
2024-06-04,31.37016487121582,31.531966764523936,31.170295147741975,31.436788112373765,869700.0,,,,,
2024-06-05,31.303544998168945,31.493898692256085,31.094155571603626,31.493898692256085,845300.0,,,,,
2024-06-06,31.16078186035156,31.389203384373392,31.046567467645986,31.208369375298226,786500.0,,,,,
2024-06-07,30.799110412597656,31.051327511086907,30.599240670099917,30.799110412597656,663400.0,,,,,
2024-06-10,31.37968635559082,31.41775418794482,30.4993010183923,30.55164837241041,1198600.0,,,,,
2024-06-11,31.07512092590332,31.25119508319673,30.818144004526918,31.065601245096172,828200.0,,,,,
2024-06-12,31.427270889282227,32.10778279630052,31.2559529525018,31.884117510465288,851200.0,,,,,
2024-06-13,31.294025421142575,31.417752222267463,30.97042526686534,31.265470010295488,1007100.0,,,,,
2024-06-14,31.10367202758789,31.170295269005024,30.84669511182422,30.98946127525771,799200.0,,,,,
2024-06-17,31.52244758605957,31.531967266773396,30.7705561909158,31.01801342905912,811000.0,,,,,
2024-06-18,31.92218971252441,31.93170576225839,31.531966320934217,31.589069880726647,704000.0,,,,,
2024-06-20,32.179168701171875,32.31241519021571,31.82701311647658,31.922191773432548,858900.0,,,,,
2024-06-21,32.30289459228516,32.34096605398692,31.90315513649989,32.23627134965428,2407500.0,,,,,
2024-06-24,32.36000061035156,32.70263649184284,32.21723444949877,32.30289341987159,906700.0,,,,,
2024-06-25,32.21723937988281,32.36952161377306,31.95074637824859,32.360005562583915,865300.0,,,,,
2024-06-26,32.04591751098633,32.10778454361476,31.796557788688595,31.941226437873603,739100.0,,,,,
2024-06-27,32.112545013427734,32.14109679477319,31.88411987058069,32.09350928229927,607800.0,,,,,
2024-06-28,32.08399200439453,32.369520731317834,31.893638309547416,32.22675818320356,1547500.0,,,,,
2024-07-01,31.93170547485352,32.293377083292235,31.90315369521429,32.141094874059235,1054600.0,,,,,
2024-07-02,32.77877426147461,32.77877426147461,32.0744704316927,32.11254189024689,1236700.0,,,,,
2024-07-03,32.82637023925781,33.035756030785144,32.631256708424665,32.778779093702155,378200.0,,,,,
2024-07-05,32.45518112182617,32.86444031277633,32.440905229464285,32.79781706129095,933100.0,,,,,
2024-07-08,32.54083633422852,32.90250796514546,32.39807379646528,32.73119001527398,855800.0,,,,,
2024-07-09,32.7311897277832,33.14996854854383,32.37903778089359,32.49324853623992,1564000.0,,,,,
2024-07-10,33.40694046020508,33.4164601406624,32.6883607055322,32.81684734615164,993900.0,,,,,
2024-07-11,33.51163864135742,33.93041748830785,33.45929128548862,33.91138175611059,943400.0,,,,,
2024-07-12,33.50212097167969,33.85427292357529,33.46404950912489,33.673438922481765,718500.0,,,,,
2024-07-15,34.07318115234375,34.29208663375677,33.77813637033675,33.77813637033675,1223000.0,,,,,
2024-07-16,34.65375518798828,34.79176151555067,34.08745398707614,34.13980133996858,870000.0,,,,,
2024-07-17,33.87331008911133,34.65375695105768,33.863794038416955,34.434851478140494,971200.0,,,,,
2024-07-18,33.71150588989258,34.50623221989347,33.5306718934361,33.84475600541749,745900.0,,,,,
2024-07-19,33.68295669555664,33.911381851874175,33.387911922402566,33.625853129498275,766600.0,,,,,
2024-07-22,34.45388412475586,34.558578826491484,33.597294411186546,33.93993029661427,703800.0,,,,,
2024-07-23,34.36822509765625,34.59664660044136,34.206423205046995,34.320637587133874,785900.0,,,,,
2024-07-24,33.816200256347656,34.42532911274668,33.78764847579594,34.18738792629741,998000.0,,,,,
2024-07-25,34.51099395751953,34.84411385364913,33.7305470236199,33.778138173563406,1092000.0,,,,,
2024-07-26,34.78700256347656,34.901213322388344,34.406298823539096,34.78700256347656,1042900.0,,,,,
2024-07-29,34.53954315185547,34.92024686796065,34.50147169103665,34.92024686796065,710800.0,,,,,
2024-07-30,34.85363006591797,35.06301950841085,34.61568883788334,34.81556222876063,1584800.0,,,,,
2024-07-31,35.434200286865234,35.672141468187746,34.80127587318072,34.96783760466192,1915500.0,,,,,
2024-08-01,35.786354064941406,37.22352090746545,35.2914395772676,36.64294381417391,1666700.0,,,,,
