Date,Close,High,Low,Open,Volume,"('Close', 'SYPR')","('High', 'SYPR')","('Low', 'SYPR')","('Open', 'SYPR')","('Volume', 'SYPR')"
2024-05-14,1.3300000429153442,1.340000033378601,1.3200000524520874,1.3200000524520874,22600.0,,,,,
2024-05-15,1.3600000143051147,1.3600000143051147,1.2999999523162842,1.3300000429153442,22600.0,,,,,
2024-05-16,1.350000023841858,1.3799999952316284,1.309999942779541,1.3600000143051147,12600.0,,,,,
2024-05-17,1.340000033378601,1.3700000047683716,1.340000033378601,1.3600000143051147,2800.0,,,,,
2024-05-20,1.3300000429153442,1.3799999952316284,1.309999942779541,1.350000023841858,28700.0,,,,,
2024-05-21,1.3600000143051147,1.3899999856948853,1.3200000524520874,1.350000023841858,9100.0,,,,,
2024-05-22,1.3899999856948853,1.4199999570846558,1.3600000143051147,1.3600000143051147,26900.0,,,,,
2024-05-23,1.5299999713897705,1.5299999713897705,1.3700000047683716,1.3700000047683716,37400.0,,,,,
2024-05-24,1.440000057220459,1.5,1.4199999570846558,1.440000057220459,37700.0,,,,,
2024-05-28,1.4700000286102295,1.5099999904632568,1.4199999570846558,1.4199999570846558,14000.0,,,,,
2024-05-29,1.4500000476837158,1.4700000286102295,1.4500000476837158,1.4500000476837158,13500.0,,,,,
2024-05-30,1.4900000095367432,1.4900000095367432,1.4500000476837158,1.4800000190734863,26900.0,,,,,
2024-05-31,1.5199999809265137,1.5299999713897705,1.4800000190734863,1.5099999904632568,5600.0,,,,,
2024-06-03,1.559999942779541,1.559999942779541,1.5299999713897705,1.5399999618530271,5600.0,,,,,
2024-06-04,1.6100000143051147,1.6299999952316284,1.5800000429153442,1.5800000429153442,18900.0,,,,,
2024-06-05,1.6299999952316284,1.6399999856948853,1.6200000047683716,1.6200000047683716,31400.0,,,,,
2024-06-06,1.6399999856948853,1.6699999570846558,1.6399999856948853,1.649999976158142,17400.0,,,,,
2024-06-07,1.6799999475479126,1.690000057220459,1.649999976158142,1.6799999475479126,23700.0,,,,,
2024-06-10,1.7000000476837158,1.7100000381469729,1.659999966621399,1.659999966621399,20000.0,,,,,
2024-06-11,1.7999999523162842,1.7999999523162842,1.7400000095367432,1.7400000095367432,26200.0,,,,,
2024-06-12,1.8799999952316284,1.8799999952316284,1.7999999523162842,1.840000033378601,31200.0,,,,,
2024-06-13,1.9299999475479128,1.9700000286102293,1.919999957084656,1.919999957084656,40400.0,,,,,
2024-06-14,1.9800000190734863,1.9800000190734863,1.940000057220459,1.950000047683716,20800.0,,,,,
2024-06-17,1.8600000143051147,1.9800000190734863,1.850000023841858,1.9800000190734863,41200.0,,,,,
2024-06-18,1.850000023841858,1.8799999952316284,1.850000023841858,1.850000023841858,14100.0,,,,,
2024-06-20,1.850000023841858,1.899999976158142,1.850000023841858,1.8600000143051147,31800.0,,,,,
2024-06-21,1.899999976158142,1.899999976158142,1.850000023841858,1.850000023841858,16500.0,,,,,
2024-06-24,1.8799999952316284,1.950000047683716,1.8600000143051147,1.8899999856948853,10900.0,,,,,
2024-06-25,1.8600000143051147,1.909999966621399,1.850000023841858,1.850000023841858,11600.0,,,,,
2024-06-26,1.8799999952316284,1.940000057220459,1.850000023841858,1.850000023841858,12800.0,,,,,
2024-06-27,1.899999976158142,1.899999976158142,1.8600000143051147,1.8600000143051147,3800.0,,,,,
2024-06-28,1.919999957084656,1.919999957084656,1.8600000143051147,1.8899999856948853,8900.0,,,,,
2024-07-01,1.8799999952316284,1.919999957084656,1.850000023841858,1.850000023841858,7600.0,,,,,
2024-07-02,1.850000023841858,1.8799999952316284,1.850000023841858,1.8799999952316284,2500.0,,,,,
2024-07-03,1.850000023841858,1.8600000143051147,1.850000023841858,1.850000023841858,6100.0,,,,,
2024-07-05,1.8600000143051147,1.8600000143051147,1.850000023841858,1.8600000143051147,5200.0,,,,,
2024-07-08,1.8600000143051147,1.8600000143051147,1.850000023841858,1.850000023841858,4400.0,,,,,
2024-07-09,1.870000004768372,1.899999976158142,1.850000023841858,1.850000023841858,5300.0,,,,,
2024-07-10,1.8600000143051147,1.870000004768372,1.850000023841858,1.870000004768372,2100.0,,,,,
2024-07-11,1.850000023841858,1.8600000143051147,1.850000023841858,1.8600000143051147,2200.0,,,,,
2024-07-12,1.8600000143051147,1.8600000143051147,1.850000023841858,1.850000023841858,5200.0,,,,,
2024-07-15,1.850000023841858,1.8600000143051147,1.850000023841858,1.850000023841858,4000.0,,,,,
2024-07-16,1.8799999952316284,1.8799999952316284,1.850000023841858,1.850000023841858,8600.0,,,,,
2024-07-17,1.8600000143051147,1.909999966621399,1.850000023841858,1.8799999952316284,6500.0,,,,,
2024-07-18,1.8600000143051147,1.919999957084656,1.850000023841858,1.909999966621399,3300.0,,,,,
2024-07-19,1.850000023841858,1.9299999475479128,1.850000023841858,1.850000023841858,8300.0,,,,,
2024-07-22,1.8799999952316284,1.8899999856948853,1.850000023841858,1.850000023841858,4500.0,,,,,
2024-07-23,1.870000004768372,1.8899999856948853,1.840000033378601,1.8899999856948853,4700.0,,,,,
2024-07-24,1.850000023841858,1.8600000143051147,1.840000033378601,1.840000033378601,5100.0,,,,,
2024-07-25,1.830000042915344,1.850000023841858,1.809999942779541,1.840000033378601,2900.0,,,,,
2024-07-26,1.809999942779541,1.809999942779541,1.809999942779541,1.809999942779541,2100.0,,,,,
2024-07-29,1.850000023841858,1.850000023841858,1.809999942779541,1.809999942779541,3500.0,,,,,
2024-07-30,1.830000042915344,1.840000033378601,1.809999942779541,1.809999942779541,3400.0,,,,,
2024-07-31,1.809999942779541,1.809999942779541,1.809999942779541,1.809999942779541,2000.0,,,,,
2024-08-01,1.809999942779541,1.830000042915344,1.7699999809265137,1.809999942779541,17400.0,,,,,
2024-08-02,1.7799999713897705,1.8200000524520876,1.7799999713897705,1.7999999523162842,8100.0,,,,,
2024-08-05,1.7000000476837158,1.830000042915344,1.7000000476837158,1.7699999809265137,13700.0,,,,,
2024-08-06,1.659999966621399,1.7599999904632568,1.649999976158142,1.659999966621399,1900.0,,,,,
2024-08-07,1.6399999856948853,1.7599999904632568,1.5800000429153442,1.5800000429153442,1800.0,,,,,
2024-08-08,1.600000023841858,1.6699999570846558,1.5800000429153442,1.6699999570846558,1700.0,,,,,
2024-08-09,1.5399999618530271,1.5800000429153442,1.4800000190734863,1.5800000429153442,25900.0,,,,,
2024-08-12,1.4900000095367432,1.5700000524520874,1.4800000190734863,1.5099999904632568,5500.0,,,,,
2024-08-13,1.5499999523162842,1.5700000524520874,1.4800000190734863,1.4800000190734863,3000.0,,,,,
2024-08-14,1.4900000095367432,1.559999942779541,1.4900000095367432,1.5299999713897705,3400.0,,,,,
2024-08-15,1.5399999618530271,1.559999942779541,1.4900000095367432,1.4900000095367432,2800.0,,,,,
2024-08-16,1.559999942779541,1.5800000429153442,1.5499999523162842,1.5499999523162842,3000.0,,,,,
2024-08-19,1.5700000524520874,1.5800000429153442,1.5499999523162842,1.559999942779541,12400.0,,,,,
2024-08-20,1.590000033378601,1.6799999475479126,1.5800000429153442,1.5800000429153442,12600.0,,,,,
2024-08-21,1.649999976158142,1.649999976158142,1.600000023841858,1.6100000143051147,2600.0,,,,,
2024-08-22,1.5399999618530271,1.6799999475479126,1.5399999618530271,1.6299999952316284,14400.0,,,,,
2024-08-23,1.6799999475479126,1.7599999904632568,1.5800000429153442,1.5800000429153442,41400.0,,,,,
2024-08-26,1.5800000429153442,1.7000000476837158,1.5499999523162842,1.7000000476837158,13200.0,,,,,
2024-08-27,1.5700000524520874,1.590000033378601,1.559999942779541,1.590000033378601,5400.0,,,,,
2024-08-28,1.6100000143051147,1.659999966621399,1.4299999475479126,1.5,19100.0,,,,,
2024-08-29,1.5399999618530271,1.6200000047683716,1.5399999618530271,1.590000033378601,4900.0,,,,,
2024-08-30,1.5199999809265137,1.5700000524520874,1.5199999809265137,1.5499999523162842,4200.0,,,,,
2024-09-03,1.4700000286102295,1.6200000047683716,1.440000057220459,1.5099999904632568,26900.0,,,,,
2024-09-04,1.5299999713897705,1.5399999618530271,1.4500000476837158,1.5099999904632568,2500.0,,,,,
2024-09-05,1.4900000095367432,1.5299999713897705,1.4500000476837158,1.5,1900.0,,,,,
2024-09-06,1.5099999904632568,1.5099999904632568,1.4900000095367432,1.5099999904632568,1300.0,,,,,
2024-09-09,1.559999942779541,1.6100000143051147,1.4900000095367432,1.4900000095367432,5900.0,,,,,
2024-09-10,1.5800000429153442,1.590000033378601,1.4900000095367432,1.5299999713897705,3300.0,,,,,
2024-09-11,1.600000023841858,1.600000023841858,1.5800000429153442,1.5800000429153442,1500.0,,,,,
2024-09-12,1.6200000047683716,1.6200000047683716,1.5199999809265137,1.5199999809265137,8600.0,,,,,
2024-09-13,1.5700000524520874,1.6100000143051147,1.559999942779541,1.559999942779541,3500.0,,,,,
2024-09-16,1.6200000047683716,1.659999966621399,1.600000023841858,1.600000023841858,24700.0,,,,,
2024-09-17,1.659999966621399,1.7200000286102295,1.649999976158142,1.649999976158142,21000.0,,,,,
2024-09-18,1.600000023841858,1.690000057220459,1.600000023841858,1.690000057220459,18100.0,,,,,
2024-09-19,1.600000023841858,1.659999966621399,1.600000023841858,1.6100000143051147,4300.0,,,,,
2024-09-20,1.649999976158142,1.649999976158142,1.600000023841858,1.600000023841858,34000.0,,,,,
2024-09-23,1.6399999856948853,1.649999976158142,1.590000033378601,1.6299999952316284,7700.0,,,,,
2024-09-24,1.600000023841858,1.6200000047683716,1.600000023841858,1.600000023841858,3700.0,,,,,
2024-09-25,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,5900.0,,,,,
2024-09-26,1.6100000143051147,1.6299999952316284,1.600000023841858,1.600000023841858,3200.0,,,,,
2024-09-27,1.6399999856948853,1.6399999856948853,1.600000023841858,1.600000023841858,4800.0,,,,,
2024-09-30,1.600000023841858,1.6299999952316284,1.600000023841858,1.6100000143051147,8500.0,,,,,
