Date,Close,High,Low,Open,Volume,"('Close', 'MDU')","('High', 'MDU')","('Low', 'MDU')","('Open', 'MDU')","('Volume', 'MDU')"
2024-06-03,13.27027988433838,13.477627893132013,13.25432989670914,13.42446248795886,2010951.0,,,,,
2024-06-04,12.887483596801758,13.23306329981812,12.813050932743684,13.158630635760046,2367799.0,,,,,
2024-06-05,13.004449844360352,13.03634982120509,12.78115183683374,12.882168125110985,1591649.0,,,,,
2024-06-06,12.967232704162598,13.031032658391233,12.935333642241565,12.999132681276915,1529016.0,,,,,
2024-06-07,13.009766578674316,13.04698291433932,12.876852140091644,12.914067560563346,1183178.0,,,,,
2024-06-10,13.195847511291504,13.264962900832057,12.945965908881757,12.993814954318047,2552992.0,,,,,
2024-06-11,13.179896354675291,13.222429042062371,12.99381470336536,13.089513707582872,1651034.0,,,,,
2024-06-12,13.302179336547852,13.49357735018637,13.249013018271995,13.355345654823706,1694715.0,,,,,
2024-06-13,13.230046272277832,13.304852675076951,13.160582001379083,13.256762450510998,1193286.0,,,,,
2024-06-14,13.080432891845703,13.107149068904796,12.877386818915666,13.107149068904796,1905539.0,,,,,
2024-06-17,13.240732192993164,13.26210623903109,13.010969936076568,13.04837313696013,2045426.0,,,,,
2024-06-18,13.45446491241455,13.475837118267568,13.208671668065683,13.208671668065683,2323216.0,,,,,
2024-06-20,13.4651517868042,13.539958190729717,13.411718509744752,13.454465683265449,2755874.0,,,,,
2024-06-21,13.502554893493652,13.54530114692417,13.29416575828418,13.481181766778391,6943474.0,,,,,
2024-06-24,13.705599784851074,13.76437610815278,13.48118059417812,13.539956917479826,3186728.0,,,,,
2024-06-25,13.555988311767578,13.700257148549596,13.523928161465545,13.673540969823613,1971602.0,,,,,
2024-06-26,13.43308925628662,13.545298842291515,13.363626836227686,13.46514940079899,1590927.0,,,,,
2024-06-27,13.36897087097168,13.518582743534182,13.32088065066381,13.454464289367293,4267923.0,,,,,
2024-06-28,13.411718368530272,13.561331174806003,13.368972115248225,13.385001270387576,3277158.0,,,,,
2024-07-01,13.139208793640137,13.507896808070534,13.117834748935682,13.475836660802331,1740020.0,,,,,
2024-07-02,13.246073722839355,13.28347691942587,13.117834060287242,13.12852108207843,2171235.0,,,,,
2024-07-03,13.331568717956545,13.40103206836149,13.240732241224356,13.24607529285903,885533.0,,,,,
2024-07-05,13.123180389404297,13.358286632964814,13.107150313731012,13.278136254598389,2335670.0,,,,,
2024-07-08,13.133865356445312,13.267448073086443,13.112491312368892,13.20867083155897,1404471.0,,,,,
2024-07-09,13.107149124145508,13.16592636954255,13.053715850013615,13.085775998450456,1292200.0,,,,,
2024-07-10,13.304852485656738,13.315538588882449,13.123179532934326,13.171269756815626,1160976.0,,,,,
2024-07-11,13.529271125793455,13.572017376488018,13.427747630658253,13.465150829963116,2062213.0,,,,,
2024-07-12,13.518583297729492,13.678883118872092,13.513240246294624,13.61476282249965,1093108.0,,,,,
2024-07-15,13.620107650756836,13.7750625801736,13.49186797839132,13.534614229250325,1660961.0,,,,,
2024-07-16,13.98879623413086,14.015512412040277,13.646823454201368,13.689570626560393,1801210.0,,,,,
2024-07-17,13.84986972808838,14.175811496499248,13.844526676744008,13.962078405262588,1723956.0,,,,,
2024-07-18,13.999481201171877,14.09031767035321,13.8712415340799,13.8712415340799,2034416.0,,,,,
2024-07-19,13.978109359741213,13.999481565058856,13.871241894633563,13.946049212187765,3352968.0,,,,,
2024-07-22,14.239931106567385,14.362827728031752,13.999481834859534,14.063601211413658,1889655.0,,,,,
2024-07-23,14.36282730102539,14.378857374634476,14.165125206019807,14.20252840451151,1466924.0,,,,,
2024-07-24,14.11703395843506,14.389543350392424,14.074287711778831,14.352139234832713,1690563.0,,,,,
2024-07-25,14.250617980957031,14.426947874276218,14.122378309394486,14.18649768528151,1571072.0,,,,,
2024-07-26,14.523127555847168,14.587246932431082,14.352140712046388,14.442977185381643,1495082.0,,,,,
2024-07-29,14.432290077209473,14.549842719319264,14.368169785303447,14.549842719319264,1375410.0,,,,,
2024-07-30,14.298707962036133,14.539156307406593,14.255960792375811,14.539156307406593,1475227.0,,,,,
2024-07-31,14.39488697052002,14.56052983259872,14.304050502942122,14.432290167770422,1921062.0,,,,,
2024-08-01,14.223899841308594,14.544498536807852,14.095660179151205,14.373512627194144,1915466.0,,,,,
2024-08-02,13.860555648803713,14.095660942331182,13.70025583248077,14.068945685960076,2258236.0,,,,,
2024-08-05,13.390344619750977,13.555986562092034,13.176611538375438,13.443776970306413,2502813.0,,,,,
2024-08-06,13.593392372131348,13.732318165897528,13.31553986481036,13.3796592496743,2062935.0,,,,,
2024-08-07,13.582703590393066,13.807122788058324,13.54530039078219,13.74300249170339,1865829.0,,,,,
2024-08-08,13.33691120147705,13.726973269752197,13.01631248064791,13.66285389350177,2014019.0,,,,,
2024-08-09,13.069746017456056,13.374314670412906,13.000282668610277,13.3529415445654,1665474.0,,,,,
2024-08-12,12.877386093139648,13.11249138133224,12.839981975703418,13.11249138133224,1689300.0,,,,,
2024-08-13,13.00028133392334,13.037685450051992,12.759832083194969,12.984251261236324,1630096.0,,,,,
