Date,Close,High,Low,Open,Volume,"('Close', 'HUN')","('High', 'HUN')","('Low', 'HUN')","('Open', 'HUN')","('Volume', 'HUN')"
2024-06-03,21.83428955078125,22.798636853408727,21.797898235284567,22.798636853408727,1864800.0,,,,,
2024-06-04,21.37941169738769,21.716024474849387,21.361216036933836,21.634145738040697,1518300.0,,,,,
2024-06-05,21.72511863708496,21.76150995475516,21.28843323644377,21.524971595599464,1589900.0,,,,,
2024-06-06,21.561363220214844,21.788803753190805,21.424897512242417,21.63414412135781,1355500.0,,,,,
2024-06-07,21.63414192199707,22.15270600682686,21.58865277888624,21.870680260473243,3325200.0,,,,,
2024-06-10,22.24368667602539,22.36195499954306,21.44309496138654,21.44309496138654,2293100.0,,,,,
2024-06-11,21.934364318847656,22.179998761835662,21.825192105671405,22.143609180932557,1136700.0,,,,,
2024-06-12,22.371049880981445,22.65307564237392,22.371049880981445,22.51661167623133,1493700.0,,,,,
2024-06-13,21.961654663085938,22.43473133113877,21.834288535238382,22.334656953410924,1967500.0,,,,,
2024-06-14,21.382509231567383,21.860536509260385,21.217038115951183,21.658293255333003,1779800.0,,,,,
2024-06-17,21.382509231567383,21.5112082088724,21.12510952356529,21.41008833530077,1039300.0,,,,,
2024-06-18,21.115915298461918,21.54797913229803,21.06995188155644,21.419278408857163,1225400.0,,,,,
2024-06-20,21.373315811157227,21.547979958198173,20.968831063996312,21.05156662031086,1900300.0,,,,,
2024-06-21,21.54798126220703,21.575558613719416,21.198652946985007,21.364124069627845,2843100.0,,,,,
2024-06-24,21.47443962097168,21.75941670316248,21.32735456220274,21.60313860904645,2016700.0,,,,,
2024-06-25,21.05156707763672,21.42847272975004,20.87690292680136,21.354930206249684,1397600.0,,,,,
2024-06-26,21.04237174987793,21.08833691792652,20.73900865432475,20.849323304249484,1170100.0,,,,,
2024-06-27,20.88609504699707,21.06995222439452,20.775782143272192,20.978023635695795,925100.0,,,,,
2024-06-28,20.93206214904785,21.042375062949212,20.757397989746515,20.858519621982893,2889600.0,,,,,
2024-07-01,20.57353973388672,21.069953081006638,20.51838327978186,20.968831453987672,1472500.0,,,,,
2024-07-02,20.77578353881836,20.784976573644943,20.46322736828294,20.60111938389748,1319700.0,,,,,
2024-07-03,20.67466163635254,20.99641083746964,20.67466163635254,20.876903139692843,494900.0,,,,,
2024-07-05,19.98519897460937,20.65627469938232,19.7553783768056,20.545961794336037,3858600.0,,,,,
2024-07-08,19.97600555419922,20.23340524998562,19.85649961714352,20.16905576438701,4321000.0,,,,,
2024-07-09,19.72780036926269,20.196634625222146,19.68183694850656,19.939236663560408,2884400.0,,,,,
2024-07-10,20.13228416442871,20.169056301974887,19.75537852154053,19.82892104324086,1438800.0,,,,,
2024-07-11,20.766590118408203,20.932061235430112,20.343719291197534,20.343719291197534,2276300.0,,,,,
2024-07-12,20.72981834411621,21.079146653611343,20.71143402787339,21.033181479524032,2564700.0,,,,,
2024-07-15,20.941255569458008,21.033182414936693,20.683855843298,20.729819266037342,2194600.0,,,,,
2024-07-16,21.759416580200195,21.7869956860856,20.978026114035703,20.99641218462597,2825900.0,,,,,
2024-07-17,21.80537986755371,22.081165664514504,21.492823683033453,21.685873916245228,2570600.0,,,,,
2024-07-18,21.575557708740234,22.007621567160918,21.42847266220317,21.65829326659134,1622700.0,,,,,
2024-07-19,21.180269241333008,21.639910482646044,20.93206255020984,21.52040277800503,1279600.0,,,,,
2024-07-22,21.29058265686035,21.400897328856203,20.867713546559408,21.253812268456556,1332500.0,,,,,
2024-07-23,21.61233139038086,21.68587391890097,21.10672497258691,21.32735431153944,1384200.0,,,,,
2024-07-24,21.134302139282227,21.713451032460764,21.06075961750946,21.511207782541643,1571800.0,,,,,
2024-07-25,21.207847595214844,21.529596830007524,20.84932797114452,21.033183424317286,2039700.0,,,,,
2024-07-26,21.52040100097656,21.529594035450778,21.11591625107125,21.345736852750537,1359100.0,,,,,
2024-07-29,21.82376480102539,21.83295783578435,21.492822563271183,21.69506582118413,1530000.0,,,,,
2024-07-30,21.94327163696289,22.016814158751703,21.63071548101244,21.82376394318605,1717900.0,,,,,
2024-07-31,21.99842834472656,22.366140957929204,21.91569278758196,22.08116390187116,2173100.0,,,,,
2024-08-01,21.23542213439941,22.255824326505497,21.05156496738273,22.06277587919069,1770100.0,,,,,
2024-08-02,20.665468215942383,20.739010738820067,20.14147752126486,20.69304731954353,2689700.0,,,,,
2024-08-05,19.74618911743164,20.14148090176612,19.479598084778004,20.012781903477627,3495700.0,,,,,
2024-08-06,19.01995277404785,20.169055739435606,18.964794569267017,19.67264241675995,3834700.0,,,,,
2024-08-07,18.652240753173828,19.53475101628118,18.606275581100306,19.44282242552616,2780000.0,,,,,
2024-08-08,18.66143226623535,18.93721804192958,18.35806914034613,18.79932603077849,1830300.0,,,,,
2024-08-09,18.643049240112305,18.762555190471616,18.422421656331306,18.62466316978251,1577400.0,,,,,
2024-08-12,18.404033660888672,18.56950476976373,18.404033660888672,18.50515353034077,2008400.0,,,,,
2024-08-13,18.74416923522949,18.89125429198658,18.30291406495822,18.477578227379336,1720000.0,,,,,
