Date,Close,High,Low,Open,Volume,"('Close', 'ONCY')","('High', 'ONCY')","('Low', 'ONCY')","('Open', 'ONCY')","('Volume', 'ONCY')"
2024-06-03,1.0700000524520874,1.090000033378601,1.0299999713897705,1.090000033378601,238200.0,,,,,
2024-06-04,1.059999942779541,1.0700000524520874,1.0399999618530271,1.0700000524520874,108600.0,,,,,
2024-06-05,1.0700000524520874,1.100000023841858,1.0499999523162842,1.0499999523162842,138300.0,,,,,
2024-06-06,1.059999942779541,1.090000033378601,1.0499999523162842,1.059999942779541,154700.0,,,,,
2024-06-07,1.0499999523162842,1.0800000429153442,1.0399999618530271,1.0800000429153442,155000.0,,,,,
2024-06-10,1.0199999809265137,1.0499999523162842,1.0199999809265137,1.0299999713897705,193200.0,,,,,
2024-06-11,1.0399999618530271,1.0399999618530271,1.0,1.0399999618530271,276200.0,,,,,
2024-06-12,1.0299999713897705,1.059999942779541,1.0,1.0499999523162842,311000.0,,,,,
2024-06-13,1.0299999713897705,1.0499999523162842,1.0099999904632568,1.0299999713897705,99900.0,,,,,
2024-06-14,1.0199999809265137,1.0499999523162842,1.0,1.0299999713897705,325100.0,,,,,
2024-06-17,1.0099999904632568,1.0399999618530271,0.9900000095367432,1.0099999904632568,234100.0,,,,,
2024-06-18,1.0199999809265137,1.0399999618530271,0.9900000095367432,1.0,344300.0,,,,,
2024-06-20,1.0,1.0399999618530271,0.9800000190734864,1.0399999618530271,268000.0,,,,,
2024-06-21,1.0099999904632568,1.0099999904632568,1.0,1.0,109100.0,,,,,
2024-06-24,1.0099999904632568,1.0099999904632568,0.9900000095367432,1.0,87500.0,,,,,
2024-06-25,1.0099999904632568,1.0099999904632568,1.0,1.0099999904632568,58700.0,,,,,
2024-06-26,1.0399999618530271,1.0499999523162842,1.0,1.0,188700.0,,,,,
2024-06-27,1.0099999904632568,1.0499999523162842,1.0099999904632568,1.0199999809265137,167800.0,,,,,
2024-06-28,0.9900000095367432,1.0299999713897705,0.9900000095367432,1.0,315100.0,,,,,
2024-07-01,1.0,1.0199999809265137,0.9900000095367432,1.0,155500.0,,,,,
2024-07-02,0.9900000095367432,1.0099999904632568,0.9900000095367432,0.9900000095367432,181300.0,,,,,
2024-07-03,1.0099999904632568,1.0299999713897705,1.0,1.0099999904632568,98200.0,,,,,
2024-07-05,1.0299999713897705,1.0399999618530271,0.9900000095367432,0.9900000095367432,129700.0,,,,,
2024-07-08,1.0299999713897705,1.0399999618530271,1.0199999809265137,1.0299999713897705,126200.0,,,,,
2024-07-09,1.0299999713897705,1.0399999618530271,1.0199999809265137,1.0299999713897705,100300.0,,,,,
2024-07-10,1.0199999809265137,1.0299999713897705,1.0099999904632568,1.0199999809265137,100900.0,,,,,
