Date,Close,High,Low,Open,Volume,"('Close', 'TNDM')","('High', 'TNDM')","('Low', 'TNDM')","('Open', 'TNDM')","('Volume', 'TNDM')"
2024-06-03,51.97999954223633,53.25,50.810001373291016,52.119998931884766,958200.0,,,,,
2024-06-04,51.18999862670898,51.959999084472656,50.63999938964844,51.16999816894531,1114200.0,,,,,
2024-06-05,52.040000915527344,52.755001068115234,50.790000915527344,51.52999877929688,869500.0,,,,,
2024-06-06,49.56999969482422,53.6349983215332,49.0,51.47999954223633,1484700.0,,,,,
2024-06-07,48.84999847412109,50.220001220703125,48.63999938964844,49.040000915527344,1052500.0,,,,,
2024-06-10,48.5,48.95000076293945,46.11000061035156,48.77000045776367,2059300.0,,,,,
2024-06-11,48.38999938964844,48.61000061035156,46.6349983215332,48.61000061035156,1053600.0,,,,,
2024-06-12,47.34999847412109,49.70500183105469,47.29999923706055,49.290000915527344,799700.0,,,,,
2024-06-13,45.45000076293945,47.470001220703125,45.310001373291016,47.0,1342600.0,,,,,
2024-06-14,45.33000183105469,45.435001373291016,44.27999877929688,44.7400016784668,1107200.0,,,,,
2024-06-17,43.0,44.92300033569336,42.880001068115234,44.86000061035156,1041200.0,,,,,
2024-06-18,42.83000183105469,43.34999847412109,41.650001525878906,42.63999938964844,922400.0,,,,,
2024-06-20,42.56999969482422,43.560001373291016,42.040000915527344,42.36000061035156,1249000.0,,,,,
2024-06-21,42.84000015258789,43.08000183105469,41.81999969482422,42.970001220703125,1768500.0,,,,,
2024-06-24,39.97999954223633,43.45500183105469,39.040000915527344,42.93999862670898,2807100.0,,,,,
2024-06-25,40.150001525878906,41.81999969482422,39.869998931884766,40.0,1404100.0,,,,,
2024-06-26,40.63999938964844,40.76499938964844,39.33100128173828,39.88999938964844,938700.0,,,,,
2024-06-27,40.43000030517578,40.6349983215332,39.31999969482422,40.459999084472656,1554400.0,,,,,
2024-06-28,40.290000915527344,42.290000915527344,39.45000076293945,40.65999984741211,9715600.0,,,,,
2024-07-01,39.45000076293945,40.869998931884766,38.66999816894531,40.150001525878906,1500800.0,,,,,
2024-07-02,39.150001525878906,39.81999969482422,38.57500076293945,39.650001525878906,1285500.0,,,,,
2024-07-03,39.81999969482422,40.18000030517578,38.86000061035156,38.90999984741211,1086200.0,,,,,
2024-07-05,40.41999816894531,40.54999923706055,39.43000030517578,40.27000045776367,726700.0,,,,,
2024-07-08,42.13999938964844,42.56999969482422,40.7599983215332,40.90999984741211,1675100.0,,,,,
2024-07-09,42.97999954223633,43.0099983215332,41.7400016784668,41.900001525878906,1146700.0,,,,,
2024-07-10,44.310001373291016,45.18000030517578,43.40999984741211,43.720001220703125,1385100.0,,,,,
2024-07-11,45.2400016784668,46.34999847412109,44.70000076293945,45.0,1283200.0,,,,,
2024-07-12,46.06999969482422,46.810001373291016,45.20500183105469,45.40999984741211,1041700.0,,,,,
2024-07-15,47.29999923706055,47.34999847412109,45.790000915527344,46.130001068115234,1151800.0,,,,,
2024-07-16,46.9900016784668,47.93000030517578,45.65999984741211,47.93000030517578,1284200.0,,,,,
2024-07-17,45.630001068115234,48.2400016784668,45.34000015258789,46.66999816894531,1250500.0,,,,,
2024-07-18,42.619998931884766,47.119998931884766,42.400001525878906,45.77999877929688,1008200.0,,,,,
2024-07-19,43.65999984741211,43.76499938964844,41.959999084472656,43.209999084472656,1021000.0,,,,,
2024-07-22,43.22999954223633,43.64899826049805,42.11000061035156,43.470001220703125,1098100.0,,,,,
2024-07-23,43.970001220703125,44.900001525878906,42.560001373291016,42.93999862670898,735600.0,,,,,
2024-07-24,42.56999969482422,44.540000915527344,42.26399993896485,43.4900016784668,730600.0,,,,,
2024-07-25,40.650001525878906,42.59999847412109,40.61000061035156,42.40999984741211,1233200.0,,,,,
2024-07-26,40.04999923706055,40.84999847412109,35.59000015258789,37.61000061035156,4859900.0,,,,,
2024-07-29,37.220001220703125,39.72999954223633,35.709999084472656,39.560001373291016,3380400.0,,,,,
2024-07-30,36.369998931884766,38.54999923706055,36.0,37.5099983215332,2533400.0,,,,,
2024-07-31,36.97999954223633,38.22999954223633,36.40999984741211,37.380001068115234,1729600.0,,,,,
2024-08-01,35.209999084472656,37.380001068115234,34.60499954223633,36.900001525878906,2993700.0,,,,,
2024-08-02,41.66999816894531,43.54999923706055,40.15999984741211,41.25,4630400.0,,,,,
2024-08-05,40.790000915527344,42.209999084472656,38.5099983215332,39.150001525878906,2104800.0,,,,,
2024-08-06,43.38999938964844,45.27000045776367,40.59000015258789,41.0,1446500.0,,,,,
2024-08-07,37.040000915527344,40.8650016784668,36.91999816894531,39.13999938964844,4093300.0,,,,,
2024-08-08,36.880001068115234,38.86899948120117,36.310001373291016,37.68000030517578,1914200.0,,,,,
2024-08-09,37.5,37.91999816894531,36.2400016784668,36.43999862670898,1752400.0,,,,,
2024-08-12,39.369998931884766,39.52000045776367,36.720001220703125,37.630001068115234,1034100.0,,,,,
2024-08-13,41.59999847412109,42.5,38.56999969482422,39.83000183105469,1433500.0,,,,,
2024-08-14,41.709999084472656,42.02999877929688,40.880001068115234,41.630001068115234,696100.0,,,,,
2024-08-15,43.81999969482422,44.90999984741211,42.2599983215332,42.720001220703125,1305500.0,,,,,
2024-08-16,44.70000076293945,44.88999938964844,43.58000183105469,43.58000183105469,832800.0,,,,,
2024-08-19,45.709999084472656,46.43000030517578,44.18000030517578,44.2400016784668,1116800.0,,,,,
2024-08-20,41.93000030517578,44.7599983215332,41.7599983215332,43.9900016784668,2146200.0,,,,,
2024-08-21,42.7400016784668,43.43999862670898,41.2400016784668,42.45000076293945,1101700.0,,,,,
2024-08-22,42.4900016784668,43.65999984741211,41.81999969482422,43.16999816894531,703400.0,,,,,
2024-08-23,44.59999847412109,44.95000076293945,42.630001068115234,42.959999084472656,882600.0,,,,,
2024-08-26,44.29999923706055,45.58000183105469,43.915000915527344,44.810001373291016,813100.0,,,,,
2024-08-27,45.56999969482422,46.14500045776367,43.84999847412109,43.84999847412109,875400.0,,,,,
2024-08-28,44.380001068115234,45.6150016784668,44.209999084472656,45.25,844600.0,,,,,
2024-08-29,44.20000076293945,45.790000915527344,43.619998931884766,45.0,793800.0,,,,,
2024-08-30,43.5,45.95000076293945,42.82500076293945,44.77999877929688,1006800.0,,,,,
2024-09-03,41.77000045776367,43.41999816894531,41.5099983215332,42.97999954223633,1077900.0,,,,,
2024-09-04,41.119998931884766,42.04999923706055,40.86000061035156,41.75,741800.0,,,,,
2024-09-05,42.7599983215332,44.09000015258789,40.5,41.119998931884766,971600.0,,,,,
2024-09-06,42.400001525878906,43.45800018310547,41.130001068115234,42.84999847412109,1101400.0,,,,,
2024-09-09,42.2400016784668,43.65999984741211,41.900001525878906,43.290000915527344,824500.0,,,,,
2024-09-10,41.0,42.48500061035156,39.58000183105469,42.25,878500.0,,,,,
2024-09-11,42.72999954223633,43.09000015258789,40.040000915527344,40.70000076293945,1134900.0,,,,,
2024-09-12,43.7599983215332,45.09999847412109,42.744998931884766,42.75,1205200.0,,,,,
2024-09-13,43.970001220703125,45.400001525878906,43.7599983215332,44.0099983215332,994800.0,,,,,
2024-09-16,42.70000076293945,44.52999877929688,42.65999984741211,43.709999084472656,965000.0,,,,,
2024-09-17,43.060001373291016,44.81999969482422,42.040000915527344,42.650001525878906,944300.0,,,,,
2024-09-18,42.63999938964844,44.4900016784668,42.38999938964844,42.70000076293945,792200.0,,,,,
2024-09-19,44.45000076293945,44.58000183105469,43.41999816894531,44.290000915527344,939600.0,,,,,
2024-09-20,44.630001068115234,45.97999954223633,43.16999816894531,44.54999923706055,1851400.0,,,,,
2024-09-23,45.41999816894531,46.68000030517578,44.209999084472656,45.16999816894531,1652300.0,,,,,
2024-09-24,45.43999862670898,46.36000061035156,44.7599983215332,45.040000915527344,807100.0,,,,,
2024-09-25,44.63999938964844,47.59999847412109,42.5,45.470001220703125,2428800.0,,,,,
2024-09-26,44.08000183105469,45.025001525878906,42.59000015258789,44.5099983215332,1431700.0,,,,,
2024-09-27,42.45000076293945,45.27999877929688,42.43999862670898,44.040000915527344,1354700.0,,,,,
2024-09-30,42.40999984741211,43.209999084472656,41.38999938964844,42.25,1190900.0,,,,,
2024-10-01,41.06999969482422,42.415000915527344,39.91999816894531,41.84999847412109,1608600.0,,,,,
2024-10-02,41.16999816894531,42.38999938964844,40.58000183105469,42.38999938964844,967300.0,,,,,
2024-10-03,40.459999084472656,41.70800018310547,39.90999984741211,41.04999923706055,658900.0,,,,,
2024-10-04,41.77999877929688,41.880001068115234,39.63999938964844,40.470001220703125,906400.0,,,,,
2024-10-07,41.77999877929688,42.34999847412109,40.84999847412109,41.59000015258789,701200.0,,,,,
2024-10-08,39.869998931884766,42.70000076293945,39.84999847412109,41.91999816894531,809500.0,,,,,
2024-10-09,39.119998931884766,39.97999954223633,38.88399887084961,39.52000045776367,804100.0,,,,,
2024-10-10,36.13999938964844,38.75,35.15999984741211,38.75,3382300.0,,,,,
2024-10-11,37.06999969482422,37.34999847412109,35.65999984741211,36.04999923706055,1624400.0,,,,,
2024-10-14,37.36000061035156,38.93999862670898,36.66999816894531,37.5099983215332,1185100.0,,,,,
2024-10-15,37.61000061035156,38.11000061035156,36.97999954223633,36.97999954223633,880000.0,,,,,
