Date,Close,High,Low,Open,Volume,"('Close', 'EW')","('High', 'EW')","('Low', 'EW')","('Open', 'EW')","('Volume', 'EW')"
2024-06-03,87.86000061035156,88.86000061035156,86.88999938964844,88.41000366210938,2658200.0,,,,,
2024-06-04,87.41000366210938,88.13999938964844,86.94999694824219,87.91999816894531,1825400.0,,,,,
2024-06-05,87.06999969482422,87.9000015258789,86.63999938964844,87.45999908447266,1712900.0,,,,,
2024-06-06,87.68000030517578,88.05999755859375,86.41000366210938,86.9000015258789,1680400.0,,,,,
2024-06-07,88.13999938964844,88.25,86.62000274658203,87.41000366210938,2427100.0,,,,,
2024-06-10,86.0999984741211,87.86000061035156,85.5999984741211,87.70999908447266,2229300.0,,,,,
2024-06-11,87.0,87.5999984741211,85.37999725341797,86.01000213623047,2241900.0,,,,,
2024-06-12,87.7699966430664,89.02999877929688,87.05000305175781,87.4000015258789,2460700.0,,,,,
2024-06-13,87.66999816894531,87.94000244140625,86.66999816894531,87.31999969482422,1805200.0,,,,,
2024-06-14,87.29000091552734,87.72000122070312,86.75,87.5,1527600.0,,,,,
2024-06-17,86.87000274658203,87.11000061035156,85.12000274658203,85.19999694824219,2093500.0,,,,,
2024-06-18,88.5199966430664,89.0,86.19999694824219,86.88999938964844,3710000.0,,,,,
2024-06-20,88.83999633789062,90.48999786376952,87.05999755859375,88.08000183105469,5442900.0,,,,,
2024-06-21,90.9000015258789,90.97000122070312,88.86000061035156,89.61000061035156,5254500.0,,,,,
2024-06-24,90.16999816894533,92.16000366210938,90.1500015258789,90.9000015258789,2718900.0,,,,,
2024-06-25,91.08000183105467,91.1500015258789,89.5199966430664,90.36000061035156,2746200.0,,,,,
2024-06-26,91.55999755859376,92.13999938964844,90.18000030517578,90.72000122070312,2854500.0,,,,,
2024-06-27,93.33999633789062,93.62000274658205,92.16000366210938,92.16000366210938,3309500.0,,,,,
2024-06-28,92.37000274658205,93.98999786376952,92.18000030517578,93.58999633789062,11670900.0,,,,,
2024-07-01,90.25,93.0,90.18000030517578,90.3000030517578,3277700.0,,,,,
2024-07-02,91.2300033569336,91.36000061035156,89.80000305175781,90.0,1908900.0,,,,,
2024-07-03,91.08000183105467,92.11000061035156,90.61000061035156,91.20999908447266,1497100.0,,,,,
2024-07-05,92.31999969482422,92.4499969482422,90.62000274658205,91.23999786376952,1515200.0,,,,,
2024-07-08,91.83999633789062,92.48999786376952,91.66999816894533,92.16000366210938,1941300.0,,,,,
2024-07-09,93.4800033569336,93.66000366210938,91.41999816894533,92.23999786376952,2227000.0,,,,,
2024-07-10,93.77999877929688,94.0999984741211,92.0999984741211,93.62000274658205,2419700.0,,,,,
2024-07-11,92.8499984741211,95.25,92.80999755859376,94.18000030517578,3057100.0,,,,,
2024-07-12,90.98999786376952,92.87999725341795,90.88999938964844,92.8000030517578,3488000.0,,,,,
2024-07-15,89.5,91.48999786376952,88.9000015258789,91.48999786376952,3052400.0,,,,,
2024-07-16,87.7300033569336,89.86000061035156,87.0999984741211,89.58999633789062,4499200.0,,,,,
2024-07-17,87.30999755859375,88.61000061035156,86.6500015258789,87.98999786376953,4220600.0,,,,,
2024-07-18,85.80999755859375,88.55999755859375,84.91000366210938,86.80000305175781,3557900.0,,,,,
2024-07-19,86.5,87.5,85.75,87.04000091552734,2433900.0,,,,,
2024-07-22,87.98999786376953,88.5,86.5,86.68000030517578,2741900.0,,,,,
2024-07-23,87.05000305175781,88.27999877929688,86.76000213623047,87.66999816894531,2633400.0,,,,,
2024-07-24,86.94999694824219,87.5999984741211,86.22000122070312,86.97000122070312,4091100.0,,,,,
2024-07-25,59.70000076293945,67.80000305175781,58.93000030517578,64.01000213623047,45982100.0,,,,,
2024-07-26,62.369998931884766,63.79999923706055,60.27999877929688,61.560001373291016,14111400.0,,,,,
2024-07-29,63.7400016784668,64.38999938964844,62.310001373291016,63.959999084472656,9888900.0,,,,,
2024-07-30,63.63999938964844,64.33000183105469,61.90999984741211,62.77000045776367,9088800.0,,,,,
2024-07-31,63.04999923706055,64.19999694824219,62.150001525878906,63.70000076293945,7166100.0,,,,,
2024-08-01,61.86000061035156,63.61000061035156,61.45000076293945,63.04999923706055,10039400.0,,,,,
2024-08-02,60.83000183105469,62.09999847412109,60.150001525878906,61.709999084472656,6789800.0,,,,,
2024-08-05,60.70000076293945,62.040000915527344,59.40999984741211,59.630001068115234,7175300.0,,,,,
2024-08-06,62.0099983215332,63.380001068115234,60.34000015258789,60.709999084472656,6928900.0,,,,,
2024-08-07,61.06999969482422,63.31999969482422,60.880001068115234,62.0099983215332,6796000.0,,,,,
2024-08-08,63.290000915527344,63.630001068115234,61.33000183105469,61.540000915527344,6967300.0,,,,,
2024-08-09,64.63999938964844,64.81999969482422,62.880001068115234,63.09000015258789,5985100.0,,,,,
2024-08-12,65.54000091552734,65.55999755859375,64.2699966430664,64.73999786376953,4366100.0,,,,,
2024-08-13,66.3499984741211,67.16000366210938,65.47000122070312,65.7300033569336,5400700.0,,,,,
2024-08-14,66.5,66.77999877929688,65.52999877929688,66.44999694824219,5798800.0,,,,,
2024-08-15,68.12000274658203,68.22000122070312,66.72000122070312,67.16999816894531,5482100.0,,,,,
2024-08-16,68.91999816894531,69.33000183105469,67.93000030517578,68.13999938964844,4648600.0,,,,,
2024-08-19,68.26000213623047,69.5199966430664,67.66000366210938,68.86000061035156,6538800.0,,,,,
2024-08-20,69.37999725341797,70.19999694824219,68.26000213623047,68.26000213623047,4930200.0,,,,,
2024-08-21,70.08999633789062,70.31999969482422,68.94999694824219,69.30999755859375,3561200.0,,,,,
2024-08-22,71.30000305175781,71.75,70.5199966430664,71.0,5022400.0,,,,,
2024-08-23,70.87999725341797,71.80000305175781,70.25,71.41000366210938,3707600.0,,,,,
2024-08-26,68.75,70.87999725341797,68.66000366210938,70.69999694824219,5220700.0,,,,,
2024-08-27,69.62999725341797,69.66000366210938,68.05999755859375,68.62999725341797,4280400.0,,,,,
2024-08-28,68.6500015258789,69.98999786376953,68.3499984741211,69.62000274658203,5071400.0,,,,,
2024-08-29,70.12000274658203,71.41999816894531,68.70999908447266,69.25,6807400.0,,,,,
2024-08-30,69.95999908447266,71.12999725341797,69.62999725341797,70.33000183105469,6521700.0,,,,,
2024-09-03,68.75,69.95999908447266,67.94000244140625,69.70999908447266,5303800.0,,,,,
2024-09-04,68.93000030517578,69.91999816894531,68.23999786376953,68.75,3935200.0,,,,,
2024-09-05,66.0199966430664,69.0999984741211,64.69999694824219,68.80999755859375,10225800.0,,,,,
2024-09-06,66.80999755859375,67.04000091552734,65.47000122070312,66.2300033569336,8174800.0,,,,,
2024-09-09,65.70999908447266,67.41000366210938,65.5,67.16999816894531,6409500.0,,,,,
2024-09-10,67.13999938964844,67.30000305175781,65.54000091552734,65.55000305175781,5696700.0,,,,,
