Date,Close,High,Low,Open,Volume,"('Close', 'EU')","('High', 'EU')","('Low', 'EU')","('Open', 'EU')","('Volume', 'EU')"
2024-06-03,4.71999979019165,4.880000114440918,4.590000152587891,4.869999885559082,949800.0,,,,,
2024-06-04,4.480000019073486,4.639999866485596,4.360000133514404,4.599999904632568,1550100.0,,,,,
2024-06-05,4.400000095367432,4.579999923706055,4.329999923706055,4.5,758600.0,,,,,
2024-06-06,4.360000133514404,4.480000019073486,4.320000171661377,4.400000095367432,657800.0,,,,,
2024-06-07,4.110000133514404,4.300000190734863,4.099999904632568,4.289999961853027,868500.0,,,,,
2024-06-10,4.150000095367432,4.230000019073486,4.050000190734863,4.099999904632568,679900.0,,,,,
2024-06-11,3.890000104904175,4.139999866485596,3.869999885559082,4.090000152587891,1616700.0,,,,,
2024-06-12,4.039999961853027,4.110000133514404,3.9800000190734863,3.9800000190734863,724600.0,,,,,
2024-06-13,4.130000114440918,4.230000019073486,4.070000171661377,4.070000171661377,800300.0,,,,,
2024-06-14,4.150000095367432,4.21999979019165,4.059999942779541,4.099999904632568,719800.0,,,,,
2024-06-17,4.110000133514404,4.159999847412109,4.039999961853027,4.150000095367432,607200.0,,,,,
2024-06-18,4.150000095367432,4.199999809265137,4.099999904632568,4.179999828338623,436300.0,,,,,
2024-06-20,3.990000009536743,4.21999979019165,3.9800000190734863,4.210000038146973,987700.0,,,,,
2024-06-21,3.950000047683716,3.990000009536743,3.869999885559082,3.9800000190734863,2077600.0,,,,,
2024-06-24,3.829999923706055,3.930000066757202,3.7799999713897705,3.920000076293945,774600.0,,,,,
2024-06-25,3.799999952316284,3.880000114440918,3.690000057220459,3.7899999618530273,1499700.0,,,,,
2024-06-26,3.849999904632568,3.910000085830689,3.759999990463257,3.759999990463257,818400.0,,,,,
2024-06-27,3.990000009536743,4.0,3.859999895095825,3.900000095367432,563900.0,,,,,
2024-06-28,3.940000057220459,4.059999942779541,3.819999933242798,4.059999942779541,7617900.0,,,,,
2024-07-01,3.9800000190734863,4.070000171661377,3.880000114440918,3.950000047683716,1370700.0,,,,,
2024-07-02,3.880000114440918,3.9800000190734863,3.829999923706055,3.920000076293945,692300.0,,,,,
2024-07-03,4.070000171661377,4.099999904632568,3.900000095367432,3.940000057220459,531400.0,,,,,
2024-07-05,4.099999904632568,4.159999847412109,3.9800000190734863,4.059999942779541,454500.0,,,,,
2024-07-08,4.070000171661377,4.170000076293945,4.03000020980835,4.079999923706055,474100.0,,,,,
2024-07-09,4.059999942779541,4.119999885559082,4.03000020980835,4.050000190734863,523400.0,,,,,
2024-07-10,4.400000095367432,4.46999979019165,4.090000152587891,4.090000152587891,922900.0,,,,,
2024-07-11,4.440000057220459,4.480000019073486,4.380000114440918,4.480000019073486,1042900.0,,,,,
2024-07-12,4.389999866485596,4.5,4.369999885559082,4.480000019073486,713100.0,,,,,
2024-07-15,4.389999866485596,4.429999828338623,4.329999923706055,4.360000133514404,796300.0,,,,,
2024-07-16,4.369999885559082,4.429999828338623,4.269999980926514,4.429999828338623,975700.0,,,,,
2024-07-17,4.159999847412109,4.349999904632568,4.110000133514404,4.349999904632568,1606500.0,,,,,
2024-07-18,3.990000009536743,4.239999771118164,3.9800000190734863,4.119999885559082,1252200.0,,,,,
2024-07-19,3.990000009536743,4.010000228881836,3.880000114440918,3.9700000286102295,1184000.0,,,,,
2024-07-22,3.990000009536743,4.059999942779541,3.890000104904175,4.010000228881836,880400.0,,,,,
2024-07-23,4.010000228881836,4.050000190734863,3.920000076293945,4.0,602900.0,,,,,
2024-07-24,3.829999923706055,4.050000190734863,3.809999942779541,4.010000228881836,976700.0,,,,,
2024-07-25,3.819999933242798,3.890000104904175,3.670000076293945,3.829999923706055,1111500.0,,,,,
2024-07-26,3.859999895095825,3.9600000381469727,3.7899999618530273,3.910000085830689,1125700.0,,,,,
2024-07-29,3.650000095367432,3.890000104904175,3.5999999046325684,3.859999895095825,1212200.0,,,,,
