Date,Close,High,Low,Open,Volume,"('Close', 'MMYT')","('High', 'MMYT')","('Low', 'MMYT')","('Open', 'MMYT')","('Volume', 'MMYT')"
2024-06-03,78.01000213623047,78.20999908447266,75.44999694824219,78.0,619000.0,,,,,
2024-06-04,73.62999725341797,77.30999755859375,72.55000305175781,76.0,729800.0,,,,,
2024-06-05,81.48999786376953,82.25,76.0,76.0,996900.0,,,,,
2024-06-06,81.19999694824219,83.6500015258789,80.12000274658203,81.41999816894531,642000.0,,,,,
2024-06-07,80.44999694824219,81.12999725341797,79.13999938964844,80.68000030517578,791000.0,,,,,
2024-06-10,79.87000274658203,81.61000061035156,78.5199966430664,80.8499984741211,822200.0,,,,,
2024-06-11,77.93000030517578,79.70999908447266,76.80999755859375,79.41999816894531,707400.0,,,,,
2024-06-12,78.70999908447266,80.41999816894531,77.55000305175781,78.55999755859375,698300.0,,,,,
2024-06-13,77.23999786376953,79.75,76.55999755859375,78.87999725341797,336500.0,,,,,
2024-06-14,76.44000244140625,76.83000183105469,74.5,76.30000305175781,571100.0,,,,,
2024-06-17,78.97000122070312,79.38999938964844,76.80000305175781,77.01000213623047,356900.0,,,,,
2024-06-18,82.33000183105469,83.02999877929688,79.11000061035156,79.44999694824219,937900.0,,,,,
2024-06-20,82.18000030517578,84.23999786376953,80.75,82.58000183105469,670300.0,,,,,
2024-06-21,80.55000305175781,81.81999969482422,78.6500015258789,81.16000366210938,645600.0,,,,,
2024-06-24,81.30999755859375,82.55000305175781,80.19999694824219,80.30999755859375,484900.0,,,,,
2024-06-25,84.11000061035156,85.20999908447266,81.58999633789062,81.58999633789062,666800.0,,,,,
2024-06-26,82.52999877929688,85.04000091552734,79.13999938964844,84.12999725341797,561300.0,,,,,
2024-06-27,83.08000183105469,83.4000015258789,81.31999969482422,82.18000030517578,249100.0,,,,,
2024-06-28,84.0999984741211,84.77999877929688,82.63999938964844,83.58999633789062,298500.0,,,,,
2024-07-01,86.08999633789062,86.73999786376953,82.95999908447266,85.13999938964844,681500.0,,,,,
2024-07-02,86.27999877929688,87.76000213623047,85.62999725341797,85.62999725341797,659600.0,,,,,
2024-07-03,88.77999877929688,89.19000244140625,85.83000183105469,86.68000030517578,365200.0,,,,,
2024-07-05,85.94999694824219,89.0199966430664,85.30000305175781,88.70999908447266,796200.0,,,,,
2024-07-08,86.66000366210938,87.94999694824219,83.87000274658203,86.1500015258789,956900.0,,,,,
2024-07-09,90.72000122070312,92.12999725341795,87.23999786376953,87.23999786376953,1076800.0,,,,,
2024-07-10,89.41999816894531,93.29000091552734,88.08000183105469,91.86000061035156,986100.0,,,,,
2024-07-11,86.56999969482422,90.0999984741211,85.87000274658203,89.87999725341797,663500.0,,,,,
2024-07-12,90.2300033569336,91.54000091552734,85.0199966430664,86.27999877929688,652900.0,,,,,
