Date,Close,High,Low,Open,Volume,"('Close', 'HYMC')","('High', 'HYMC')","('Low', 'HYMC')","('Open', 'HYMC')","('Volume', 'HYMC')"
2024-06-03,3.4800000190734863,3.569999933242798,3.3499999046325684,3.430000066757202,227900.0,,,,,
2024-06-04,3.200000047683716,3.4200000762939453,3.130000114440918,3.4100000858306885,321000.0,,,,,
2024-06-05,3.119999885559082,3.299999952316284,3.0999999046325684,3.200000047683716,274300.0,,,,,
2024-06-06,3.134999990463257,3.180000066757202,2.799999952316284,3.0899999141693115,536600.0,,,,,
2024-06-07,2.75,3.065999984741211,2.720000028610229,3.049999952316284,364900.0,,,,,
2024-06-10,2.950000047683716,2.970000028610229,2.7699999809265137,2.8499999046325684,282400.0,,,,,
2024-06-11,2.809999942779541,2.900000095367432,2.75,2.900000095367432,239300.0,,,,,
2024-06-12,2.7300000190734863,2.900000095367432,2.690000057220459,2.869999885559082,291500.0,,,,,
2024-06-13,2.680000066757202,2.75,2.549999952316284,2.690000057220459,238300.0,,,,,
2024-06-14,2.75,2.799999952316284,2.640000104904175,2.700000047683716,202100.0,,,,,
2024-06-17,2.5899999141693115,2.759999990463257,2.569999933242798,2.720000028610229,277500.0,,,,,
2024-06-18,2.470000028610229,2.6600000858306885,2.4600000381469727,2.5999999046325684,411000.0,,,,,
2024-06-20,2.4800000190734863,2.5999999046325684,2.4800000190734863,2.490000009536743,112200.0,,,,,
2024-06-21,2.440000057220459,2.5910000801086426,2.4200000762939453,2.490000009536743,241300.0,,,,,
2024-06-24,2.3499999046325684,2.490000009536743,2.3429999351501465,2.470000028610229,154500.0,,,,,
2024-06-25,2.2699999809265137,2.380000114440918,2.263999938964844,2.319999933242798,184600.0,,,,,
2024-06-26,2.319999933242798,2.3499999046325684,2.200000047683716,2.2300000190734863,153300.0,,,,,
2024-06-27,2.3399999141693115,2.470000028610229,2.319999933242798,2.3499999046325684,122700.0,,,,,
2024-06-28,2.400000095367432,2.440000057220459,2.299999952316284,2.390000104904175,154000.0,,,,,
2024-07-01,2.289999961853028,2.440000057220459,2.289999961853028,2.440000057220459,80300.0,,,,,
2024-07-02,2.309999942779541,2.3299999237060547,2.2300000190734863,2.2699999809265137,137900.0,,,,,
2024-07-03,2.5,2.614000082015991,2.319999933242798,2.319999933242798,202600.0,,,,,
2024-07-05,2.569999933242798,2.650000095367432,2.4800000190734863,2.5,164600.0,,,,,
2024-07-08,2.490000009536743,2.5899999141693115,2.4100000858306885,2.569999933242798,129000.0,,,,,
2024-07-09,2.559999942779541,2.5799999237060547,2.450000047683716,2.4800000190734863,145700.0,,,,,
2024-07-10,2.640000104904175,2.680000066757202,2.549999952316284,2.549999952316284,133300.0,,,,,
2024-07-11,2.650000095367432,2.740000009536743,2.630000114440918,2.7300000190734863,134800.0,,,,,
2024-07-12,2.809999942779541,2.859999895095825,2.650000095367432,2.650000095367432,170600.0,,,,,
2024-07-15,2.690000057220459,2.8299999237060547,2.650000095367432,2.789999961853028,149900.0,,,,,
