Date,Close,High,Low,Open,Volume,"('Close', 'NKTR')","('High', 'NKTR')","('Low', 'NKTR')","('Open', 'NKTR')","('Volume', 'NKTR')"
2024-06-03,21.149999618530277,22.649999618530277,19.350000381469727,19.5,127260.0,,,,,
2024-06-04,21.0,21.450000762939453,19.799999237060547,20.399999618530277,88447.0,,,,,
2024-06-05,21.299999237060547,22.350000381469727,20.25,20.399999618530277,63200.0,,,,,
2024-06-06,20.850000381469727,21.75,19.950000762939453,21.75,75133.0,,,,,
2024-06-07,18.899999618530277,20.850000381469727,18.75,20.399999618530277,135960.0,,,,,
2024-06-10,18.149999618530277,19.5,17.850000381469727,18.899999618530277,168840.0,,,,,
2024-06-11,18.899999618530277,19.049999237060547,17.549999237060547,18.450000762939453,62167.0,,,,,
2024-06-12,19.350000381469727,20.850000381469727,18.899999618530277,18.899999618530277,86147.0,,,,,
2024-06-13,18.75,19.799999237060547,18.299999237060547,19.799999237060547,74600.0,,,,,
2024-06-14,17.549999237060547,18.600000381469727,17.549999237060547,18.299999237060547,63467.0,,,,,
2024-06-17,17.549999237060547,17.850000381469727,16.950000762939453,17.700000762939453,92847.0,,,,,
2024-06-18,17.100000381469727,17.399999618530273,16.649999618530273,17.399999618530273,54960.0,,,,,
2024-06-20,16.350000381469727,17.850000381469727,15.899999618530272,17.100000381469727,84960.0,,,,,
2024-06-21,17.399999618530273,17.549999237060547,15.600000381469728,16.200000762939453,171620.0,,,,,
2024-06-24,17.549999237060547,18.600000381469727,16.350000381469727,16.799999237060547,146740.0,,,,,
2024-06-25,16.049999237060547,17.399999618530273,15.899999618530272,17.399999618530273,118647.0,,,,,
2024-06-26,16.350000381469727,16.799999237060547,15.149999618530272,15.75,113873.0,,,,,
2024-06-27,17.100000381469727,17.850000381469727,16.049999237060547,16.350000381469727,141600.0,,,,,
2024-06-28,18.600000381469727,19.5,16.799999237060547,17.399999618530273,1677940.0,,,,,
2024-07-01,18.299999237060547,19.649999618530277,16.950000762939453,18.75,156900.0,,,,,
2024-07-02,17.549999237060547,18.75,16.5,18.0,95527.0,,,,,
2024-07-03,19.5,19.950000762939453,17.549999237060547,17.549999237060547,96380.0,,,,,
2024-07-05,19.350000381469727,20.100000381469727,17.700000762939453,19.649999618530277,153380.0,,,,,
2024-07-08,18.600000381469727,20.100000381469727,18.299999237060547,19.200000762939453,94333.0,,,,,
2024-07-09,18.450000762939453,18.899999618530277,18.0,18.299999237060547,74567.0,,,,,
2024-07-10,19.950000762939453,19.950000762939453,18.149999618530277,18.600000381469727,106633.0,,,,,
2024-07-11,20.399999618530277,21.299999237060547,19.799999237060547,20.25,127667.0,,,,,
2024-07-12,21.299999237060547,21.899999618530277,19.799999237060547,20.25,147553.0,,,,,
2024-07-15,21.0,21.899999618530277,20.100000381469727,21.75,124347.0,,,,,
2024-07-16,22.049999237060547,22.5,21.0,21.450000762939453,90080.0,,,,,
2024-07-17,21.75,22.799999237060547,21.0,21.450000762939453,113047.0,,,,,
2024-07-18,20.25,22.049999237060547,19.799999237060547,21.75,53820.0,,,,,
2024-07-19,20.850000381469727,21.600000381469727,19.5,20.399999618530277,70027.0,,,,,
2024-07-22,21.899999618530277,22.350000381469727,20.700000762939453,20.850000381469727,84627.0,,,,,
2024-07-23,22.200000762939453,22.5,21.450000762939453,21.75,48327.0,,,,,
2024-07-24,21.149999618530277,22.5,20.850000381469727,22.049999237060547,62853.0,,,,,
2024-07-25,20.549999237060547,21.450000762939453,19.950000762939453,21.450000762939453,69607.0,,,,,
2024-07-26,20.700000762939453,21.149999618530277,19.649999618530277,20.549999237060547,60820.0,,,,,
2024-07-29,20.399999618530277,21.299999237060547,19.799999237060547,20.700000762939453,56047.0,,,,,
2024-07-30,20.850000381469727,21.450000762939453,20.100000381469727,20.850000381469727,65473.0,,,,,
2024-07-31,20.100000381469727,21.149999618530277,19.799999237060547,20.850000381469727,51227.0,,,,,
2024-08-01,19.049999237060547,20.100000381469727,18.450000762939453,20.100000381469727,66560.0,,,,,
2024-08-02,18.0,19.049999237060547,17.700000762939453,18.299999237060547,70680.0,,,,,
2024-08-05,17.549999237060547,18.450000762939453,16.200000762939453,16.5,73993.0,,,,,
2024-08-06,17.549999237060547,17.850000381469727,16.799999237060547,17.399999618530273,75673.0,,,,,
2024-08-07,17.700000762939453,18.149999618530277,17.399999618530273,17.700000762939453,88600.0,,,,,
2024-08-08,18.149999618530277,18.299999237060547,17.100000381469727,17.700000762939453,67547.0,,,,,
2024-08-09,16.649999618530273,18.149999618530277,16.649999618530273,17.399999618530273,75340.0,,,,,
2024-08-12,16.649999618530273,17.25,16.350000381469727,16.649999618530273,63807.0,,,,,
2024-08-13,17.25,17.850000381469727,16.200000762939453,16.950000762939453,54800.0,,,,,
2024-08-14,17.100000381469727,17.850000381469727,16.799999237060547,17.399999618530273,80787.0,,,,,
2024-08-15,17.850000381469727,18.75,17.100000381469727,17.25,60207.0,,,,,
2024-08-16,18.75,18.899999618530277,17.549999237060547,18.0,43660.0,,,,,
2024-08-19,19.950000762939453,19.950000762939453,18.450000762939453,18.75,80400.0,,,,,
2024-08-20,19.200000762939453,20.100000381469727,18.450000762939453,20.100000381469727,73333.0,,,,,
2024-08-21,19.049999237060547,19.649999618530277,18.600000381469727,19.649999618530277,37353.0,,,,,
2024-08-22,18.149999618530277,19.200000762939453,17.850000381469727,19.200000762939453,26767.0,,,,,
2024-08-23,20.25,20.25,18.149999618530277,18.299999237060547,68787.0,,,,,
2024-08-26,20.399999618530277,20.700000762939453,19.350000381469727,20.100000381469727,89153.0,,,,,
2024-08-27,18.75,20.700000762939453,18.600000381469727,20.399999618530277,32493.0,,,,,
2024-08-28,18.899999618530277,19.200000762939453,18.299999237060547,18.450000762939453,58307.0,,,,,
2024-08-29,19.049999237060547,20.25,18.299999237060547,18.75,50360.0,,,,,
2024-08-30,19.200000762939453,19.649999618530277,18.600000381469727,19.200000762939453,37380.0,,,,,
2024-09-03,18.600000381469727,19.649999618530277,18.299999237060547,19.049999237060547,38573.0,,,,,
2024-09-04,18.600000381469727,19.350000381469727,18.299999237060547,18.600000381469727,76720.0,,,,,
2024-09-05,16.950000762939453,18.75,16.799999237060547,18.75,52660.0,,,,,
2024-09-06,16.799999237060547,17.700000762939453,16.200000762939453,17.25,75940.0,,,,,
2024-09-09,17.700000762939453,17.850000381469727,16.799999237060547,16.950000762939453,51460.0,,,,,
2024-09-10,18.600000381469727,18.600000381469727,17.25,17.399999618530273,38067.0,,,,,
2024-09-11,18.75,18.899999618530277,18.0,18.299999237060547,51760.0,,,,,
2024-09-12,18.75,19.049999237060547,18.149999618530277,19.049999237060547,29460.0,,,,,
2024-09-13,19.649999618530277,20.100000381469727,18.600000381469727,19.049999237060547,49873.0,,,,,
2024-09-16,19.049999237060547,19.5,18.450000762939453,19.350000381469727,38887.0,,,,,
2024-09-17,19.5,20.100000381469727,18.600000381469727,19.350000381469727,62547.0,,,,,
2024-09-18,18.899999618530277,19.799999237060547,18.75,19.649999618530277,42293.0,,,,,
2024-09-19,19.049999237060547,19.950000762939453,18.75,19.950000762939453,33460.0,,,,,
2024-09-20,19.5,19.799999237060547,18.450000762939453,18.75,160040.0,,,,,
2024-09-23,18.0,19.649999618530277,17.399999618530273,19.350000381469727,60080.0,,,,,
2024-09-24,18.149999618530277,18.299999237060547,17.25,18.0,54367.0,,,,,
2024-09-25,17.399999618530273,18.0,16.950000762939453,17.850000381469727,54500.0,,,,,
2024-09-26,16.649999618530273,17.549999237060547,16.649999618530273,17.549999237060547,45760.0,,,,,
2024-09-27,17.549999237060547,19.049999237060547,16.950000762939453,17.100000381469727,64413.0,,,,,
2024-09-30,19.5,20.100000381469727,18.149999618530277,18.149999618530277,85333.0,,,,,
2024-10-01,19.5,20.25,19.049999237060547,19.5,110147.0,,,,,
2024-10-02,19.950000762939453,20.850000381469727,18.899999618530277,18.899999618530277,153527.0,,,,,
2024-10-03,19.5,19.950000762939453,18.899999618530277,19.950000762939453,80033.0,,,,,
2024-10-04,19.799999237060547,20.549999237060547,19.350000381469727,19.350000381469727,52427.0,,,,,
2024-10-07,19.200000762939453,21.299999237060547,18.899999618530277,20.399999618530277,124713.0,,,,,
2024-10-08,19.5,19.950000762939453,19.200000762939453,19.350000381469727,30227.0,,,,,
