Date,Close,High,Low,Open,Volume,"('Close', 'ARCC')","('High', 'ARCC')","('Low', 'ARCC')","('Open', 'ARCC')","('Volume', 'ARCC')"
2024-06-03,18.856035232543945,18.943453440376068,18.72490875447757,18.89100318262225,5027100.0,,,,,
2024-06-04,18.856035232543945,18.943453440376068,18.812326962309697,18.82981093734885,2892200.0,,,,,
2024-06-05,18.86477470397949,18.899742649393957,18.76861452145313,18.891000663040337,3745800.0,,,,,
2024-06-06,18.672456741333008,19.0920620986439,18.60252251511453,18.838549486499733,5345100.0,,,,,
2024-06-07,18.821067810058597,18.864776077645946,18.60252313739478,18.628747431001777,2422700.0,,,,,
2024-06-10,18.81232643127441,18.88226066209328,18.77735848218319,18.85603470027486,3027800.0,,,,,
2024-06-11,18.71616744995117,18.85603592064122,18.69868347427399,18.84729393280263,2822200.0,,,,,
2024-06-12,18.73365020751953,18.873518669114983,18.70742424570904,18.79484245104709,4598500.0,,,,,
2024-06-13,18.593780517578125,18.794841209418625,18.46265405191534,18.786099222725976,5764500.0,,,,,
2024-06-14,18.49540138244629,18.745821582314207,18.41490868795741,18.59378172145707,5280200.0,,,,,
2024-06-17,18.522232055664062,18.55800734646994,18.30758542840806,18.47751464801647,4602400.0,,,,,
2024-06-18,18.414907455444336,18.531173725335623,18.379132168794985,18.47751250122115,3644500.0,,,,,
2024-06-20,18.40596389770508,18.468568944379584,18.334415029239988,18.423851541286247,2671800.0,,,,,
2024-06-21,18.40596389770508,18.423851541286247,18.334415029239988,18.397020075914494,4036300.0,,,,,
2024-06-24,18.48645782470703,18.54011905318089,18.37913366189961,18.414908951455317,4042600.0,,,,,
2024-06-25,18.35230255126953,18.51328793071464,18.343358729538185,18.477512643789247,3171800.0,,,,,
2024-06-26,18.39702033996582,18.44173944956059,18.29864000471693,18.307583826635884,2442200.0,,,,,
2024-06-27,18.602724075317383,18.718992060334195,18.37019151700315,18.388077455893686,3812400.0,,,,,
2024-06-28,18.638500213623047,18.727936735587488,18.611668745275782,18.692161444457803,4955100.0,,,,,
2024-07-01,18.522232055664062,18.71899274337688,18.47751464801647,18.692161275272472,2727700.0,,,,,
2024-07-02,18.67427444458008,18.683218267671744,18.486459277234594,18.486459277234594,2120000.0,,,,,
2024-07-03,18.745820999145508,18.781596287076365,18.6563861910376,18.67427212914341,1336400.0,,,,,
2024-07-05,18.871036529541016,18.888924177040646,18.72793876126389,18.74582470290356,2683400.0,,,,,
2024-07-08,18.915752410888672,18.942583879965667,18.85314735556883,18.88892264767149,2208700.0,,,,,
2024-07-09,18.83525657653809,18.94258072913439,18.817370639321645,18.915749264520432,2267300.0,,,,,
2024-07-10,18.915752410888672,18.924696233914336,18.8352597095175,18.87103500162016,1876200.0,,,,,
2024-07-11,18.978355407714844,18.98729922977041,18.862089132711688,18.942581825352192,3342900.0,,,,,
2024-07-12,18.951526641845703,19.085680567999415,18.93363899679595,18.996244048610368,3456700.0,,,,,
2024-07-15,18.808427810668945,18.996242955302712,18.790540166648693,18.996242955302712,3044200.0,,,,,
2024-07-16,18.799484252929688,18.93363817324817,18.78159660865798,18.8442016577493,2602300.0,,,,,
2024-07-17,18.844200134277344,18.888919241341256,18.78159509024737,18.817370375898506,2595800.0,,,,,
2024-07-18,18.647441864013672,18.888919933427992,18.60272275531126,18.85314464646606,2680100.0,,,,,
2024-07-19,18.522232055664062,18.683217452571,18.49540229341941,18.638500044923408,2127800.0,,,,,
2024-07-22,18.763710021972656,18.763710021972656,18.52223192827307,18.52223192827307,2532000.0,,,,,
2024-07-23,18.665328979492188,18.79948289008536,18.629553693542263,18.7815952471104,1782100.0,,,,,
2024-07-24,18.56694984436035,18.692159941527272,18.531174556107157,18.638498715007117,2085500.0,,,,,
2024-07-25,18.57589340209961,18.71899114135693,18.566949580163577,18.566949580163577,1815000.0,,,,,
2024-07-26,18.73688125610352,18.73688125610352,18.59378349797557,18.60272561523121,2152000.0,,,,,
2024-07-29,18.683216094970703,18.799484075781532,18.656386334675613,18.76370878757524,2746300.0,,,,,
2024-07-30,19.032018661499023,19.032018661499023,18.701104063292288,18.781596757292316,4315400.0,,,,,
2024-07-31,18.727935791015625,19.067792510307587,18.6206116288994,19.032018926841967,4461600.0,,,,,
2024-08-01,18.62955665588379,18.79948587944784,18.602725187154796,18.781598233628507,3052600.0,,,,,
2024-08-02,18.146602630615234,18.60272566982424,18.012446989349225,18.558008259975463,6910800.0,,,,,
2024-08-05,17.708364486694336,17.824632486015023,17.279071195033115,17.46688807629734,8775800.0,,,,,
2024-08-06,18.20026206970215,18.30758452510494,17.84251770859339,17.887235114034606,5474900.0,,,,,
2024-08-07,18.155542373657227,18.477513141215084,18.119768791628363,18.36124686729676,5567100.0,,,,,
2024-08-08,18.271812438964844,18.289700084950766,18.14660232878302,18.20026356088097,2463000.0,,,,,
2024-08-09,18.33441734313965,18.370192634817013,18.200263411069123,18.2807561114834,2123600.0,,,,,
2024-08-12,18.40596389770508,18.477512766170168,18.325471207449404,18.36124649461174,2401100.0,,,,,
2024-08-13,18.379135131835938,18.459627833914272,18.343361545278807,18.42385424735714,2218100.0,,,,,
2024-08-14,18.39702033996582,18.44173944956059,18.352302936230657,18.388076518046866,2061200.0,,,,,
2024-08-15,18.540117263793945,18.602722308614453,18.42385099567865,18.42385099567865,2244700.0,,,,,
2024-08-16,18.54906272888184,18.629555423885936,18.468570033877736,18.513289145468725,2304800.0,,,,,
2024-08-19,18.638500213623047,18.66533168197031,18.558007514441027,18.620612568058203,2379200.0,,,,,
2024-08-20,18.5848388671875,18.647443920415263,18.549063576280343,18.647443920415263,1958200.0,,,,,
2024-08-21,18.73688125610352,18.772654842705585,18.566952028629142,18.584839674860092,3228400.0,,,,,
2024-08-22,18.70110321044922,18.781595900778463,18.69215938865046,18.781595900778463,2242600.0,,,,,
2024-08-23,18.71004676818848,18.80842710072677,18.62955407899524,18.76370799236411,3479300.0,,,,,
2024-08-26,18.7547664642334,18.88892209986787,18.67427376519662,18.745822641467115,3766000.0,,,,,
2024-08-27,18.853147506713867,18.906808739438244,18.70110592577828,18.718993571973016,2135000.0,,,,,
2024-08-28,18.7547664642334,18.871034454335305,18.692161410729184,18.871034454335305,2361500.0,,,,,
2024-08-29,18.79054069519043,18.87997721194774,18.736879467479916,18.75476540614364,2253900.0,,,,,
2024-08-30,18.853147506713867,18.942584031827717,18.754767158502656,18.817373920184227,3573600.0,,,,,
2024-09-03,18.78159523010254,18.87103173903684,18.71899018560639,18.87103173903684,3165500.0,,,,,
2024-09-04,18.718992233276367,18.89786356485217,18.69216076590313,18.79054110707863,3317800.0,,,,,
2024-09-05,18.65638542175293,18.808426977470496,18.566948911473265,18.790539334242656,2976600.0,,,,,
2024-09-06,18.35230255126953,18.70110306949421,18.27180986154698,18.692159247762863,6091600.0,,,,,
2024-09-09,18.39702033996582,18.56694954470673,18.39702033996582,18.423851805722684,3765300.0,,,,,
2024-09-10,18.370193481445312,18.450684479709384,18.27181313065829,18.42385471557465,3656000.0,,,,,
2024-09-11,18.36124610900879,18.370189930611545,18.09293657850476,18.370189930611545,3936700.0,,,,,
2024-09-12,18.49540138244629,18.522231143369467,18.35230363799043,18.37913339891361,4618000.0,,,,,
2024-09-13,18.65105628967285,18.678523589537164,18.55033819978383,18.632743592166676,3779300.0,,,,,
2024-09-16,18.614429473876957,18.68767851191583,18.4679313977992,18.6510548660938,3746600.0,,,,,
2024-09-17,18.467931747436523,18.62358617451536,18.41299540446601,18.58696078160511,4675000.0,,,,,
2024-09-18,18.62358856201172,18.66936856262355,18.467934114978384,18.467934114978384,2678700.0,,,,,
2024-09-19,18.99899101257324,19.06308371487918,18.74261845695433,18.77008750639766,8730500.0,,,,,
2024-09-20,18.87080192565918,18.98983095723021,18.806709235859795,18.962361913146975,3013100.0,,,,,
2024-09-23,18.944053649902344,19.017302698116765,18.83417920438318,18.889115553945228,3236000.0,,,,,
2024-09-24,18.962364196777344,19.081394989078024,18.94405324491149,18.953209594041933,3098200.0,,,,,
2024-09-25,18.760929107666016,18.962363542399228,18.724305458803144,18.92573989353636,3739700.0,,,,,
2024-09-26,18.934898376464844,18.95321107615775,18.806712971404824,18.815867574856117,2345200.0,,,,,
2024-09-27,19.14548683166504,19.172955877829743,18.916583352810704,18.953208747696973,4454700.0,,,,,
2024-09-30,19.17295455932617,19.218734553390817,19.1180164707748,19.16379821123428,4975600.0,,,,,
2024-10-01,18.98983192443848,19.154642704542525,18.95320827685697,19.14548635604842,3392000.0,,,,,
2024-10-02,19.08139419555664,19.127174192909997,18.989832454454977,18.99898880320464,2871400.0,,,,,
2024-10-03,19.118017196655277,19.282827975777327,19.090549897731528,19.118017196655277,3257500.0,,,,,
2024-10-04,19.27367210388184,19.282828452547776,19.145486715348568,19.24620480427896,2369900.0,,,,,
2024-10-07,19.246206283569336,19.30114263339252,19.2095808860905,19.282829934653098,2004400.0,,,,,
2024-10-08,19.23704719543457,19.264516239632947,19.154641809234263,19.22789084736845,1882000.0,,,,,
2024-10-09,19.23704719543457,19.282827189370376,19.200421803170062,19.22789084736845,1470200.0,,,,,
2024-10-10,19.34692001342773,19.36523270968681,19.237047328662936,19.255360024922016,3788400.0,,,,,
2024-10-11,19.52088737487793,19.539200071361947,19.365232947553505,19.365232947553505,2873600.0,,,,,
2024-10-14,19.575824737548828,19.58498108626775,19.484264743149527,19.52088839163026,1931900.0,,,,,
