Date,Close,High,Low,Open,Volume,"('Close', 'STX')","('High', 'STX')","('Low', 'STX')","('Open', 'STX')","('Volume', 'STX')"
2024-06-03,87.9832992553711,90.48802321492236,87.23188280248796,90.19901349466464,2696900.0,,,,,
2024-06-04,88.48423767089844,89.01408635418578,86.95250532255864,87.57868812558308,3724000.0,,,,,
2024-06-05,93.0601577758789,94.1005836804726,89.59207877705384,89.59207877705384,2962900.0,,,,,
2024-06-06,92.4821548461914,93.0505312282694,91.26832450588518,92.7037299094318,1440400.0,,,,,
2024-06-07,92.58812713623048,93.58038244079896,91.595871831662,92.24131845795895,1779200.0,,,,,
2024-06-10,95.87317657470705,95.90208342575086,91.52844672854737,91.96195394651518,2231800.0,,,,,
2024-06-11,97.91548919677734,98.04072281286446,94.92908749542369,95.37223030983418,2768600.0,,,,,
2024-06-12,99.08113861083984,101.42209340552644,98.32972229276136,99.32197755124044,3311800.0,,,,,
2024-06-13,100.9211654663086,101.15236882281052,98.94628294460104,99.08115218171234,1964000.0,,,,,
2024-06-14,100.05413055419922,100.26606999892246,99.2352796221677,99.55318143943131,1311300.0,,,,,
2024-06-17,102.0964584350586,102.85750310524976,99.93853599230408,100.5936182785292,2086700.0,,,,,
2024-06-18,102.10607147216795,103.95572005433176,101.65329310439404,102.26984753166258,2848900.0,,,,,
2024-06-20,99.51681518554688,102.33881411000124,99.24527605790404,101.93151651656406,3109500.0,,,,,
2024-06-21,99.96290588378906,100.61264358959896,97.9555021100452,99.50711730253336,3420600.0,,,,,
2024-06-24,100.20535278320312,100.6126504115945,98.95436086855648,99.69138090946848,1784800.0,,,,,
2024-06-25,100.60294342041016,101.03934004654432,98.91556236927195,100.61264309619575,2274100.0,,,,,
2024-06-26,99.64289093017578,100.8550915497643,98.7313136966659,100.48658522493616,1953300.0,,,,,
2024-06-27,100.95205688476562,101.17510503378764,98.71191271226787,99.59439083528513,1366800.0,,,,,
2024-06-28,100.14716339111328,102.2806409263096,100.00170523533538,101.31088042813458,1550000.0,,,,,
2024-07-01,99.34226989746094,100.23444779892878,98.71192408060529,99.88533342032214,1298000.0,,,,,
2024-07-02,100.01139068603516,100.84538524942828,98.92526373738173,99.16770384537544,1102600.0,,,,,
2024-07-03,98.30462646484376,100.21504847218908,98.14946123045,100.01139965106148,1059800.0,,,,,
2024-07-05,98.95436096191406,99.23559239093116,98.0136921059189,98.40159778037987,1548500.0,,,,,
2024-07-08,100.30233001708984,101.34967314536873,99.439243753606,99.7204751898301,2001000.0,,,,,
2024-07-09,101.19450378417967,101.80545761676294,99.86593667255754,100.2732342951562,1618100.0,,,,,
2024-07-10,103.50253295898438,103.74497306416464,101.44663820352908,101.82484417571554,2067500.0,,,,,
2024-07-11,102.90127563476562,103.76436179047386,101.8248410093435,103.76436179047386,1584300.0,,,,,
2024-07-12,103.86133575439452,105.67479033788202,102.6103439698948,103.21159807212489,2040600.0,,,,,
2024-07-15,105.64569854736328,105.65539082414551,102.95945814177202,104.10377569026342,2212100.0,,,,,
2024-07-16,105.42266082763672,106.31483869299944,104.9183886337707,105.99482335779857,1933500.0,,,,,
2024-07-17,101.7375717163086,103.67709260402071,101.3593583364145,103.67709260402071,2825000.0,,,,,
2024-07-18,100.3411102294922,102.57155472045548,99.38104950074462,102.57155472045548,2237600.0,,,,,
2024-07-19,99.52651977539062,101.11692644063136,99.37136193908415,100.81630304619124,1977200.0,,,,,
2024-07-22,102.96916198730467,103.03704492095228,100.27322919575076,100.99084983698022,2310900.0,,,,,
2024-07-23,102.11578369140624,103.36676822656678,101.3399723313096,101.9897100911464,3793900.0,,,,,
2024-07-24,106.21786499023438,110.13569824677064,103.9195373704908,105.70389311575477,9398100.0,,,,,
2024-07-25,100.8163070678711,105.77178412815474,100.5059839841934,105.51964431057726,4194900.0,,,,,
2024-07-26,100.54476928710938,102.552173233173,99.7689579249256,101.83455253229856,3069200.0,,,,,
2024-07-29,100.25383758544922,101.14602286630524,98.29492463558032,100.93267437302848,2977500.0,,,,,
2024-07-30,96.10326385498048,100.56416066525044,95.65717491382202,100.3702115251591,3058400.0,,,,,
2024-07-31,99.08042907714844,99.6719835774335,97.17969937409757,99.25498626409625,2670500.0,,,,,
2024-08-01,96.0159912109375,101.03935100331562,95.14320526270856,98.94466472756616,3437000.0,,,,,
2024-08-02,91.71025848388672,93.25218166566408,90.62412396212332,92.61213612640545,4204800.0,,,,,
2024-08-05,89.74163818359375,91.06051306468486,87.27844560857612,87.85060075619663,3365600.0,,,,,
2024-08-06,90.84716033935548,92.98063039541832,90.29439717218648,90.565928917647,3209100.0,,,,,
2024-08-07,89.31494140625,92.43757142926746,89.25675814328476,91.80722561863034,3288400.0,,,,,
2024-08-08,92.56363677978516,92.7285016878115,88.44215465415024,89.50889712326294,2332500.0,,,,,
