Date,Close,High,Low,Open,Volume,"('Close', 'TRUE')","('High', 'TRUE')","('Low', 'TRUE')","('Open', 'TRUE')","('Volume', 'TRUE')"
2024-06-03,2.900000095367432,3.0,2.859999895095825,3.0,71300.0,,,,,
2024-06-04,2.799999952316284,2.875,2.7699999809265137,2.819999933242798,90500.0,,,,,
2024-06-05,2.950000047683716,2.950000047683716,2.759999990463257,2.809999942779541,122500.0,,,,,
2024-06-06,2.880000114440918,3.0,2.880000114440918,2.9200000762939453,172000.0,,,,,
2024-06-07,2.900000095367432,2.914999961853028,2.815000057220459,2.869999885559082,107600.0,,,,,
2024-06-10,2.759999990463257,2.890000104904175,2.755000114440918,2.890000104904175,91900.0,,,,,
2024-06-11,2.819999933242798,2.865000009536743,2.720000028610229,2.7300000190734863,189400.0,,,,,
2024-06-12,2.9800000190734863,3.0899999141693115,2.9100000858306885,2.930000066757202,163100.0,,,,,
2024-06-13,2.9100000858306885,3.0,2.900000095367432,2.970000028610229,105900.0,,,,,
2024-06-14,2.7799999713897705,2.880000114440918,2.7699999809265137,2.8499999046325684,127300.0,,,,,
2024-06-17,2.799999952316284,2.859999895095825,2.75,2.75,174300.0,,,,,
2024-06-18,2.7699999809265137,2.8299999237060547,2.759999990463257,2.7799999713897705,183100.0,,,,,
2024-06-20,2.799999952316284,2.799999952316284,2.7300000190734863,2.7300000190734863,131600.0,,,,,
2024-06-21,2.7799999713897705,2.8399999141693115,2.759999990463257,2.799999952316284,337300.0,,,,,
2024-06-24,2.789999961853028,2.869999885559082,2.75,2.759999990463257,135500.0,,,,,
2024-06-25,2.869999885559082,2.9100000858306885,2.759999990463257,2.789999961853028,143300.0,,,,,
2024-06-26,2.8499999046325684,2.930000066757202,2.805000066757202,2.819999933242798,202300.0,,,,,
2024-06-27,3.0199999809265137,3.0299999713897705,2.869999885559082,2.869999885559082,165500.0,,,,,
2024-06-28,3.130000114440918,3.200000047683716,3.0450000762939453,3.059999942779541,518400.0,,,,,
2024-07-01,3.0299999713897705,3.130000114440918,3.009999990463257,3.130000114440918,219700.0,,,,,
2024-07-02,3.0999999046325684,3.140000104904175,3.015000104904175,3.0299999713897705,228500.0,,,,,
2024-07-03,3.0899999141693115,3.220000028610229,3.0899999141693115,3.119999885559082,88300.0,,,,,
2024-07-05,3.150000095367432,3.1700000762939453,3.059999942779541,3.059999942779541,116600.0,,,,,
2024-07-08,3.200000047683716,3.255000114440918,3.1600000858306885,3.1600000858306885,183700.0,,,,,
2024-07-09,3.1700000762939453,3.240000009536743,3.130000114440918,3.200000047683716,123100.0,,,,,
2024-07-10,3.150000095367432,3.220000028610229,3.134999990463257,3.2100000381469727,256600.0,,,,,
2024-07-11,3.440000057220459,3.440000057220459,3.174999952316284,3.200000047683716,370000.0,,,,,
2024-07-12,3.450000047683716,3.539999961853028,3.434999942779541,3.490000009536743,285800.0,,,,,
2024-07-15,3.630000114440918,3.700000047683716,3.434999942779541,3.490000009536743,305600.0,,,,,
2024-07-16,3.809999942779541,3.819999933242798,3.5999999046325684,3.700000047683716,380800.0,,,,,
2024-07-17,3.740000009536743,3.849999904632568,3.704999923706055,3.75,260100.0,,,,,
