Date,Close,High,Low,Open,Volume,"('Close', 'BEAM')","('High', 'BEAM')","('Low', 'BEAM')","('Open', 'BEAM')","('Volume', 'BEAM')"
2024-06-03,24.3799991607666,25.43000030517578,23.8799991607666,24.149999618530277,1543800.0,,,,,
2024-06-04,24.34000015258789,25.489999771118164,23.96999931335449,24.09000015258789,640800.0,,,,,
2024-06-05,24.489999771118164,25.11000061035156,23.80500030517578,24.46999931335449,576100.0,,,,,
2024-06-06,24.06999969482422,24.600000381469727,23.88999938964844,24.299999237060547,538600.0,,,,,
2024-06-07,23.209999084472656,23.979999542236328,22.96999931335449,23.530000686645508,647500.0,,,,,
2024-06-10,24.399999618530277,24.43000030517578,22.18000030517578,22.799999237060547,1126700.0,,,,,
2024-06-11,24.86000061035156,25.280000686645508,23.540000915527344,24.049999237060547,1689300.0,,,,,
2024-06-12,26.059999465942383,27.76000022888184,25.709999084472656,26.0,3693400.0,,,,,
2024-06-13,25.239999771118164,26.530000686645508,25.049999237060547,25.979999542236328,1781200.0,,,,,
2024-06-14,24.8700008392334,25.40999984741211,24.59499931335449,24.80699920654297,1769100.0,,,,,
2024-06-17,24.030000686645508,24.850000381469727,23.90999984741211,24.559999465942383,1540000.0,,,,,
2024-06-18,23.170000076293945,24.01000022888184,22.81999969482422,23.940000534057617,2157900.0,,,,,
2024-06-20,23.040000915527344,23.46500015258789,22.65999984741211,23.170000076293945,1460400.0,,,,,
2024-06-21,22.940000534057617,23.5,22.31999969482422,23.07999992370605,2080600.0,,,,,
2024-06-24,24.82999992370605,25.07999992370605,23.170000076293945,23.209999084472656,1935200.0,,,,,
2024-06-25,24.25,24.799999237060547,24.01000022888184,24.799999237060547,909000.0,,,,,
2024-06-26,24.84000015258789,24.959999084472656,23.729999542236328,24.06999969482422,1405900.0,,,,,
2024-06-27,23.979999542236328,24.93000030517578,23.950000762939453,24.93000030517578,1070700.0,,,,,
2024-06-28,23.43000030517578,24.170000076293945,22.8799991607666,24.170000076293945,4059800.0,,,,,
2024-07-01,23.049999237060547,24.280000686645508,22.95499992370605,23.450000762939453,903700.0,,,,,
2024-07-02,22.56999969482422,23.0,22.25,22.899999618530277,881200.0,,,,,
2024-07-03,23.479999542236328,23.899999618530277,22.71999931335449,23.030000686645508,718700.0,,,,,
2024-07-05,23.07999992370605,23.440000534057617,22.6299991607666,23.440000534057617,596700.0,,,,,
2024-07-08,23.850000381469727,24.209999084472656,23.18000030517578,23.43000030517578,817400.0,,,,,
2024-07-09,23.84000015258789,24.049999237060547,23.36000061035156,23.709999084472656,540600.0,,,,,
2024-07-10,23.959999084472656,24.405000686645508,23.6200008392334,23.920000076293945,718400.0,,,,,
2024-07-11,25.8799991607666,26.799999237060547,24.709999084472656,24.799999237060547,1398500.0,,,,,
2024-07-12,26.8799991607666,27.6200008392334,25.809999465942383,26.309999465942383,969900.0,,,,,
2024-07-15,25.6200008392334,25.65999984741211,24.299999237060547,25.59000015258789,1750500.0,,,,,
2024-07-16,27.290000915527344,27.450000762939453,25.82999992370605,25.850000381469727,2147300.0,,,,,
2024-07-17,26.93000030517578,27.520000457763672,26.399999618530277,26.76000022888184,1328500.0,,,,,
2024-07-18,25.459999084472656,27.46999931335449,25.40999984741211,26.84000015258789,1760200.0,,,,,
2024-07-19,25.940000534057617,25.979999542236328,24.690000534057617,25.5,2870500.0,,,,,
