Date,Close,High,Low,Open,Volume,"('Close', 'ORBS')","('High', 'ORBS')","('Low', 'ORBS')","('Open', 'ORBS')","('Volume', 'ORBS')"
2024-06-03,2.990000009536743,3.0999999046325684,2.819999933242798,3.095000028610229,6600.0,,,,,
2024-06-04,2.914999961853028,3.0999999046325684,2.8299999237060547,2.8299999237060547,9400.0,,,,,
2024-06-05,2.8299999237060547,3.0450000762939453,2.509999990463257,2.880000114440918,19320.0,,,,,
2024-06-06,2.799999952316284,2.799999952316284,2.734999895095825,2.799999952316284,7580.0,,,,,
2024-06-07,2.8499999046325684,3.0799999237060547,2.4800000190734863,2.799999952316284,68760.0,,,,,
2024-06-10,2.694999933242798,2.75,2.5899999141693115,2.740000009536743,15020.0,,,,,
2024-06-11,2.5999999046325684,2.7950000762939453,2.549999952316284,2.690000057220459,12980.0,,,,,
2024-06-12,2.625,2.700000047683716,2.5299999713897705,2.5999999046325684,4820.0,,,,,
2024-06-13,2.595000028610229,2.625,2.305000066757202,2.549999952316284,37980.0,,,,,
2024-06-14,2.450000047683716,2.650000095367432,2.3550000190734863,2.505000114440918,69880.0,,,,,
2024-06-17,2.5,2.5899999141693115,2.400000095367432,2.4649999141693115,29520.0,,,,,
2024-06-18,2.200000047683716,2.450000047683716,2.164999961853028,2.424999952316284,43660.0,,,,,
2024-06-20,2.569999933242798,2.625,2.200000047683716,2.200000047683716,41460.0,,,,,
2024-06-21,2.634999990463257,2.640000104904175,2.4549999237060547,2.549999952316284,22460.0,,,,,
2024-06-24,2.5999999046325684,2.5999999046325684,2.4649999141693115,2.555000066757202,11220.0,,,,,
2024-06-25,2.450000047683716,2.555000066757202,2.309999942779541,2.4800000190734863,40740.0,,,,,
2024-06-26,2.430000066757202,2.440000057220459,2.3499999046325684,2.440000057220459,5100.0,,,,,
2024-06-27,2.3499999046325684,2.450000047683716,2.2850000858306885,2.4200000762939453,30260.0,,,,,
2024-06-28,2.289999961853028,2.444999933242798,2.234999895095825,2.345000028610229,4960.0,,,,,
2024-07-01,2.244999885559082,2.450000047683716,2.2049999237060547,2.365000009536743,23040.0,,,,,
2024-07-02,2.299999952316284,2.299999952316284,2.184999942779541,2.200000047683716,8780.0,,,,,
2024-07-03,2.3499999046325684,2.450000047683716,2.220000028610229,2.255000114440918,8020.0,,,,,
2024-07-05,2.375,2.450000047683716,2.220000028610229,2.220000028610229,22760.0,,,,,
2024-07-08,2.400000095367432,2.450000047683716,2.319999933242798,2.375,12560.0,,,,,
2024-07-09,2.275000095367432,2.400000095367432,2.259999990463257,2.3299999237060547,11820.0,,,,,
2024-07-10,2.299999952316284,2.400000095367432,2.2049999237060547,2.275000095367432,15100.0,,,,,
2024-07-11,2.3350000381469727,2.400000095367432,2.25,2.315000057220459,13400.0,,,,,
2024-07-12,2.559999942779541,2.700000047683716,2.299999952316284,2.319999933242798,96140.0,,,,,
2024-07-15,2.6050000190734863,2.650000095367432,2.3499999046325684,2.5999999046325684,28880.0,,,,,
2024-07-16,2.634999990463257,2.825000047683716,2.5,2.650000095367432,235620.0,,,,,
2024-07-17,2.375,2.4649999141693115,2.255000114440918,2.289999961853028,48100.0,,,,,
2024-07-18,2.299999952316284,2.375,2.259999990463257,2.305000066757202,34200.0,,,,,
2024-07-19,2.359999895095825,2.375,2.259999990463257,2.2799999713897705,18980.0,,,,,
2024-07-22,2.5899999141693115,2.5999999046325684,2.299999952316284,2.309999942779541,80200.0,,,,,
2024-07-23,2.055000066757202,2.8499999046325684,1.7050000429153442,2.845000028610229,1111800.0,,,,,
2024-07-24,1.870000004768372,2.055000066757202,1.7599999904632568,1.950000047683716,108620.0,,,,,
2024-07-25,1.8849999904632568,1.950000047683716,1.7999999523162842,1.815000057220459,32660.0,,,,,
2024-07-26,1.9299999475479128,1.9900000095367432,1.850000023841858,1.919999957084656,40360.0,,,,,
