Date,Close,High,Low,Open,Volume,"('Close', 'IBIO')","('High', 'IBIO')","('Low', 'IBIO')","('Open', 'IBIO')","('Volume', 'IBIO')"
2024-06-03,2.4100000858306885,2.5299999713897705,2.289999961853028,2.450000047683716,310700.0,,,,,
2024-06-04,2.5199999809265137,2.5299999713897705,2.4200000762939453,2.430000066757202,138200.0,,,,,
2024-06-05,2.470000028610229,2.650000095367432,2.4200000762939453,2.559999942779541,226900.0,,,,,
2024-06-06,2.440000057220459,2.5,2.369999885559082,2.4600000381469727,134800.0,,,,,
2024-06-07,2.4200000762939453,2.5299999713897705,2.25,2.5,187800.0,,,,,
2024-06-10,2.400000095367432,2.400000095367432,2.2699999809265137,2.359999895095825,49100.0,,,,,
2024-06-11,2.470000028610229,2.509999990463257,2.3499999046325684,2.400000095367432,135400.0,,,,,
2024-06-12,2.549999952316284,2.680000066757202,2.4800000190734863,2.5,217900.0,,,,,
2024-06-13,2.569999933242798,2.5899999141693115,2.5,2.5299999713897705,174000.0,,,,,
2024-06-14,2.559999942779541,2.569999933242798,2.509999990463257,2.559999942779541,58200.0,,,,,
2024-06-17,2.299999952316284,2.5,2.259999990463257,2.5,127100.0,,,,,
2024-06-18,2.2799999713897705,2.390000104904175,2.2799999713897705,2.369999885559082,60300.0,,,,,
2024-06-20,2.140000104904175,2.3299999237060547,2.109999895095825,2.319999933242798,124400.0,,,,,
2024-06-21,2.0999999046325684,2.2100000381469727,2.0299999713897705,2.119999885559082,164100.0,,,,,
2024-06-24,2.0899999141693115,2.200000047683716,2.039999961853028,2.150000095367432,64000.0,,,,,
2024-06-25,2.0899999141693115,2.1600000858306885,2.049999952316284,2.0899999141693115,40700.0,,,,,
2024-06-26,2.069999933242798,2.2799999713897705,2.049999952316284,2.150000095367432,125200.0,,,,,
2024-06-27,2.0999999046325684,2.0999999046325684,2.049999952316284,2.069999933242798,55200.0,,,,,
2024-06-28,2.109999895095825,2.150000095367432,2.049999952316284,2.0999999046325684,70500.0,,,,,
2024-07-01,2.009999990463257,2.220000028610229,2.009999990463257,2.109999895095825,71700.0,,,,,
2024-07-02,1.950000047683716,2.0299999713897705,1.8600000143051147,2.0299999713897705,99400.0,,,,,
2024-07-03,1.9700000286102293,2.0299999713897705,1.899999976158142,1.899999976158142,66500.0,,,,,
2024-07-05,1.919999957084656,2.0299999713897705,1.850000023841858,2.0299999713897705,67700.0,,,,,
2024-07-08,1.950000047683716,1.9700000286102293,1.899999976158142,1.919999957084656,39500.0,,,,,
2024-07-09,1.940000057220459,1.9900000095367432,1.8799999952316284,1.9700000286102293,37100.0,,,,,
2024-07-10,1.9800000190734863,2.039999961853028,1.899999976158142,1.899999976158142,66400.0,,,,,
2024-07-11,2.1600000858306885,2.1700000762939453,1.9600000381469729,1.9600000381469729,67500.0,,,,,
2024-07-12,2.440000057220459,2.4600000381469727,2.1700000762939453,2.180000066757202,139700.0,,,,,
2024-07-15,2.2799999713897705,2.450000047683716,2.200000047683716,2.450000047683716,114100.0,,,,,
2024-07-16,2.150000095367432,2.3399999141693115,2.069999933242798,2.3299999237060547,165200.0,,,,,
2024-07-17,2.140000104904175,2.220000028610229,2.0999999046325684,2.119999885559082,51500.0,,,,,
2024-07-18,2.109999895095825,2.180000066757202,2.049999952316284,2.150000095367432,47800.0,,,,,
2024-07-19,2.150000095367432,2.190000057220459,2.0899999141693115,2.0999999046325684,17300.0,,,,,
2024-07-22,2.2100000381469727,2.2699999809265137,2.130000114440918,2.200000047683716,52000.0,,,,,
2024-07-23,2.319999933242798,2.359999895095825,2.150000095367432,2.220000028610229,83300.0,,,,,
2024-07-24,2.150000095367432,2.3299999237060547,2.150000095367432,2.299999952316284,52600.0,,,,,
2024-07-25,2.220000028610229,2.2699999809265137,2.150000095367432,2.2100000381469727,37800.0,,,,,
2024-07-26,2.25,2.2699999809265137,2.200000047683716,2.25,23200.0,,,,,
2024-07-29,2.130000114440918,2.2699999809265137,2.059999942779541,2.240000009536743,50000.0,,,,,
2024-07-30,2.059999942779541,2.1700000762939453,2.0199999809265137,2.130000114440918,29600.0,,,,,
2024-07-31,2.049999952316284,2.0899999141693115,2.039999961853028,2.049999952316284,26600.0,,,,,
2024-08-01,2.059999942779541,2.0799999237060547,1.950000047683716,2.059999942779541,58600.0,,,,,
2024-08-02,1.9700000286102293,2.0299999713897705,1.950000047683716,2.0199999809265137,19300.0,,,,,
2024-08-05,1.870000004768372,1.919999957084656,1.7799999713897705,1.8899999856948853,111300.0,,,,,
2024-08-06,1.870000004768372,1.899999976158142,1.7599999904632568,1.850000023841858,78300.0,,,,,
2024-08-07,1.8899999856948853,1.9700000286102293,1.850000023841858,1.8899999856948853,36100.0,,,,,
2024-08-08,1.809999942779541,1.909999966621399,1.75,1.870000004768372,147300.0,,,,,
2024-08-09,1.559999942779541,1.830000042915344,1.559999942779541,1.7999999523162842,175700.0,,,,,
2024-08-12,1.5800000429153442,1.6299999952316284,1.5,1.5700000524520874,93300.0,,,,,
2024-08-13,1.950000047683716,1.9800000190734863,1.600000023841858,1.600000023841858,168600.0,,,,,
2024-08-14,1.850000023841858,1.9700000286102293,1.809999942779541,1.9700000286102293,65900.0,,,,,
2024-08-15,1.850000023841858,1.9299999475479128,1.7699999809265137,1.9299999475479128,46400.0,,,,,
2024-08-16,1.7599999904632568,1.830000042915344,1.75,1.809999942779541,25900.0,,,,,
2024-08-19,2.059999942779541,2.0999999046325684,1.7599999904632568,1.809999942779541,264200.0,,,,,
2024-08-20,2.059999942779541,2.119999885559082,1.9600000381469729,2.0999999046325684,109000.0,,,,,
2024-08-21,2.059999942779541,2.130000114440918,1.950000047683716,2.130000114440918,58900.0,,,,,
2024-08-22,2.009999990463257,2.0999999046325684,1.9600000381469729,2.039999961853028,58400.0,,,,,
2024-08-23,2.0299999713897705,2.150000095367432,1.9600000381469729,2.039999961853028,91200.0,,,,,
2024-08-26,1.9800000190734863,2.049999952316284,1.9600000381469729,2.0299999713897705,66700.0,,,,,
2024-08-27,1.919999957084656,1.9800000190734863,1.909999966621399,1.9800000190734863,34400.0,,,,,
2024-08-28,1.919999957084656,1.9600000381469729,1.8600000143051147,1.919999957084656,59900.0,,,,,
2024-08-29,1.870000004768372,1.9700000286102293,1.870000004768372,1.9600000381469729,34600.0,,,,,
2024-08-30,1.9700000286102293,1.9700000286102293,1.850000023841858,1.8899999856948853,32900.0,,,,,
2024-09-03,1.8799999952316284,1.9600000381469729,1.850000023841858,1.9600000381469729,17800.0,,,,,
2024-09-04,1.840000033378601,1.909999966621399,1.8200000524520876,1.8799999952316284,28000.0,,,,,
2024-09-05,1.830000042915344,1.8799999952316284,1.7999999523162842,1.8799999952316284,11600.0,,,,,
2024-09-06,1.7799999713897705,1.840000033378601,1.7400000095367432,1.7999999523162842,39500.0,,,,,
2024-09-09,1.8799999952316284,1.8799999952316284,1.75,1.75,31900.0,,,,,
2024-09-10,1.809999942779541,1.899999976158142,1.7699999809265137,1.8200000524520876,10200.0,,,,,
2024-09-11,1.899999976158142,1.9600000381469729,1.8200000524520876,1.8899999856948853,25100.0,,,,,
2024-09-12,1.899999976158142,1.950000047683716,1.8200000524520876,1.9299999475479128,43900.0,,,,,
2024-09-13,1.9299999475479128,1.950000047683716,1.8899999856948853,1.940000057220459,23600.0,,,,,
2024-09-16,1.919999957084656,1.9900000095367432,1.899999976158142,1.909999966621399,26900.0,,,,,
2024-09-17,1.870000004768372,1.9700000286102293,1.870000004768372,1.9600000381469729,33600.0,,,,,
2024-09-18,1.7899999618530271,1.940000057220459,1.7799999713897705,1.940000057220459,46600.0,,,,,
2024-09-19,1.899999976158142,1.919999957084656,1.850000023841858,1.909999966621399,25100.0,,,,,
2024-09-20,1.9700000286102293,1.9700000286102293,1.870000004768372,1.8899999856948853,26300.0,,,,,
2024-09-23,1.850000023841858,1.9600000381469729,1.850000023841858,1.909999966621399,52600.0,,,,,
2024-09-24,1.830000042915344,1.8899999856948853,1.7999999523162842,1.809999942779541,51200.0,,,,,
2024-09-25,1.8200000524520876,1.899999976158142,1.8200000524520876,1.830000042915344,46100.0,,,,,
2024-09-26,1.950000047683716,2.0999999046325684,1.870000004768372,1.8899999856948853,126500.0,,,,,
2024-09-27,2.0799999237060547,2.0799999237060547,1.899999976158142,2.049999952316284,59200.0,,,,,
2024-09-30,2.220000028610229,2.220000028610229,1.9900000095367432,2.009999990463257,330000.0,,,,,
2024-10-01,2.319999933242798,2.319999933242798,2.150000095367432,2.240000009536743,293500.0,,,,,
2024-10-02,2.2300000190734863,2.3399999141693115,2.180000066757202,2.3299999237060547,131600.0,,,,,
2024-10-03,2.259999990463257,2.3299999237060547,2.0799999237060547,2.0899999141693115,76600.0,,,,,
2024-10-04,2.190000057220459,2.3299999237060547,2.0999999046325684,2.220000028610229,123700.0,,,,,
2024-10-07,2.6600000858306885,2.7799999713897705,2.259999990463257,2.5,1388600.0,,,,,
2024-10-08,2.650000095367432,2.7100000381469727,2.470000028610229,2.700000047683716,364700.0,,,,,
2024-10-09,2.8399999141693115,2.869999885559082,2.5199999809265137,2.539999961853028,358900.0,,,,,
2024-10-10,2.619999885559082,2.950000047683716,2.559999942779541,2.9200000762939453,420000.0,,,,,
2024-10-11,2.630000114440918,2.789999961853028,2.549999952316284,2.630000114440918,200100.0,,,,,
2024-10-14,2.5999999046325684,2.7300000190734863,2.549999952316284,2.680000066757202,202100.0,,,,,
2024-10-15,2.809999942779541,2.930000066757202,2.569999933242798,2.5899999141693115,255900.0,,,,,
2024-10-16,2.8499999046325684,3.039999961853028,2.75,2.8399999141693115,299700.0,,,,,
2024-10-17,2.8499999046325684,2.880000114440918,2.740000009536743,2.869999885559082,53300.0,,,,,
2024-10-18,2.869999885559082,2.990000009536743,2.809999942779541,2.880000114440918,103400.0,,,,,
2024-10-21,3.0899999141693115,3.150000095367432,2.759999990463257,2.900000095367432,151900.0,,,,,
2024-10-22,2.890000104904175,3.150000095367432,2.690000057220459,3.0999999046325684,215800.0,,,,,
2024-10-23,2.7300000190734863,2.880000114440918,2.700000047683716,2.880000114440918,71800.0,,,,,
2024-10-24,2.799999952316284,2.8399999141693115,2.700000047683716,2.7799999713897705,75400.0,,,,,
2024-10-25,2.8499999046325684,2.970000028610229,2.75,2.799999952316284,88800.0,,,,,
2024-10-28,2.869999885559082,2.900000095367432,2.7699999809265137,2.900000095367432,68200.0,,,,,
2024-10-29,2.799999952316284,2.9100000858306885,2.799999952316284,2.869999885559082,53600.0,,,,,
2024-10-30,2.75,2.809999942779541,2.700000047683716,2.809999942779541,54700.0,,,,,
2024-10-31,2.5899999141693115,2.7699999809265137,2.470000028610229,2.7699999809265137,114200.0,,,,,
2024-11-01,2.6700000762939453,2.8299999237060547,2.5199999809265137,2.569999933242798,131800.0,,,,,
2024-11-04,2.6700000762939453,2.7799999713897705,2.5799999237060547,2.720000028610229,38100.0,,,,,
2024-11-05,2.6600000858306885,2.720000028610229,2.619999885559082,2.6700000762939453,19100.0,,,,,
2024-11-06,2.569999933242798,2.7100000381469727,2.400000095367432,2.5,71300.0,,,,,
2024-11-07,2.539999961853028,2.630000114440918,2.5199999809265137,2.549999952316284,74200.0,,,,,
2024-11-08,2.559999942779541,2.630000114440918,2.450000047683716,2.509999990463257,45700.0,,,,,
2024-11-11,2.559999942779541,2.650000095367432,2.440000057220459,2.559999942779541,63500.0,,,,,
2024-11-12,2.549999952316284,2.5899999141693115,2.3399999141693115,2.5799999237060547,210300.0,,,,,
2024-11-13,2.319999933242798,2.5799999237060547,2.319999933242798,2.549999952316284,189400.0,,,,,
