Date,Close,High,Low,Open,Volume,"('Close', 'WYFI')","('High', 'WYFI')","('Low', 'WYFI')","('Open', 'WYFI')","('Volume', 'WYFI')"
2025-10-28,,,,,,33.84000015258789,37.1150016784668,33.81999969482422,36.58000183105469,794900.0
2025-10-29,,,,,,33.779998779296875,34.459999084472656,32.16999816894531,33.709999084472656,595100.0
2025-10-30,,,,,,32.220001220703125,32.970001220703125,30.110000610351562,31.920000076293945,847400.0
2025-10-31,,,,,,33.9900016784668,34.0,30.829999923706055,32.79999923706055,880300.0
2025-11-03,,,,,,32.619998931884766,35.0,31.716999053955078,34.75,866700.0
2025-11-04,,,,,,30.469999313354492,32.52399826049805,29.3700008392334,31.15999984741211,930200.0
2025-11-05,,,,,,30.65999984741211,31.989999771118164,29.809999465942383,30.850000381469727,524300.0
2025-11-06,,,,,,28.049999237060547,31.56999969482422,27.670000076293945,31.56999969482422,625300.0
2025-11-07,,,,,,28.75,29.010000228881836,25.385000228881836,26.40999984741211,836100.0
2025-11-10,,,,,,29.049999237060547,30.399999618530273,27.729999542236328,30.0,573200.0
2025-11-11,,,,,,25.809999465942383,28.18000030517578,24.649999618530273,28.0,1456700.0
2025-11-12,,,,,,22.739999771118164,26.75,22.649999618530273,26.510000228881836,1213900.0
2025-11-13,,,,,,19.8700008392334,22.549999237060547,19.565000534057617,21.510000228881836,2312100.0
2025-11-14,,,,,,18.0,19.31999969482422,16.299999237060547,16.299999237060547,2440400.0
2025-11-17,,,,,,18.25,18.649999618530273,17.40999984741211,17.65999984741211,1250200.0
2025-11-18,,,,,,16.860000610351562,18.25,16.238000869750977,17.799999237060547,1692900.0
2025-11-19,,,,,,17.40999984741211,17.889999389648438,16.81999969482422,17.270000457763672,1050000.0
2025-11-20,,,,,,17.389999389648438,19.5,17.201000213623047,18.920000076293945,1642600.0
2025-11-21,,,,,,17.34000015258789,17.610000610351562,16.040000915527344,17.170000076293945,1097300.0
2025-11-24,,,,,,18.575000762939453,18.700000762939453,17.3799991607666,17.700000762939453,949800.0
2025-11-25,,,,,,17.81999969482422,18.459999084472656,17.0,18.459999084472656,859500.0
2025-11-26,,,,,,19.81999969482422,20.100000381469727,18.270000457763672,18.290000915527344,1626400.0
2025-11-28,,,,,,21.43000030517578,21.600000381469727,20.280000686645508,21.020000457763672,515200.0
2025-12-01,,,,,,19.68000030517578,20.695999145507812,19.4950008392334,20.549999237060547,775100.0
2025-12-02,,,,,,19.049999237060547,20.969999313354492,18.93000030517578,19.989999771118164,725100.0
2025-12-03,,,,,,19.43000030517578,19.479999542236328,18.058000564575195,18.31999969482422,569800.0
2025-12-04,,,,,,21.079999923706055,21.719999313354492,19.22599983215332,19.3700008392334,1549500.0
2025-12-05,,,,,,19.43000030517578,21.420000076293945,19.049999237060547,21.110000610351562,823600.0
2025-12-08,,,,,,19.25,19.75,18.565000534057617,19.43000030517578,518300.0
2025-12-09,,,,,,19.959999084472656,20.229999542236328,18.760000228881836,19.030000686645508,788000.0
2025-12-10,,,,,,19.149999618530273,20.017000198364258,18.43000030517578,19.469999313354492,708400.0
2025-12-11,,,,,,18.65999984741211,18.979999542236328,17.68000030517578,18.5,580600.0
2025-12-12,,,,,,18.6299991607666,20.139999389648438,18.235000610351562,19.020000457763672,859800.0
2025-12-15,,,,,,15.210000038146973,18.649999618530273,15.180000305175781,18.610000610351562,1792000.0
2025-12-16,,,,,,15.079999923706055,15.944999694824219,14.649999618530273,14.649999618530273,1293600.0
2025-12-17,,,,,,14.170000076293945,15.595000267028809,14.130000114440918,15.380000114440918,887700.0
2025-12-18,,,,,,14.300000190734863,15.100000381469727,13.90999984741211,14.449999809265137,1881500.0
2025-12-19,,,,,,16.739999771118164,17.5,15.350000381469727,17.0,5442100.0
2025-12-22,,,,,,18.309999465942383,19.100000381469727,16.450000762939453,16.799999237060547,1949400.0
2025-12-23,,,,,,17.709999084472656,17.94499969482422,17.010000228881836,17.920000076293945,295926.0
