Date,Close,High,Low,Open,Volume,"('Close', 'WYFI')","('High', 'WYFI')","('Low', 'WYFI')","('Open', 'WYFI')","('Volume', 'WYFI')"
2025-08-07,16.219999313354492,25.1299991607666,15.81999969482422,25.0,14776600.0,,,,,
2025-08-08,15.300000190734863,16.0,14.010000228881836,15.109999656677246,3471800.0,,,,,
2025-08-11,14.710000038146973,16.989999771118164,14.699999809265137,15.25,1354100.0,,,,,
2025-08-12,15.40999984741211,15.630999565124512,14.720000267028809,14.739999771118164,742600.0,,,,,
2025-08-13,17.31999969482422,17.459999084472656,16.030000686645508,16.450000762939453,1606900.0,,,,,
2025-08-14,17.84000015258789,18.01499938964844,16.229999542236328,16.229999542236328,1197600.0,,,,,
2025-08-15,17.09000015258789,17.649999618530273,16.040000915527344,17.299999237060547,803400.0,,,,,
2025-08-18,18.690000534057617,19.059999465942383,17.0,17.0,1555400.0,,,,,
2025-08-19,17.020000457763672,18.420000076293945,16.559999465942383,18.420000076293945,1185000.0,,,,,
2025-08-20,16.719999313354492,16.899999618530273,15.800000190734863,16.700000762939453,513400.0,,,,,
2025-08-21,16.709999084472656,16.709999084472656,16.0,16.459999084472656,370600.0,,,,,
2025-08-22,17.09000015258789,17.520000457763672,16.25,16.5,338800.0,,,,,
2025-08-25,16.559999465942383,17.059999465942383,16.360000610351562,17.059999465942383,275100.0,,,,,
2025-08-26,16.68000030517578,16.959999084472656,16.200000762939453,16.40999984741211,262800.0,,,,,
2025-08-27,16.899999618530273,17.09000015258789,16.510000228881836,16.510000228881836,163900.0,,,,,
2025-08-28,17.010000228881836,17.450000762939453,16.59000015258789,16.969999313354492,344600.0,,,,,
2025-08-29,16.90999984741211,16.989999771118164,16.399999618530273,16.850000381469727,400700.0,,,,,
2025-09-02,17.90999984741211,18.299999237060547,17.0,17.010000228881836,2138600.0,,,,,
2025-09-03,16.709999084472656,18.270000457763672,16.5,18.0,1002600.0,,,,,
2025-09-04,16.260000228881836,16.905000686645508,16.09000015258789,16.709999084472656,320800.0,,,,,
2025-09-05,16.34000015258789,16.700000762939453,15.920000076293944,16.389999389648438,300800.0,,,,,
2025-09-08,16.0,16.809999465942383,15.970000267028809,16.549999237060547,933200.0,,,,,
2025-09-09,18.38999938964844,18.959999084472656,17.100000381469727,17.600000381469727,2054000.0,,,,,
2025-09-10,23.57999992370605,24.5,19.0,19.280000686645508,2707500.0,,,,,
2025-09-11,20.56999969482422,23.399999618530277,20.309999465942383,23.100000381469727,1508400.0,,,,,
2025-09-12,19.950000762939453,21.059999465942383,18.3700008392334,21.059999465942383,1335900.0,,,,,
2025-09-15,19.989999771118164,20.950000762939453,19.030000686645508,19.739999771118164,989700.0,,,,,
2025-09-16,19.280000686645508,20.815000534057617,19.21999931335449,20.34000015258789,1072200.0,,,,,
2025-09-17,20.950000762939453,21.489999771118164,19.280000686645508,19.399999618530277,1169400.0,,,,,
2025-09-18,23.40999984741211,24.18000030517578,21.600000381469727,21.600000381469727,1805100.0,,,,,
2025-09-19,26.299999237060547,28.299999237060547,24.43000030517578,24.549999237060547,2668400.0,,,,,
2025-09-22,28.020000457763672,29.020999908447266,26.190000534057617,29.0,1573300.0,,,,,
2025-09-23,28.06999969482422,29.530000686645508,26.049999237060547,28.030000686645508,1440900.0,,,,,
2025-09-24,26.25,28.11000061035156,25.459999084472656,27.420000076293945,1195100.0,,,,,
2025-09-25,23.59000015258789,25.25,23.059999465942383,24.850000381469727,1083500.0,,,,,
2025-09-26,22.82999992370605,24.69099998474121,22.200000762939453,24.309999465942383,854800.0,,,,,
2025-09-29,26.739999771118164,27.479999542236328,23.13999938964844,23.57999992370605,1788100.0,,,,,
2025-09-30,27.170000076293945,28.75,25.8700008392334,27.01000022888184,1363300.0,,,,,
2025-10-01,31.989999771118164,32.36000061035156,26.280000686645508,27.1200008392334,1955900.0,,,,,
2025-10-02,33.68000030517578,34.040000915527344,30.520000457763672,32.66999816894531,2296600.0,,,,,
2025-10-03,31.200000762939453,34.400001525878906,30.559999465942383,33.91999816894531,1171400.0,,,,,
2025-10-06,33.93000030517578,36.09999847412109,32.29999923706055,32.66999816894531,1462300.0,,,,,
2025-10-07,33.630001068115234,35.47999954223633,32.310001373291016,34.61000061035156,1370600.0,,,,,
2025-10-08,34.290000915527344,35.95000076293945,32.68000030517578,33.88999938964844,853400.0,,,,,
2025-10-09,33.7400016784668,34.189998626708984,32.7400016784668,34.0,718600.0,,,,,
2025-10-10,33.029998779296875,38.65499877929688,32.84000015258789,34.400001525878906,2064100.0,,,,,
2025-10-13,39.130001068115234,40.75,35.0,35.0,1500800.0,,,,,
2025-10-14,37.63999938964844,39.09000015258789,35.0,37.91999816894531,1366600.0,,,,,
2025-10-15,36.68000030517578,39.380001068115234,35.0,39.380001068115234,1564400.0,,,,,
2025-10-16,31.440000534057617,37.91999816894531,31.32999992370605,37.0,1483600.0,,,,,
2025-10-17,30.270000457763672,31.40999984741211,29.33099937438965,31.200000762939453,929200.0,,,,,
2025-10-20,,,,,,32.0,32.38999938964844,28.5049991607666,30.989999771118164,1291400.0
2025-10-21,,,,,,29.84000015258789,31.743000030517578,28.729999542236328,31.0,941600.0
2025-10-22,,,,,,27.760000228881836,29.549999237060547,25.850000381469727,29.1200008392334,1677200.0
2025-10-23,,,,,,28.985000610351562,29.549999237060547,27.510000228881836,27.770000457763672,573500.0
2025-10-24,,,,,,34.040000915527344,35.14500045776367,29.5,30.399999618530273,1948800.0
2025-10-27,,,,,,36.970001220703125,37.060001373291016,32.790000915527344,35.79999923706055,1311300.0
