Date,Close,High,Low,Open,Volume,"('Close', 'SLNH')","('High', 'SLNH')","('Low', 'SLNH')","('Open', 'SLNH')","('Volume', 'SLNH')"
2024-06-03,2.380000114440918,2.490000009536743,2.3299999237060547,2.450000047683716,24400.0,,,,,
2024-06-04,2.4600000381469727,2.509999990463257,2.3399999141693115,2.509999990463257,48500.0,,,,,
2024-06-05,2.400000095367432,2.5299999713897705,2.3299999237060547,2.490000009536743,160200.0,,,,,
2024-06-06,2.470000028610229,2.539999961853028,2.259999990463257,2.5,173000.0,,,,,
2024-06-07,2.759999990463257,2.859999895095825,2.4100000858306885,2.4600000381469727,156600.0,,,,,
2024-06-10,3.130000114440918,3.140000104904175,2.759999990463257,2.759999990463257,243100.0,,,,,
2024-06-11,3.1600000858306885,3.2100000381469727,2.819999933242798,3.130000114440918,168500.0,,,,,
2024-06-12,3.359999895095825,3.390000104904175,3.059999942779541,3.1600000858306885,150200.0,,,,,
2024-06-13,3.9800000190734863,4.099999904632568,3.3499999046325684,3.390000104904175,253700.0,,,,,
2024-06-14,3.690000057220459,3.9600000381469727,3.5899999141693115,3.9600000381469727,119900.0,,,,,
2024-06-17,4.460000038146973,4.489999771118164,3.650000095367432,3.700000047683716,164000.0,,,,,
2024-06-18,4.829999923706055,5.090000152587891,4.300000190734863,4.329999923706055,264200.0,,,,,
2024-06-20,5.840000152587891,6.550000190734863,4.949999809265137,4.980000019073486,1072400.0,,,,,
2024-06-21,5.239999771118164,5.760000228881836,5.03000020980835,5.75,358000.0,,,,,
2024-06-24,6.960000038146973,7.059999942779541,5.429999828338623,5.489999771118164,1418200.0,,,,,
2024-06-25,7.670000076293945,8.800000190734863,7.010000228881836,7.400000095367432,1626700.0,,,,,
2024-06-26,7.03000020980835,7.900000095367432,6.909999847412109,7.900000095367432,506800.0,,,,,
2024-06-27,5.96999979019165,7.119999885559082,5.900000095367432,7.0,544300.0,,,,,
2024-06-28,6.090000152587891,6.920000076293945,5.96999979019165,6.309999942779541,337800.0,,,,,
2024-07-01,6.320000171661377,6.71999979019165,5.809999942779541,6.019999980926514,461200.0,,,,,
2024-07-02,5.75,6.53000020980835,5.590000152587891,6.389999866485596,430000.0,,,,,
2024-07-03,5.380000114440918,5.75,5.03000020980835,5.679999828338623,382900.0,,,,,
2024-07-05,5.989999771118164,6.269999980926514,5.179999828338623,5.269999980926514,448400.0,,,,,
2024-07-08,6.519999980926514,7.0,5.909999847412109,6.25,558900.0,,,,,
2024-07-09,6.480000019073486,6.800000190734863,6.079999923706055,6.710000038146973,293600.0,,,,,
2024-07-10,5.710000038146973,6.539999961853027,5.639999866485596,6.480000019073486,353900.0,,,,,
2024-07-11,5.289999961853027,5.920000076293945,5.070000171661377,5.900000095367432,392600.0,,,,,
2024-07-12,5.71999979019165,5.829999923706055,5.090000152587891,5.28000020980835,189400.0,,,,,
2024-07-15,5.570000171661377,6.079999923706055,5.400000095367432,5.849999904632568,320000.0,,,,,
2024-07-16,6.789999961853027,6.96999979019165,5.630000114440918,5.699999809265137,507100.0,,,,,
2024-07-17,6.449999809265137,6.980000019073486,6.110000133514404,6.570000171661377,336900.0,,,,,
2024-07-18,5.789999961853027,6.639999866485596,5.610000133514404,6.460000038146973,227500.0,,,,,
2024-07-19,6.380000114440918,6.599999904632568,5.800000190734863,5.800000190734863,268500.0,,,,,
2024-07-22,6.25,6.619999885559082,5.920000076293945,6.550000190734863,193700.0,,,,,
2024-07-23,6.119999885559082,6.300000190734863,5.710000038146973,6.300000190734863,196800.0,,,,,
2024-07-24,5.5,6.300000190734863,5.309999942779541,6.139999866485596,183400.0,,,,,
2024-07-25,5.309999942779541,5.71999979019165,5.170000076293945,5.46999979019165,153600.0,,,,,
2024-07-26,5.429999828338623,5.639999866485596,5.25,5.639999866485596,94100.0,,,,,
2024-07-29,5.46999979019165,5.909999847412109,5.340000152587891,5.610000133514404,121300.0,,,,,
2024-07-30,4.960000038146973,5.489999771118164,4.880000114440918,5.329999923706055,200600.0,,,,,
2024-07-31,5.170000076293945,5.610000133514404,4.960000038146973,5.010000228881836,228200.0,,,,,
2024-08-01,4.840000152587891,5.230000019073486,4.559999942779541,5.139999866485596,247500.0,,,,,
2024-08-02,4.309999942779541,4.769999980926514,4.25,4.769999980926514,157000.0,,,,,
2024-08-05,4.190000057220459,4.400000095367432,3.400000095367432,3.5199999809265137,215500.0,,,,,
2024-08-06,4.349999904632568,4.5,4.190000057220459,4.300000190734863,115200.0,,,,,
2024-08-07,3.9600000381469727,4.679999828338623,3.9600000381469727,4.420000076293945,146900.0,,,,,
2024-08-08,4.420000076293945,4.489999771118164,3.819999933242798,3.9700000286102295,169200.0,,,,,
2024-08-09,4.210000038146973,4.429999828338623,4.190000057220459,4.429999828338623,40100.0,,,,,
2024-08-12,3.869999885559082,4.300000190734863,3.670000076293945,4.230000019073486,103600.0,,,,,
2024-08-13,4.650000095367432,4.849999904632568,3.799999952316284,3.839999914169312,90300.0,,,,,
2024-08-14,4.300000190734863,4.78000020980835,4.260000228881836,4.710000038146973,73000.0,,,,,
