Date,Close,High,Low,Open,Volume,"('Close', 'VSEC')","('High', 'VSEC')","('Low', 'VSEC')","('Open', 'VSEC')","('Volume', 'VSEC')"
2024-06-03,82.31426239013672,83.76657354093601,81.01116290048688,81.68758252037343,313400.0,,,,,
2024-06-04,82.284423828125,82.69226095126221,80.48395714483965,82.30431517518659,142700.0,,,,,
2024-06-05,84.28384399414062,85.08957638124508,82.91110574740476,83.08020876384532,150800.0,,,,,
2024-06-06,81.90642547607422,84.0550553867753,80.57348504531123,83.82626313936467,117900.0,,,,,
2024-06-07,81.58810424804688,82.0456887062507,76.17675479673272,81.3394206721285,109800.0,,,,,
2024-06-10,83.48805236816406,83.58752428301932,80.68290186961019,80.74258350067922,83800.0,,,,,
2024-06-11,83.99537658691406,84.24406019112523,81.34937939528103,82.66242852194713,85400.0,,,,,
2024-06-12,84.05504608154297,87.36751303255983,83.85610226260019,86.19372628666888,111200.0,,,,,
2024-06-13,81.27974700927734,84.1545288215345,81.0111720602175,83.63727027218098,153300.0,,,,,
2024-06-14,82.00588989257812,82.53309780440603,79.35989327723553,81.48862385851402,195100.0,,,,,
2024-06-17,82.17499542236328,83.73672786131844,80.82215626119219,81.6776283069098,141400.0,,,,,
2024-06-18,81.56820678710938,83.1796789703885,81.30957376255891,82.51320126907694,150200.0,,,,,
2024-06-20,82.84146118164062,83.53777966021003,80.0860508461051,80.78236173545501,246900.0,,,,,
2024-06-21,83.22942352294922,84.0650043462327,80.7624865173373,82.79174555763028,321100.0,,,,,
2024-06-24,86.04450988769531,86.14398179168684,82.51320037684764,83.1100469792364,204200.0,,,,,
2024-06-25,87.49683380126953,87.96436016691628,84.9702076044282,85.68641756122994,254700.0,,,,,
2024-06-26,86.71098327636719,88.7302926018246,86.21361614835422,86.71098327636719,182000.0,,,,,
2024-06-27,86.69108581542969,87.32771508724169,85.27856509292302,87.07903154077701,195900.0,,,,,
2024-06-28,87.81515502929688,91.24699339615468,87.04921285079774,88.03399782007419,393600.0,,,,,
2024-07-01,85.1393051147461,88.52140325340739,84.88067966092231,87.48687867045096,124900.0,,,,,
2024-07-02,87.46698760986328,88.18319752265478,84.5524157970548,84.5524157970548,163600.0,,,,,
2024-07-03,87.73555755615234,88.58108773754043,87.4570331812471,87.66592646242603,44000.0,,,,,
2024-07-05,88.82978057861328,88.99888359686767,86.58167882040625,87.29788876739049,149700.0,,,,,
2024-07-08,87.54656982421875,89.8344542118095,87.18846486107923,89.68525013485187,94600.0,,,,,
2024-07-09,87.42719268798828,88.26277340498125,86.30314571680232,87.74550734464749,107000.0,,,,,
2024-07-10,87.59630584716797,88.05388274485153,86.58168013303847,87.86488837596934,75800.0,,,,,
2024-07-11,88.36225128173828,90.38156073282896,87.95440656856756,89.3868264149147,106400.0,,,,,
2024-07-12,88.73029327392578,90.48102770277424,88.34234751827472,89.28734962218947,178800.0,,,,,
2024-07-15,89.9637680053711,90.52081675686291,88.6805599120674,89.8046068825334,119500.0,,,,,
2024-07-16,90.98835754394533,92.5102999744102,90.08314558954154,90.27214755567448,208100.0,,,,,
2024-07-17,88.07058715820312,91.7551291609144,88.05066644390334,90.76926653381514,198000.0,,,,,
2024-07-18,86.79594421386719,89.3751223714216,86.62664851436328,88.41913311625507,175700.0,,,,,
2024-07-19,88.25979614257812,88.80750187122824,85.22254033127663,86.84572920364324,552200.0,,,,,
2024-07-22,91.57587432861328,91.83479041375529,88.3892440404269,88.3892440404269,227100.0,,,,,
2024-07-23,93.1990737915039,93.70694566444172,90.82901771367206,90.82901771367206,203800.0,,,,,
2024-07-24,90.26139831542967,93.50778350197962,89.8730279437519,92.64141473572246,120900.0,,,,,
2024-07-25,90.11202239990234,92.5617461023768,90.11202239990234,90.58006043203648,107200.0,,,,,
2024-07-26,91.30701446533205,92.42233137713482,90.33110456997794,91.60575681062494,148400.0,,,,,
2024-07-29,89.57427215576172,91.8746283582099,89.35519748662374,91.45637694115716,143800.0,,,,,
2024-07-30,86.73619079589844,90.79915088161094,86.48723502002184,90.24149237485614,155300.0,,,,,
2024-07-31,88.6182861328125,90.54022481565536,86.43743894167842,87.91125271858373,275600.0,,,,,
2024-08-01,83.83834838867188,86.41752654527761,77.66424067139236,86.41752654527761,436800.0,,,,,
2024-08-02,78.30155181884766,82.20518335732578,77.6841464838401,80.45253292765351,229600.0,,,,,
2024-08-05,76.82774353027344,77.31569465747387,73.05357356839774,74.37801993975378,242800.0,,,,,
2024-08-06,79.73554229736328,79.81520995576518,76.44932356478257,77.62439493486934,211700.0,,,,,
2024-08-07,80.51228332519531,83.62921399545263,79.49654726746866,81.23923741562234,260900.0,,,,,
2024-08-08,82.35456085205078,83.061601883251,80.37287516626017,81.408532020487,84000.0,,,,,
2024-08-09,83.62921905517578,84.14704367333074,81.46827736660438,82.49397384311291,131800.0,,,,,
2024-08-12,84.30638122558594,84.63499705081588,83.26076400682433,83.73875480580975,123800.0,,,,,
2024-08-13,83.23089599609375,85.5710787468182,82.96201950617548,84.75450411387311,86600.0,,,,,
2024-08-14,88.26974487304688,89.27552817065718,82.76284522550694,84.88394535450188,262100.0,,,,,
2024-08-15,88.9967041015625,89.7236506357751,87.25401385437337,89.26557296821714,95700.0,,,,,
2024-08-16,89.16600036621094,89.8132868940415,87.71209956690704,88.53863455479026,164700.0,,,,,
2024-08-19,88.95687103271484,89.93277332489411,88.73778875558537,89.61411026657667,113400.0,,,,,
2024-08-20,86.70630645751953,88.62824511044484,86.40755652487826,88.43903631327028,71100.0,,,,,
2024-08-21,87.27392578125,87.5826284753337,86.61668656198685,87.5826284753337,48100.0,,,,,
2024-08-22,89.6141128540039,90.75931086454726,87.32372443044403,87.57268018936534,156900.0,,,,,
2024-08-23,90.56014251708984,91.35679632748442,89.31536381566747,90.43068066972512,90000.0,,,,,
2024-08-26,91.15763854980467,93.19907114617304,90.38089782355053,91.17755166694064,78400.0,,,,,
2024-08-27,88.65811920166016,90.9783885817578,88.57845153939746,90.9783885817578,121700.0,,,,,
2024-08-28,89.29544830322266,89.96264790264263,87.41334340484292,88.05066952929285,120600.0,,,,,
2024-08-29,91.71530151367188,92.68125108912616,88.54858390634513,89.66390845901356,126200.0,,,,,
2024-08-30,92.6414031982422,92.89035892331434,90.46054861540196,92.70115014105126,89900.0,,,,,
2024-09-03,87.29385375976562,92.61154529437135,87.04489799284526,91.49622072345844,143300.0,,,,,
2024-09-04,85.97935485839844,87.19426014368486,85.38186257314204,86.94530439170082,86500.0,,,,,
2024-09-05,87.34363555908203,87.35359591651955,83.93792267800677,86.16856409983349,90600.0,,,,,
2024-09-06,82.7628402709961,87.49299895707685,82.71304608792184,87.34362400537971,112400.0,,,,,
2024-09-09,82.47406005859375,85.20261293482696,82.20519119312732,82.93213772412732,80800.0,,,,,
2024-09-10,83.01180267333984,85.01340895313916,82.0657738989835,82.64334544249803,91300.0,,,,,
2024-09-11,83.45993041992188,84.13709042241226,80.2633392250492,82.75289694045102,66900.0,,,,,
2024-09-12,85.04328918457031,85.91961072516624,83.93792500173043,84.38604233097823,64200.0,,,,,
2024-09-13,87.54280090332031,87.94112401313458,86.08889268189823,86.08889268189823,58600.0,,,,,
2024-09-16,87.04489135742188,88.11042165471463,85.30220112182451,87.76187752957397,86200.0,,,,,
2024-09-17,87.2042236328125,88.93695360154108,86.96522822963229,87.84154977297764,78500.0,,,,,
2024-09-18,88.01083374023438,91.41655416411326,86.51709924472617,87.20421954386843,102400.0,,,,,
2024-09-19,88.75770568847656,91.2373105525558,88.63821178492465,90.2614006208959,156600.0,,,,,
2024-09-20,86.97517395019531,88.83736562629865,86.278100915037,88.31954102839907,515800.0,,,,,
2024-09-23,82.98193359375,87.6822194362116,82.53380867885988,87.26396799614217,212700.0,,,,,
2024-09-24,81.3487777709961,85.46152374629588,81.24918939974502,82.86242528518437,114700.0,,,,,
2024-09-25,82.41432189941406,82.92218621029365,80.48242265382777,81.8765765136057,159900.0,,,,,
2024-09-26,82.20519256591797,83.69892708185208,81.93631609843492,83.28067564327029,128300.0,,,,,
2024-09-27,82.72301483154297,85.77023072601718,82.10560184743893,82.82259561026261,161100.0,,,,,
2024-09-30,82.38443756103516,83.70887633556866,81.42844082505609,82.66326677672642,161000.0,,,,,
2024-10-01,82.96202087402344,83.08152238234933,80.27330151567361,82.15540658602396,144800.0,,,,,
2024-10-02,83.76862335205078,84.26653479176156,82.30476250369699,82.54375786745098,111500.0,,,,,
2024-10-03,83.62921905517578,84.11717019887345,82.98193258433716,83.35038223267911,154400.0,,,,,
2024-10-04,85.81006622314453,85.88973388667767,84.39599938430068,85.0731593292793,111300.0,,,,,
2024-10-07,84.45574188232422,85.54119284756146,82.86242668326263,85.50135901789416,98800.0,,,,,
2024-10-08,85.75032806396484,86.44740119751592,84.7047107661109,84.87400646785389,116200.0,,,,,
2024-10-09,87.07476806640625,88.62824956007084,85.50136585755138,85.86982311330401,215700.0,,,,,
2024-10-10,86.6565170288086,87.36355806838904,85.89969699359801,86.55693624496791,175400.0,,,,,
2024-10-11,89.15603637695312,89.27553787796371,85.01341644310286,87.16439027860493,118300.0,,,,,
2024-10-14,91.2771453857422,92.27296844638948,89.02658314137179,89.1560374041462,190200.0,,,,,
2024-10-15,89.62406921386719,91.81487675564,89.39502658296455,91.29705214309378,118700.0,,,,,
2024-10-16,105.35807800292967,105.66678070630353,90.82901626654872,91.47630274566228,1429700.0,,,,,
2024-10-17,102.37061309814452,105.58711731134072,99.52255855289955,105.20870728553147,547500.0,,,,,
2024-10-18,103.64525604248048,104.7107863113543,101.36482054044605,102.7390534973266,515200.0,,,,,
2024-10-21,100.97645568847656,103.71496899187568,100.05033997651688,103.65521444439246,182600.0,,,,,
2024-10-22,101.2951202392578,102.27102255801265,99.7018049042818,101.2951202392578,206200.0,,,,,
2024-10-23,100.9167022705078,101.68349025865685,99.80138533869366,100.20966883051084,164700.0,,,,,
2024-10-24,101.3847427368164,102.18140421934376,100.48850806588186,101.55403843018416,136500.0,,,,,
2024-10-25,102.49009704589844,102.9083408649825,100.93661566214264,102.1216474137404,142700.0,,,,,
2024-10-28,104.3622589111328,104.63112779231898,102.5697743781352,103.21706088158028,168700.0,,,,,
2024-10-29,106.08502197265624,106.20452346663738,103.89421443235425,104.05354216013592,180100.0,,,,,
2024-10-30,105.83606719970705,107.84763391385266,105.80619372531824,106.21448480203576,217800.0,,,,,
2024-10-31,102.1913604736328,106.72235063067208,102.12165316652532,106.3041067880272,212600.0,,,,,
2024-11-01,102.8983917236328,105.23857423844022,102.25110525846657,102.82868441800116,204400.0,,,,,
2024-11-04,102.55979919433594,104.6012391952782,101.59384975772012,102.61955373514908,154800.0,,,,,
2024-11-05,105.8659439086914,106.24436152258218,101.88265178791632,103.336552500296,217800.0,,,,,
2024-11-06,116.09270477294922,116.46150131675354,108.38774222289403,108.52728809428156,403500.0,,,,,
2024-11-07,114.0493392944336,116.57114224682034,112.85322968691304,116.52130878257,186300.0,,,,,
2024-11-08,117.41840362548828,118.55471011953598,113.77025612009729,114.51782658221708,147800.0,,,,,
2024-11-11,120.39871215820312,120.57812936796375,117.54797627238412,118.81385887120427,157500.0,,,,,
2024-11-12,120.76751708984376,121.2060865795514,118.36532041063218,120.49838747113152,169300.0,,,,,
2024-11-13,120.96686553955078,123.518570210732,119.51159599397526,121.86395158947536,232500.0,,,,,
2024-11-14,117.05956268310548,121.26589346604412,115.73386931224005,121.26589346604412,280200.0,,,,,
2024-11-15,114.96636199951172,117.05956530767456,113.53103193109231,117.05956530767456,136600.0,,,,,
