Date,Close,High,Low,Open,Volume,"('Close', 'ANEB')","('High', 'ANEB')","('Low', 'ANEB')","('Open', 'ANEB')","('Volume', 'ANEB')"
2024-05-30,2.0999999046325684,2.1010000705718994,2.0999999046325684,2.1010000705718994,600.0,,,,,
2024-05-31,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,1100.0,,,,,
2024-06-03,2.140000104904175,2.190000057220459,2.059999942779541,2.190000057220459,1200.0,,,,,
2024-06-04,2.119999885559082,2.119999885559082,2.049999952316284,2.0999999046325684,4200.0,,,,,
2024-06-05,2.0199999809265137,2.0299999713897705,2.015000104904175,2.015000104904175,1800.0,,,,,
2024-06-06,2.164999961853028,2.240000009536743,2.0799999237060547,2.0799999237060547,1800.0,,,,,
2024-06-07,2.1700000762939453,2.1700000762939453,2.1700000762939453,2.1700000762939453,700.0,,,,,
2024-06-10,2.0,2.0439999103546143,2.0,2.039999961853028,4000.0,,,,,
2024-06-11,2.0199999809265137,2.086999893188477,2.0,2.0,4100.0,,,,,
2024-06-12,2.122999906539917,2.1549999713897705,2.0,2.0,5800.0,,,,,
2024-06-13,2.0999999046325684,2.109999895095825,2.0999999046325684,2.0999999046325684,3300.0,,,,,
2024-06-14,2.0999999046325684,2.0999999046325684,2.0999999046325684,2.0999999046325684,400.0,,,,,
2024-06-17,2.0299999713897705,2.109999895095825,2.0,2.0999999046325684,5300.0,,,,,
2024-06-18,2.049000024795532,2.049000024795532,1.9900000095367432,2.0299999713897705,4800.0,,,,,
2024-06-20,1.899999976158142,1.9600000381469729,1.8899999856948853,1.950000047683716,1000.0,,,,,
2024-06-21,2.680000066757202,2.759999990463257,1.899999976158142,2.009999990463257,75200.0,,,,,
2024-06-24,2.640000104904175,2.9600000381469727,2.440000057220459,2.740000009536743,66600.0,,,,,
2024-06-25,2.799999952316284,2.950000047683716,2.556999921798706,2.609999895095825,13400.0,,,,,
2024-06-26,2.8299999237060547,2.9600000381469727,2.5199999809265137,2.680000066757202,24500.0,,,,,
2024-06-27,2.630000114440918,2.75,2.630000114440918,2.75,1600.0,,,,,
2024-06-28,2.7300000190734863,2.7300000190734863,2.7300000190734863,2.7300000190734863,400.0,,,,,
2024-07-01,2.680000066757202,2.680000066757202,2.680000066757202,2.680000066757202,300.0,,,,,
2024-07-02,2.490000009536743,2.739000082015991,2.400000095367432,2.559999942779541,16500.0,,,,,
2024-07-03,2.400000095367432,2.549999952316284,2.400000095367432,2.549999952316284,900.0,,,,,
2024-07-05,2.5899999141693115,2.5899999141693115,2.359999895095825,2.359999895095825,600.0,,,,,
2024-07-08,2.6630001068115234,2.6630001068115234,2.549999952316284,2.619999885559082,700.0,,,,,
2024-07-09,2.434999942779541,2.569999933242798,2.246000051498413,2.569999933242798,7400.0,,,,,
2024-07-10,2.319999933242798,2.539999961853028,2.299999952316284,2.509999990463257,9800.0,,,,,
2024-07-11,2.2699999809265137,2.569999933242798,2.2699999809265137,2.309999942779541,9900.0,,,,,
2024-07-12,2.470000028610229,2.470000028610229,2.2799999713897705,2.2799999713897705,300.0,,,,,
2024-07-15,2.4200000762939453,2.4200000762939453,2.4200000762939453,2.4200000762939453,300.0,,,,,
2024-07-16,2.4100000858306885,2.4100000858306885,2.289999961853028,2.390000104904175,1200.0,,,,,
2024-07-17,2.2699999809265137,2.400000095367432,2.2699999809265137,2.400000095367432,1600.0,,,,,
2024-07-18,2.200000047683716,2.289999961853028,2.200000047683716,2.2100000381469727,10000.0,,,,,
2024-07-19,2.200000047683716,2.220000028610229,2.200000047683716,2.220000028610229,600.0,,,,,
2024-07-22,2.400000095367432,2.400000095367432,2.220000028610229,2.25,500.0,,,,,
2024-07-23,2.400000095367432,2.400000095367432,2.400000095367432,2.400000095367432,300.0,,,,,
2024-07-24,2.400000095367432,2.400000095367432,2.400000095367432,2.400000095367432,0.0,,,,,
2024-07-25,2.200000047683716,2.3299999237060547,2.200000047683716,2.3299999237060547,3200.0,,,,,
2024-07-26,2.200000047683716,2.299999952316284,2.200000047683716,2.299999952316284,1400.0,,,,,
2024-07-29,2.200000047683716,2.246999979019165,2.200000047683716,2.246999979019165,400.0,,,,,
2024-07-30,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,300.0,,,,,
2024-07-31,2.400000095367432,2.400000095367432,2.2100000381469727,2.2100000381469727,500.0,,,,,
2024-08-01,2.282999992370605,2.282999992370605,2.0999999046325684,2.0999999046325684,1600.0,,,,,
2024-08-02,2.0,2.0999999046325684,2.0,2.0460000038146973,10400.0,,,,,
2024-08-05,1.919999957084656,2.0,1.919999957084656,2.0,2800.0,,,,,
2024-08-06,1.9800000190734863,2.069999933242798,1.9800000190734863,2.069999933242798,1600.0,,,,,
2024-08-07,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.9800000190734863,400.0,,,,,
2024-08-08,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.9800000190734863,0.0,,,,,
2024-08-09,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.9800000190734863,0.0,,,,,
2024-08-12,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.9800000190734863,0.0,,,,,
2024-08-13,1.850000023841858,2.065999984741211,1.830000042915344,1.965000033378601,13100.0,,,,,
2024-08-14,1.924999952316284,1.9800000190734863,1.870000004768372,1.9800000190734863,2000.0,,,,,
2024-08-15,1.940000057220459,1.940000057220459,1.940000057220459,1.940000057220459,400.0,,,,,
2024-08-16,1.9800000190734863,2.069999933242798,1.9800000190734863,2.069999933242798,400.0,,,,,
2024-08-19,2.039999961853028,2.0899999141693115,1.830000042915344,1.830000042915344,7300.0,,,,,
2024-08-20,1.9800000190734863,1.9800000190734863,1.9800000190734863,1.9800000190734863,1400.0,,,,,
2024-08-21,2.0,2.0,2.0,2.0,3300.0,,,,,
2024-08-22,1.9220000505447388,1.9220000505447388,1.9220000505447388,1.9220000505447388,400.0,,,,,
2024-08-23,2.0899999141693115,2.0899999141693115,1.940000057220459,1.9700000286102293,4600.0,,,,,
2024-08-26,1.9450000524520876,1.9450000524520876,1.9450000524520876,1.9450000524520876,300.0,,,,,
2024-08-27,2.0299999713897705,2.049000024795532,1.9299999475479128,1.9739999771118164,3300.0,,,,,
2024-08-28,1.825999975204468,1.937000036239624,1.8200000524520876,1.937000036239624,6800.0,,,,,
