Date,Close,High,Low,Open,Volume,"('Close', 'ICL')","('High', 'ICL')","('Low', 'ICL')","('Open', 'ICL')","('Volume', 'ICL')"
2024-06-03,4.520865440368652,4.539981132168674,4.473075982991576,4.520865440368652,308000.0,,,,,
2024-06-04,4.492191314697266,4.501749387708122,4.473075624429558,4.482633697440415,381200.0,,,,,
2024-06-05,4.396613121032715,4.463518268767829,4.396613121032715,4.463518268767829,504800.0,,,,,
2024-06-06,4.450677871704102,4.455504721119532,4.39275153550054,4.4120603142350605,324900.0,,,,,
2024-06-07,4.354133605957031,4.441022872658611,4.337720938274284,4.441022872658611,338900.0,,,,,
2024-06-10,4.431369304656982,4.450678084313887,4.397578594989184,4.4120605250000775,427400.0,,,,,
2024-06-11,4.412060260772705,4.421714419844183,4.334824686412914,4.392751482272155,489700.0,,,,,
2024-06-12,4.450677871704102,4.527912986642183,4.416887163650492,4.527912986642183,536000.0,,,,,
2024-06-13,4.354133605957031,4.441022872658611,4.3444789872359895,4.441022872658611,331700.0,,,,,
2024-06-14,4.354133605957031,4.363787764320514,4.281725346621896,4.3444789872359895,494200.0,,,,,
2024-06-17,4.199663162231445,4.2479353378032485,4.151391447017226,4.238280718545854,1022100.0,,,,,
2024-06-18,4.286552429199219,4.296206587051941,4.218971482800024,4.218971482800024,520500.0,,,,,
2024-06-20,4.228626728057861,4.262416976089324,4.151391612353032,4.228626728057861,549700.0,,,,,
2024-06-21,4.2189717292785645,4.257589283660617,4.199662952087538,4.247935125243885,937400.0,,,,,
2024-06-24,4.228626728057861,4.256624296375701,4.194836019668796,4.238280887342164,723500.0,,,,,
2024-06-25,4.170700073242188,4.247935183057448,4.151391295788372,4.228626405603633,498400.0,,,,,
2024-06-26,4.238280296325684,4.247934914621279,4.170699809686671,4.190008585920323,445700.0,,,,,
2024-06-27,4.209318161010742,4.218972320780994,4.165873291150546,4.209318161010742,495200.0,,,,,
2024-06-28,4.132082939147949,4.228626836249104,4.114704899562457,4.209318056828873,558700.0,,,,,
2024-07-01,4.016229629516602,4.0741559652856765,3.9872666918108615,4.045193027579936,738200.0,,,,,
2024-07-02,4.045193195343018,4.083810754123956,4.006575636562079,4.064501974733487,908100.0,,,,,
2024-07-03,4.122427940368652,4.141736718014222,4.04519282978637,4.05484698843037,295400.0,,,,,
2024-07-05,4.15139102935791,4.218971515930259,4.093464240356558,4.209317358001726,752300.0,,,,,
2024-07-08,4.161045551300049,4.223799194576669,4.151391392526957,4.161045551300049,743100.0,,,,,
2024-07-09,4.190009117126465,4.257589612333281,4.170700338444861,4.238280833651677,831100.0,,,,,
2024-07-10,4.228626728057861,4.247935506984069,4.209317949131654,4.218972108415956,402600.0,,,,,
2024-07-11,4.257589817047119,4.27689859665713,4.218972257827097,4.257589817047119,727500.0,,,,,
2024-07-12,4.325170516967773,4.340617355588128,4.22862662469658,4.267244181605057,614400.0,,,,,
2024-07-15,4.286552429199219,4.310688514367326,4.24793487707326,4.286552429199219,462100.0,,,,,
2024-07-16,4.373442649841309,4.392751428103756,4.272071448874065,4.276898298171487,399300.0,,,,,
2024-07-17,4.421713829040527,4.431368447179604,4.32516994943741,4.32516994943741,810100.0,,,,,
2024-07-18,4.479640483856201,4.556875593177548,4.4603317065258645,4.4603317065258645,721300.0,,,,,
2024-07-19,4.431369304656982,4.513431733288232,4.4120605250000775,4.479641023620434,403900.0,,,,,
2024-07-22,4.48929500579834,4.503776473394118,4.421714056422119,4.46033161024923,470600.0,,,,,
2024-07-23,4.479640483856201,4.508603880030488,4.4603317065258645,4.498949261186538,339000.0,,,,,
2024-07-24,4.412060260772705,4.479640755345832,4.412060260772705,4.441023198344733,336200.0,,,,,
2024-07-25,4.450677871704102,4.489295429173142,4.363788137219961,4.402405694689001,648700.0,,,,,
2024-07-26,4.460331916809082,4.498949473290388,4.431368979626896,4.479640695049735,525400.0,,,,,
2024-07-29,4.170700073242188,4.245038613242714,4.141736676882681,4.228626405603633,1569500.0,,,,,
2024-07-30,4.112773895263672,4.136909522718755,4.054847100370236,4.0838104978169545,928000.0,,,,,
2024-07-31,4.05484676361084,4.127255021035258,4.045192605502112,4.103118935227118,1220200.0,,,,,
2024-08-01,3.929340362548828,4.025884255657164,3.910031583927161,3.9969208575458657,635900.0,,,,,
2024-08-02,3.842450618743897,3.89554964472826,3.7990057518668734,3.8810681758884495,832000.0,,,,,
2024-08-05,3.7072887420654297,3.784524082439708,3.697634353290993,3.726597519614303,919100.0,,,,,
2024-08-06,3.765215396881104,3.803832952922339,3.721770531245318,3.7362519996713854,1220500.0,,,,,
