Date,Close,High,Low,Open,Volume,"('Close', 'D')","('High', 'D')","('Low', 'D')","('Open', 'D')","('Volume', 'D')"
2024-06-03,50.61641693115234,50.99366017128159,50.2957648539981,50.7484545835583,5037000.0,,,,,
2024-06-04,50.24860763549805,50.66357592647847,50.06941907199356,50.38064169257065,4399100.0,,,,,
2024-06-05,49.53184509277344,50.11656883199917,49.45639501150153,49.97510532610118,3437300.0,,,,,
2024-06-06,49.29607009887695,50.031690419606186,49.21119055435758,49.32436208116408,3399800.0,,,,,
2024-06-07,48.51329040527344,49.05085964057989,48.43784392193356,48.75849957085827,4802600.0,,,,,
2024-06-10,48.53215408325195,48.72077569258801,47.862550787884,48.34353247391589,4894400.0,,,,,
2024-06-11,48.59817123413086,48.89996437079566,48.06060198459308,48.19263603217667,4103000.0,,,,,
2024-06-12,47.909706115722656,49.24891632717532,47.75880954518723,49.14517426037133,3497700.0,,,,,
2024-06-13,47.80596160888672,48.22092985492255,47.53246406214056,47.919136729255314,2948200.0,,,,,
2024-06-14,47.56076049804688,47.7682446404982,47.174087794715525,47.53246851413376,2163900.0,,,,,
2024-06-17,46.63652038574219,47.19295221019583,46.410173712380406,47.155227165025806,6136000.0,,,,,
2024-06-18,46.60822296142578,46.928878637384365,46.38187989466571,46.636518543014425,3827900.0,,,,,
2024-06-20,46.976036071777344,47.51360534474915,46.68367238391309,46.87229400196557,3887700.0,,,,,
2024-06-21,46.41016387939453,47.192942211361625,46.34414686316328,47.108062676541785,6341700.0,,,,,
2024-06-24,47.06090927124024,47.10806376997742,46.31585595915671,46.44788999468389,4045800.0,,,,,
2024-06-25,46.39130783081055,47.10806924651015,46.29699882237232,46.8722931277565,2629400.0,,,,,
2024-06-26,46.447898864746094,46.57993292548755,45.89146703900828,46.21212272837682,2823500.0,,,,,
2024-06-27,46.78741455078125,46.815706534367465,46.22154969544995,46.43846689513807,2823700.0,,,,,
2024-06-28,46.21212005615234,46.78741437125219,45.71227582720374,46.68367230162328,6707000.0,,,,,
2024-07-01,45.278446197509766,46.58936449583649,45.25958727314261,46.29700080093055,3525900.0,,,,,
2024-07-02,45.77828979492188,45.86316933734145,45.29730452199166,45.41047964365635,3012100.0,,,,,
2024-07-03,46.41016387939453,46.63651050479994,45.79714821472467,46.00462872388394,2091900.0,,,,,
2024-07-05,46.315860748291016,46.46675731844754,45.97634256602432,46.41016975551709,2380900.0,,,,,
2024-07-08,46.52334213256836,46.61765113422224,46.09894442981033,46.31585801174048,3086100.0,,,,,
2024-07-09,46.6648063659668,47.08920407537223,46.24040865656136,46.41016774032354,2695700.0,,,,,
2024-07-10,46.9194450378418,46.95717007819453,46.38187580461785,46.84399495713632,2046600.0,,,,,
2024-07-11,48.69248580932617,48.78679481923054,47.10806997885752,47.287258536739074,3766900.0,,,,,
2024-07-12,49.01313781738281,49.36208544514481,48.58874010920857,48.80565369390699,3423600.0,,,,,
2024-07-15,48.12662124633789,48.87167466110046,47.81539863365541,48.87167466110046,2796500.0,,,,,
2024-07-16,48.371826171875,48.79622387695534,48.249221590927824,48.31523861197834,2592900.0,,,,,
2024-07-17,49.07915878295898,49.56957355207517,48.371830411713006,48.61703599744203,4046300.0,,,,,
2024-07-18,48.63589477539063,49.47525713570197,48.58874027380216,48.71134485605845,2896100.0,,,,,
2024-07-19,48.48500061035156,48.871673298758914,48.060602879743975,48.871673298758914,2680000.0,,,,,
2024-07-22,48.852813720703125,48.9659852564636,48.40012398000295,48.64533317141862,2509100.0,,,,,
2024-07-23,47.834259033203125,48.79622600750078,47.79653399162486,48.70191340355514,4193500.0,,,,,
2024-07-24,49.16403579711914,49.32436182612788,47.7871005711847,48.31524035631421,4168800.0,,,,,
2024-07-25,49.324363708496094,50.21088422442645,49.03200362146212,49.4563977604028,3806300.0,,,,,
2024-07-26,49.70161056518555,49.9562492257153,49.32436730566183,49.53185145816571,2994100.0,,,,,
2024-07-29,49.89965438842773,50.0882759907124,49.239480579260295,49.77704980729402,2063100.0,,,,,
2024-07-30,50.18258666992188,50.28632873452797,49.65445048306605,49.85250155313698,2541100.0,,,,,
2024-07-31,50.41835784912109,50.42779090733957,49.72989210313391,50.30518633410257,6131100.0,,,,,
2024-08-01,52.28570938110352,52.493193511228114,49.86193123388749,50.54096758872584,5732900.0,,,,,
2024-08-02,52.88930130004883,54.32281695278343,51.88017619021594,52.88930130004883,5501200.0,,,,,
2024-08-05,50.96536636352539,53.60605815695168,50.729590246297,53.0684888974836,5070700.0,,,,,
2024-08-06,51.08796691894531,51.52179770516979,50.833331880447,51.04081241543296,5067300.0,,,,,
2024-08-07,51.95562744140625,52.40831717310712,50.8333343730848,51.25772852316437,4275500.0,,,,,
2024-08-08,51.10683059692383,51.94619660814193,50.99365906640041,51.47464436702659,3428500.0,,,,,
2024-08-09,51.37090301513672,51.53122905247709,50.33348591161298,51.18228139652712,2942200.0,,,,,
2024-08-12,51.60667419433594,51.68212067595606,51.15398451164184,51.39919007397947,2673800.0,,,,,
2024-08-13,51.94618988037109,52.04992833794807,51.48406716095997,51.76699774945402,3102100.0,,,,,
2024-08-14,52.35172271728516,52.94587948591846,51.66325694941507,51.79529098740965,4207200.0,,,,,
2024-08-15,52.14424896240234,52.3423000450809,51.71985121547816,51.96505680389093,3750600.0,,,,,
2024-08-16,52.82327651977539,53.02133118046518,52.07822676870399,52.39888241260911,3470900.0,,,,,
2024-08-19,53.08735275268555,53.35142085936689,52.62522996833506,52.813851586389504,2782600.0,,,,,
2024-08-20,53.096778869628906,53.54946856584596,52.88929834073228,53.087349408266384,2816400.0,,,,,
2024-08-21,53.20051956176758,53.39857062419731,52.964743459544245,53.09677750116406,1964600.0,,,,,
2024-08-22,53.228816986083984,53.34199211703836,52.97417833792392,53.29483401364495,1853700.0,,,,,
2024-08-23,53.257110595703125,53.59662878067856,53.09678096495004,53.39857410767086,2021600.0,,,,,
2024-08-26,53.30426406860352,53.71922873240328,53.15336750016196,53.38914361320551,2575000.0,,,,,
2024-08-27,52.84214401245117,53.48345536061216,52.71954301769845,53.25711229517778,2295700.0,,,,,
2024-08-28,52.9553108215332,53.20994583071949,52.70067221468932,52.9458777633218,4821900.0,,,,,
2024-08-29,52.92701721191406,53.01189675068376,52.25741396031854,52.993034231217415,3315500.0,,,,,
2024-08-30,53.35462188720703,53.4596100317641,52.79148710732428,53.030103477766176,5450400.0,,,,,
2024-09-03,54.14682769775391,54.54770510343902,53.11600684498652,53.15418269805424,4220500.0,,,,,
2024-09-04,54.87222671508789,55.10129641081606,54.28045544562959,54.51907183592812,3273100.0,,,,,
2024-09-05,54.72905349731445,55.48308213794521,54.46180431470994,55.33036779917163,2574300.0,,,,,
2024-09-06,54.509525299072266,55.22537442422346,54.423623258414246,54.872223208628014,2582500.0,,,,,
2024-09-09,54.75768661499024,55.01539274584934,54.23273129997964,54.57633947445844,4087500.0,,,,,
2024-09-10,55.08220672607422,55.46399440739018,54.87222677824789,55.0153944279935,2789100.0,,,,,
2024-09-11,54.62405776977539,54.95812286495083,53.98456766006287,54.83404133582871,4236200.0,,,,,
2024-09-12,54.57633590698242,54.92948711166928,54.26136055396673,54.59542565331642,3121800.0,,,,,
2024-09-13,55.511714935302734,55.53080468277291,54.33772277336476,54.853135032068366,2986600.0,,,,,
2024-09-16,55.864864349365234,56.25619505732075,55.43535778870441,55.75987256218257,3284000.0,,,,,
2024-09-17,55.69306182861328,56.04621669375504,55.28264136231115,55.74078801757629,3504500.0,,,,,
2024-09-18,54.79586791992188,55.6930642399176,54.42362693227468,55.63579863627783,2980600.0,,,,,
2024-09-19,54.862674713134766,55.044021841459255,54.24227434297406,54.61451529326985,4107400.0,,,,,
2024-09-20,55.29218673706055,55.34945597785133,54.57633761166204,55.110839602718485,9329900.0,,,,,
2024-09-23,55.22537612915039,55.53080480736438,54.94858025170738,55.35900072074438,4276700.0,,,,,
2024-09-24,54.42362594604492,55.41627098911415,54.36635670244577,54.843589476114005,5644400.0,,,,,
2024-09-25,54.61451721191406,54.767231546656696,54.146827513703975,54.767231546656696,5105900.0,,,,,
2024-09-26,54.52861785888672,55.26355676887383,54.35681376870807,54.53816091234237,4702800.0,,,,,
2024-09-27,54.5572509765625,54.939038654950174,54.41407968691783,54.74814481575633,3656200.0,,,,,
2024-09-30,55.15856170654297,55.168104759432985,54.47134538656072,54.853133040105725,3564600.0,,,,,
2024-10-01,55.58807373046875,56.055759798360185,54.79586559771811,55.063114779370366,4088300.0,,,,,
2024-10-02,55.70260620117188,55.78850824032914,55.26355295258889,55.3589980445428,2125100.0,,,,,
2024-10-03,55.43535614013672,55.92213192687487,55.32081766243625,55.81714014281452,2216300.0,,,,,
2024-10-04,55.57852554321289,55.654884530774815,54.62406004467034,54.82449692552501,2459600.0,,,,,
2024-10-07,54.49043655395508,55.37808977674182,54.28999966906698,55.35900002946718,2467200.0,,,,,
2024-10-08,54.22318649291992,54.82449713781229,54.22318649291992,54.80540739084789,3150500.0,,,,,
2024-10-09,53.812767028808594,54.6240612642851,53.46915885910188,54.19455105215172,2736200.0,,,,,
2024-10-10,52.96329498291016,54.27091176721172,52.944205234986406,54.00366257827341,5511200.0,,,,,
2024-10-11,53.66005325317383,53.72686554898343,52.89647791649779,52.96329385330444,3479200.0,,,,,
2024-10-14,54.33771896362305,54.3949882020183,53.46915554011076,53.63141292073546,3353800.0,,,,,
