Date,Close,High,Low,Open,Volume,"('Close', 'IHRT')","('High', 'IHRT')","('Low', 'IHRT')","('Open', 'IHRT')","('Volume', 'IHRT')"
2024-06-03,0.9919999837875366,1.0199999809265137,0.9300000071525574,0.9409999847412108,986500.0,,,,,
2024-06-04,0.9700000286102296,0.9980000257492064,0.9300000071525574,0.9869999885559082,539700.0,,,,,
2024-06-05,1.0299999713897705,1.0499999523162842,0.949999988079071,0.9800000190734864,1805000.0,,,,,
2024-06-06,1.100000023841858,1.1100000143051147,1.0099999904632568,1.0199999809265137,1613100.0,,,,,
2024-06-07,1.25,1.2799999713897705,1.0499999523162842,1.100000023841858,2620400.0,,,,,
2024-06-10,1.159999966621399,1.2699999809265137,1.1100000143051147,1.2599999904632568,2113900.0,,,,,
2024-06-11,1.2799999713897705,1.309999942779541,1.1399999856948853,1.1699999570846558,1540000.0,,,,,
2024-06-12,1.2599999904632568,1.3200000524520874,1.190000057220459,1.309999942779541,2379200.0,,,,,
2024-06-13,1.2200000286102295,1.309999942779541,1.1699999570846558,1.2599999904632568,1256300.0,,,,,
2024-06-14,1.2100000381469729,1.25,1.1799999475479126,1.190000057220459,785100.0,,,,,
2024-06-17,1.1299999952316284,1.2200000286102295,1.090000033378601,1.2100000381469729,1196400.0,,,,,
2024-06-18,1.0800000429153442,1.1699999570846558,1.059999942779541,1.1399999856948853,1580800.0,,,,,
2024-06-20,1.0099999904632568,1.1299999952316284,1.0,1.100000023841858,1578600.0,,,,,
2024-06-21,1.0,1.0800000429153442,0.9900000095367432,1.0199999809265137,3576100.0,,,,,
2024-06-24,1.059999942779541,1.090000033378601,1.0,1.0,1113500.0,,,,,
2024-06-25,1.0299999713897705,1.059999942779541,0.9919999837875366,1.059999942779541,783800.0,,,,,
2024-06-26,1.0199999809265137,1.0499999523162842,1.0,1.0099999904632568,738800.0,,,,,
2024-06-27,1.0199999809265137,1.0800000429153442,1.0099999904632568,1.0499999523162842,712100.0,,,,,
2024-06-28,1.090000033378601,1.1399999856948853,1.0299999713897705,1.0299999713897705,1684800.0,,,,,
2024-07-01,1.090000033378601,1.1399999856948853,1.0299999713897705,1.090000033378601,1091900.0,,,,,
2024-07-02,1.190000057220459,1.2400000095367432,1.0499999523162842,1.100000023841858,892400.0,,,,,
2024-07-03,1.149999976158142,1.184999942779541,1.1399999856948853,1.1799999475479126,297200.0,,,,,
2024-07-05,1.0700000524520874,1.159999966621399,1.059999942779541,1.1200000047683716,895700.0,,,,,
2024-07-08,1.100000023841858,1.1349999904632568,1.059999942779541,1.0800000429153442,434500.0,,,,,
2024-07-09,1.0800000429153442,1.090000033378601,1.034999966621399,1.090000033378601,522200.0,,,,,
2024-07-10,1.0800000429153442,1.1100000143051147,1.059999942779541,1.090000033378601,481300.0,,,,,
2024-07-11,1.2400000095367432,1.2400000095367432,1.0750000476837158,1.1100000143051147,1112300.0,,,,,
2024-07-12,1.2350000143051147,1.3899999856948853,1.225000023841858,1.2400000095367432,932700.0,,,,,
2024-07-15,1.3600000143051147,1.3600000143051147,1.2300000190734863,1.2599999904632568,715800.0,,,,,
2024-07-16,1.399999976158142,1.4700000286102295,1.274999976158142,1.340000033378601,1477900.0,,,,,
2024-07-17,1.2999999523162842,1.409999966621399,1.2699999809265137,1.350000023841858,750300.0,,,,,
2024-07-18,1.2999999523162842,1.4199999570846558,1.2799999713897705,1.309999942779541,847600.0,,,,,
2024-07-19,1.340000033378601,1.3700000047683716,1.2699999809265137,1.3200000524520874,645200.0,,,,,
2024-07-22,1.4550000429153442,1.4700000286102295,1.3200000524520874,1.350000023841858,853700.0,,,,,
2024-07-23,1.5750000476837158,1.5889999866485596,1.399999976158142,1.4299999475479126,930100.0,,,,,
2024-07-24,1.5399999618530271,1.6050000190734863,1.5299999713897705,1.559999942779541,757900.0,,,,,
2024-07-25,1.600000023841858,1.659999966621399,1.4700000286102295,1.5499999523162842,556500.0,,,,,
2024-07-26,1.7100000381469729,1.7200000286102295,1.5700000524520874,1.600000023841858,912100.0,,,,,
