Date,Close,High,Low,Open,Volume,"('Close', 'ATYR')","('High', 'ATYR')","('Low', 'ATYR')","('Open', 'ATYR')","('Volume', 'ATYR')"
2024-06-03,1.850000023841858,1.870000004768372,1.7999999523162842,1.8200000524520876,289700.0,,,,,
2024-06-04,1.899999976158142,1.950000047683716,1.8200000524520876,1.8600000143051147,268400.0,,,,,
2024-06-05,1.8200000524520876,1.934000015258789,1.75,1.75,382500.0,,,,,
2024-06-06,1.8600000143051147,1.8899999856948853,1.840000033378601,1.850000023841858,121400.0,,,,,
2024-06-07,1.9800000190734863,2.069999933242798,1.870000004768372,1.8799999952316284,475800.0,,,,,
2024-06-10,1.9299999475479128,2.039999961853028,1.899999976158142,2.0,345800.0,,,,,
2024-06-11,1.950000047683716,2.0,1.8600000143051147,1.950000047683716,260500.0,,,,,
2024-06-12,1.899999976158142,1.9900000095367432,1.899999976158142,1.9600000381469729,189300.0,,,,,
2024-06-13,1.850000023841858,1.940000057220459,1.850000023841858,1.8899999856948853,1226100.0,,,,,
2024-06-14,1.830000042915344,1.909999966621399,1.8200000524520876,1.830000042915344,141800.0,,,,,
2024-06-17,1.7699999809265137,1.870000004768372,1.7200000286102295,1.830000042915344,336100.0,,,,,
2024-06-18,1.649999976158142,1.7899999618530271,1.649999976158142,1.7400000095367432,284800.0,,,,,
2024-06-20,1.5800000429153442,1.7200000286102295,1.5499999523162842,1.7000000476837158,628000.0,,,,,
2024-06-21,1.4900000095367432,1.600000023841858,1.4199999570846558,1.559999942779541,1204800.0,,,,,
2024-06-24,1.6299999952316284,1.690000057220459,1.5199999809265137,1.5399999618530271,432500.0,,,,,
2024-06-25,1.4600000381469729,1.6449999809265137,1.4600000381469729,1.600000023841858,580900.0,,,,,
2024-06-26,1.5299999713897705,1.5759999752044678,1.4700000286102295,1.4700000286102295,376000.0,,,,,
2024-06-27,1.5399999618530271,1.590000033378601,1.4700000286102295,1.5199999809265137,364400.0,,,,,
2024-06-28,1.559999942779541,1.5700000524520874,1.4900000095367432,1.5299999713897705,193300.0,,,,,
2024-07-01,1.559999942779541,1.600000023841858,1.5299999713897705,1.5800000429153442,146100.0,,,,,
2024-07-02,1.5199999809265137,1.559999942779541,1.5,1.5399999618530271,179100.0,,,,,
2024-07-03,1.5399999618530271,1.6200000047683716,1.5299999713897705,1.5299999713897705,107100.0,,,,,
2024-07-05,1.5099999904632568,1.5700000524520874,1.4800000190734863,1.5299999713897705,163600.0,,,,,
2024-07-08,1.5299999713897705,1.5499999523162842,1.4800000190734863,1.5099999904632568,136900.0,,,,,
2024-07-09,1.5800000429153442,1.597000002861023,1.5099999904632568,1.5099999904632568,126000.0,,,,,
2024-07-10,1.6799999475479126,1.7200000286102295,1.5800000429153442,1.600000023841858,228700.0,,,,,
2024-07-11,1.6200000047683716,1.75,1.6200000047683716,1.649999976158142,342500.0,,,,,
2024-07-12,1.7400000095367432,1.7400000095367432,1.6399999856948853,1.659999966621399,381000.0,,,,,
2024-07-15,1.7649999856948853,1.7699999809265137,1.690000057220459,1.7400000095367432,340000.0,,,,,
2024-07-16,1.7400000095367432,1.7979999780654907,1.712000012397766,1.7699999809265137,534200.0,,,,,
2024-07-17,1.690000057220459,1.7400000095367432,1.6399999856948853,1.690000057220459,331200.0,,,,,
2024-07-18,1.6399999856948853,1.7200000286102295,1.6200000047683716,1.690000057220459,138400.0,,,,,
2024-07-19,1.6399999856948853,1.6859999895095823,1.6200000047683716,1.6699999570846558,298400.0,,,,,
2024-07-22,1.8600000143051147,1.86899995803833,1.5800000429153442,1.7000000476837158,897500.0,,,,,
2024-07-23,1.870000004768372,1.8899999856948853,1.7400000095367432,1.8600000143051147,412100.0,,,,,
2024-07-24,1.9299999475479128,1.9809999465942385,1.7999999523162842,1.870000004768372,701300.0,,,,,
