Date,Close,High,Low,Open,Volume,"('Close', 'FCPT')","('High', 'FCPT')","('Low', 'FCPT')","('Open', 'FCPT')","('Volume', 'FCPT')"
2024-06-03,22.920459747314453,22.98512823671709,22.634069967638112,22.689499849685493,285400.0,,,,,
2024-06-04,23.031322479248047,23.11446818771412,22.87426967015483,22.87426967015483,273300.0,,,,,
2024-06-05,22.865028381347656,23.12370408425458,22.79112128938626,23.049796992293185,173900.0,,,,,
2024-06-06,22.81883811950684,22.86502939324539,22.634069500384328,22.68026077412288,218300.0,,,,,
2024-06-07,22.31996726989746,22.59711847827807,22.30149005278291,22.47702009120232,283500.0,,,,,
2024-06-10,22.070528030395508,22.27377387519672,21.950429654718263,22.153673737435238,303100.0,,,,,
2024-06-11,22.209104537963867,22.356918731054797,22.06128858278877,22.162911501320345,356100.0,,,,,
2024-06-12,22.4400634765625,22.911220095615143,22.292247527700297,22.74493045705285,290200.0,,,,,
2024-06-13,22.495494842529297,22.504733450073907,22.273773547711357,22.347680645984003,298500.0,,,,,
2024-06-14,22.52321052551269,22.606356237319257,22.31996643114351,22.33844364756371,303100.0,,,,,
2024-06-17,22.54168510437012,22.680260687138457,22.375393700214456,22.44006395011821,451400.0,,,,,
2024-06-18,22.54168510437012,22.828074877035903,22.5232078901119,22.578639532886548,443500.0,,,,,
2024-06-20,22.57864189147949,22.606355953677724,22.31072754300112,22.40311186185864,299700.0,,,,,
2024-06-21,22.66178703308105,22.66178703308105,22.329204198380697,22.6340712094946,1066800.0,,,,,
2024-06-24,22.68026351928711,22.96665508979956,22.624833631674917,22.624833631674917,305100.0,,,,,
2024-06-25,22.449302673339844,22.726455624148112,22.44006582752209,22.661787130918132,418700.0,,,,,
2024-06-26,22.606355667114254,22.61559427509133,22.30148865220804,22.30148865220804,384200.0,,,,,
2024-06-27,22.72645568847656,22.800362789817772,22.56940287786595,22.66178719506354,438400.0,,,,,
2024-06-28,23.11529922485352,23.12466924034625,22.75924757186816,22.927902489294244,1498300.0,,,,,
2024-07-01,22.899797439575195,23.068454167787745,22.693660644138536,23.068454167787745,323000.0,,,,,
2024-07-02,23.105932235717773,23.21837064920978,23.00286383894576,23.021603872385757,312500.0,,,,,
2024-07-03,23.105932235717773,23.387025588725862,23.021603872385757,23.124672269157767,200100.0,,,,,
2024-07-05,23.19962882995605,23.255847138800625,23.00286206827834,23.16214876596113,246000.0,,,,,
2024-07-08,23.05908203125,23.39639366951938,23.04971201530532,23.1808886642352,340600.0,,,,,
2024-07-09,23.171518325805664,23.34017503616701,22.88105498415433,23.00286161544432,724100.0,,,,,
2024-07-10,23.611900329589844,23.649378606010657,23.199628566074114,23.34017523016081,354600.0,,,,,
2024-07-11,24.127241134643555,24.502032872509396,24.014802719709817,24.09913108412313,549800.0,,,,,
2024-07-12,24.174087524414062,24.5676192649114,23.986692563840183,24.33337422383317,800000.0,,,,,
2024-07-15,24.3708553314209,24.59573036602394,24.25841692054542,24.352115298417,452100.0,,,,,
2024-07-16,24.923673629760746,24.93304364620057,24.57699017007873,24.57699017007873,568100.0,,,,,
2024-07-17,25.36405372619629,25.513970415213464,24.886193609773585,24.886193609773585,459400.0,,,,,
2024-07-18,25.326574325561523,25.832542681793367,25.204765904163683,25.204765904163683,374300.0,,,,,
