Date,Close,High,Low,Open,Volume,"('Close', 'DOC')","('High', 'DOC')","('Low', 'DOC')","('Open', 'DOC')","('Volume', 'DOC')"
2024-06-03,18.19788932800293,18.46482760488063,18.115045990705248,18.27152765497018,4435400.0,,,,,
2024-06-04,18.17027473449707,18.409599741821904,18.10584141630889,18.14265970284089,4677200.0,,,,,
2024-06-05,18.0137939453125,18.17948063198053,17.92174559097733,18.15186559897709,2882500.0,,,,,
2024-06-06,17.976974487304688,18.06902107997448,17.829697832221573,17.89413114936091,2296800.0,,,,,
2024-06-07,17.756059646606445,17.79287793283341,17.53514290653974,17.645601276573093,2958100.0,,,,,
2024-06-10,17.700830459594727,17.921745454916152,17.43389216529329,17.66401217154598,3379400.0,,,,,
2024-06-11,17.66400909423828,17.765260685490183,17.535140719327483,17.58116576596563,5036700.0,,,,,
2024-06-12,17.857309341430664,18.271525990178123,17.8204910591398,18.14265761297,3502700.0,,,,,
2024-06-13,18.0137939453125,18.105842299647662,17.802083959315045,17.903337324651364,2579800.0,,,,,
2024-06-14,18.08742904663086,18.11504407470135,17.81128578863003,17.921742389559956,2570700.0,,,,,
2024-06-17,17.820491790771484,18.124250093765266,17.792876761162553,17.949358417594265,3704600.0,,,,,
2024-06-18,17.93094825744629,17.986178316231673,17.77446660223991,17.875719954337008,3222000.0,,,,,
2024-06-20,17.838899612426758,17.940152962805623,17.654804686627816,17.884924660633548,3850700.0,,,,,
2024-06-21,17.71003532409668,17.94936033930186,17.525940374022444,17.940155328446703,11527100.0,,,,,
2024-06-24,18.08742904663086,18.225500675631277,17.645599131559123,17.710032441380918,4187900.0,,,,,
2024-06-25,17.66400909423828,18.004585660980513,17.56275574731037,18.004585660980513,4183100.0,,,,,
2024-06-26,17.829702377319336,17.921748993453388,17.406280569260712,17.498328941071428,8119900.0,,,,,
2024-06-27,17.71003532409668,17.86651699728175,17.406276988581702,17.86651699728175,5011800.0,,,,,
2024-06-28,18.04140853881836,18.069021815472805,17.756060227439264,17.85731183463271,6490200.0,,,,,
2024-07-01,17.92174530029297,18.11504701682917,17.700830306877528,18.041408685690687,3255400.0,,,,,
2024-07-02,17.976974487304688,18.078226090376692,17.811287811417127,17.93094943529358,3373700.0,,,,,
2024-07-03,17.93094825744629,18.1058399322478,17.866514944539446,18.069019893057543,2592400.0,,,,,
2024-07-05,18.16106986999512,18.23470819932755,17.866516552665388,17.96776991387608,2520700.0,,,,,
2024-07-08,18.069021224975582,18.29914121984916,18.01379291779527,18.225502891716665,4478800.0,,,,,
2024-07-09,18.07822608947754,18.22550274455333,17.95856446560704,17.95856446560704,2843100.0,,,,,
2024-07-10,18.24391365051269,18.24391365051269,18.09663698829135,18.24391365051269,3411300.0,,,,,
2024-07-11,18.722564697265625,18.897456401529265,18.501649691937217,18.57528802704669,7501500.0,,,,,
2024-07-12,18.906658172607425,19.007909768732443,18.722561488546496,18.888248153066108,3850000.0,,,,,
2024-07-15,19.017112731933597,19.053932767053745,18.86063109402476,18.96188443492927,3915400.0,,,,,
2024-07-16,19.403717041015625,19.403717041015625,18.980297111862967,19.099958731417715,4990900.0,,,,,
2024-07-17,19.458948135375977,19.65224986320048,19.38530979993721,19.39451481132661,3341200.0,,,,,
2024-07-18,19.26564598083496,19.716680953764143,19.21962092910165,19.37610259364249,2487400.0,,,,,
2024-07-19,19.23803329467773,19.320876642219083,19.118371656938244,19.320876642219083,3158800.0,,,,,
2024-07-22,19.339284896850582,19.37610318368221,19.081549866324156,19.17359821691761,3595600.0,,,,,
2024-07-23,19.34849166870117,19.4865633293214,19.238033286799137,19.274853332658623,5270400.0,,,,,
2024-07-24,19.10916328430176,19.615426536293903,19.09075326460267,19.37610154723409,5141800.0,,,,,
2024-07-25,19.10916328430176,19.5049699294516,19.099958274452213,19.228824900993608,5278700.0,,,,,
2024-07-26,20.158506393432617,20.26896473713309,19.27484666653212,20.158506393432617,8948500.0,,,,,
2024-07-29,20.11248588562012,20.250557517559173,19.92838920591734,20.140099158602297,5210600.0,,,,,
2024-07-30,20.103281021118164,20.241352654053447,19.90077607652482,20.130896049975647,7926700.0,,,,,
2024-07-31,20.084875106811523,20.42545350962337,20.020441781984623,20.05726182798653,7122000.0,,,,,
