Date,Close,High,Low,Open,Volume,"('Close', 'NFGC')","('High', 'NFGC')","('Low', 'NFGC')","('Open', 'NFGC')","('Volume', 'NFGC')"
2024-06-03,3.5,3.559999942779541,3.4600000381469727,3.549999952316284,225300.0,,,,,
2024-06-04,3.380000114440918,3.490000009536743,3.359999895095825,3.4800000190734863,236700.0,,,,,
2024-06-05,3.440000057220459,3.450000047683716,3.3350000381469727,3.369999885559082,168400.0,,,,,
2024-06-06,3.5,3.509999990463257,3.4100000858306885,3.430000066757202,259300.0,,,,,
2024-06-07,3.200000047683716,3.400000095367432,3.180000066757202,3.400000095367432,602400.0,,,,,
2024-06-10,3.25,3.25,3.171999931335449,3.2300000190734863,190300.0,,,,,
2024-06-11,3.3299999237060547,3.3499999046325684,3.200000047683716,3.25,361400.0,,,,,
2024-06-12,3.319999933242798,3.450000047683716,3.289999961853028,3.4100000858306885,224500.0,,,,,
2024-06-13,3.190000057220459,3.299999952316284,3.1600000858306885,3.299999952316284,272500.0,,,,,
2024-06-14,3.140000104904175,3.200000047683716,3.0799999237060547,3.190000057220459,353300.0,,,,,
2024-06-17,3.1600000858306885,3.2300000190734863,3.0999999046325684,3.0999999046325684,291800.0,,,,,
2024-06-18,3.140000104904175,3.220000028610229,3.0999999046325684,3.200000047683716,205900.0,,,,,
2024-06-20,3.150000095367432,3.150000095367432,3.069999933242798,3.150000095367432,372900.0,,,,,
2024-06-21,3.0899999141693115,3.150000095367432,3.0299999713897705,3.150000095367432,378500.0,,,,,
2024-06-24,3.0,3.1589999198913574,2.9800000190734863,3.130000114440918,479000.0,,,,,
2024-06-25,2.819999933242798,2.990000009536743,2.789999961853028,2.990000009536743,610400.0,,,,,
2024-06-26,2.9200000762939453,2.9200000762939453,2.7699999809265137,2.7699999809265137,230300.0,,,,,
2024-06-27,2.890000104904175,2.96399998664856,2.859999895095825,2.930000066757202,194300.0,,,,,
2024-06-28,2.8299999237060547,2.88100004196167,2.799999952316284,2.880000114440918,243900.0,,,,,
2024-07-01,2.819999933242798,2.890000104904175,2.7699999809265137,2.859999895095825,185000.0,,,,,
2024-07-02,2.75,2.859999895095825,2.680000066757202,2.8299999237060547,269900.0,,,,,
2024-07-03,2.740000009536743,2.869999885559082,2.7100000381469727,2.759999990463257,440600.0,,,,,
2024-07-05,2.900000095367432,2.940000057220459,2.7799999713897705,2.789999961853028,615900.0,,,,,
2024-07-08,2.799999952316284,2.9200000762939453,2.7100000381469727,2.880000114440918,671200.0,,,,,
2024-07-09,2.759999990463257,2.799999952316284,2.720000028610229,2.789999961853028,394200.0,,,,,
2024-07-10,3.039999961853028,3.078000068664551,2.7799999713897705,2.7799999713897705,667500.0,,,,,
2024-07-11,3.130000114440918,3.240000009536743,3.000999927520752,3.150000095367432,909100.0,,,,,
2024-07-12,3.2699999809265137,3.319999933242798,3.0799999237060547,3.140000104904175,569400.0,,,,,
2024-07-15,3.470000028610229,3.650000095367432,3.259999990463257,3.309999942779541,1258400.0,,,,,
2024-07-16,3.4600000381469727,3.569999933242798,3.440000057220459,3.5,479200.0,,,,,
2024-07-17,3.200000047683716,3.430000066757202,3.200000047683716,3.430000066757202,856300.0,,,,,
2024-07-18,3.0,3.240000009536743,2.930000066757202,3.240000009536743,951900.0,,,,,
2024-07-19,2.8499999046325684,2.950000047683716,2.7799999713897705,2.950000047683716,1230700.0,,,,,
2024-07-22,2.859999895095825,2.859999895095825,2.7799999713897705,2.8499999046325684,662100.0,,,,,
2024-07-23,2.7699999809265137,2.859999895095825,2.7300000190734863,2.859999895095825,697000.0,,,,,
2024-07-24,2.740000009536743,2.8399999141693115,2.720000028610229,2.7699999809265137,524200.0,,,,,
2024-07-25,2.6600000858306885,2.720000028610229,2.619999885559082,2.700000047683716,848400.0,,,,,
2024-07-26,2.680000066757202,2.720000028610229,2.630000114440918,2.700000047683716,449200.0,,,,,
2024-07-29,2.619999885559082,2.680000066757202,2.5899999141693115,2.650000095367432,313400.0,,,,,
2024-07-30,2.6700000762939453,2.700000047683716,2.5999999046325684,2.630000114440918,329800.0,,,,,
2024-07-31,2.720000028610229,2.759999990463257,2.6700000762939453,2.740000009536743,592300.0,,,,,
2024-08-01,2.6600000858306885,2.759000062942505,2.5799999237060547,2.75,430400.0,,,,,
2024-08-02,2.5299999713897705,2.700000047683716,2.5,2.6600000858306885,831800.0,,,,,
2024-08-05,2.4100000858306885,2.470000028610229,2.2699999809265137,2.3399999141693115,521900.0,,,,,
2024-08-06,2.430000066757202,2.5299999713897705,2.400000095367432,2.400000095367432,325800.0,,,,,
2024-08-07,2.390000104904175,2.539999961853028,2.3299999237060547,2.4800000190734863,429400.0,,,,,
2024-08-08,2.450000047683716,2.490000009536743,2.359999895095825,2.4200000762939453,386300.0,,,,,
2024-08-09,2.400000095367432,2.490000009536743,2.369999885559082,2.490000009536743,374700.0,,,,,
2024-08-12,2.5899999141693115,2.609999895095825,2.400000095367432,2.4200000762939453,1152700.0,,,,,
2024-08-13,2.6600000858306885,2.7100000381469727,2.5899999141693115,2.640000104904175,406300.0,,,,,
2024-08-14,2.539999961853028,2.690000057220459,2.5199999809265137,2.690000057220459,464500.0,,,,,
2024-08-15,2.5899999141693115,2.5899999141693115,2.470000028610229,2.549999952316284,389100.0,,,,,
2024-08-16,2.7699999809265137,2.789999961853028,2.5899999141693115,2.640000104904175,730000.0,,,,,
2024-08-19,2.990000009536743,3.055000066757202,2.700000047683716,2.7300000190734863,1028900.0,,,,,
2024-08-20,2.990000009536743,3.190000057220459,2.930000066757202,3.190000057220459,607800.0,,,,,
2024-08-21,3.069999933242798,3.0999999046325684,2.8949999809265137,2.9800000190734863,446600.0,,,,,
2024-08-22,2.930000066757202,3.069999933242798,2.865000009536743,2.9800000190734863,602500.0,,,,,
2024-08-23,2.990000009536743,3.069999933242798,2.9100000858306885,2.940000057220459,416600.0,,,,,
2024-08-26,2.930000066757202,3.0199999809265137,2.8550000190734863,3.009999990463257,390300.0,,,,,
2024-08-27,2.7799999713897705,2.869999885559082,2.740000009536743,2.8499999046325684,568600.0,,,,,
2024-08-28,2.690000057220459,2.75,2.6449999809265137,2.7300000190734863,455900.0,,,,,
2024-08-29,2.7300000190734863,2.799999952316284,2.720000028610229,2.7300000190734863,250600.0,,,,,
2024-08-30,2.680000066757202,2.75,2.619999885559082,2.720000028610229,354200.0,,,,,
2024-09-03,2.569999933242798,2.6600000858306885,2.515000104904175,2.6600000858306885,360300.0,,,,,
2024-09-04,2.569999933242798,2.5989999771118164,2.509999990463257,2.5299999713897705,189800.0,,,,,
2024-09-05,2.5899999141693115,2.5999999046325684,2.539999961853028,2.5999999046325684,290600.0,,,,,
2024-09-06,2.470000028610229,2.5999999046325684,2.430000066757202,2.5999999046325684,355900.0,,,,,
2024-09-09,2.430000066757202,2.5,2.400000095367432,2.5,351200.0,,,,,
2024-09-10,2.549999952316284,2.5799999237060547,2.414999961853028,2.440000057220459,215100.0,,,,,
2024-09-11,2.5899999141693115,2.619999885559082,2.5,2.509999990463257,366400.0,,,,,
2024-09-12,2.680000066757202,2.734999895095825,2.5999999046325684,2.5999999046325684,722300.0,,,,,
2024-09-13,2.8299999237060547,2.8550000190734863,2.7300000190734863,2.7300000190734863,481900.0,,,,,
2024-09-16,2.759999990463257,2.8399999141693115,2.740000009536743,2.819999933242798,270500.0,,,,,
2024-09-17,2.75,2.7799999713897705,2.680000066757202,2.7300000190734863,425600.0,,,,,
2024-09-18,2.6700000762939453,2.890000104904175,2.6700000762939453,2.7799999713897705,675200.0,,,,,
2024-09-19,2.559999942779541,2.759999990463257,2.4100000858306885,2.75,1864600.0,,,,,
2024-09-20,2.5899999141693115,2.6689999103546143,2.509999990463257,2.559999942779541,1042400.0,,,,,
2024-09-23,2.5299999713897705,2.6549999713897705,2.5299999713897705,2.569999933242798,703700.0,,,,,
2024-09-24,2.7699999809265137,2.819999933242798,2.5199999809265137,2.5299999713897705,917100.0,,,,,
2024-09-25,2.700000047683716,2.8299999237060547,2.6700000762939453,2.799999952316284,575500.0,,,,,
2024-09-26,2.7699999809265137,2.7950000762939453,2.720000028610229,2.75,431300.0,,,,,
2024-09-27,2.5999999046325684,2.7799999713897705,2.5799999237060547,2.7799999713897705,687300.0,,,,,
2024-09-30,2.5299999713897705,2.609999895095825,2.5,2.5999999046325684,472400.0,,,,,
2024-10-01,2.640000104904175,2.650000095367432,2.549999952316284,2.5899999141693115,584600.0,,,,,
2024-10-02,2.559999942779541,2.664999961853028,2.549999952316284,2.640000104904175,313400.0,,,,,
2024-10-03,2.5799999237060547,2.688999891281128,2.4800000190734863,2.549999952316284,759500.0,,,,,
2024-10-04,2.509999990463257,2.6050000190734863,2.484999895095825,2.5899999141693115,520200.0,,,,,
2024-10-07,2.450000047683716,2.5,2.4200000762939453,2.5,299600.0,,,,,
2024-10-08,2.400000095367432,2.450000047683716,2.380000114440918,2.440000057220459,256500.0,,,,,
2024-10-09,2.359999895095825,2.390000104904175,2.3299999237060547,2.380000114440918,192200.0,,,,,
2024-10-10,2.4200000762939453,2.450000047683716,2.3499999046325684,2.3499999046325684,430500.0,,,,,
