Date,Close,High,Low,Open,Volume,"('Close', 'TCPC')","('High', 'TCPC')","('Low', 'TCPC')","('Open', 'TCPC')","('Volume', 'TCPC')"
2024-06-03,9.037277221679688,9.084675862010323,8.816085324680321,8.839784268157723,977300.0,,,,,
2024-06-04,8.974080085754395,9.076776518272707,8.966180939695967,9.005678930115732,649400.0,,,,,
2024-06-05,9.0056791305542,9.01357903016433,8.918782494970442,8.97408028548957,293500.0,,,,,
2024-06-06,9.068877220153809,9.100476819986245,8.997780380658604,9.005679527240787,447000.0,,,,,
2024-06-07,8.981980323791504,9.092576659913384,8.96618127770318,9.037278115164492,395600.0,,,,,
2024-06-10,9.0056791305542,9.05307777483909,8.966181139255331,9.0056791305542,330300.0,,,,,
2024-06-11,8.8950834274292,9.00567900694951,8.887183527927496,8.96618101619276,300300.0,,,,,
2024-06-12,8.981980323791504,9.045178014896605,8.863484841313415,8.950381478238953,353000.0,,,,,
2024-06-13,8.847684860229492,9.00567908474904,8.831885814465481,8.98198013941508,438400.0,,,,,
2024-06-14,8.676596641540527,8.872126177436334,8.63586206615103,8.872126177436334,664700.0,,,,,
2024-06-17,8.75806713104248,8.75806713104248,8.570685602575987,8.692890879666116,559800.0,,,,,
2024-06-18,8.75806713104248,8.798802482393258,8.692890879666116,8.725479005354298,360900.0,,,,,
2024-06-20,8.749919891357422,8.831390593928415,8.70103809138459,8.758067117006961,288300.0,,,,,
2024-06-21,8.692891120910645,8.76621459998447,8.652155768429381,8.717332021614512,368800.0,,,,,
2024-06-24,8.766214370727539,8.782508045116593,8.676596442220035,8.684743667895663,243400.0,,,,,
2024-06-25,8.684743881225586,8.76621458605869,8.684743881225586,8.749920134307178,216200.0,,,,,
2024-06-26,8.61956787109375,8.709185027366319,8.61956787109375,8.660303224658461,223200.0,,,,,
2024-06-27,8.831390380859375,8.847684054803146,8.595126281458326,8.652155305704797,482600.0,,,,,
2024-06-28,8.798802375793457,8.953595776696407,8.7580670249362,8.912860425839147,475600.0,,,,,
2024-07-01,8.839537620544434,8.90471387034882,8.798802270176147,8.839537620544434,382600.0,,,,,
2024-07-02,8.929155349731445,8.929155349731445,8.77436194063278,8.815096516684584,292900.0,,,,,
2024-07-03,8.896568298339844,8.994332691216263,8.880273844379277,8.92915642929865,191700.0,,,,,
2024-07-05,8.93730354309082,8.978038900514012,8.880273731913427,8.921009089336618,204100.0,,,,,
2024-07-08,8.896568298339844,8.994332691216263,8.88842107135956,8.937303656278933,256900.0,,,,,
2024-07-09,8.831390380859375,8.912860304502594,8.790655030556673,8.88027217965287,249600.0,,,,,
2024-07-10,8.90471363067627,8.90471363067627,8.8232429321325,8.831390157379309,237200.0,,,,,
2024-07-11,8.97803783416748,8.97803783416748,8.921008029763675,8.961743382348613,289900.0,,,,,
2024-07-12,8.969890594482422,9.0106259470048,8.912860790166201,8.961743368585502,373500.0,,,,,
2024-07-15,8.896568298339844,8.978039014218025,8.863980167381037,8.96989178723774,185400.0,,,,,
2024-07-16,8.831390380859375,8.98618377965502,8.831390380859375,8.88027217965287,365000.0,,,,,
2024-07-17,8.847683906555176,8.8965664814918,8.758066758960565,8.798802108580723,428400.0,,,,,
2024-07-18,8.725480079650879,8.847685371787142,8.725480079650879,8.839538922083744,269300.0,,,,,
2024-07-19,8.709184646606445,8.790655350174022,8.701038197819456,8.749919998390233,186400.0,,,,,
2024-07-22,8.790655136108398,8.847684161039634,8.741772559765774,8.741772559765774,259200.0,,,,,
2024-07-23,8.75806713104248,8.774361582367673,8.725479005354298,8.766214356705076,185600.0,,,,,
2024-07-24,8.684743881225586,8.782508260847974,8.684743881225586,8.76621458605869,178700.0,,,,,
2024-07-25,8.790655136108398,8.83139048690022,8.717331660075558,8.717331660075558,210100.0,,,,,
2024-07-26,8.806949615478516,8.823243289670227,8.74177258782508,8.798802389901562,173500.0,,,,,
2024-07-29,8.790655136108398,8.855831386590436,8.766214236418183,8.7988023616592,216100.0,,,,,
2024-07-30,8.676596641540527,8.806949924458472,8.619567614425454,8.758067346243966,408800.0,,,,,
2024-07-31,8.611419677734375,8.725478499511775,8.603273229506257,8.717331274321499,304200.0,,,,,
2024-08-01,8.61956787109375,8.635862323304533,8.58697974363443,8.611420644988359,340000.0,,,,,
2024-08-02,8.415892601013184,8.62771583612153,8.407745374210021,8.62771583612153,426200.0,,,,,
2024-08-05,8.163333892822266,8.220362920281342,7.910775328287936,8.171480341771971,752300.0,,,,,
2024-08-06,8.106303215026855,8.252950157792979,8.016686070537636,8.187773911444067,1058000.0,,,,,
2024-08-07,7.389364719390869,7.910775537083169,7.381218270226148,7.861892957283603,2221300.0,,,,,
2024-08-08,7.438247203826904,7.527864359187865,7.275306568187776,7.413806302721595,832000.0,,,,,
2024-08-09,7.340482711791992,7.46268799243864,7.291600133355997,7.46268799243864,636100.0,,,,,
2024-08-12,7.087924003601074,7.37307068859834,7.071630329095001,7.340482562623985,889000.0,,,,,
2024-08-13,7.087924003601074,7.136806581043712,6.998306851412149,7.128659355309571,771500.0,,,,,
