Date,Close,High,Low,Open,Volume,"('Close', 'USAS')","('High', 'USAS')","('Low', 'USAS')","('Open', 'USAS')","('Volume', 'USAS')"
2024-06-03,0.824999988079071,0.875,0.824999988079071,0.8500000238418579,339800.0,,,,,
2024-06-04,0.7749999761581421,0.8500000238418579,0.7749999761581421,0.8500000238418579,422240.0,,,,,
2024-06-05,0.7749999761581421,0.800000011920929,0.7749999761581421,0.800000011920929,248280.0,,,,,
2024-06-06,0.800000011920929,0.824999988079071,0.7749999761581421,0.7749999761581421,217920.0,,,,,
2024-06-07,0.75,0.800000011920929,0.7250000238418579,0.800000011920929,432480.0,,,,,
2024-06-10,0.7250000238418579,0.7749999761581421,0.699999988079071,0.7749999761581421,316560.0,,,,,
2024-06-11,0.699999988079071,0.7250000238418579,0.675000011920929,0.7250000238418579,163160.0,,,,,
2024-06-12,0.7250000238418579,0.75,0.699999988079071,0.7250000238418579,229480.0,,,,,
2024-06-13,0.699999988079071,0.7250000238418579,0.675000011920929,0.7250000238418579,251120.0,,,,,
2024-06-14,0.675000011920929,0.699999988079071,0.675000011920929,0.675000011920929,122600.0,,,,,
2024-06-17,0.675000011920929,0.699999988079071,0.675000011920929,0.675000011920929,158120.0,,,,,
2024-06-18,0.675000011920929,0.675000011920929,0.6499999761581421,0.675000011920929,146240.0,,,,,
2024-06-20,0.7250000238418579,0.7250000238418579,0.675000011920929,0.675000011920929,189440.0,,,,,
2024-06-21,0.675000011920929,0.7250000238418579,0.675000011920929,0.7250000238418579,301080.0,,,,,
2024-06-24,0.675000011920929,0.699999988079071,0.675000011920929,0.699999988079071,150920.0,,,,,
2024-06-25,0.625,0.699999988079071,0.625,0.675000011920929,318120.0,,,,,
2024-06-26,0.625,0.6499999761581421,0.6000000238418579,0.625,303040.0,,,,,
2024-06-27,0.574999988079071,0.625,0.550000011920929,0.625,720120.0,,,,,
2024-06-28,0.6000000238418579,0.625,0.574999988079071,0.6000000238418579,264280.0,,,,,
2024-07-01,0.625,0.625,0.6000000238418579,0.625,104680.0,,,,,
2024-07-02,0.6000000238418579,0.625,0.6000000238418579,0.625,158200.0,,,,,
2024-07-03,0.625,0.6499999761581421,0.6000000238418579,0.6000000238418579,151840.0,,,,,
2024-07-05,0.6499999761581421,0.6499999761581421,0.625,0.6499999761581421,246920.0,,,,,
2024-07-08,0.6499999761581421,0.6499999761581421,0.6000000238418579,0.6499999761581421,213920.0,,,,,
2024-07-09,0.6499999761581421,0.6499999761581421,0.625,0.625,129400.0,,,,,
2024-07-10,0.625,0.6499999761581421,0.6000000238418579,0.625,593560.0,,,,,
2024-07-11,0.675000011920929,0.699999988079071,0.625,0.625,516840.0,,,,,
2024-07-12,0.675000011920929,0.699999988079071,0.6499999761581421,0.675000011920929,296640.0,,,,,
2024-07-15,0.699999988079071,0.699999988079071,0.6499999761581421,0.675000011920929,197640.0,,,,,
2024-07-16,0.7250000238418579,0.7250000238418579,0.675000011920929,0.7250000238418579,364720.0,,,,,
2024-07-17,0.6499999761581421,0.7250000238418579,0.6499999761581421,0.7250000238418579,317240.0,,,,,
2024-07-18,0.625,0.699999988079071,0.625,0.675000011920929,393920.0,,,,,
2024-07-19,0.625,0.6499999761581421,0.625,0.625,254000.0,,,,,
2024-07-22,0.625,0.625,0.6000000238418579,0.625,210600.0,,,,,
2024-07-23,0.625,0.625,0.625,0.625,118160.0,,,,,
2024-07-24,0.625,0.6499999761581421,0.625,0.625,128840.0,,,,,
2024-07-25,0.6000000238418579,0.625,0.6000000238418579,0.625,254080.0,,,,,
2024-07-26,0.6000000238418579,0.625,0.6000000238418579,0.625,168880.0,,,,,
2024-07-29,0.6000000238418579,0.625,0.6000000238418579,0.6000000238418579,141760.0,,,,,
2024-07-30,0.6000000238418579,0.625,0.6000000238418579,0.625,242320.0,,,,,
2024-07-31,0.625,0.625,0.6000000238418579,0.625,264440.0,,,,,
2024-08-01,0.6000000238418579,0.625,0.6000000238418579,0.625,453000.0,,,,,
2024-08-02,0.574999988079071,0.625,0.550000011920929,0.6000000238418579,731880.0,,,,,
2024-08-05,0.550000011920929,0.574999988079071,0.5249999761581421,0.550000011920929,357960.0,,,,,
2024-08-06,0.550000011920929,0.574999988079071,0.5249999761581421,0.550000011920929,208720.0,,,,,
2024-08-07,0.5249999761581421,0.574999988079071,0.5249999761581421,0.550000011920929,336720.0,,,,,
2024-08-08,0.550000011920929,0.550000011920929,0.5249999761581421,0.550000011920929,218280.0,,,,,
2024-08-09,0.550000011920929,0.550000011920929,0.5249999761581421,0.5249999761581421,196760.0,,,,,
2024-08-12,0.574999988079071,0.574999988079071,0.550000011920929,0.550000011920929,175520.0,,,,,
2024-08-13,0.574999988079071,0.6000000238418579,0.574999988079071,0.6000000238418579,202200.0,,,,,
2024-08-14,0.574999988079071,0.6000000238418579,0.550000011920929,0.574999988079071,124880.0,,,,,
2024-08-15,0.6000000238418579,0.6000000238418579,0.574999988079071,0.6000000238418579,261160.0,,,,,
2024-08-16,0.574999988079071,0.675000011920929,0.574999988079071,0.6000000238418579,576280.0,,,,,
2024-08-19,0.699999988079071,0.699999988079071,0.625,0.625,559320.0,,,,,
2024-08-20,0.675000011920929,0.7250000238418579,0.6499999761581421,0.699999988079071,266320.0,,,,,
2024-08-21,0.699999988079071,0.699999988079071,0.675000011920929,0.675000011920929,512600.0,,,,,
