Date,Close,High,Low,Open,Volume,"('Close', 'EVGO')","('High', 'EVGO')","('Low', 'EVGO')","('Open', 'EVGO')","('Volume', 'EVGO')"
2024-06-03,1.950000047683716,2.0999999046325684,1.919999957084656,2.049999952316284,3085400.0,,,,,
2024-06-04,1.940000057220459,1.9850000143051147,1.919999957084656,1.950000047683716,1415800.0,,,,,
2024-06-05,2.150000095367432,2.150000095367432,1.940000057220459,1.9600000381469729,3305700.0,,,,,
2024-06-06,2.130000114440918,2.190000057220459,2.0799999237060547,2.130000114440918,1670700.0,,,,,
2024-06-07,2.039999961853028,2.130000114440918,2.0199999809265137,2.0999999046325684,1621400.0,,,,,
2024-06-10,2.109999895095825,2.125,2.009999990463257,2.039999961853028,1754100.0,,,,,
2024-06-11,2.140000104904175,2.1600000858306885,2.0299999713897705,2.069999933242798,1620200.0,,,,,
2024-06-12,2.150000095367432,2.305000066757202,2.109999895095825,2.180000066757202,3884300.0,,,,,
2024-06-13,2.049999952316284,2.2300000190734863,2.0299999713897705,2.2300000190734863,2375900.0,,,,,
2024-06-14,2.039999961853028,2.0899999141693115,2.0199999809265137,2.049999952316284,2157900.0,,,,,
2024-06-17,2.0999999046325684,2.0999999046325684,2.0,2.009999990463257,1986500.0,,,,,
2024-06-18,2.039999961853028,2.119999885559082,2.0299999713897705,2.069999933242798,1628200.0,,,,,
2024-06-20,1.9600000381469729,2.049999952316284,1.950000047683716,2.039999961853028,2697900.0,,,,,
2024-06-21,2.0299999713897705,2.039999961853028,1.950000047683716,1.9800000190734863,3745600.0,,,,,
2024-06-24,2.309999942779541,2.309999942779541,2.0199999809265137,2.0299999713897705,4458600.0,,,,,
2024-06-25,2.305000066757202,2.470000028610229,2.25,2.25,4962700.0,,,,,
2024-06-26,2.3399999141693115,2.450000047683716,2.2699999809265137,2.289999961853028,3354500.0,,,,,
2024-06-27,2.539999961853028,2.5799999237060547,2.299999952316284,2.309999942779541,4634900.0,,,,,
2024-06-28,2.450000047683716,2.5799999237060547,2.390000104904175,2.559999942779541,3067400.0,,,,,
2024-07-01,2.400000095367432,2.525000095367432,2.390000104904175,2.440000057220459,1873400.0,,,,,
2024-07-02,2.3499999046325684,2.5299999713897705,2.289999961853028,2.400000095367432,3065100.0,,,,,
2024-07-03,2.5299999713897705,2.549999952316284,2.3499999046325684,2.3499999046325684,2530700.0,,,,,
2024-07-05,2.789999961853028,2.799999952316284,2.484999895095825,2.5899999141693115,4316800.0,,,,,
2024-07-08,2.819999933242798,2.9100000858306885,2.7300000190734863,2.819999933242798,2969000.0,,,,,
2024-07-09,2.859999895095825,2.880000114440918,2.694999933242798,2.8399999141693115,1912200.0,,,,,
2024-07-10,3.200000047683716,3.319999933242798,2.869999885559082,2.890000104904175,6452800.0,,,,,
2024-07-11,3.369999885559082,3.470000028610229,3.220000028610229,3.220000028610229,4775800.0,,,,,
2024-07-12,4.0,4.050000190734863,3.470000028610229,3.4800000190734863,11819600.0,,,,,
2024-07-15,4.010000228881836,4.090000152587891,3.690000057220459,4.059999942779541,5563500.0,,,,,
2024-07-16,4.090000152587891,4.170000076293945,3.690000057220459,4.0,5588600.0,,,,,
2024-07-17,3.7200000286102295,4.139999866485596,3.572000026702881,3.920000076293945,6486400.0,,,,,
2024-07-18,3.630000114440918,3.859999895095825,3.5510001182556152,3.740000009536743,2928300.0,,,,,
2024-07-19,3.539999961853028,3.690000057220459,3.390000104904175,3.509999990463257,3179200.0,,,,,
2024-07-22,3.5199999809265137,3.5999999046325684,3.319999933242798,3.5299999713897705,2581200.0,,,,,
2024-07-23,3.700000047683716,3.795000076293945,3.49399995803833,3.5199999809265137,3230900.0,,,,,
2024-07-24,3.75,3.910000085830689,3.569999933242798,3.5999999046325684,4523300.0,,,,,
2024-07-25,3.619999885559082,3.809999942779541,3.5199999809265137,3.7699999809265137,2353000.0,,,,,
2024-07-26,3.890000104904175,4.010000228881836,3.700000047683716,3.7200000286102295,3652200.0,,,,,
2024-07-29,3.7899999618530273,4.0,3.680000066757202,3.930000066757202,2640700.0,,,,,
2024-07-30,3.7100000381469727,3.8550000190734863,3.630000114440918,3.7799999713897705,1692800.0,,,,,
2024-07-31,3.839999914169312,4.099999904632568,3.7100000381469727,3.759999990463257,3163100.0,,,,,
2024-08-01,3.619999885559082,4.699999809265137,3.5299999713897705,4.269999980926514,12895200.0,,,,,
2024-08-02,3.7699999809265137,4.019999980926514,3.3499999046325684,3.400000095367432,6136200.0,,,,,
2024-08-05,3.740000009536743,4.0,3.299999952316284,3.319999933242798,5101000.0,,,,,
2024-08-06,3.650000095367432,3.815000057220459,3.549999952316284,3.799999952316284,3077100.0,,,,,
2024-08-07,3.630000114440918,4.019999980926514,3.630000114440918,3.75,4385800.0,,,,,
2024-08-08,3.799999952316284,3.865000009536743,3.549999952316284,3.690000057220459,2597700.0,,,,,
2024-08-09,3.650000095367432,3.829999923706055,3.5899999141693115,3.829999923706055,2132700.0,,,,,
2024-08-12,3.5,3.700000047683716,3.490000009536743,3.660000085830689,1827500.0,,,,,
2024-08-13,3.680000066757202,3.759999990463257,3.4800000190734863,3.5299999713897705,2260700.0,,,,,
2024-08-14,3.619999885559082,3.740000009536743,3.5299999713897705,3.7100000381469727,1714700.0,,,,,
2024-08-15,3.700000047683716,3.819999933242798,3.5999999046325684,3.700000047683716,2185700.0,,,,,
2024-08-16,3.759999990463257,3.950000047683716,3.640000104904175,3.690000057220459,2066100.0,,,,,
2024-08-19,3.7799999713897705,3.849999904632568,3.680000066757202,3.7799999713897705,1954700.0,,,,,
2024-08-20,3.660000085830689,3.7699999809265137,3.559999942779541,3.75,1651800.0,,,,,
2024-08-21,3.799999952316284,3.819999933242798,3.625,3.660000085830689,1828100.0,,,,,
2024-08-22,3.740000009536743,3.839999914169312,3.670000076293945,3.819999933242798,1572200.0,,,,,
2024-08-23,4.210000038146973,4.239999771118164,3.740000009536743,3.7899999618530273,5628500.0,,,,,
2024-08-26,4.360000133514404,4.539999961853027,4.130000114440918,4.25,4098900.0,,,,,
2024-08-27,4.340000152587891,4.420000076293945,4.119999885559082,4.360000133514404,2844300.0,,,,,
2024-08-28,4.139999866485596,4.340000152587891,4.070000171661377,4.320000171661377,2451100.0,,,,,
2024-08-29,4.489999771118164,4.585000038146973,4.159999847412109,4.159999847412109,3257000.0,,,,,
2024-08-30,4.53000020980835,4.599999904632568,4.409999847412109,4.5,2530900.0,,,,,
2024-09-03,4.164999961853027,4.514999866485596,4.039999961853027,4.460000038146973,2767300.0,,,,,
2024-09-04,4.179999828338623,4.340000152587891,4.010000228881836,4.179999828338623,1832100.0,,,,,
2024-09-05,4.179999828338623,4.295000076293945,4.130000114440918,4.239999771118164,1720300.0,,,,,
