Date,Close,High,Low,Open,Volume,"('Close', 'DBRG')","('High', 'DBRG')","('Low', 'DBRG')","('Open', 'DBRG')","('Volume', 'DBRG')"
2024-06-03,13.329415321350098,13.717361343708887,13.289626058696696,13.329415321350098,2132600.0,,,,,
2024-06-04,13.19015407562256,13.379152846082665,13.050891174627656,13.23989089373866,1514100.0,,,,,
2024-06-05,13.19015407562256,13.448784770905563,13.115549322773855,13.22994334038526,1648400.0,,,,,
2024-06-06,13.27967929840088,13.46867805661988,13.130468853716662,13.27967929840088,1555000.0,,,,,
2024-06-07,12.88178539276123,13.145389840789829,12.82210197536094,13.050889989813417,1644400.0,,,,,
2024-06-10,12.812155723571776,13.006128272790605,12.652998662812648,12.812155723571776,2157400.0,,,,,
2024-06-11,12.971312522888184,13.030996893795349,12.732576936561314,12.732576936561314,1165300.0,,,,,
2024-06-12,13.021047592163086,13.607939874567805,13.021047592163086,13.438835286463028,1310500.0,,,,,
2024-06-13,12.782313346862791,13.18020597806089,12.543576819493072,13.050890635758792,1624100.0,,,,,
2024-06-14,12.69278621673584,12.871837411624368,12.384418741601555,12.62315430055345,1905100.0,,,,,
2024-06-17,12.434155464172363,12.812153904121296,12.30981390953064,12.672891021408288,1499000.0,,,,,
2024-06-18,12.245157241821287,12.454051100492515,12.056157539444513,12.424208443074614,2458700.0,,,,,
2024-06-20,12.25510597229004,12.523684243753042,12.185474990200069,12.185474990200069,1331300.0,,,,,
2024-06-21,12.662944793701172,12.702735006052686,12.230236669538098,12.265052156694797,3451500.0,,,,,
2024-06-24,12.911627769470217,13.001153848853278,12.613208769727828,12.742524112319932,2229400.0,,,,,
2024-06-25,13.259784698486328,13.329415672803004,12.79822904980701,12.94147058886623,3338600.0,,,,,
2024-06-26,13.249836921691896,13.364231882974726,13.090679869569003,13.17025839563045,2721300.0,,,,,
2024-06-27,13.408994674682615,13.588046842005086,13.289626879351276,13.35925880478274,1942200.0,,,,,
2024-06-28,13.63795280456543,13.63795280456543,13.359221184367192,13.568270136854656,2490500.0,,,,,
2024-07-01,13.199945449829102,13.697680940854134,13.07053410823998,13.627997326549156,1747300.0,,,,,
2024-07-02,13.150172233581545,13.259673704191949,13.070534627800312,13.259673704191949,1027100.0,,,,,
2024-07-03,13.309447288513184,13.45876850961208,13.150172078825134,13.20990075713572,603500.0,,,,,
2024-07-05,13.100398063659668,13.32935688479986,13.020760460486152,13.32935688479986,797100.0,,,,,
2024-07-08,13.05062484741211,13.219854998277423,12.921213499729507,13.180036195094711,2612700.0,,,,,
2024-07-09,13.339310646057127,13.369175458755038,13.075511446044631,13.090442903038488,2394200.0,,,,,
2024-07-10,13.369176864624023,13.399040731107242,13.020761608017414,13.369176864624023,1638500.0,,,,,
2024-07-11,13.578225135803224,13.886820622210596,13.508541518424822,13.6777716687857,1847600.0,,,,,
2024-07-12,13.9166841506958,14.00627669276249,13.57822480751238,13.57822480751238,1644200.0,,,,,
2024-07-15,13.956503868103027,14.23523548213206,13.83704651273546,14.085914262600165,1619000.0,,,,,
