Date,Close,High,Low,Open,Volume,"('Close', 'CGTX')","('High', 'CGTX')","('Low', 'CGTX')","('Open', 'CGTX')","('Volume', 'CGTX')"
2024-06-03,2.0,2.0799999237060547,1.950000047683716,1.9600000381469729,99100.0,,,,,
2024-06-04,1.8899999856948853,2.0179998874664307,1.7999999523162842,1.9800000190734863,256500.0,,,,,
2024-06-05,1.899999976158142,1.9600000381469729,1.8899999856948853,1.940000057220459,90800.0,,,,,
2024-06-06,1.830000042915344,1.940000057220459,1.809999942779541,1.8899999856948853,92800.0,,,,,
2024-06-07,1.950000047683716,1.9800000190734863,1.899999976158142,1.899999976158142,82700.0,,,,,
2024-06-10,1.9800000190734863,2.039999961853028,1.950000047683716,1.950000047683716,66400.0,,,,,
2024-06-11,2.069999933242798,2.119999885559082,1.9600000381469729,1.9900000095367432,113100.0,,,,,
2024-06-12,2.380000114440918,2.450000047683716,2.088000059127808,2.109999895095825,209900.0,,,,,
2024-06-13,2.200000047683716,2.430000066757202,2.190000057220459,2.380000114440918,100300.0,,,,,
2024-06-14,2.1700000762939453,2.289999961853028,2.119999885559082,2.289999961853028,89500.0,,,,,
2024-06-17,2.190000057220459,2.200000047683716,2.115000009536743,2.1700000762939453,67500.0,,,,,
2024-06-18,2.009999990463257,2.220000028610229,2.009999990463257,2.220000028610229,127300.0,,,,,
2024-06-20,2.039999961853028,2.1600000858306885,2.0,2.009999990463257,60600.0,,,,,
2024-06-21,1.899999976158142,2.049999952316284,1.840000033378601,2.049999952316284,425700.0,,,,,
2024-06-24,1.850000023841858,1.9520000219345093,1.850000023841858,1.940000057220459,47300.0,,,,,
2024-06-25,1.7599999904632568,1.8899999856948853,1.7599999904632568,1.7999999523162842,167200.0,,,,,
2024-06-26,1.7000000476837158,1.75,1.6699999570846558,1.7400000095367432,117200.0,,,,,
2024-06-27,1.6699999570846558,1.7200000286102295,1.6100000143051147,1.6799999475479126,73500.0,,,,,
2024-06-28,1.659999966621399,1.7050000429153442,1.6399999856948853,1.7000000476837158,72900.0,,,,,
2024-07-01,1.6699999570846558,1.7599999904632568,1.649999976158142,1.6799999475479126,79900.0,,,,,
2024-07-02,1.8200000524520876,2.039999961853028,1.7300000190734863,1.75,660400.0,,,,,
2024-07-03,1.7699999809265137,1.8890000581741333,1.75,1.7999999523162842,88500.0,,,,,
2024-07-05,1.909999966621399,2.0,1.7999999523162842,1.7999999523162842,124100.0,,,,,
2024-07-08,1.8799999952316284,1.9700000286102293,1.870000004768372,1.9299999475479128,70900.0,,,,,
2024-07-09,2.059999942779541,2.119999885559082,1.919999957084656,1.919999957084656,157800.0,,,,,
2024-07-10,1.8600000143051147,2.078000068664551,1.8600000143051147,2.069999933242798,166400.0,,,,,
2024-07-11,1.830000042915344,1.919999957084656,1.830000042915344,1.8799999952316284,94900.0,,,,,
2024-07-12,1.9800000190734863,1.9900000095367432,1.850000023841858,1.870000004768372,72500.0,,,,,
2024-07-15,1.919999957084656,2.0899999141693115,1.899999976158142,2.009999990463257,89900.0,,,,,
2024-07-16,1.9800000190734863,2.009999990463257,1.8899999856948853,1.940000057220459,62300.0,,,,,
2024-07-17,1.919999957084656,2.049999952316284,1.8899999856948853,2.049999952316284,111800.0,,,,,
2024-07-18,1.940000057220459,1.9800000190734863,1.919999957084656,1.9299999475479128,57200.0,,,,,
2024-07-19,1.840000033378601,1.9800000190734863,1.8049999475479128,1.9800000190734863,154800.0,,,,,
2024-07-22,1.8799999952316284,1.919999957084656,1.7999999523162842,1.8799999952316284,186400.0,,,,,
2024-07-23,1.7899999618530271,1.899999976158142,1.7089999914169312,1.899999976158142,408400.0,,,,,
2024-07-24,1.840000033378601,1.840000033378601,1.7699999809265137,1.809999942779541,112300.0,,,,,
2024-07-25,2.0999999046325684,2.140000104904175,1.7999999523162842,1.8200000524520876,536800.0,,,,,
2024-07-26,2.369999885559082,2.5350000858306885,2.0999999046325684,2.109999895095825,5670600.0,,,,,
2024-07-29,1.3300000429153442,2.049999952316284,1.2999999523162842,2.049999952316284,26486400.0,,,,,
2024-07-30,1.100000023841858,1.190000057220459,1.059999942779541,1.100000023841858,5298500.0,,,,,
2024-07-31,1.0,1.0399999618530271,0.959999978542328,1.0299999713897705,2858400.0,,,,,
2024-08-01,0.8999999761581421,0.9980000257492064,0.8999999761581421,0.9700000286102296,1411300.0,,,,,
2024-08-02,0.7289999723434448,0.8999999761581421,0.7200000286102295,0.8999999761581421,1472700.0,,,,,
2024-08-05,0.656000018119812,0.7300000190734863,0.5799999833106995,0.5899999737739563,1335700.0,,,,,
