Date,Close,High,Low,Open,Volume,"('Close', 'ABCL')","('High', 'ABCL')","('Low', 'ABCL')","('Open', 'ABCL')","('Volume', 'ABCL')"
2024-06-03,3.880000114440918,4.070000171661377,3.819999933242798,3.940000057220459,1249800.0,,,,,
2024-06-04,3.7799999713897705,3.8949999809265137,3.759999990463257,3.880000114440918,1077000.0,,,,,
2024-06-05,3.75,3.819999933242798,3.7200000286102295,3.7799999713897705,1539400.0,,,,,
2024-06-06,3.7799999713897705,3.880000114440918,3.714999914169312,3.7799999713897705,1203800.0,,,,,
2024-06-07,3.619999885559082,3.759999990463257,3.609999895095825,3.740000009536743,1083400.0,,,,,
2024-06-10,3.509999990463257,3.634999990463257,3.509999990463257,3.619999885559082,1682100.0,,,,,
2024-06-11,3.430000066757202,3.5390000343322754,3.345000028610229,3.5,3473000.0,,,,,
2024-06-12,3.4200000762939453,3.569999933242798,3.380000114440918,3.490000009536743,2212300.0,,,,,
2024-06-13,3.3299999237060547,3.4590001106262207,3.305000066757202,3.4200000762939453,1960400.0,,,,,
2024-06-14,3.2300000190734863,3.380000114440918,3.220000028610229,3.319999933242798,1224900.0,,,,,
2024-06-17,3.059999942779541,3.220000028610229,3.0299999713897705,3.220000028610229,2006200.0,,,,,
2024-06-18,3.0199999809265137,3.150000095367432,2.984999895095825,3.0999999046325684,2146800.0,,,,,
2024-06-20,2.940000057220459,3.0,2.859999895095825,2.9600000381469727,3320800.0,,,,,
2024-06-21,2.900000095367432,2.9649999141693115,2.890000104904175,2.950000047683716,2549300.0,,,,,
2024-06-24,2.789999961853028,2.970000028610229,2.789999961853028,2.900000095367432,2953200.0,,,,,
2024-06-25,2.7300000190734863,2.819999933242798,2.7100000381469727,2.819999933242798,3083500.0,,,,,
2024-06-26,2.789999961853028,2.865000009536743,2.740000009536743,2.75,2201100.0,,,,,
2024-06-27,2.880000114440918,2.890000104904175,2.7309999465942383,2.75,1939600.0,,,,,
2024-06-28,2.9600000381469727,3.0199999809265137,2.869999885559082,2.869999885559082,1806700.0,,,,,
2024-07-01,2.7799999713897705,2.9800000190734863,2.7699999809265137,2.970000028610229,1885900.0,,,,,
2024-07-02,2.7699999809265137,2.799999952316284,2.700000047683716,2.799999952316284,2136800.0,,,,,
