Date,Close,High,Low,Open,Volume,"('Close', 'WSC')","('High', 'WSC')","('Low', 'WSC')","('Open', 'WSC')","('Volume', 'WSC')"
2024-06-03,39.07409286499024,39.50075288024393,38.29022876393677,39.242770469359975,1464100.0,,,,,
2024-06-04,38.0322494506836,39.27253929003439,37.94790686495895,38.60774196790898,1649600.0,,,,,
2024-06-05,38.53829193115234,38.72681465293047,37.74450706963287,38.20093289187346,1068800.0,,,,,
2024-06-06,38.200931549072266,38.68712688876163,38.06201967632234,38.429144452170654,1084300.0,,,,,
2024-06-07,38.002479553222656,38.59782094139279,37.7147314048603,37.90325788105972,1361900.0,,,,,
2024-06-10,37.80403137207031,37.982633405045966,37.30791545492995,37.71473035558248,1874100.0,,,,,
2024-06-11,37.605594635009766,37.744506510585104,36.55382734340908,37.58574954063261,2655800.0,,,,,
2024-06-12,38.21084976196289,39.351917989608495,38.16123892273144,38.38945181124768,3602300.0,,,,,
2024-06-13,38.35968399047852,38.52836537682157,37.52620906723994,38.18108195085138,2449300.0,,,,,
2024-06-14,37.55597305297852,38.65735098406761,37.41706120312296,37.88341137197864,1053600.0,,,,,
2024-06-17,38.191009521484375,38.39937732311752,37.407145370505,37.50636705174044,1601900.0,,,,,
2024-06-18,37.82387924194336,38.2555014841905,37.65520163455338,38.042171472743895,2754500.0,,,,,
2024-06-20,38.86572265625,38.93518237320713,37.57582191173096,37.66512293631652,1424100.0,,,,,
2024-06-21,39.2824592590332,39.41145045989668,38.24061656913994,38.92525518591228,2424500.0,,,,,
2024-06-24,38.95502471923828,39.609897655300806,38.90045544420887,39.39160919998964,1208900.0,,,,,
2024-06-25,38.15131759643555,39.09393866547576,37.506365342601626,39.09393866547576,1804800.0,,,,,
2024-06-26,37.54605484008789,38.12154736761128,37.347607705227865,37.88341383383066,2100400.0,,,,,
2024-06-27,37.65520095825195,37.71473244917246,37.16900566703692,37.56589993680692,2407900.0,,,,,
2024-06-28,37.34760665893555,38.16123648251,37.26823007825384,37.92310295540069,4223300.0,,,,,
2024-07-01,37.01024627685547,38.15131438844002,36.49428527418635,37.48651709815065,1792300.0,,,,,
2024-07-02,36.70266342163086,37.77923423545052,36.2313509496135,37.04002245373388,1728200.0,,,,,
2024-07-03,37.2186164855957,37.49644398831936,36.474442568953,36.76219072513693,1000900.0,,,,,
2024-07-05,35.56159591674805,37.0300988591003,35.37307319467786,36.881262541368976,2940600.0,,,,,
2024-07-08,35.91879653930664,36.196620267838576,35.482212068682834,35.938641632068126,2047700.0,,,,,
2024-07-09,36.07755279541016,36.42483244932804,35.22423274856697,35.96840667987472,2434000.0,,,,,
2024-07-10,36.10731887817383,36.5141338130134,35.68065885077326,36.23631008728814,1799900.0,,,,,
2024-07-11,37.72465896606445,38.37953189771883,36.5439043152971,36.66297108876212,3650700.0,,,,,
2024-07-12,37.9925651550293,38.25054381616437,37.70481695929283,38.220778066627766,1535100.0,,,,,
2024-07-15,38.54821014404297,38.86572406853721,37.76434977204661,37.99256266871031,1723100.0,,,,,
2024-07-16,40.1258544921875,40.38383689179993,38.44898403496315,38.68712134344662,2678900.0,,,,,
2024-07-17,39.65951156616211,40.56740090804632,39.58013119470533,39.66943222006199,2009400.0,,,,,
2024-07-18,40.51283264160156,41.12801539543418,39.44618253027495,39.619822365824746,3308900.0,,,,,
2024-07-19,40.6914291381836,40.81049969314058,39.68927657021401,40.55251727579815,2020500.0,,,,,
2024-07-22,41.57451629638672,41.73823167604082,40.59220509314137,40.94940916704877,2169800.0,,,,,
2024-07-23,41.882110595703125,42.050791999039774,41.1081708693921,41.47529563891597,2009900.0,,,,,
2024-07-24,40.67158508300781,42.15000841573087,40.55251453609516,41.85233961857745,2488500.0,,,,,
2024-07-25,42.90411376953125,43.45976127258236,40.79065852882184,40.929570404584624,3971800.0,,,,,
2024-07-26,40.68151092529297,42.65605421855878,40.11593900303919,42.229394167024935,3856200.0,,,,,
2024-07-29,41.03871536254883,41.13793704667805,40.40368749996669,40.7509671794836,1787500.0,,,,,
2024-07-30,40.64181518554688,41.51994248201763,40.11593352250468,41.2173114685519,1752300.0,,,,,
2024-07-31,40.68151092529297,41.29669368922321,40.01175509999924,41.04863569577631,1573000.0,,,,,
2024-08-01,39.50075149536133,40.88987382080196,39.21300334910383,40.47313825868901,2435500.0,,,,,
2024-08-02,35.22423553466797,37.90326265628945,35.065478568167826,37.29800053867496,6341800.0,,,,,
2024-08-05,34.281612396240234,35.89895150062564,33.835107271095254,34.55943991025513,4644200.0,,,,,
2024-08-06,34.430450439453125,35.134934236355555,33.7854981388686,34.29153856795852,2984200.0,,,,,
2024-08-07,33.2298469543457,35.387950512155065,32.97186454879997,34.90671745013616,2580800.0,,,,,
2024-08-08,33.70611953735352,34.112934473196,33.21992423107134,33.28938016267388,2531900.0,,,,,
2024-08-09,34.44036865234375,34.53463189491762,33.428291650974565,33.68627406694588,1664300.0,,,,,
2024-08-12,33.85495376586914,34.71819830525245,33.75573208286776,34.44037077973232,981100.0,,,,,
2024-08-13,34.54951477050781,34.57928051655889,33.58704860750338,34.12285474680879,1324400.0,,,,,
2024-08-14,34.281612396240234,34.86702938586045,34.21711868346657,34.728117521385215,844500.0,,,,,
2024-08-15,36.32561111450195,36.68281521050289,35.02578593962398,35.02578593962398,1727500.0,,,,,
2024-08-16,35.75011444091797,36.752270787827385,35.71042804123921,36.2759999261032,1765100.0,,,,,
2024-08-19,36.722503662109375,36.75723162976823,35.442527293351176,35.76004122196487,1460500.0,,,,,
2024-08-20,36.74234771728516,37.4269901818725,36.444678890756286,36.67289178393057,1131300.0,,,,,
2024-08-21,37.178932189941406,37.34760980375851,36.49428972545804,36.920949764608274,1832200.0,,,,,
2024-08-22,36.90110397338867,37.645277918051455,36.662970430732656,37.30791891173509,1356100.0,,,,,
2024-08-23,38.62759017944336,38.71689120649191,36.75227239648841,36.782038143816415,1825800.0,,,,,
2024-08-26,38.945098876953125,39.87779542373992,38.746651756236105,39.00463414868744,1552200.0,,,,,
2024-08-27,38.508522033691406,38.90541252916727,38.2406189620864,38.56805352622738,748000.0,,,,,
2024-08-28,37.95287322998047,38.29023225453844,37.80403691897431,38.22077631875279,741700.0,,,,,
2024-08-29,37.7147331237793,38.32991963143312,37.54605551640168,38.32991963143312,1082500.0,,,,,
