Date,Close,High,Low,Open,Volume,"('Close', 'NOK')","('High', 'NOK')","('Low', 'NOK')","('Open', 'NOK')","('Volume', 'NOK')"
2024-06-03,3.785773277282715,3.795357504171796,3.737852142837312,3.795357504171796,11084400.0,,,,,
2024-06-04,3.7761893272399902,3.7761893272399902,3.737852416873048,3.7474366444647833,7530000.0,,,,,
2024-06-05,3.8145265579223633,3.8145265579223633,3.766605415939626,3.785773872732721,10623000.0,,,,,
2024-06-06,3.785773277282715,3.785773277282715,3.7474363697263926,3.7474363697263926,10245900.0,,,,,
2024-06-07,3.747436761856079,3.785773673423954,3.7378525339641104,3.757020989748048,11087600.0,,,,,
2024-06-10,3.680346727371216,3.718683865249941,3.680346727371216,3.699515182057576,11273200.0,,,,,
2024-06-11,3.64201021194458,3.6611786687043386,3.622841755184821,3.6515944403244593,7395600.0,,,,,
2024-06-12,3.6515941619873047,3.6995153002339856,3.6515941619873047,3.670762617285977,11067100.0,,,,,
2024-06-13,3.5557520389556885,3.6420100915225033,3.5365835828297296,3.632425863459524,13180400.0,,,,,
2024-06-14,3.4694933891296387,3.488662071724286,3.421572253908013,3.4599091620853133,11197900.0,,,,,
2024-06-17,3.536583662033081,3.536583662033081,3.4694938355836973,3.4790782923673462,8909500.0,,,,,
2024-06-18,3.5269992351531982,3.5653361461049697,3.5174150074152557,3.5174150074152557,10340400.0,,,,,
2024-06-20,3.507830619812012,3.5845044382212348,3.4886621652097056,3.4886621652097056,12722600.0,,,,,
2024-06-21,3.5269992351531982,3.555751918367027,3.4982465519393697,3.4982465519393697,5891500.0,,,,,
2024-06-24,3.574920415878296,3.642010010832763,3.55575196017702,3.632425782982125,14016300.0,,,,,
2024-06-25,3.574920415878296,3.594088871579572,3.5461677323263814,3.5653361880276577,10823500.0,,,,,
2024-06-26,3.5174150466918945,3.5461677302267853,3.4982465910019678,3.5365835023818217,15484200.0,,,,,
2024-06-27,3.574920415878296,3.594088871579572,3.5653361880276577,3.574920415878296,9390600.0,,,,,
2024-06-28,3.6228415966033936,3.65159428048445,3.574920456801633,3.584504684761985,20248600.0,,,,,
2024-07-01,3.728268384933472,3.785773753501653,3.709099700238056,3.728268384933472,18371500.0,,,,,
2024-07-02,3.728268384933472,3.728268384933472,3.6803470159539646,3.718684156838775,9675400.0,,,,,
2024-07-03,3.6899313926696777,3.7570212205407856,3.6899313926696777,3.74743699206006,7865000.0,,,,,
2024-07-05,3.737852334976196,3.757020789739684,3.689930969561472,3.74743656235794,11031400.0,,,,,
2024-07-08,3.728268384933472,3.785773753501653,3.728268384933472,3.7570210692175623,12296200.0,,,,,
2024-07-09,3.6995151042938232,3.7186837870832634,3.680346650010384,3.689930877152104,14441200.0,,,,,
2024-07-10,3.7953579425811768,3.7953579425811768,3.72826834660796,3.757021030596481,15670900.0,,,,,
2024-07-11,3.7761893272399902,3.795357782423461,3.728268189281312,3.7761893272399902,15890300.0,,,,,
2024-07-12,3.824110269546509,3.852862950850648,3.7953575882423696,3.7953575882423696,12466200.0,,,,,
2024-07-15,3.757020950317383,3.8145263170656656,3.747436722526002,3.8145263170656656,15155100.0,,,,,
2024-07-16,3.718684196472168,3.7282684246690128,3.67076282698192,3.680347055178765,16791100.0,,,,,
2024-07-17,3.737852334976196,3.776189244503172,3.689930969561472,3.718683880212709,18551200.0,,,,,
2024-07-18,3.4694933891296387,3.5749201151232115,3.4503249350409884,3.5749201151232115,37723700.0,,,,,
2024-07-19,3.498246431350708,3.517414886165835,3.459909293214449,3.479077976535581,11352900.0,,,,,
2024-07-22,3.5845046043396,3.632425743066196,3.5845046043396,3.622841515320877,15281400.0,,,,,
2024-07-23,3.586437940597534,3.605771819214393,3.5671040619806758,3.5767710012891047,8792600.0,,,,,
2024-07-24,3.5477702617645264,3.576771080330692,3.538103322242472,3.5477702617645264,9928200.0,,,,,
2024-07-25,3.7024409770965576,3.731441793179533,3.6057715901533047,3.6251054675419554,14351500.0,,,,,
2024-07-26,3.7121081352233887,3.721775074489152,3.663773438894571,3.702441195957625,9576300.0,,,,,
2024-07-29,3.7121081352233887,3.721775074489152,3.663773438894571,3.6927742566918615,12530400.0,,,,,
2024-07-30,3.789443731307984,3.799110670194871,3.770109853534208,3.770109853534208,14010400.0,,,,,
2024-07-31,3.789443731307984,3.8087776090817584,3.76044291464732,3.76044291464732,10419900.0,,,,,
2024-08-01,3.8184444904327393,3.8861130616213297,3.799110612950285,3.866779184138875,21217300.0,,,,,
2024-08-02,3.72177529335022,3.779777162833645,3.7024414136817527,3.760443283165179,19100000.0,,,,,
2024-08-05,3.605771541595459,3.644439295852033,3.5961046030313155,3.6154384801596025,15049900.0,,,,,
2024-08-06,3.586437940597534,3.6154387585228234,3.5767710012891047,3.596104879905964,12431300.0,,,,,
2024-08-07,3.605771541595459,3.7024409272368937,3.5961046030313155,3.66377317298032,13804200.0,,,,,
2024-08-08,3.66377329826355,3.692774114947667,3.634772481579432,3.634772481579432,10070500.0,,,,,
2024-08-09,3.683107376098633,3.692774315518392,3.6444396184195935,3.6637734972591134,7555000.0,,,,,
2024-08-12,3.7024409770965576,3.7121079157908823,3.673440161013582,3.683107099707907,8356100.0,,,,,
2024-08-13,3.8087778091430655,3.8184447485377233,3.702441245323825,3.702441245323825,13572000.0,,,,,
2024-08-14,3.847445726394653,3.847445726394653,3.789444087619584,3.789444087619584,9676200.0,,,,,
2024-08-15,3.934448003768921,3.9634485896470095,3.886113079364103,3.8957802486274673,13702200.0,,,,,
2024-08-16,3.905447244644165,3.9344482936147274,3.895780535624669,3.9247811236391934,11484300.0,,,,,
2024-08-19,4.021450996398926,4.031118167523005,3.963449352522721,3.963449352522721,16540600.0,,,,,
2024-08-20,4.011783599853516,4.0407841863518525,3.992449721869287,4.011783599853516,11145900.0,,,,,
2024-08-21,4.021450996398926,4.021450996398926,3.9731165236468,3.992450404938869,8107300.0,,,,,
2024-08-22,3.973115921020508,4.021450386441456,3.973115921020508,4.002116508081873,6112600.0,,,,,
2024-08-23,4.03111743927002,4.060118025490894,4.011783561470768,4.011783561470768,8747400.0,,,,,
2024-08-26,4.040784358978272,4.050451528861383,4.02145048016808,4.031117650051192,5986900.0,,,,,
2024-08-27,4.079452037811279,4.079452037811279,4.040784280937696,4.069785329070895,9442100.0,,,,,
2024-08-28,4.050451755523682,4.079452344883819,4.031117875631571,4.060118464991708,7710800.0,,,,,
2024-08-29,4.3307929039001465,4.369460660643861,4.214789633669005,4.359793951935942,50253000.0,,,,,
2024-08-30,4.311458587646484,4.321125295372629,4.243789789739576,4.243789789739576,28292000.0,,,,,
2024-09-03,4.234123706817627,4.282458174492725,4.21478982755638,4.263124295231478,30014900.0,,,,,
2024-09-04,4.234123706817627,4.272791465340123,4.205122657447735,4.21478982755638,18957700.0,,,,,
2024-09-05,4.185789108276367,4.253457921505095,4.185789108276367,4.253457921505095,15344600.0,,,,,
2024-09-06,4.098785400390625,4.185788072884376,4.079451524387121,4.166454196880872,20795100.0,,,,,
2024-09-09,4.118120193481445,4.137454071626409,4.108453023930956,4.118120193481445,13028900.0,,,,,
2024-09-10,4.050451755523682,4.09878622477593,4.031117875631571,4.079452344883819,23479300.0,,,,,
2024-09-11,4.050451755523682,4.060118464991708,3.982782945423265,4.050451755523682,29109300.0,,,,,
2024-09-12,4.060117721557617,4.108452642915482,4.002116092501762,4.031117137507676,31428500.0,,,,,
2024-09-13,4.060117721557617,4.09878547426152,4.050451013859627,4.060117721557617,11548900.0,,,,,
2024-09-16,4.069785118103027,4.137453919602023,4.050451240668457,4.098785703776884,27475400.0,,,,,
2024-09-17,4.050451755523682,4.108453395200014,4.031117875631571,4.09878622477593,21045200.0,,,,,
2024-09-18,4.050451755523682,4.127787275092125,4.040784585099598,4.050451755523682,31297300.0,,,,,
2024-09-19,4.108453273773193,4.127787153093884,4.069785515131811,4.108453273773193,30074600.0,,,,,
2024-09-20,4.137454032897949,4.147120741401939,4.079451938049969,4.089119107509969,25461200.0,,,,,
2024-09-23,4.166454792022705,4.185788670787886,4.137454204352949,4.147120913257525,18013000.0,,,,,
2024-09-24,4.253457546234131,4.263124255296179,4.185788738975638,4.185788738975638,22849300.0,,,,,
2024-09-25,4.214789867401123,4.282458214977176,4.195455987957101,4.263124335533154,25786700.0,,,,,
2024-09-26,4.214789867401123,4.29212538517721,4.205122697201089,4.253457626289166,26128800.0,,,,,
2024-09-27,4.224456310272217,4.272791236312537,4.214789601637762,4.234123479862688,20772500.0,,,,,
2024-09-30,4.224456310272217,4.272791236312537,4.205122432047292,4.2631240667220665,13361900.0,,,,,
2024-10-01,4.205122470855713,4.263124106065775,4.195455762132046,4.2534573973421095,19138000.0,,,,,
2024-10-02,4.243790149688721,4.263124027736842,4.185788515544357,4.185788515544357,17047700.0,,,,,
2024-10-03,4.205122470855713,4.2341235189387545,4.185788592452359,4.224456349259067,12411900.0,,,,,
2024-10-04,4.205122470855713,4.243790227662421,4.195455762132046,4.224456349259067,10080900.0,,,,,
2024-10-07,4.185789108276367,4.2437907506341,4.185789108276367,4.2437907506341,11872700.0,,,,,
2024-10-08,4.253457546234131,4.253457546234131,4.205122618055773,4.21478978807386,14104900.0,,,,,
2024-10-09,4.321125507354736,4.321125507354736,4.263123875284552,4.263123875284552,13201500.0,,,,,
2024-10-10,4.263123989105225,4.311458914265533,4.243790111232303,4.311458914265533,7057800.0,,,,,
2024-10-11,4.214789867401123,4.253457626289166,4.195455987957101,4.243790456089132,7260000.0,,,,,
2024-10-14,4.253457546234131,4.253457546234131,4.21478978807386,4.224456497135908,13045900.0,,,,,
2024-10-15,4.263123989105225,4.301791744851068,4.234123402773848,4.282457866978146,24261600.0,,,,,
2024-10-16,4.311458587646484,4.340459171780893,4.243789789739576,4.321125295372629,39451700.0,,,,,
2024-10-17,4.195456027984619,4.214789907613099,4.002116770743768,4.079452289257689,41757800.0,,,,,
2024-10-18,4.591800212860107,4.620801259130387,4.3404593483709935,4.3404593483709935,51422800.0,,,,,
2024-10-21,4.630468368530273,4.65946941731381,4.591800610789581,4.591800610789581,27704500.0,,,,,
2024-10-22,4.584718227386475,4.643122225067063,4.555515996469324,4.604186226613337,27889800.0,,,,,
2024-10-23,4.555516242980957,4.5944522435416175,4.536048242700627,4.555516242980957,19999400.0,,,,,
2024-10-24,4.6723246574401855,4.6723246574401855,4.613920193087666,4.623654425197664,21665400.0,,,,,
2024-10-25,4.643122673034668,4.691792907874377,4.633388904558982,4.672324906769245,22097500.0,,,,,
2024-10-28,4.818334579467773,4.818334579467773,4.701526575346388,4.701526575346388,34528100.0,,,,,
2024-10-29,4.72099494934082,4.808601191436102,4.72099494934082,4.798866958246055,21278400.0,,,,,
2024-10-30,4.652856826782227,4.7112608291074745,4.64312259431781,4.691792828332392,17105700.0,,,,,
2024-10-31,4.584718227386475,4.6236542258402,4.555515996469324,4.604186226613337,19945200.0,,,,,
2024-11-01,4.604186534881592,4.643122535942235,4.604186534881592,4.623654535411913,11303700.0,,,,,
2024-11-04,4.545782566070557,4.6333888011656095,4.526314565399851,4.613920336341155,13223100.0,,,,,
2024-11-05,4.584718227386475,4.604186226613337,4.545782228932749,4.545782228932749,11970800.0,,,,,
2024-11-06,4.458176136016846,4.497112135655565,4.458176136016846,4.477644135836205,15999100.0,,,,,
2024-11-07,4.477643966674805,4.52631419646135,4.438707968507053,4.467910199209722,17398500.0,,,,,
2024-11-08,4.428974628448486,4.438708396852901,4.390038626523319,4.419240395890317,18213400.0,,,,,
2024-11-11,4.438708782196045,4.477644787501412,4.419240779543361,4.448443015599285,13805800.0,,,,,
2024-11-12,4.380304336547852,4.40950656968582,4.331634102702487,4.399772337255247,17059900.0,,,,,
2024-11-13,4.341368198394775,4.351101966365018,4.302432198206335,4.351101966365018,17013400.0,,,,,
2024-11-14,4.370570182800293,4.4095066490698045,4.341368413290357,4.351102181742417,13241400.0,,,,,
2024-11-15,4.341368198394775,4.399772198677437,4.331633966270798,4.360836198488996,18293400.0,,,,,
2024-11-18,4.341368198394775,4.351101966365018,4.312165966176577,4.312165966176577,4723100.0,,,,,
2024-11-19,4.039614200592041,4.331634219046383,3.805997953751687,4.292698216585804,72850200.0,,,,,
2024-11-20,4.136954307556152,4.185624543894793,4.107752072922214,4.156422309260854,31017900.0,,,,,
2024-11-21,4.020145893096924,4.078549892338429,3.961741893855419,4.000677893349756,27974000.0,,,,,
2024-11-22,4.0688157081604,4.088283708136144,4.03961394027365,4.059081940249394,11900800.0,,,,,
2024-11-25,4.098017692565918,4.127219458688065,4.0590816949672535,4.11748569136525,20586600.0,,,,,
2024-11-26,4.0688157081604,4.117485940176627,4.029879708208911,4.107751708111889,14044900.0,,,,,
2024-11-27,4.078550338745117,4.107752109485207,4.0493481038512495,4.078550338745117,12907600.0,,,,,
2024-11-29,4.088283538818359,4.107751537987829,4.078549771310481,4.078549771310481,4568300.0,,,,,
2024-12-02,4.088283538818359,4.107751537987829,4.059081772141011,4.088283538818359,9477800.0,,,,,
2024-12-03,4.117486000061035,4.1272197681136085,4.068815767336953,4.088283767595838,10022000.0,,,,,
2024-12-04,4.05908203125,4.12721980061582,4.04934779896703,4.098018032074395,16418000.0,,,,,
2024-12-05,4.195357799530029,4.224560030592201,4.127219569820772,4.136953801559401,20604800.0,,,,,
2024-12-06,4.127219200134277,4.234293418899685,4.127219200134277,4.205091654606912,10751000.0,,,,,
2024-12-09,4.28296422958374,4.351101998337327,4.263496229346467,4.28296422958374,19756000.0,,,,,
2024-12-10,4.28296422958374,4.321900230058287,4.244028229109194,4.28296422958374,14129400.0,,,,,
2024-12-11,4.292697906494141,4.321900138306973,4.244028139011056,4.253761906846182,12428700.0,,,,,
