Date,Close,High,Low,Open,Volume,"('Close', 'RZLT')","('High', 'RZLT')","('Low', 'RZLT')","('Open', 'RZLT')","('Volume', 'RZLT')"
2024-06-03,4.110000133514404,4.179999828338623,3.8510000705718994,4.019999980926514,447400.0,,,,,
2024-06-04,4.650000095367432,4.72599983215332,4.119999885559082,4.260000228881836,552900.0,,,,,
2024-06-05,5.789999961853027,6.099999904632568,4.579999923706055,4.659999847412109,1435500.0,,,,,
2024-06-06,5.590000152587891,5.885000228881836,5.239999771118164,5.829999923706055,549900.0,,,,,
2024-06-07,5.71999979019165,5.71999979019165,5.159999847412109,5.550000190734863,1060800.0,,,,,
2024-06-10,5.440000057220459,5.920000076293945,5.25,5.639999866485596,781600.0,,,,,
2024-06-11,5.340000152587891,5.429999828338623,4.75,5.429999828338623,358000.0,,,,,
2024-06-12,5.480000019073486,5.590000152587891,5.190000057220459,5.380000114440918,277600.0,,,,,
2024-06-13,5.159999847412109,5.452000141143799,5.050000190734863,5.429999828338623,587200.0,,,,,
2024-06-14,3.950000047683716,4.111999988555908,3.849999904632568,3.900000095367432,4315000.0,,,,,
2024-06-17,3.849999904632568,4.090000152587891,3.839999914169312,3.9800000190734863,826200.0,,,,,
2024-06-18,3.880000114440918,4.0,3.785000085830689,3.849999904632568,590900.0,,,,,
2024-06-20,3.7699999809265137,3.930000066757202,3.670000076293945,3.900000095367432,654200.0,,,,,
2024-06-21,3.950000047683716,4.0,3.759999990463257,3.799999952316284,495100.0,,,,,
2024-06-24,4.260000228881836,4.34499979019165,3.9609999656677246,4.010000228881836,631100.0,,,,,
2024-06-25,3.869999885559082,4.389999866485596,3.869999885559082,4.25,316300.0,,,,,
2024-06-26,4.0,4.019999980926514,3.809999942779541,3.859999895095825,200900.0,,,,,
2024-06-27,4.010000228881836,4.130000114440918,3.930000066757202,4.0,313400.0,,,,,
2024-06-28,4.300000190734863,4.349999904632568,4.010000228881836,4.010000228881836,356400.0,,,,,
2024-07-01,4.309999942779541,4.505000114440918,4.289999961853027,4.460000038146973,185500.0,,,,,
2024-07-02,4.210000038146973,4.440000057220459,4.159999847412109,4.309999942779541,260500.0,,,,,
2024-07-03,4.170000076293945,4.235000133514404,4.059999942779541,4.210000038146973,114400.0,,,,,
2024-07-05,4.130000114440918,4.248000144958496,4.070000171661377,4.210000038146973,184200.0,,,,,
2024-07-08,4.150000095367432,4.329999923706055,4.070000171661377,4.139999866485596,278400.0,,,,,
2024-07-09,4.21999979019165,4.289999961853027,4.150000095367432,4.190000057220459,153400.0,,,,,
2024-07-10,4.300000190734863,4.46999979019165,4.139999866485596,4.210000038146973,406900.0,,,,,
2024-07-11,4.28000020980835,4.400000095367432,4.139999866485596,4.300000190734863,539400.0,,,,,
2024-07-12,4.699999809265137,4.71999979019165,4.239999771118164,4.239999771118164,497800.0,,,,,
2024-07-15,4.849999904632568,4.909999847412109,4.590000152587891,4.699999809265137,289100.0,,,,,
2024-07-16,4.78000020980835,4.880000114440918,4.679999828338623,4.809999942779541,256800.0,,,,,
2024-07-17,4.639999866485596,5.119999885559082,4.400000095367432,4.920000076293945,560000.0,,,,,
2024-07-18,4.409999847412109,4.745999813079834,4.28000020980835,4.710000038146973,296900.0,,,,,
2024-07-19,4.519999980926514,4.559999942779541,4.380000114440918,4.420000076293945,160100.0,,,,,
2024-07-22,4.670000076293945,4.670000076293945,4.420000076293945,4.550000190734863,204700.0,,,,,
2024-07-23,4.670000076293945,4.78000020980835,4.46999979019165,4.670000076293945,392100.0,,,,,
2024-07-24,4.639999866485596,4.789999961853027,4.46999979019165,4.659999847412109,159000.0,,,,,
2024-07-25,4.679999828338623,4.769000053405762,4.429999828338623,4.599999904632568,157000.0,,,,,
2024-07-26,4.679999828338623,4.900000095367432,4.579999923706055,4.690000057220459,200800.0,,,,,
2024-07-29,4.559999942779541,4.800000190734863,4.441999912261963,4.659999847412109,136700.0,,,,,
2024-07-30,4.5,4.59499979019165,4.400000095367432,4.550000190734863,158200.0,,,,,
2024-07-31,4.59499979019165,4.699999809265137,4.269999980926514,4.489999771118164,340800.0,,,,,
2024-08-01,4.409999847412109,4.710000038146973,4.324999809265137,4.619999885559082,158500.0,,,,,
2024-08-02,4.300000190734863,4.429999828338623,4.130000114440918,4.389999866485596,224200.0,,,,,
2024-08-05,4.400000095367432,4.46999979019165,3.9800000190734863,3.9800000190734863,474800.0,,,,,
2024-08-06,4.300000190734863,4.579999923706055,4.21999979019165,4.53000020980835,264700.0,,,,,
2024-08-07,4.260000228881836,4.389999866485596,4.110000133514404,4.389999866485596,352800.0,,,,,
2024-08-08,4.25,4.414999961853027,4.25,4.289999961853027,137900.0,,,,,
2024-08-09,4.349999904632568,4.479000091552734,4.25,4.260000228881836,204800.0,,,,,
2024-08-12,4.269999980926514,4.510000228881836,4.190000057220459,4.329999923706055,202000.0,,,,,
2024-08-13,4.340000152587891,4.420000076293945,4.150000095367432,4.25,142800.0,,,,,
2024-08-14,4.349999904632568,4.449999809265137,4.309999942779541,4.369999885559082,87700.0,,,,,
2024-08-15,4.21999979019165,4.460000038146973,4.21999979019165,4.400000095367432,191400.0,,,,,
2024-08-16,4.239999771118164,4.315000057220459,4.150000095367432,4.28000020980835,422300.0,,,,,
2024-08-19,4.28000020980835,4.380000114440918,4.190000057220459,4.210000038146973,288500.0,,,,,
